t_s,theta_deg,alpha_deg,alpha_raw_deg,pwm,mode
0.000000,78.7500,-66.0938,-66.0938,0,0
0.000776,78.7500,-66.0938,-66.0938,0,0
0.001031,78.7500,-66.0938,-66.0938,0,0
0.002653,78.7500,-66.0938,-66.0938,0,0
0.004655,78.7500,-66.0938,-66.0938,0,0
0.006723,78.7500,-66.0938,-66.0938,0,0
0.008707,78.7500,-66.0938,-66.0938,0,0
0.010734,78.7500,-66.0938,-66.0938,0,0
0.012689,78.7500,-66.0938,-66.0938,0,0
0.014713,78.7500,-66.0938,-66.0938,0,0
0.016683,78.7500,-66.0938,-66.0938,0,0
0.018678,78.7500,-66.0938,-66.0938,0,0
0.020678,78.7500,-66.0938,-66.0938,0,0
0.022693,78.7500,-66.0938,-66.0938,0,0
0.024738,78.7500,-66.0938,-66.0938,0,0
0.026722,78.7500,-66.0938,-66.0938,0,0
0.028727,78.7500,-66.0938,-66.0938,0,0
0.030727,78.7500,-66.0938,-66.0938,0,0
0.032698,78.7500,-66.0938,-66.0938,0,0
0.034692,78.7500,-66.0938,-66.0938,0,0
0.036687,78.7500,-66.0938,-66.0938,0,0
0.038659,78.7500,-66.0938,-66.0938,0,0
0.046850,78.7500,-66.0938,-66.0938,0,0
0.047563,78.7500,-66.0938,-66.0938,0,0
0.047816,78.7500,-66.0938,-66.0938,0,0
0.048045,78.7500,-66.0938,-66.0938,0,0
0.048708,78.7500,-66.0938,-66.0938,0,0
0.050682,78.7500,-66.0938,-66.0938,0,0
0.052732,78.7500,-66.0938,-66.0938,0,0
0.054698,78.7500,-66.0938,-66.0938,0,0
0.056725,78.7500,-66.0938,-66.0938,0,0
0.058754,78.7500,-66.0938,-66.0938,0,0
0.060716,78.7500,-66.0938,-66.0938,0,0
0.062714,78.7500,-66.0938,-66.0938,0,0
0.064683,78.7500,-66.0938,-66.0938,0,0
0.066668,78.7500,-66.0938,-66.0938,0,0
0.068681,78.7500,-66.0938,-66.0938,0,0
0.070731,78.7500,-66.0938,-66.0938,0,0
0.072695,78.7500,-66.0938,-66.0938,0,0
0.081698,78.7500,-66.0938,-66.0938,0,0
0.082245,78.7500,-66.0938,-66.0938,0,0
0.082482,78.7500,-66.0938,-66.0938,0,0
0.082713,78.7500,-66.0938,-66.0938,0,0
0.082964,78.7500,-66.0938,-66.0938,0,0
0.088438,78.7500,-66.0938,-66.0938,0,0
0.088778,78.7500,-66.0938,-66.0938,0,0
0.088957,78.7500,-66.0938,-66.0938,0,0
0.090661,78.7500,-66.0938,-66.0938,0,0
0.092711,78.7500,-66.0938,-66.0938,0,0
0.094725,78.7500,-66.0938,-66.0938,0,0
0.096670,78.7500,-66.0938,-66.0938,0,0
0.098679,78.7500,-66.0938,-66.0938,0,0
0.100732,78.7500,-66.0938,-66.0938,0,0
0.102669,78.7500,-66.0938,-66.0938,0,0
0.104706,78.7500,-66.0938,-66.0938,0,0
0.106665,78.7500,-66.0938,-66.0938,0,0
0.108670,78.7500,-66.0938,-66.0938,0,0
0.110690,78.7500,-66.0938,-66.0938,0,0
0.112683,78.7500,-66.0938,-66.0938,0,0
0.114679,78.7500,-66.0938,-66.0938,0,0
0.116674,78.7500,-66.0938,-66.0938,0,0
0.118667,78.7500,-66.0938,-66.0938,0,0
0.120658,78.7500,-66.0938,-66.0938,0,0
0.122656,78.7500,-66.0938,-66.0938,0,0
0.124745,78.7500,-66.0938,-66.0938,0,0
0.126740,78.7500,-66.0938,-66.0938,0,0
0.128735,78.7500,-66.0938,-66.0938,0,0
0.130731,78.7500,-66.0938,-66.0938,0,0
0.132728,78.7500,-66.0938,-66.0938,0,0
0.134726,78.7500,-66.0938,-66.0938,0,0
0.136726,78.7500,-66.0938,-66.0938,0,0
0.138722,78.7500,-66.0938,-66.0938,0,0
0.140721,78.7500,-66.0938,-66.0938,0,0
0.142718,78.7500,-66.0938,-66.0938,0,0
0.144714,78.7500,-66.0938,-66.0938,0,0
0.146711,78.7500,-66.0938,-66.0938,0,0
0.148707,78.7500,-66.0938,-66.0938,0,0
0.150701,78.7500,-66.0938,-66.0938,0,0
0.152699,78.7500,-66.0938,-66.0938,0,0
0.154693,78.7500,-66.0938,-66.0938,0,0
0.156687,78.7500,-66.0938,-66.0938,0,0
0.158687,78.7500,-66.0938,-66.0938,0,0
0.160687,78.7500,-66.0938,-66.0938,0,0
0.162687,78.7500,-66.0938,-66.0938,0,0
0.164687,78.7500,-66.0938,-66.0938,0,0
0.166687,78.7500,-66.0938,-66.0938,0,0
0.168687,78.7500,-66.0938,-66.0938,0,0
0.170687,78.7500,-66.0938,-66.0938,0,0
0.172687,78.7500,-66.0938,-66.0938,0,0
0.174687,78.7500,-66.0938,-66.0938,0,0
0.176687,78.7500,-66.0938,-66.0938,0,0
0.178687,78.7500,-66.0938,-66.0938,0,0
0.180687,78.7500,-66.0938,-66.0938,0,0
0.182687,78.7500,-66.0938,-66.0938,0,0
0.187267,78.7500,-66.0938,-66.0938,0,0
0.187575,78.7500,-66.0938,-66.0938,0,0
0.188665,78.7500,-66.0938,-66.0938,0,0
0.190743,78.7500,-66.0938,-66.0938,0,0
0.192667,78.7500,-66.0938,-66.0938,0,0
0.194668,78.7500,-66.0938,-66.0938,0,0
0.196683,78.7500,-66.0938,-66.0938,0,0
0.198679,78.7500,-66.0938,-66.0938,0,0
0.200674,78.7500,-66.0938,-66.0938,0,0
0.202667,78.7500,-66.0938,-66.0938,0,0
0.204658,78.7500,-66.0938,-66.0938,0,0
0.206656,78.7500,-66.0938,-66.0938,0,0
0.208745,78.7500,-66.0938,-66.0938,0,0
0.210740,78.7500,-66.0938,-66.0938,0,0
0.212735,78.7500,-66.0938,-66.0938,0,0
0.214731,78.7500,-66.0938,-66.0938,0,0
0.216728,78.7500,-66.0938,-66.0938,0,0
0.218726,78.7500,-66.0938,-66.0938,0,0
0.220726,78.7500,-66.0938,-66.0938,0,0
0.222719,78.7500,-66.0938,-66.0938,0,0
0.224740,78.7500,-66.0938,-66.0938,0,0
0.226663,78.7500,-66.0938,-66.0938,0,0
0.228731,78.7500,-66.0938,-66.0938,0,0
0.230741,78.7500,-66.0938,-66.0938,0,0
0.232737,78.7500,-66.0938,-66.0938,0,0
0.234732,78.7500,-66.0938,-66.0938,0,0
0.236728,78.7500,-66.0938,-66.0938,0,0
0.238727,78.7500,-66.0938,-66.0938,0,0
0.240668,78.7500,-66.0938,-66.0938,0,0
0.242677,78.7500,-66.0938,-66.0938,0,0
0.244724,78.7500,-66.0938,-66.0938,0,0
0.246702,78.7500,-66.0938,-66.0938,0,0
0.251245,78.7500,-66.0938,-66.0938,0,0
0.251763,78.7500,-66.0938,-66.0938,0,0
0.252753,78.7500,-66.0938,-66.0938,0,0
0.255042,78.7500,-66.0938,-66.0938,0,0
0.256717,78.7500,-66.0938,-66.0938,0,0
0.258686,78.7500,-66.0938,-66.0938,0,0
0.260744,78.7500,-66.0938,-66.0938,0,0
0.262734,78.7500,-66.0938,-66.0938,0,0
0.264723,78.7500,-66.0938,-66.0938,0,0
0.266656,78.7500,-66.0938,-66.0938,0,0
0.268721,78.7500,-66.0938,-66.0938,0,0
0.270739,78.7500,-66.0938,-66.0938,0,0
0.272719,78.7500,-66.0938,-66.0938,0,0
0.274734,78.7500,-66.0938,-66.0938,0,0
0.276731,78.7500,-66.0938,-66.0938,0,0
0.278728,78.7500,-66.0938,-66.0938,0,0
0.280726,78.7500,-66.0938,-66.0938,0,0
0.282726,78.7500,-66.0938,-66.0938,0,0
0.287467,78.7500,-66.0938,-66.0938,0,0
0.287799,78.7500,-66.0938,-66.0938,0,0
0.288738,78.7500,-66.0938,-66.0938,0,0
0.290733,78.7500,-66.0938,-66.0938,0,0
0.292744,78.7500,-66.0938,-66.0938,0,0
0.294695,78.7500,-66.0938,-66.0938,0,0
0.296693,78.7500,-66.0938,-66.0938,0,0
0.298687,78.7500,-66.0938,-66.0938,0,0
0.300687,78.7500,-66.0938,-66.0938,0,0
0.302687,78.7500,-66.0938,-66.0938,0,0
0.304687,78.7500,-66.0938,-66.0938,0,0
0.306687,78.7500,-66.0938,-66.0938,0,0
0.308687,78.7500,-66.0938,-66.0938,0,0
0.310687,78.7500,-66.0938,-66.0938,0,0
0.312687,78.7500,-66.0938,-66.0938,0,0
0.314687,78.7500,-66.0938,-66.0938,0,0
0.316657,78.7500,-66.0938,-66.0938,0,0
0.318681,78.7500,-66.0938,-66.0938,0,0
0.320663,78.7500,-66.0938,-66.0938,0,0
0.322711,78.7500,-66.0938,-66.0938,0,0
0.325161,78.7500,-66.0938,-66.0938,0,0
0.333651,78.7500,-66.0938,-66.0938,0,0
0.334286,78.7500,-66.0938,-66.0938,0,0
0.334538,78.7500,-66.0938,-66.0938,0,0
0.334760,78.7500,-66.0938,-66.0938,0,0
0.335005,78.7500,-66.0938,-66.0938,0,0
0.336801,78.7500,-66.0938,-66.0938,0,0
0.338656,78.7500,-66.0938,-66.0938,0,0
0.340666,78.7500,-66.0938,-66.0938,0,0
