t_s,theta_deg,alpha_deg,alpha_raw_deg,pwm,mode
0.000000,22.5000,-94.5703,-94.5703,0,0
0.000715,22.5000,-94.5703,-94.5703,0,0
0.000961,22.5000,-94.5703,-94.5703,0,0
0.003130,22.5000,-94.5703,-94.5703,0,0
0.004942,22.5000,-94.5703,-94.5703,0,0
0.006906,22.5000,-94.5703,-94.5703,0,0
0.008942,22.5000,-94.5703,-94.5703,0,0
0.010945,22.5000,-94.5703,-94.5703,0,0
0.012948,22.5000,-94.5703,-94.5703,0,0
0.014941,22.5000,-94.5703,-94.5703,0,0
0.016936,22.5000,-94.5703,-94.5703,0,0
0.018929,22.5000,-94.5703,-94.5703,0,0
0.020926,22.5000,-94.5703,-94.5703,0,0
0.022924,22.5000,-94.5703,-94.5703,0,0
0.024919,22.5000,-94.5703,-94.5703,0,0
0.026914,22.5000,-94.5703,-94.5703,0,0
0.028911,22.5000,-94.5703,-94.5703,0,0
0.030904,22.5000,-94.5703,-94.5703,0,0
0.032901,22.5000,-94.5703,-94.5703,0,0
0.034915,22.5000,-94.5703,-94.5703,0,0
0.036911,22.5000,-94.5703,-94.5703,0,0
0.038904,22.5000,-94.5703,-94.5703,0,0
0.040901,22.5000,-94.5703,-94.5703,0,0
0.042897,22.5000,-94.5703,-94.5703,0,0
0.044894,22.5000,-94.5703,-94.5703,0,0
0.046890,22.5000,-94.5703,-94.5703,0,0
0.048885,22.5000,-94.5703,-94.5703,0,0
0.050881,22.5000,-94.5703,-94.5703,0,0
0.052876,22.5000,-94.5703,-94.5703,0,0
0.054873,22.5000,-94.5703,-94.5703,0,0
0.056870,22.5000,-94.5703,-94.5703,0,0
0.058870,22.5000,-94.5703,-94.5703,0,0
0.060870,22.5000,-94.5703,-94.5703,0,0
0.062961,22.5000,-94.5703,-94.5703,0,0
0.064956,22.5000,-94.5703,-94.5703,0,0
0.066956,22.5000,-94.5703,-94.5703,0,0
0.068956,22.5000,-94.5703,-94.5703,0,0
0.070956,22.5000,-94.5703,-94.5703,0,0
0.072956,22.5000,-94.5703,-94.5703,0,0
0.078195,22.5000,-94.5703,-94.5703,0,0
0.078557,22.5000,-94.5703,-94.5703,0,0
0.078935,22.5000,-94.5703,-94.5703,0,0
0.080890,22.5000,-94.5703,-94.5703,0,0
0.082929,22.5000,-94.5703,-94.5703,0,0
0.084926,22.5000,-94.5703,-94.5703,0,0
0.086923,22.5000,-94.5703,-94.5703,0,0
0.088922,22.5000,-94.5703,-94.5703,0,0
0.090968,22.5000,-94.5703,-94.5703,0,0
0.092897,22.5000,-94.5703,-94.5703,0,0
0.094939,22.5000,-94.5703,-94.5703,0,0
0.096912,22.5000,-94.5703,-94.5703,0,0
0.098904,22.5000,-94.5703,-94.5703,0,0
0.100904,22.5000,-94.5703,-94.5703,0,0
0.102881,22.5000,-94.5703,-94.5703,0,0
0.104941,22.5000,-94.5703,-94.5703,0,0
0.106911,22.5000,-94.5703,-94.5703,0,0
0.108884,22.5000,-94.5703,-94.5703,0,0
0.110942,22.5000,-94.5703,-94.5703,0,0
0.112911,22.5000,-94.5703,-94.5703,0,0
0.122720,22.5000,-94.5703,-94.5703,0,5
0.124617,22.5000,-94.5703,-94.5703,-31,5
0.125161,22.5000,-94.5703,-94.5703,-30,5
0.125670,22.5000,-94.5703,-94.5703,-29,5
0.126594,22.5000,-94.5703,-94.5703,-28,5
0.126993,22.5000,-94.5703,-94.5703,-28,5
0.127327,22.5000,-94.5703,-94.5703,-27,5
0.128957,22.5000,-94.5703,-94.5703,-27,5
0.130928,22.5000,-94.5703,-94.5703,-25,5
0.133163,22.5000,-94.5703,-94.5703,-23,5
0.134898,22.5000,-94.5703,-94.5703,-21,5
0.136957,22.5000,-94.5703,-94.5703,-20,5
0.138923,22.5000,-94.5703,-94.5703,-17,5
0.140869,22.5000,-94.5703,-94.5703,-15,5
0.142935,22.5000,-94.5703,-94.5703,-13,5
0.144952,22.5000,-94.5703,-94.5703,-11,5
0.146894,22.6758,-94.5703,-94.5703,-9,5
0.148914,22.6758,-94.5703,-94.5703,-6,5
0.150882,22.6758,-94.5703,-94.5703,-3,5
0.152938,22.6758,-94.7461,-94.7461,-1,5
0.154906,22.6758,-94.7461,-94.7461,0,5
0.156876,22.6758,-94.7461,-94.7461,1,5
0.158937,22.6758,-94.7461,-94.7461,4,5
0.160958,22.6758,-94.7461,-94.7461,6,5
0.169647,22.6758,-94.7461,-94.7461,9,5
0.171048,22.6758,-94.7461,-94.7461,11,5
0.171461,22.6758,-94.7461,-94.7461,11,5
0.171828,22.6758,-94.7461,-94.7461,11,5
0.172357,22.6758,-94.7461,-94.7461,11,5
0.173143,22.6758,-94.7461,-94.7461,11,5
0.178156,22.6758,-94.7461,-94.7461,11,5
0.178639,22.6758,-94.7461,-94.7461,11,5
0.178903,22.6758,-94.7461,-94.7461,11,5
0.180940,22.6758,-94.7461,-94.7461,11,5
0.182930,22.6758,-94.7461,-94.7461,11,5
0.184881,22.6758,-94.7461,-94.7461,11,5
0.186889,22.6758,-94.7461,-94.7461,11,5
0.188925,22.6758,-94.7461,-94.7461,11,5
0.190879,22.6758,-94.7461,-94.7461,11,5
0.192916,22.6758,-94.7461,-94.7461,51,5
0.194890,22.6758,-94.7461,-94.7461,54,5
0.196911,22.6758,-94.7461,-94.7461,58,5
0.198904,22.6758,-94.7461,-94.7461,59,5
0.201205,22.6758,-94.5703,-94.5703,59,5
0.202959,22.5000,-94.5703,-94.5703,59,5
0.204947,22.5000,-94.5703,-94.5703,59,5
0.206895,22.5000,-94.3945,-94.3945,59,5
0.208914,22.3242,-94.3945,-94.3945,59,5
0.210878,22.3242,-94.2188,-94.2188,59,5
0.212889,22.1484,-94.2188,-94.2188,59,5
0.214904,21.9727,-94.0430,-94.0430,59,5
0.216882,21.9727,-93.8672,-93.8672,59,5
0.218939,21.7969,-93.8672,-93.8672,59,5
0.220906,21.6211,-93.6914,-93.6914,59,5
0.222943,21.4453,-93.5156,-93.5156,59,5
0.224937,21.2695,-93.3398,-93.3398,59,5
0.226903,21.0938,-93.1641,-93.1641,59,5
0.228955,21.0938,-92.9883,-92.9883,59,5
0.230990,20.7422,-92.8125,-92.8125,59,5
0.234918,20.3906,-92.4609,-92.4609,59,5
0.235536,20.3906,-92.2852,-92.2852,59,5
0.236869,20.2148,-92.1094,-92.1094,59,5
0.238943,19.8633,-91.9336,-91.9336,59,5
0.240953,19.6875,-91.7578,-91.7578,59,5
0.242927,19.5117,-91.5820,-91.5820,59,5
0.244953,19.1602,-91.2305,-91.2305,59,5
0.246951,18.9844,-91.0547,-91.0547,59,5
0.249288,18.6328,-90.7031,-90.7031,59,5
0.250876,18.4570,-90.5273,-90.5273,59,5
0.252928,18.2812,-90.1758,-90.1758,59,5
0.254959,17.9297,-90.0000,-90.0000,59,5
0.256877,17.5781,-89.6484,-89.6484,59,5
0.258942,17.4023,-89.4727,-89.4727,59,5
0.260909,17.0508,-89.1211,-89.1211,59,5
0.262885,16.6992,-88.9453,-88.9453,59,5
0.264953,16.3477,-88.5938,-88.5938,59,5
0.266933,16.1719,-88.2422,-88.2422,59,5
0.268906,15.8203,-87.8906,-87.8906,59,5
0.270884,15.4688,-87.5391,-87.5391,59,5
0.272953,15.1172,-87.3633,-87.3633,59,5
0.277970,14.2383,-86.4844,-86.4844,59,5
0.278472,14.0625,-86.4844,-86.4844,59,5
0.278919,14.0625,-86.4844,-86.4844,59,5
0.280891,13.7109,-86.1328,-86.1328,59,5
0.282874,13.3594,-85.7812,-85.7812,59,5
0.284933,13.0078,-85.4297,-85.4297,59,5
0.286933,12.6562,-85.0781,-85.0781,59,5
0.288897,12.1289,-84.7266,-84.7266,59,5
0.290876,11.7773,-84.5508,-84.5508,59,5
0.292940,11.4258,-84.1992,-84.1992,59,5
0.294909,11.0742,-83.8477,-83.8477,59,5
0.296885,10.7227,-83.6719,-83.6719,59,5
0.298953,10.1953,-83.3203,-83.3203,59,5
0.300873,9.8438,-82.9688,-82.9688,59,5
0.302937,9.4922,-82.6172,-82.6172,59,5
0.304908,9.1406,-82.4414,-82.4414,59,5
0.306884,8.6133,-82.0898,-82.0898,59,5
0.308953,8.2617,-81.7383,-81.7383,59,5
0.310933,7.9102,-81.5625,-81.5625,59,5
0.312906,7.3828,-81.2109,-81.2109,59,5
0.314884,7.0312,-80.8594,-80.8594,59,5
0.316953,6.6797,-80.6836,-80.6836,59,5
0.318933,6.3281,-80.3320,-80.3320,59,5
0.320905,5.8008,-80.1562,-80.1562,59,5
0.322903,5.4492,-79.8047,-79.8047,59,5
0.324881,4.9219,-79.6289,-79.6289,59,5
0.326947,4.5703,-79.4531,-79.4531,59,5
0.328917,4.2188,-79.1016,-79.1016,59,5
0.330894,3.6914,-78.9258,-78.9258,59,5
0.332873,3.3398,-78.5742,-78.5742,59,5
0.334873,2.8125,-78.3984,-78.3984,59,5
0.336937,2.4609,-78.2227,-78.2227,59,5
0.338908,2.1094,-78.0469,-78.0469,59,5
0.340884,1.5820,-77.6953,-77.6953,59,5
0.342953,1.2305,-77.5195,-77.5195,59,5
0.344873,0.7031,-77.3438,-77.3438,59,5
0.346937,0.3516,-77.1680,-77.1680,59,5
0.348908,-0.1758,-76.9922,-76.9922,59,5
0.350884,-0.5273,-76.8164,-76.8164,59,5
0.352953,-1.0547,-76.6406,-76.6406,59,5
0.354933,-1.4062,-76.4648,-76.4648,59,5
0.356906,-1.9336,-76.2891,-76.2891,59,5
0.358884,-2.2852,-76.1133,-76.1133,59,5
0.360953,-2.6367,-75.9375,-75.9375,59,5
0.362933,-3.1641,-75.9375,-75.9375,59,5
0.364905,-3.5156,-75.7617,-75.7617,59,5
0.366903,-4.0430,-75.5859,-75.5859,59,5
0.368881,-4.3945,-75.5859,-75.5859,59,5
0.370947,-4.9219,-75.4102,-75.4102,59,5
0.372917,-5.2734,-75.2344,-75.2344,59,5
0.377522,-6.3281,-75.2344,-75.2344,59,5
0.377941,-6.3281,-75.2344,-75.2344,59,5
0.378933,-6.5039,-75.2344,-75.2344,59,5
0.380905,-7.0312,-75.2344,-75.2344,59,5
0.382884,-7.3828,-75.2344,-75.2344,59,5
0.384953,-7.9102,-75.2344,-75.2344,59,5
0.386908,-8.2617,-75.2344,-75.2344,59,5
0.388884,-8.7891,-75.2344,-75.2344,59,5
0.390954,-9.1406,-75.2344,-75.2344,59,5
0.392869,-9.6680,-75.2344,-75.2344,59,5
0.394937,-10.0195,-75.2344,-75.2344,59,5
0.396908,-10.5469,-75.2344,-75.2344,59,5
0.398884,-10.8984,-75.2344,-75.2344,59,5
0.400953,-11.2500,-74.8828,-74.8828,59,5
0.402933,-11.7773,-74.8828,-74.8828,59,5
0.404906,-12.3047,-74.8828,-74.8828,59,5
0.406884,-12.6562,-74.8828,-74.8828,59,5
0.408887,-13.1836,-75.0586,-75.0586,59,5
0.410953,-13.5352,-75.0586,-75.0586,59,5
0.412933,-14.0625,-75.2344,-75.2344,59,5
0.414905,-14.4141,-75.2344,-75.2344,59,5
0.416884,-14.7656,-75.2344,-75.2344,59,5
0.418878,-15.2930,-75.4102,-75.4102,59,5
0.420941,-15.6445,-75.5859,-75.5859,59,5
0.422909,-16.1719,-75.5859,-75.5859,59,5
0.424885,-16.5234,-75.7617,-75.7617,59,5
0.426953,-17.0508,-75.9375,-75.9375,59,5
0.428881,-17.4023,-76.1133,-76.1133,-59,5
0.430947,-17.7539,-76.1133,-76.1133,-59,5
0.432917,-18.2812,-76.2891,-76.2891,-59,5
0.434898,-18.6328,-76.6406,-76.6406,-59,5
0.436877,-18.9844,-76.8164,-76.8164,-59,5
0.438942,-19.3359,-77.1680,-77.1680,-59,5
0.440909,-19.6875,-77.3438,-77.3438,-59,5
0.442885,-19.8633,-77.6953,-77.6953,-59,5
0.444954,-20.2148,-78.0469,-78.0469,-59,5
0.446933,-20.5664,-78.3984,-78.3984,-59,5
0.448905,-20.7422,-78.7500,-78.7500,-59,5
0.450902,-20.9180,-79.2773,-79.2773,-59,5
0.452945,-21.2695,-79.6289,-79.6289,-59,5
0.454901,-21.4453,-80.1562,-80.1562,-59,5
0.456881,-21.6211,-80.5078,-80.5078,-59,5
0.458901,-21.7969,-81.2109,-81.2109,-59,5
0.460881,-21.9727,-81.7383,-81.7383,-59,5
0.462884,-22.1484,-82.2656,-82.2656,-59,5
0.464953,-22.1484,-82.7930,-82.7930,-59,5
0.466955,-22.3242,-83.4961,-83.4961,-59,5
0.468954,-22.3242,-84.0234,-84.0234,-59,5
0.470874,-22.5000,-84.7266,-84.7266,-59,5
