t_s,mode,alpha_deg,theta_deg,pwm,i_ma,lqr_alive_ms
0.0,5,135.527,5.713,59,26.9,40
0.0708,5,151.523,-8.877,59,93.5,40
0.1676,5,160.488,-26.455,59,95.6,40
0.2604,4,151.523,-45.615,66,112.0,60
0.3271,4,139.746,-63.721,63,112.0,128
0.4039,4,130.781,-88.682,58,99.8,204
0.4847,0,122.695,-113.115,0,30.1,222
