t_s,mode,alpha_deg,theta_deg,pwm,i_ma,lqr_alive_ms
0.0,5,148.887,9.404,-59,86.6,567
0.0903,5,139.57,22.412,-59,85.7,567
0.1542,5,133.242,36.299,-58,85.7,567
0.2369,5,138.691,54.404,55,80.7,567
0.3276,5,170.508,51.416,-56,90.8,567
0.3974,5,179.297,58.096,-55,79.4,567
0.4652,4,164.355,74.795,21,79.4,567
0.5291,4,140.449,95.537,20,37.4,567
0.5939,0,129.902,106.963,0,26.8,567
