t_s,mode,alpha_deg,theta_deg,pwm,i_ma,lqr_alive_ms
0.0,4,169.629,3.955,-69,32.5,26
0.0859,4,171.211,2.197,68,32.5,102
0.1624,4,173.145,-1.67,69,118.2,180
0.2277,4,174.375,-7.471,-50,97.5,252
0.3045,4,174.902,-16.084,-62,37.7,326
0.3753,4,176.133,-35.771,67,66.7,434
0.5119,4,176.836,-60.908,64,105.5,530
0.5778,4,175.43,-82.529,59,105.5,602
0.6496,0,168.75,-103.096,0,90.8,645
