t_s,mode,alpha_deg,theta_deg,pwm,i_ma,lqr_alive_ms
0.0,5,149.941,7.031,-59,27.3,582
0.0983,5,144.844,16.172,-59,88.1,582
0.1631,5,141.504,28.652,-58,82.8,582
0.2309,5,142.91,42.012,57,82.8,582
0.2958,5,160.664,44.473,57,94.3,582
0.3676,5,178.945,45.879,-57,82.5,582
0.4394,4,171.914,59.941,22,82.5,582
0.5032,4,153.633,78.047,21,39.6,582
0.571,4,140.449,92.285,6,29.8,582
0.6369,0,143.965,95.801,0,29.8,582
