t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,44.473,7.119,-55
0.069,5,33.574,16.787,-55
0.1349,5,25.664,27.861,-54
0.2052,5,30.234,37.178,54
0.273,5,53.965,31.729,54
0.3398,5,76.465,23.115,55
0.4077,5,80.508,17.49,55
0.5254,5,16.875,36.65,-54
0.6072,5,-5.977,46.143,-53
0.7099,5,13.711,43.506,53
0.7737,5,67.5,19.424,55
0.8505,5,106.172,2.549,55
0.9481,5,99.668,-5.537,-55
1.009,5,61.172,0.088,-55
1.0808,5,-0.879,21.709,-55
1.1446,5,-29.707,26.631,-55
1.2114,5,-26.895,28.916,54
1.2922,5,13.535,19.6,55
1.3551,5,85.781,-13.623,55
1.4329,5,127.09,-26.631,55
1.4977,5,129.902,-34.893,54
1.5695,5,101.25,-39.463,-53
1.6319,5,33.047,-18.896,-55
1.7067,5,-31.641,-1.846,-55
1.7758,5,-56.602,0.264,-55
1.8357,5,-52.383,4.131,55
1.908,5,20.391,-6.943,55
2.0018,5,118.828,-43.857,53
2.0952,5,151.875,-48.604,52
2.1743,5,146.602,-56.338,-51
2.2382,5,113.73,-59.326,-51
2.3025,5,21.445,-26.807,-54
2.3871,5,-46.406,-9.58,-55
2.4549,5,-74.707,-6.416,-55
2.5208,5,-63.809,5.889,55
2.6164,5,9.844,1.494,55
2.7043,5,106.172,-35.244,54
2.7771,5,152.578,-39.463,53
2.844,5,175.43,-40.518,-53
2.9127,4,170.332,-42.803,23
2.9821,4,137.285,-46.143,23
3.0742,4,10.547,-7.471,24
3.1603,4,-47.988,1.67,24
3.2311,4,-79.102,-3.955,24
3.3279,4,-65.742,-5.537,-67
3.3897,4,-4.043,-8.35,-66
3.4849,4,84.023,-32.959,-44
3.545,4,127.793,-29.619,-46
3.6076,4,143.086,-16.787,-61
3.6864,4,100.195,0.791,69
3.7865,4,35.508,24.346,52
3.8504,4,-14.063,35.068,43
3.9162,4,-29.355,29.092,-68
4.0069,4,11.777,15.381,-69
4.0932,4,71.719,-0.615,-69
4.1895,4,87.539,13.271,63
4.2718,4,69.609,31.729,45
4.3406,4,36.035,52.471,42
4.4274,4,19.512,59.678,32
4.5001,4,34.102,51.592,-65
4.5738,4,47.109,48.604,-66
4.6404,4,53.789,50.889,42
4.7033,4,56.777,51.592,42
4.7781,4,53.086,51.416,42
4.8439,4,46.934,49.834,42
4.9037,4,42.187,43.682,42
4.982,4,44.297,31.025,45
5.0661,4,62.051,-15.557,69
5.2038,4,66.621,-50.889,65
5.2978,4,60.82,-78.838,60
5.3626,0,43.945,-102.217,0
