t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,1.758,-0.088,54
0.0838,5,11.074,-10.635,54
0.1571,5,17.227,-25.049,54
0.2329,5,10.02,-35.947,-53
0.3077,5,-20.391,-31.025,-53
0.4033,5,-36.035,-27.51,-53
0.4702,5,-27.246,-28.564,53
0.535,5,11.25,-45.264,52
0.6123,5,38.672,-57.217,35
0.6781,5,37.793,-57.744,-50
0.745,5,7.207,-43.682,-52
0.8128,5,-37.441,-19.072,-54
0.8806,5,-53.789,-7.998,-54
0.9465,5,-43.066,-2.373,54
1.0112,5,-4.395,-12.744,54
1.0701,5,46.934,-31.201,53
1.1379,5,67.852,-37.002,53
1.2107,5,46.582,-37.178,-53
1.298,5,-12.832,-13.271,-54
1.3655,5,-59.766,4.131,-54
1.4314,5,-78.047,10.459,-54
1.5054,5,-60.293,15.205,54
1.5813,5,-0.352,-2.373,54
1.6446,5,59.238,-23.467,54
1.7086,5,89.297,-29.443,53
1.7775,5,84.375,-35.42,-53
1.8473,5,35.332,-31.729,-53
1.9311,5,-39.727,-2.197,-54
1.9929,5,-88.418,6.416,-54
2.0618,5,-99.844,10.107,-54
2.1435,5,-75.937,13.799,54
2.2233,5,4.57,-12.393,54
2.2897,5,74.707,-36.826,53
2.3545,5,106.875,-41.924,52
2.4273,5,107.754,-50.186,51
2.4911,5,77.344,-57.393,-50
2.5609,5,11.602,-42.979,-52
2.6318,5,-94.922,-14.15,-54
2.7275,5,-119.355,-13.623,-54
2.7893,5,-115.488,-7.822,54
2.8621,5,-75.762,-3.076,54
2.9369,5,6.855,-31.904,53
3.0057,5,87.363,-56.338,38
3.0767,5,119.707,-57.041,35
3.1515,5,126.563,-59.502,29
3.2203,5,100.898,-63.896,-49
3.2972,5,19.512,-43.857,-52
3.3779,5,-68.73,-4.834,-54
3.4547,5,-128.496,6.592,-54
3.551,5,-124.805,21.709,54
3.6307,5,-90.527,34.717,53
3.6916,5,-32.168,29.092,53
3.7515,5,56.602,-2.725,54
3.8133,5,111.445,-6.064,54
3.8831,5,141.68,-6.592,54
3.9669,5,132.715,-22.061,-54
4.0297,5,101.426,-34.365,-53
4.0896,5,44.824,-32.256,-53
4.1563,5,-55.371,3.955,-54
4.2226,5,-114.258,7.295,-54
4.2905,5,-142.559,5.186,-54
4.3554,5,-144.316,12.92,-54
4.4264,5,-113.73,28.037,53
4.5217,5,-46.758,24.521,54
4.5825,5,46.23,-15.029,54
4.6453,5,109.336,-25.049,54
4.7193,5,148.535,-28.916,53
4.8002,5,142.559,-50.889,-51
4.8869,5,109.512,-68.467,-49
4.9633,5,42.891,-66.182,-49
5.0281,5,-64.512,-26.279,-54
5.108,5,-132.715,-24.697,-54
5.1957,5,-151.523,-20.479,-54
5.2724,5,-140.098,-5.889,54
5.339,5,-104.414,5.713,54
5.4125,5,-46.758,-0.264,54
5.4744,5,50.098,-42.275,52
5.5442,5,115.488,-51.064,51
5.6209,5,146.426,-52.295,49
5.6807,5,152.227,-60.908,25
5.7485,5,135.703,-75.674,-48
5.8224,5,105.469,-81.826,-47
5.8822,5,48.867,-73.564,-48
5.947,5,-62.754,-23.291,-54
6.0313,5,-118.125,-14.326,-54
6.0952,5,-144.668,-4.834,-54
6.1815,5,-124.102,18.896,54
6.2736,5,-80.156,28.213,53
6.3384,5,2.461,5.537,54
6.4042,5,80.859,-17.314,54
6.4761,5,133.418,-17.314,54
6.5417,5,151.875,-21.357,54
6.6055,5,143.965,-37.002,-53
6.6693,5,110.215,-54.756,-51
6.7478,5,51.328,-54.932,-51
6.8137,5,-57.832,-15.029,-54
6.8845,5,-114.785,-11.514,-54
6.9503,5,-147.48,-12.92,-54
7.0252,5,-144.141,0.439,54
7.1115,5,-102.656,16.084,54
7.1977,5,-43.77,9.58,54
7.2597,5,53.613,-31.904,53
7.3256,5,111.27,-39.814,52
7.3954,5,152.93,-44.736,52
7.4984,5,143.086,-66.357,-49
7.5743,5,114.258,-80.068,-47
7.6426,5,63.809,-80.42,-47
7.7134,5,-44.121,-36.826,-53
7.7815,5,-120.762,-26.279,-54
7.872,5,-146.25,-23.994,-54
7.9399,5,-144.668,-10.811,-54
8.0127,5,-68.555,10.635,54
8.1333,5,38.672,-28.037,54
8.2101,5,108.457,-38.057,53
8.2809,5,143.789,-37.002,53
8.3458,5,154.687,-44.033,52
8.4096,5,138.867,-63.896,-49
8.4844,5,109.336,-74.619,-48
8.5452,5,53.437,-71.455,-48
8.6106,5,-37.441,-32.607,-53
8.6735,5,-99.668,-20.127,-54
8.7382,5,-137.988,-19.248,-54
8.8051,5,-148.535,-11.514,-54
8.8699,5,-134.297,3.955,54
8.9386,5,-93.867,15.908,54
9.002,5,-24.609,3.604,54
9.0877,5,86.133,-34.189,53
9.151,5,137.109,-35.068,53
9.2264,5,153.809,-40.693,52
9.2912,5,138.164,-63.545,-50
9.3856,5,105.293,-75.146,-48
9.4514,5,42.539,-69.17,-48
9.5172,5,-56.602,-28.389,-53
9.599,5,-122.344,-22.061,-54
9.6648,5,-146.25,-19.775,-54
9.7267,5,-144.668,-8.35,-54
9.8122,5,-89.824,12.744,54
9.903,5,24.258,-22.764,54
10.0127,5,110.566,-39.463,52
10.0749,5,152.051,-42.275,52
10.1753,5,147.305,-58.623,-50
10.2464,5,122.344,-73.389,-48
10.3152,5,79.453,-77.08,-47
10.3771,5,-1.934,-49.834,-51
10.4439,5,-101.777,-20.479,-54
10.5317,5,-138.516,-19.072,-54
10.5985,5,-147.48,-11.338,-54
10.6613,5,-127.441,6.416,54
10.7388,5,-55.195,9.58,54
10.838,5,30.937,-26.982,54
10.8989,5,100.195,-42.1,52
10.9628,5,138.516,-43.33,52
11.0275,5,151.523,-51.768,51
11.0944,5,140.801,-67.764,-49
11.1632,5,96.855,-82.881,-46
11.2497,5,8.789,-61.787,-49
11.3255,5,-89.121,-28.916,-53
11.4026,5,-132.187,-27.861,-53
11.4695,5,-148.008,-23.291,-54
11.5343,5,-139.219,-9.932,54
11.5961,5,-108.984,1.67,54
11.6729,5,-19.687,-13.799,54
11.7557,5,65.742,-49.131,52
11.8145,5,119.18,-54.053,51
11.8879,5,149.062,-57.744,50
11.9627,5,145.898,-70.049,-49
12.0255,5,121.641,-83.408,-46
12.1013,5,44.824,-78.311,-47
12.1946,5,-44.473,-37.354,-53
12.2544,5,-120.234,-24.697,-54
12.3432,5,-142.91,-20.654,-54
12.4082,5,-138.34,-5.537,54
12.4795,5,-108.984,9.404,54
12.5505,5,-51.68,9.053,54
12.6236,5,71.543,-34.717,53
12.7005,5,123.047,-36.826,53
12.7672,5,150.117,-39.287,53
12.837,5,143.965,-56.338,-51
12.9118,5,115.84,-72.158,-48
12.9786,5,67.148,-75.498,-48
13.0544,5,-36.211,-37.354,-53
13.1193,5,-112.852,-26.631,-54
13.197,5,-143.437,-27.686,-53
13.2649,5,-144.844,-15.205,54
13.3496,5,-119.883,-2.9,54
13.4165,5,-72.598,-1.494,54
13.5013,5,73.125,-56.338,51
13.607,5,135.527,-61.26,48
13.6887,5,151.523,-68.115,12
13.7795,5,140.273,-80.068,-47
13.8463,5,109.512,-86.221,-46
