t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,-2.813,12.568,50
0.0811,5,7.734,4.658,50
0.1499,5,18.633,-8.525,50
0.2317,5,15.82,-18.545,-50
0.2988,5,-4.219,-17.314,-50
0.3666,5,-28.301,-11.689,-50
0.4325,5,-32.168,-11.162,-50
0.5093,5,-12.129,-18.545,50
0.5731,5,31.816,-40.869,49
0.6778,5,39.375,-48.252,48
0.7396,5,9.316,-40.869,-48
0.8174,5,-34.102,-22.588,-50
0.887,5,-51.68,-15.732,-50
0.9498,5,-40.605,-14.326,50
1.0306,5,11.602,-34.189,49
1.1015,5,51.68,-48.604,48
1.1753,5,58.711,-51.768,47
1.2451,5,34.629,-46.846,-48
1.3087,5,-30.937,-16.436,-50
1.3845,5,-63.633,-4.307,-50
1.4628,5,-64.336,2.021,-50
1.5316,5,-30.586,-1.318,50
1.6034,5,35.684,-26.279,50
1.6643,5,73.477,-34.365,49
1.7371,5,76.992,-36.65,49
1.8039,5,47.812,-34.365,-49
1.8687,5,-17.051,-7.822,-50
1.9375,5,-70.137,9.229,-50
2.0073,5,-86.309,13.623,-50
2.0702,5,-71.367,17.49,50
2.143,5,-22.676,6.768,50
2.2109,5,54.492,-24.17,50
2.2757,5,91.582,-31.025,49
2.3481,5,93.164,-35.947,49
2.4259,5,-5.625,-16.611,-50
2.5665,5,-79.629,4.307,-50
2.6304,5,-103.184,6.592,-50
2.698,5,-94.219,10.635,50
2.7827,5,-27.422,0.088,50
2.8565,5,52.91,-33.662,49
2.9214,5,97.383,-40.869,48
2.9952,5,109.16,-47.021,48
3.0767,5,84.727,-53.174,-47
3.1502,5,15.469,-39.287,-48
3.2154,5,-70.137,-9.58,-50
3.3037,5,-115.137,-7.295,-50
3.3905,5,-106.172,0.088,50
3.4828,5,-39.902,-5.537,50
3.574,5,64.16,-46.494,48
3.6378,5,110.039,-50.713,47
3.7241,5,123.047,-54.58,44
3.7999,5,99.141,-61.26,-46
3.8718,5,32.52,-50.537,-47
3.9435,5,-69.961,-9.229,-50
4.0393,5,-124.277,-3.252,-50
4.1241,5,-122.52,6.592,50
4.2068,5,-66.797,14.326,50
4.2946,5,62.051,-29.971,50
4.4013,5,117.422,-33.662,49
4.4675,5,134.824,-36.123,49
4.5413,5,119.004,-49.131,-48
4.6106,5,78.398,-55.986,-47
4.678,5,-16.172,-27.334,-49
4.7518,5,-88.594,-10.635,-50
4.8155,5,-127.266,-12.041,-50
4.8973,5,-133.594,-4.307,50
4.9871,5,-99.141,5.361,50
5.061,5,-39.727,-2.549,50
5.1249,5,56.074,-42.451,48
5.1897,5,113.555,-48.428,48
5.2665,5,139.922,-49.131,48
5.3403,5,131.309,-62.49,-46
5.4181,5,90.352,-71.279,-45
5.4981,5,17.051,-54.053,-47
5.5617,5,-81.387,-18.369,-50
5.6511,5,-136.758,-16.26,-50
5.7379,5,-134.121,-1.846,50
5.8743,5,-51.328,6.24,50
5.9839,5,68.906,-37.354,49
6.0483,5,120.41,-39.463,49
6.1151,5,145.02,-40.693,49
6.1857,5,139.395,-52.295,-47
6.254,5,106.699,-64.424,-46
6.3273,5,28.652,-53.525,-46
6.4061,5,-59.062,-16.963,-50
6.4752,5,-128.672,-11.865,-50
6.566,5,-144.668,-7.822,-50
6.6343,5,-122.871,9.932,50
6.7261,5,-64.863,15.381,50
6.8078,5,40.078,-23.467,50
6.8856,5,118.652,-32.432,49
6.9704,5,146.25,-32.607,49
7.0502,5,136.406,-50.537,-47
7.134,5,98.613,-63.369,-46
7.2016,5,25.488,-52.822,-47
7.2736,5,-69.609,-18.018,-50
7.3389,5,-120.41,-16.963,-50
7.4007,5,-146.777,-17.666,-50
7.4796,5,-143.262,-7.646,50
7.543,5,-105.293,4.482,50
7.6388,5,-0.527,-22.236,50
7.7293,5,92.461,-52.119,47
7.8101,5,133.594,-52.822,47
7.8769,5,147.48,-56.689,37
7.9415,5,139.57,-66.885,-45
8.0099,5,95.801,-75.674,-44
8.0987,5,22.852,-57.744,-46
8.1691,5,-91.406,-14.15,-50
8.2618,5,-135.352,-10.283,-50
8.3401,5,-142.559,-1.67,-50
8.4008,5,-124.102,14.15,50
8.4746,5,-67.324,22.061,50
8.5504,5,15.117,-5.889,50
8.6108,5,87.539,-23.291,50
8.6722,5,132.187,-22.236,50
8.747,5,147.305,-29.443,50
8.8334,5,124.102,-47.373,-48
8.9002,5,67.148,-54.932,-47
8.9909,5,-37.266,-19.072,-50
9.0608,5,-111.797,-11.162,-50
9.1406,5,-144.492,-14.502,-50
9.2331,5,-139.746,-3.252,50
9.2999,5,-110.918,5.713,50
9.3702,5,-54.668,2.021,50
9.435,5,53.086,-43.33,48
9.5186,5,117.598,-51.24,47
9.5883,5,145.195,-52.822,47
9.6561,5,141.328,-65.479,-46
9.7553,5,105.996,-76.729,-44
9.8236,5,35.859,-66.182,-45
9.8962,5,-66.973,-22.588,-50
9.97,5,-125.684,-16.963,-50
10.0537,5,-143.789,-12.92,-50
10.1138,5,-128.32,4.834,50
10.207,5,-85.781,13.096,50
10.282,5,3.516,-12.92,50
10.3516,5,83.32,-37.354,49
10.4124,5,125.156,-38.057,49
10.4732,5,146.602,-41.045,48
10.5501,5,127.617,-60.381,-46
10.6412,5,78.398,-68.291,-45
10.7161,5,-3.164,-43.33,-48
10.7804,5,-85.781,-19.072,-50
10.8512,5,-130.254,-19.775,-50
10.923,5,-143.965,-12.041,-50
11.0225,5,-105.996,5.01,50
11.1093,5,-29.355,-4.307,50
11.19,5,77.344,-42.803,48
11.2749,5,126.738,-43.682,48
11.3453,5,148.184,-45.967,48
11.4161,5,135.879,-61.611,-46
11.4919,5,99.668,-71.807,-45
11.563,5,15.996,-54.58,-47
11.6398,5,-72.773,-20.83,-50
11.7056,5,-119.18,-18.018,-50
11.7734,5,-144.141,-16.787,-50
11.8333,5,-141.855,-6.943,-50
11.909,5,-108.984,8.701,50
11.9769,5,-49.746,6.943,50
12.0429,5,66.797,-35.771,49
12.1261,5,119.531,-38.057,49
12.2039,5,147.48,-38.584,49
12.2673,5,145.02,-49.482,-48
12.3301,5,122.344,-62.139,-46
12.4009,5,75.937,-66.182,-45
12.4713,5,-44.473,-22.236,-50
12.5521,5,-107.578,-13.096,-50
12.6207,5,-143.789,-12.217,-50
12.7246,5,-122.695,7.998,50
12.8363,5,-70.137,11.514,50
12.9051,5,21.445,-23.291,50
12.972,5,119.004,-41.748,48
13.0697,5,146.25,-44.033,48
13.1485,5,137.812,-58.975,-46
13.2372,5,91.406,-70.928,-45
13.3158,5,21.445,-55.635,-47
13.3996,5,-98.965,-16.963,-50
13.4864,5,-138.34,-16.436,-50
13.5751,5,-124.453,3.428,50
13.6903,5,-81.211,8.525,50
13.7582,5,-3.691,-15.205,50
13.8309,5,82.969,-44.385,48
13.8939,5,130.43,-45.615,48
13.9676,5,143.086,-57.217,-47
14.078,5,110.039,-71.807,-45
14.1567,5,55.02,-69.17,-45
14.2253,5,-35.508,-30.85,-49
14.2862,5,-103.711,-17.842,-50
14.3593,5,-139.043,-17.139,-50
14.4305,5,-143.086,-9.229,-50
14.4964,5,-119.355,5.361,50
14.5654,5,-56.426,7.295,50
14.6507,5,36.035,-29.443,50
14.7201,5,107.578,-40.518,48
14.7917,5,142.207,-39.99,49
14.8605,5,146.25,-47.9,48
14.9283,5,118.828,-64.775,-46
15.0036,5,70.488,-67.939,-45
15.0756,5,-29.883,-30.498,-49
15.1483,5,-96.855,-16.611,-50
15.2131,5,-138.164,-17.139,-50
15.289,5,-142.559,-7.822,50
15.3727,5,-118.125,4.482,50
15.4395,5,-66.797,5.889,50
15.5193,5,37.441,-35.42,49
15.6141,5,126.211,-47.373,48
15.6948,5,146.777,-53.35,47
15.7806,5,132.187,-66.885,-46
15.8489,5,92.109,-76.025,-44
15.9197,5,-1.406,-49.658,-47
15.9966,5,-87.715,-22.588,-50
16.0664,5,-131.309,-21.709,-50
16.1363,5,-144.844,-16.787,-50
16.2061,5,-130.781,-3.076,50
16.2704,5,-97.031,6.064,50
16.3445,5,-20.215,-7.822,50
16.4103,5,75.762,-41.924,48
16.4802,5,123.926,-42.979,48
16.544,5,145.898,-44.209,48
16.6189,5,136.758,-59.15,-46
16.6946,5,102.832,-70.4,-45
16.7624,5,46.406,-65.654,-45
16.8223,5,-48.34,-26.631,-50
16.8881,5,-105.293,-19.072,-50
16.9529,5,-138.867,-19.6,-50
17.0258,5,-142.383,-10.459,50
17.0965,5,-120.762,0.791,50
17.1604,5,-72.949,3.604,50
