t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,-1.582,0.615,-59
0.099,5,-12.305,14.15,-59
0.2001,5,-16.348,28.564,-58
0.262,5,3.516,34.717,58
0.3563,5,30.059,26.631,58
0.4251,5,40.781,20.479,59
0.4959,5,22.676,19.951,-59
0.5687,5,-19.687,36.826,-58
0.6343,5,-47.109,47.197,-56
0.6971,5,-50.449,52.119,-50
0.7717,5,-14.766,43.506,57
0.8454,5,40.957,18.545,59
0.9215,5,69.434,6.943,59
0.9859,5,66.621,-1.846,59
1.0487,5,38.145,-5.186,-59
1.1095,5,-29.355,14.678,-59
1.1924,5,-76.465,21.709,-59
1.2601,5,-79.453,23.467,59
1.3429,5,-45.527,18.369,59
1.4151,5,39.375,-21.182,59
1.4989,5,90.0,-37.178,58
1.5852,5,93.516,-51.416,-56
1.6641,5,54.316,-57.568,-55
1.7309,5,-28.301,-31.377,-58
1.7978,5,-84.902,-21.533,-59
1.8616,5,-112.852,-20.303,-59
1.9409,5,-104.062,-14.15,59
2.0122,5,-53.613,-14.502,59
2.0911,5,38.496,-52.646,56
2.1553,5,102.656,-63.018,18
2.237,5,122.168,-61.084,23
2.3188,5,98.965,-61.26,-54
2.4102,5,42.539,-47.373,-56
2.4801,5,-75.762,9.404,-59
2.5654,5,-125.156,25.752,-59
2.6606,5,-118.652,45.791,57
2.7374,5,-70.664,60.732,54
2.8192,5,50.801,28.037,58
2.916,5,110.918,25.225,59
2.9783,5,140.625,25.928,58
3.0524,5,120.059,5.537,-59
3.155,5,63.984,0.088,-59
3.2338,5,-39.902,37.881,-58
3.3091,5,-103.535,47.197,-56
3.375,5,-144.844,47.549,-56
3.4638,5,-143.965,58.447,55
3.5316,5,-122.344,71.104,53
3.5969,5,-69.609,74.268,52
3.6683,5,18.105,39.99,57
3.741,5,110.566,16.787,59
3.8208,5,148.008,9.932,59
3.8966,5,136.406,-20.479,-59
3.9911,5,64.687,-40.869,-57
4.1187,5,-58.711,-3.252,-59
4.1916,5,-118.125,-1.846,-59
4.2696,5,-153.633,-3.955,-59
4.3494,5,-148.008,13.096,59
4.4574,5,-102.129,28.389,58
4.5272,5,-44.297,19.6,59
4.5871,5,70.137,-30.498,58
4.6742,5,129.199,-38.584,57
4.7539,5,154.687,-47.9,56
4.8293,5,147.305,-73.916,-52
4.9019,5,122.168,-89.033,-50
4.9717,5,49.57,-90.791,57
5.0759,5,-71.016,-52.471,-56
5.175,5,-133.594,-54.229,-55
5.2459,5,-147.129,-49.307,-56
5.3174,5,-125.156,-33.135,58
5.3982,5,-78.047,-27.861,58
5.4744,5,12.305,-60.381,33
5.5348,5,92.988,-81.299,-28
5.6126,5,137.285,-73.037,-7
5.705,5,135.352,-69.697,-53
5.8237,5,-136.934,38.584,-57
6.1937,5,-88.418,69.873,53
6.3393,5,94.57,36.826,58
6.4371,5,143.086,42.1,57
6.5179,5,149.59,35.068,58
6.5787,5,103.184,12.041,-59
6.7034,5,28.125,22.236,-59
6.7681,5,-79.102,60.732,-25
6.845,5,-128.496,59.326,-28
6.9252,5,-153.633,55.811,-39
7.0036,5,-148.887,63.018,54
7.0729,5,-122.168,71.455,53
7.1407,5,-81.914,70.752,53
7.2097,5,7.383,34.541,57
7.2701,5,96.328,1.846,59
7.346,5,141.328,-7.471,59
7.4187,5,140.449,-45.088,-57
7.5254,5,109.863,-66.533,-54
7.5922,5,51.152,-71.982,-52
7.6612,5,-66.27,-37.002,-57
7.7385,5,-120.762,-38.584,-57
7.8023,5,-152.227,-43.33,-57
7.8666,5,-155.566,-34.365,-17
7.9424,5,-135.0,-17.666,59
8.0082,5,-80.508,-10.107,59
8.109,5,25.312,-51.24,56
8.1759,5,104.766,-69.17,1
8.26,5,144.492,-64.6,13
8.3219,5,160.312,-62.139,20
8.4237,5,146.426,-65.654,-54
8.5166,5,118.828,-64.951,-54
8.5993,5,40.957,-44.736,-56
8.6731,5,-49.746,6.943,-59
8.7519,5,-129.199,31.201,-58
8.8523,5,-143.613,54.229,-47
8.9148,5,-119.18,83.76,51
8.9856,5,-47.812,101.338,-55
9.077,5,43.066,87.803,50
9.1387,5,100.02,97.295,-56
9.2149,0,131.66,122.959,0
