t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,2.285,-0.967,54
0.0823,5,13.359,-14.854,54
0.1581,5,17.051,-26.279,54
0.2185,5,10.02,-36.65,-53
0.2883,5,-13.887,-34.365,-53
0.3561,5,-32.52,-30.322,-53
0.4165,5,-31.465,-29.971,53
0.5003,5,-6.152,-39.639,53
0.5681,5,29.531,-56.338,38
0.6362,5,37.441,-59.502,27
0.7218,5,7.91,-45.088,-52
0.7854,5,-32.871,-21.885,-54
0.8517,5,-52.559,-7.295,-54
0.928,5,-15.293,-5.713,54
1.0406,5,43.945,-25.4,54
1.1234,5,66.094,-30.322,53
1.1842,5,49.746,-31.377,-53
1.2844,5,-13.535,-7.646,-54
1.3462,5,-58.887,8.35,-54
1.4141,5,-73.652,16.436,-54
1.5138,5,-40.078,13.799,54
1.5846,5,43.066,-20.127,54
1.6764,5,87.715,-31.904,53
1.7538,5,85.078,-38.057,53
1.8157,5,44.297,-39.463,-52
1.8984,5,-45.352,-8.525,-54
1.9802,5,-98.789,-2.021,-54
2.0761,5,-91.758,2.021,54
2.146,5,-57.129,0.264,54
2.2068,5,35.859,-38.232,53
2.2931,5,91.406,-51.064,51
2.3688,5,109.16,-55.459,40
2.4287,5,92.637,-61.26,-50
2.5015,5,49.395,-56.689,-50
2.5733,5,-45.527,-16.436,-54
2.6407,5,-103.535,-5.186,-54
2.7186,5,-116.543,2.197,-54
2.8311,5,-41.66,9.58,54
2.9309,5,45.176,-23.818,54
2.9927,5,97.383,-31.025,53
3.0574,5,128.672,-33.662,53
3.1462,5,116.543,-44.561,-52
3.2155,5,77.168,-50.713,-51
3.2814,5,-19.336,-20.127,-54
3.3711,5,-104.238,-3.076,-54
3.441,5,-132.363,-2.549,-54
3.5102,5,-130.254,6.768,-54
3.5788,5,-99.316,18.193,54
3.6437,5,-27.422,8.525,54
3.7194,5,75.762,-28.564,53
3.807,5,126.914,-30.322,53
3.8688,5,144.844,-34.893,53
3.9416,5,133.594,-50.186,-51
4.0015,5,102.129,-62.314,-50
4.0803,5,13.887,-47.9,-51
4.1641,5,-83.672,-16.084,-54
4.2259,5,-134.473,-16.436,-54
4.3027,5,-148.008,-13.096,-54
4.3693,5,-135.527,1.494,54
4.4391,5,-99.668,12.041,54
4.5019,5,-27.07,-0.264,54
4.5737,5,64.16,-37.529,53
4.6405,5,124.629,-42.275,52
4.7143,5,148.535,-44.912,52
4.7762,5,139.219,-66.182,-49
4.8819,5,107.227,-77.08,-47
4.9507,5,51.328,-72.51,-48
5.0145,5,-40.078,-31.904,-53
5.0774,5,-102.129,-19.072,-54
5.1379,5,-143.262,-15.557,-54
5.2277,5,-142.734,-1.494,54
5.3044,5,-111.27,15.557,54
5.4071,5,-15.82,1.846,54
5.4728,5,74.18,-31.201,53
5.5369,5,135.0,-33.662,53
5.6227,5,145.547,-53.174,-51
5.7394,5,111.621,-72.334,-48
5.8179,5,37.969,-68.115,-49
5.902,5,-84.375,-26.104,-54
5.9948,5,-132.363,-26.279,-54
6.0645,5,-150.469,-23.291,-54
6.1264,5,-142.031,-9.404,54
6.2107,5,-71.367,4.482,54
6.3144,5,7.383,-24.521,54
6.3762,5,112.5,-50.361,51
6.4741,5,146.074,-51.24,51
6.5398,5,152.754,-60.029,27
6.6143,5,137.285,-74.971,-48
6.6784,5,108.809,-82.354,-47
6.7423,5,51.68,-75.674,-47
6.811,5,-39.375,-32.959,-53
6.8699,5,-99.668,-18.545,-54
6.9307,5,-140.977,-13.096,-54
7.0141,5,-143.613,-0.967,-54
7.0759,5,-123.75,15.381,54
7.1376,5,-71.367,23.115,54
7.2136,5,18.457,-7.822,54
7.2828,5,97.559,-25.576,54
7.3553,5,139.395,-25.4,54
7.4208,5,151.699,-32.959,53
7.4831,5,139.043,-50.537,-51
7.5459,5,106.875,-65.303,-49
7.6184,5,10.898,-51.064,-51
7.7094,5,-79.98,-21.885,-54
7.7736,5,-129.199,-22.588,-54
7.8392,5,-150.293,-21.709,-54
7.906,5,-146.074,-10.986,54
7.9691,5,-108.984,3.779,54
8.0558,5,-59.414,0.615,54
8.1177,5,42.187,-43.506,52
8.1865,5,102.129,-55.283,40
8.2504,5,140.449,-55.459,39
8.3182,5,154.512,-58.975,30
8.38,5,150.293,-68.115,-49
8.4489,5,129.902,-76.025,-48
8.5167,5,93.867,-77.08,-47
8.5866,5,20.215,-54.053,-51
8.6486,5,-73.828,-10.283,-54
8.7235,5,-123.223,-1.494,-54
8.789,5,-142.383,16.084,-54
8.8868,5,-114.785,38.232,53
8.9638,5,-59.59,43.506,52
9.039,5,52.383,5.889,54
9.1213,5,129.199,2.725,54
9.2071,5,149.766,0.967,54
9.2738,5,142.91,-14.854,-54
9.3467,5,111.094,-31.729,-53
9.4083,5,57.48,-33.838,-53
9.487,5,-50.801,4.307,-54
9.5506,5,-117.422,8.525,-54
9.6293,5,-147.48,6.24,-54
9.6912,5,-150.117,13.271,-54
9.756,5,-127.793,28.74,53
9.8231,5,-62.93,32.607,53
9.9129,5,65.566,-16.436,54
10.0146,5,127.266,-22.061,54
10.0874,5,151.875,-27.51,54
10.1518,5,147.656,-46.318,-52
10.2225,5,117.246,-66.182,-49
10.2983,5,71.367,-70.4,-48
10.3601,5,-49.57,-27.334,-53
10.4489,5,-109.16,-20.303,-54
10.5147,5,-143.262,-21.006,-54
10.5815,5,-149.062,-12.041,-54
10.6649,5,-123.047,5.01,54
10.7337,5,-77.871,8.525,54
10.7997,5,18.281,-27.334,54
10.8912,5,104.062,-48.955,51
10.953,5,138.867,-50.01,51
11.0178,5,151.699,-57.217,50
11.0926,5,137.285,-75.498,-48
11.1561,5,90.0,-86.396,-46
11.2509,5,-19.863,-48.779,-51
11.3326,5,-90.352,-28.389,-53
11.4379,5,-147.129,-18.721,-54
11.5393,5,-131.66,-1.318,54
11.6079,5,-94.746,8.701,54
11.6767,5,-16.875,-7.646,54
11.7463,5,83.848,-42.803,52
11.8386,5,136.23,-44.385,52
11.9154,5,146.426,-60.557,-50
12.0041,5,118.477,-77.783,-47
12.086,5,69.785,-80.771,-47
12.1506,5,-18.984,-47.373,-51
12.214,5,-98.262,-27.861,-53
12.2838,5,-135.703,-27.51,-53
12.3524,5,-147.832,-20.83,-54
12.4231,5,-130.254,-4.482,54
12.49,5,-89.121,4.131,54
12.5627,5,5.801,-24.346,54
12.6376,5,84.902,-49.131,51
12.7169,5,140.273,-50.537,51
12.7939,5,151.172,-57.744,50
12.8557,5,138.164,-73.213,-48
12.9354,5,102.656,-83.584,-46
12.998,5,45.527,-76.377,-47
13.0621,5,-56.953,-31.904,-53
13.1349,5,-127.969,-23.291,-54
13.2231,5,-145.547,-18.721,-54
13.286,5,-132.891,0.615,54
13.3711,5,-77.871,13.447,54
13.4559,5,38.496,-25.576,54
13.5447,5,105.996,-35.771,53
13.6135,5,144.316,-35.596,53
13.6804,5,152.227,-44.033,52
13.7452,5,138.34,-60.381,-50
13.8061,5,92.812,-72.861,-48
13.8924,5,16.699,-55.459,-50
13.9672,5,-91.055,-18.896,-54
14.053,5,-136.582,-18.018,-54
14.1214,5,-147.129,-9.58,-54
14.1972,5,-129.199,6.24,54
14.2678,5,-86.484,15.029,54
14.3436,5,16.699,-17.49,54
14.4169,5,94.395,-37.178,53
14.5029,5,143.086,-38.232,53
14.5694,5,152.051,-49.307,51
14.6363,5,136.055,-66.709,-49
14.7115,5,98.437,-78.135,-47
14.7754,5,30.059,-67.236,-49
14.8769,5,-99.141,-24.873,-54
14.9537,5,-140.449,-24.346,-54
15.0201,5,-148.008,-16.436,-54
15.0889,5,-122.52,2.197,54
15.1747,5,-72.598,6.24,54
15.2412,5,19.16,-28.564,54
15.3255,5,101.426,-48.779,51
15.3924,5,144.316,-50.186,51
15.4671,5,151.348,-59.854,50
15.5394,5,128.672,-79.014,-47
15.6202,5,89.824,-84.99,-46
15.6889,5,13.184,-63.896,-49
15.7507,5,-78.398,-28.037,-53
15.8255,5,-125.859,-23.994,-54
15.8874,5,-145.371,-19.248,-54
15.9532,5,-138.34,-4.307,54
16.0161,5,-92.988,12.217,54
16.1148,5,-17.051,-2.549,54
16.1816,5,78.75,-35.771,53
16.2634,5,136.23,-36.826,53
16.3271,5,152.227,-42.451,52
16.3949,5,142.91,-58.623,-50
16.4657,5,110.566,-74.268,-48
16.5316,5,56.074,-73.916,-48
16.6006,5,-74.531,-27.686,-53
16.6934,5,-136.582,-26.455,-54
16.7842,5,-149.414,-21.182,-54
16.854,5,-135.527,-6.416,54
16.9168,5,-105.293,2.9,54
16.9807,5,-41.484,-4.658,54
17.0505,5,63.984,-48.604,52
17.1296,5,134.121,-54.229,51
17.2154,5,151.699,-60.205,50
17.2894,5,143.613,-74.443,-48
17.3562,5,116.543,-85.342,-46
17.424,5,66.797,-83.76,-46
17.492,5,-46.582,-34.893,-53
17.5748,5,-105.645,-22.939,-54
17.6406,5,-139.043,-18.721,-54
17.7074,5,-143.086,-7.295,-54
17.7752,5,-110.391,13.096,54
17.8631,5,-57.305,13.799,54
17.9278,5,65.391,-30.498,53
18.0167,5,121.289,-34.189,53
18.0815,5,147.832,-36.299,53
18.1564,5,145.723,-51.592,-51
18.2187,5,123.574,-66.709,-49
18.2816,5,79.98,-73.037,-48
18.3466,5,7.383,-52.646,-51
18.4098,5,-80.156,-23.115,-54
18.4746,5,-128.848,-22.061,-54
18.5439,5,-147.129,-19.6,-54
18.6158,5,-138.164,-4.658,54
18.6817,5,-105.645,7.295,54
18.7495,5,-35.859,-0.967,54
18.8323,5,82.441,-44.912,52
18.9105,5,126.563,-46.846,52
18.9723,5,149.59,-49.658,51
19.0337,5,148.184,-63.193,-50
19.0994,5,125.332,-78.838,-47
19.1711,5,87.012,-83.936,-46
19.2336,5,10.898,-62.314,-49
19.3104,5,-88.418,-26.807,-54
19.3884,5,-135.703,-24.346,-54
19.4574,5,-146.426,-16.787,-54
19.5269,5,-125.684,1.67,54
19.6007,5,-85.781,8.35,54
19.6655,5,11.426,-22.764,54
19.7453,5,90.527,-45.264,52
