t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,-88.066,-15.029,58
0.0728,5,-82.793,-24.873,58
0.1436,5,-81.738,-36.826,57
0.228,5,-102.129,-40.166,-56
0.316,5,-129.199,-31.904,-57
0.4018,5,-125.859,-28.389,57
0.4747,5,-94.922,-39.639,56
0.54,5,-55.898,-56.338,38
0.6148,5,-55.371,-57.217,-54
0.6953,5,-93.164,-39.287,-56
0.774,5,-144.668,-10.986,-58
0.8507,5,-155.566,-0.615,-58
0.9258,5,-130.254,6.416,58
1.0151,5,-58.535,-15.557,58
1.0809,5,-25.137,-21.885,58
1.1715,5,-27.07,-27.334,-57
1.2453,5,-71.191,-20.127,-58
1.3089,5,-139.043,7.119,-58
1.3728,5,-175.254,14.678,58
1.4396,5,-0.879,13.975,58
1.5151,5,30.937,4.482,58
1.582,5,99.844,-33.486,57
1.6474,5,161.895,-62.666,20
1.7312,5,0.176,-70.576,-52
1.8011,5,-15.996,-71.631,-52
1.8669,5,-62.93,-58.623,-54
1.9357,5,-152.93,-14.502,-58
2.011,5,-12.48,-4.482,-58
2.0848,5,-18.105,1.67,-58
2.1566,5,13.008,6.768,58
2.2264,5,113.906,-29.443,57
2.3167,5,180.879,-44.912,-56
2.3898,5,14.063,-44.385,56
2.4494,5,8.965,-48.428,-55
2.5231,5,-20.742,-51.064,-55
2.586,5,-90.176,-31.025,-57
2.6531,5,-176.66,4.131,58
2.7251,5,-38.496,8.35,-58
2.7939,5,-47.285,13.799,-58
2.8597,5,-28.125,26.279,58
2.9211,5,15.293,29.971,57
2.9864,5,128.848,-9.58,58
3.0692,5,2.813,-15.908,-58
3.145,5,38.672,-14.326,58
3.2189,5,33.398,-25.049,-58
3.3012,5,-19.512,-38.057,-56
3.382,5,-129.727,-0.615,-58
3.4727,5,-34.277,14.502,-58
3.5574,5,-63.105,12.92,-58
3.6433,5,-55.195,27.51,57
3.7231,5,-10.723,38.936,56
3.795,5,66.094,19.775,58
3.8695,5,155.918,-14.678,58
3.9331,5,26.543,-16.611,-16
4.0389,5,57.305,-23.818,58
4.1178,5,39.551,-45.088,-56
4.1852,5,0.879,-58.799,-54
4.256,5,-71.719,-48.076,-55
4.3458,5,-2.285,-5.889,58
4.4152,5,-44.121,-5.537,-58
4.4831,5,-63.809,-1.318,-58
4.5548,5,-56.602,13.799,58
4.6157,5,-30.937,27.158,57
4.689,5,22.148,28.037,57
4.7658,5,125.332,-15.029,58
4.829,5,10.723,-29.619,57
4.9068,5,53.613,-29.092,57
4.9705,5,63.809,-38.76,56
5.0434,5,49.922,-58.623,-54
5.1166,5,19.863,-71.631,-52
5.1812,5,-30.586,-70.4,-52
5.2489,5,-130.605,-27.334,-57
5.3192,5,-20.391,-12.041,-58
5.386,5,-60.117,-7.295,-58
5.4798,5,-50.098,13.096,58
5.5634,5,-12.832,27.334,57
5.6382,5,45.0,22.061,58
5.7,5,142.734,-18.369,58
5.7658,5,27.773,-24.17,-58
5.8407,5,62.578,-22.412,58
5.9304,5,60.469,-37.705,-57
6.0043,5,32.871,-55.986,-54
6.0921,5,-21.973,-58.447,-54
6.1628,5,-116.543,-19.424,-58
6.2377,5,-24.609,2.197,-58
6.3201,5,-59.238,6.768,-58
6.4028,5,-40.957,33.838,57
6.5205,5,22.5,43.154,56
6.6022,5,114.434,8.877,58
6.6653,5,3.516,-6.592,-58
6.729,5,47.637,-2.197,58
6.795,5,65.215,-5.713,58
6.8669,5,55.898,-21.357,-58
6.9286,5,31.465,-35.771,-57
6.9931,5,-9.844,-40.518,-56
7.0549,5,-86.836,-17.49,-58
7.1209,5,-175.957,15.029,58
7.1947,5,-43.418,14.502,-58
7.2604,5,-63.457,16.436,-58
7.3262,5,-56.953,29.971,57
7.407,5,-20.918,45.791,56
7.4783,5,41.309,40.869,56
7.5484,5,161.543,-7.295,58
7.6508,5,45.176,-10.811,58
7.7226,5,62.754,-18.193,58
7.7866,5,53.086,-38.408,-57
7.8585,5,20.039,-58.623,-54
7.9269,5,-48.867,-58.096,-54
8.0189,5,-162.773,-16.084,-58
8.0822,5,-26.367,-15.908,42
8.1487,5,-59.59,-21.357,-58
8.2366,5,-56.074,-10.283,-58
8.3006,5,-33.047,5.186,58
8.364,5,29.883,10.459,58
8.4481,5,126.738,-28.564,58
8.515,5,11.602,-43.857,-12
8.5767,5,55.723,-42.275,56
8.6515,5,74.531,-53.174,55
8.7453,5,50.449,-78.662,-51
8.837,5,17.051,-85.869,-49
8.8999,5,-63.457,-66.709,-52
8.9796,5,-161.719,-23.643,-58
9.0516,5,-29.883,-19.6,-58
9.1217,5,-54.492,-14.326,-58
9.2064,5,-41.66,4.658,58
9.2783,5,-11.777,15.732,58
9.3458,5,46.23,11.689,58
9.4202,5,178.066,-38.936,-56
9.5089,5,43.418,-38.76,56
9.6026,5,53.613,-47.9,55
9.6745,5,40.781,-63.545,-53
9.7389,5,12.656,-73.916,-51
9.8227,5,-58.711,-65.83,-53
9.8874,5,-150.117,-22.764,-58
9.9503,5,-23.906,-12.217,26
10.0152,5,-62.227,-10.459,-58
10.0919,5,-62.754,1.143,-58
10.1577,5,-36.914,18.545,58
10.2255,5,8.438,23.467,58
10.2884,5,94.219,-6.24,58
10.3513,5,168.398,-27.51,-57
10.4135,5,40.078,-24.873,58
10.5093,5,56.602,-33.662,57
10.6029,5,38.672,-53.525,-55
10.6747,5,5.625,-63.018,-53
10.7426,5,-59.414,-54.229,-54
10.8163,5,-161.895,-7.295,-58
10.8879,5,-44.121,1.494,-58
10.9638,5,-68.906,7.998,-58
11.0566,5,-54.668,30.85,57
11.1203,5,-2.813,45.439,56
11.2061,5,103.359,12.393,58
11.2881,5,177.891,-2.373,-58
11.356,5,38.496,2.549,58
11.4208,5,56.074,2.021,58
11.4846,5,43.418,-20.83,-58
11.5714,5,15.293,-35.947,-57
11.6382,5,-33.926,-39.287,-56
11.72,5,-148.711,4.307,-58
11.793,5,-34.102,13.096,-58
11.8557,5,-72.598,10.635,-58
11.9447,5,-69.785,24.17,58
12.039,5,-34.805,40.166,56
12.1048,5,23.203,37.178,56
12.1697,5,117.598,-3.779,58
12.2329,5,2.637,-16.436,-58
12.3042,5,48.34,-12.568,58
12.385,5,58.535,-25.752,58
12.4658,5,39.551,-48.955,-55
12.5401,5,-3.164,-63.896,-53
12.6239,5,-63.457,-55.811,-54
12.6882,5,-162.598,-12.744,-58
12.7551,5,-49.219,-5.537,-58
12.8548,5,-73.828,6.768,-58
12.9476,5,-54.492,26.279,58
13.0213,5,3.516,35.947,57
13.1101,5,93.867,3.428,58
13.17,5,174.551,-17.49,-58
13.2404,5,34.805,-16.084,58
13.3102,5,56.602,-20.479,58
13.3801,5,47.988,-40.518,-56
13.4459,5,25.488,-58.447,-54
13.5067,5,-36.914,-66.357,-53
13.6104,5,-166.816,-18.721,-58
13.6879,5,-42.891,-14.502,-58
13.7628,5,-73.477,-13.447,-58
13.8336,5,-71.543,1.143,-58
13.9073,5,-37.793,22.236,58
13.9831,5,62.754,9.053,58
14.0905,5,165.762,-26.807,57
14.1897,5,49.395,-24.346,58
14.267,5,59.941,-37.881,57
14.3677,5,45.879,-57.92,-54
14.4285,5,21.27,-69.346,-52
14.504,5,-31.289,-68.994,-52
14.5708,5,-111.621,-35.068,-56
14.6387,5,-11.426,-5.186,-58
14.7065,5,-62.051,-0.264,-58
14.7893,5,-66.621,15.205,-58
14.8741,5,-37.793,36.123,57
14.9399,5,12.305,41.924,56
15.0037,5,123.047,3.955,58
15.0954,5,12.832,-2.197,58
15.1584,5,46.23,1.143,58
15.2292,5,49.043,-15.732,-58
15.3251,5,17.051,-37.354,-57
15.402,5,-82.617,-27.334,-57
15.5126,5,-171.387,9.053,58
15.5734,5,-46.055,10.459,-58
15.6602,5,-71.895,11.338,-58
15.73,5,-64.16,23.818,58
15.7938,5,-37.793,34.893,57
15.8654,5,21.797,32.256,57
15.9447,5,131.66,-16.084,58
16.0185,5,12.48,-26.631,57
16.0803,5,45.176,-28.389,57
16.1476,5,52.383,-42.803,56
16.2223,5,29.355,-68.291,-52
16.2921,5,-13.711,-80.068,-50
16.3637,5,-81.387,-66.357,-52
16.4248,5,-174.023,-30.498,57
16.4938,5,-43.594,-29.268,-57
16.5644,5,-73.125,-27.334,-57
16.6503,5,-59.941,-10.635,58
16.7262,5,-25.84,-0.439,58
16.79,5,49.219,-14.15,58
16.8698,5,141.855,-55.283,55
16.9391,5,16.699,-61.084,-53
17.003,5,49.746,-59.326,54
17.0818,5,52.383,-68.115,12
17.1535,5,39.727,-78.135,-51
17.2154,5,1.055,-82.002,-50
17.3047,5,-96.328,-48.428,-55
17.4183,5,-19.687,-4.482,12
17.4862,5,-64.512,7.119,-58
17.5899,5,-44.121,32.432,57
17.6856,5,21.621,39.287,56
17.782,5,143.965,-3.779,58
17.8647,5,15.645,-6.064,-58
17.9276,5,49.043,-0.088,58
17.9984,5,53.965,-7.822,58
18.0632,5,37.969,-23.291,-58
18.127,5,9.141,-33.311,-57
18.2037,5,-56.953,-28.213,-57
18.2687,5,-2.988,21.885,58
18.3604,5,-50.098,22.939,-58
18.4402,5,-64.687,28.037,-57
18.51,5,-41.836,50.537,55
18.6027,5,7.91,57.744,54
18.6795,5,129.023,13.271,58
18.7743,5,30.234,3.604,58
18.8761,5,60.996,-0.439,58
18.9599,5,47.461,-22.764,-58
19.0262,5,16.523,-39.463,-56
19.0971,5,-51.855,-38.936,-56
19.1699,5,-151.875,-0.439,-58
19.2376,5,-31.289,3.428,-58
19.3131,5,-69.961,2.549,-58
19.4002,5,-64.687,16.963,58
19.4775,5,-27.07,33.838,57
19.559,5,60.117,18.545,58
19.6558,5,154.16,-22.588,58
19.7171,5,24.785,-28.037,-57
19.785,5,58.887,-28.916,57
19.8568,5,56.602,-52.119,-55
19.95,5,25.664,-74.619,-51
