t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,-2.285,7.295,-49
0.1076,5,-7.207,12.92,-49
0.1767,5,-7.383,21.182,49
0.2635,5,11.953,16.436,49
0.3572,5,25.312,7.471,49
0.4525,5,15.293,4.482,-49
0.5203,5,-24.258,17.842,-49
0.628,5,-33.75,21.709,-49
0.6988,5,-14.414,15.381,49
0.7657,5,21.094,-2.725,49
0.8306,5,45.352,-15.908,49
0.899,5,41.484,-21.885,-49
0.9699,5,-7.207,-8.877,-49
1.0557,5,-45.703,3.252,-49
1.1246,5,-55.723,5.713,-49
1.1894,5,-38.848,2.9,49
1.3009,5,56.25,-38.057,48
1.3952,5,46.406,-44.209,-47
1.5415,5,-49.395,-10.107,-49
1.6362,5,-72.07,-4.834,-49
1.7036,5,-66.621,-2.725,49
1.772,5,-24.258,-12.393,49
1.8433,5,58.008,-45.264,47
1.9789,5,52.91,-50.889,-46
2.0985,5,-28.828,-18.018,-49
2.186,5,-76.289,-4.834,-49
2.2498,5,-87.891,-0.967,-49
2.3116,5,-74.355,2.725,49
2.371,5,-31.992,-3.779,49
2.4358,5,46.23,-34.717,48
2.5056,5,86.836,-41.572,47
2.5675,5,96.855,-43.857,47
2.6264,5,81.914,-47.197,-47
2.6937,5,29.707,-38.057,-48
2.7625,5,-60.82,-3.076,-49
2.8442,5,-97.734,1.846,-49
2.926,5,-97.383,6.592,49
2.9859,5,-66.27,7.646,49
3.0527,5,8.789,-18.896,49
3.1216,5,74.355,-39.99,48
3.1865,5,107.402,-43.857,47
3.2534,5,106.523,-49.482,47
3.3252,5,73.125,-53.877,-46
3.3916,5,0.527,-32.783,-48
3.4609,5,-74.531,-9.404,-49
3.5297,5,-112.852,-7.646,-49
3.6091,5,-107.227,-1.846,49
3.6908,5,-55.02,-3.076,49
3.7776,5,46.758,-44.209,48
3.85,5,100.547,-52.822,46
3.9323,5,115.664,-60.029,-45
4.0495,5,7.031,-42.275,-47
4.2027,5,-111.797,-9.932,-49
4.3443,5,-119.707,-0.967,49
4.4162,5,-88.242,6.064,49
4.4891,5,30.059,-30.322,49
4.5888,5,117.246,-43.33,47
4.6916,5,130.957,-48.604,47
4.7793,5,94.57,-59.502,-45
4.871,5,-9.844,-30.674,-47
5.0017,5,-118.652,-8.174,-49
5.0925,5,-133.594,-5.361,-49
5.1594,5,-110.391,7.295,49
5.2432,5,-59.414,7.471,49
5.307,5,28.477,-27.158,49
5.3747,5,104.766,-41.572,47
5.4515,5,133.418,-41.572,47
5.5128,5,136.055,-50.01,47
5.5907,5,110.391,-61.611,-45
5.6536,5,64.687,-62.842,-45
5.7164,5,-27.07,-28.564,-48
5.7793,5,-94.57,-14.678,-49
5.852,5,-131.484,-15.557,-49
5.9129,5,-139.57,-11.689,-49
5.9812,5,-120.938,-0.439,49
6.049,5,-79.453,3.604,49
6.1149,5,4.043,-23.818,49
6.1808,5,99.492,-50.186,47
6.2635,5,133.594,-50.361,47
6.33,5,142.031,-55.459,46
6.4028,5,120.938,-68.291,-44
6.4716,5,83.672,-71.982,-44
6.5345,5,4.219,-47.9,-46
6.606,5,-81.562,-18.018,-49
6.6658,5,-121.113,-16.26,-49
6.7327,5,-140.801,-12.041,-49
6.8085,5,-127.266,0.439,49
6.8764,5,-87.891,9.756,49
6.9391,5,-6.152,-9.932,49
7.0139,5,84.727,-37.529,48
7.0918,5,132.012,-36.826,48
7.1676,5,145.898,-41.396,47
7.2364,5,129.727,-54.932,-46
7.3023,5,87.539,-63.193,-45
7.3681,5,4.57,-41.572,-47
7.44,5,-75.059,-14.678,-49
7.502,5,-119.004,-13.623,-49
7.5597,5,-144.141,-12.217,-49
7.6515,5,-133.77,-1.494,49
7.7153,5,-91.406,7.119,49
7.7961,5,-23.027,-8.174,49
7.8618,5,100.898,-48.779,47
7.9612,5,140.449,-49.658,47
