t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,0.0,1.143,-8
0.0706,5,-2.813,3.779,-56
0.1433,5,-11.426,14.326,-56
0.2253,5,-14.941,25.049,-56
0.2867,5,-7.734,32.959,55
0.3655,5,21.973,25.225,56
0.4422,5,35.508,18.896,56
0.5076,5,27.949,14.502,-56
0.5825,5,-10.898,25.928,-56
0.6573,5,-46.055,37.881,-55
0.7628,5,-35.156,37.881,55
0.8335,5,22.148,11.338,56
0.9223,5,58.535,-5.361,56
0.9891,5,62.051,-15.029,56
1.0629,5,33.223,-17.842,-56
1.1379,5,-33.047,2.725,-56
1.2051,5,-71.367,9.053,-56
1.273,5,-75.41,10.459,-56
1.3477,5,-42.715,5.01,56
1.4165,5,25.488,-27.51,56
1.4884,5,83.32,-48.076,53
1.5781,5,85.078,-55.635,40
1.6445,5,53.086,-58.447,-52
1.7164,5,-31.113,-28.916,-55
1.7912,5,-84.727,-17.842,-56
1.858,5,-100.547,-15.029,-56
1.9198,5,-81.387,-9.053,56
2.0086,5,8.789,-36.123,55
2.0992,5,76.992,-57.393,39
2.171,5,106.172,-58.799,30
2.2328,5,104.238,-59.678,28
2.3067,5,60.469,-55.107,-52
2.3894,5,-25.664,-15.029,-56
2.4513,5,-87.363,5.537,-56
2.5197,5,-115.137,14.326,-56
2.5955,5,-108.984,27.51,56
2.6564,5,-69.609,36.826,55
2.7282,5,7.031,16.084,56
2.7928,5,81.211,-2.373,56
2.8696,5,129.199,-3.779,56
2.9633,5,113.555,-19.6,-56
3.0521,5,68.203,-24.697,-56
3.1169,5,-15.293,2.9,-56
3.1917,5,-94.746,21.006,-56
3.2536,5,-129.199,20.654,-56
3.3333,5,-134.121,29.619,-55
3.4021,5,-107.227,41.396,54
3.4859,5,-28.125,32.08,55
3.5578,5,69.258,-5.889,56
3.6296,5,135.0,-11.162,56
3.7205,5,146.953,-19.6,56
3.7803,5,133.945,-37.529,-55
3.8492,5,80.859,-53.35,-53
3.9369,5,-34.277,-17.842,-56
4.0277,5,-112.676,-7.822,-56
4.1022,5,-145.371,-9.404,-56
4.1735,5,-146.602,2.373,56
4.2494,5,-115.312,17.842,56
4.3351,5,-37.266,9.404,56
4.4219,5,56.426,-32.256,55
4.4827,5,111.621,-40.693,54
4.5437,5,142.734,-42.979,54
4.6125,5,151.875,-56.865,38
4.6793,5,134.297,-75.498,-50
4.7511,5,91.934,-84.814,-48
4.8359,5,19.512,-66.709,-50
4.8958,5,-81.035,-26.807,-55
4.9715,5,-128.496,-22.412,-56
5.0498,5,-146.777,-10.811,-56
5.1272,5,-129.727,7.998,56
5.193,5,-88.418,20.303,56
5.2794,5,55.723,-21.357,56
5.3773,5,125.508,-25.576,56
5.4549,5,152.051,-26.982,55
5.5158,5,152.93,-39.99,-54
5.5806,5,127.617,-60.732,-52
5.6624,5,73.828,-66.709,-51
5.7462,5,-18.633,-32.607,-55
5.8155,5,-104.766,-12.041,-56
5.8913,5,-145.371,-10.107,-56
5.9801,5,-147.305,3.076,56
6.0429,5,-119.707,20.83,56
6.1197,5,-69.258,23.643,56
6.1966,5,32.52,-16.26,56
6.2648,5,103.711,-31.553,55
6.3307,5,147.305,-34.717,55
6.4105,5,153.633,-46.846,54
6.4748,5,137.285,-67.588,-51
6.5351,5,105.117,-81.123,-49
6.6154,5,19.512,-68.467,-50
6.6902,5,-79.98,-33.311,-55
6.759,5,-130.781,-32.607,-55
6.8255,5,-150.645,-30.146,-55
6.8922,5,-145.371,-15.732,56
6.966,5,-107.93,1.318,56
7.0403,5,-45.352,-3.955,56
7.138,5,78.75,-51.24,53
7.227,5,141.328,-53.174,46
7.3016,5,158.203,-59.502,30
7.3834,4,150.293,-72.334,22
7.4552,4,113.906,-87.979,20
7.572,4,8.965,-70.752,22
7.6422,4,-77.871,-43.154,23
7.7051,4,-122.344,-46.846,23
7.7759,4,-141.855,-54.404,65
7.8437,4,-134.121,-57.744,-38
7.9144,4,-78.047,-55.811,-41
8.0072,4,2.813,-80.068,61
8.0692,0,79.102,-99.932,0
