t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,0.176,-8.613,49
0.0733,5,10.547,-18.105,49
0.1561,5,15.645,-28.477,49
0.2303,5,-4.57,-31.816,-48
0.3328,5,-27.598,-25.137,-49
0.4088,5,-27.949,-23.73,-49
0.4767,5,-5.801,-30.586,48
0.547,5,28.828,-45.703,47
0.6332,5,34.805,-49.219,47
0.6975,5,3.516,-37.09,-48
0.7868,5,-41.836,-14.414,-49
0.886,5,-35.156,-8.613,49
0.9917,5,32.52,-33.047,48
1.0879,5,55.723,-40.254,48
1.1676,5,42.363,-39.023,-48
1.2365,5,-8.965,-17.227,-49
1.3014,5,-52.031,0.879,-49
1.3726,5,-64.16,7.031,-49
1.4408,5,-44.648,7.734,49
1.5046,5,9.316,-12.305,49
1.5864,5,62.578,-30.059,48
1.6529,5,73.652,-34.277,48
1.7217,5,43.594,-33.398,-48
1.805,5,-26.191,-6.328,-49
1.8728,5,-69.961,5.098,-49
1.9417,5,-81.211,8.262,-49
2.0069,5,-57.305,7.734,49
2.0805,5,5.977,-16.348,49
2.1586,5,73.125,-39.727,48
2.2304,5,89.121,-44.121,47
2.2942,5,75.937,-48.164,-47
2.36,5,33.574,-41.133,-47
2.4219,5,-43.594,-9.316,-49
2.5017,5,-89.824,-0.527,-49
2.5686,5,-93.867,3.691,-49
2.6473,5,-56.426,3.867,49
2.7241,5,40.078,-33.047,48
2.8098,5,90.703,-42.363,47
2.8816,5,103.711,-45.176,47
2.9475,5,86.133,-49.395,-47
3.0103,5,9.141,-30.586,-48
3.1036,5,-73.652,-1.055,-49
3.2128,5,-109.16,6.328,-49
3.3065,5,-70.664,12.129,49
3.3977,5,14.238,-16.348,49
3.4676,5,83.145,-34.629,48
3.5446,5,117.246,-37.266,48
3.6496,5,92.637,-46.758,-47
3.718,5,31.641,-38.848,-48
3.7878,5,-55.898,-4.746,-49
3.8616,5,-107.227,0.0,-50
3.9234,5,-123.398,1.406,-49
3.9888,5,-102.656,10.547,49
4.0805,5,-18.633,-3.516,49
4.1818,5,85.957,-38.496,48
4.2621,5,123.047,-39.727,48
4.3299,5,126.914,-45.527,47
4.3977,5,95.625,-54.668,-46
4.4784,5,35.859,-46.406,-47
4.5532,5,-91.406,-4.043,-49
4.6489,5,-125.156,-3.34,-49
4.7138,5,-131.309,2.813,-49
4.7835,5,-102.656,13.711,49
4.8728,5,-34.629,5.977,49
4.9486,5,68.555,-32.871,48
5.0139,5,121.465,-35.508,48
5.1057,5,133.945,-43.945,47
5.198,5,88.594,-56.953,-46
5.2898,5,3.164,-35.156,-48
5.3775,5,-87.891,-7.559,-49
5.4483,5,-135.527,-7.734,-49
5.5461,5,-134.473,1.582,49
5.6109,5,-99.668,12.305,49
5.6917,5,-17.754,-3.164,49
5.7754,5,78.398,-37.266,48
5.8443,5,123.398,-38.32,48
5.9122,5,142.91,-41.133,48
5.9993,5,119.18,-58.008,-46
6.0782,5,74.18,-61.348,-45
6.1427,5,-42.012,-18.633,-49
6.2351,5,-130.43,-8.965,-49
6.3472,5,-141.68,-1.582,-49
6.4269,5,-114.609,12.656,49
6.5117,5,-54.844,12.48,49
6.5845,5,33.398,-23.379,49
6.6533,5,108.633,-35.508,48
6.7307,5,141.504,-35.332,48
6.7993,5,135.879,-49.922,-47
6.893,5,103.359,-60.996,-45
6.9689,5,-16.348,-30.41,-48
7.0607,5,-105.82,-11.25,-49
7.1527,5,-138.867,-12.129,-49
7.2156,5,-144.141,-5.801,-49
7.2826,5,-114.785,9.668,49
7.3657,5,-45.0,6.504,49
7.4545,5,53.789,-33.398,48
7.5213,5,112.148,-39.375,48
7.5921,5,145.898,-40.781,48
7.6748,5,138.691,-52.734,-46
7.748,5,101.602,-66.094,-45
7.8189,5,38.32,-59.414,-45
7.8864,5,-55.371,-21.621,-49
7.9535,5,-111.621,-16.348,-49
8.0153,5,-142.383,-17.227,-49
8.0852,5,-143.086,-8.262,49
8.156,5,-116.543,4.395,49
8.2318,5,-61.699,4.922,49
8.3106,5,62.754,-41.836,47
8.3993,5,119.18,-45.703,47
8.4614,5,145.898,-47.109,47
8.5418,5,141.152,-56.602,-46
8.6207,5,103.359,-70.137,-44
8.6934,5,34.629,-60.469,-45
8.7593,5,-54.668,-22.5,-49
8.8202,5,-113.555,-15.645,-49
8.8929,5,-140.801,-14.941,-49
8.9616,5,-142.031,-5.625,-49
9.0493,5,-101.602,11.953,49
9.1162,5,-28.828,2.988,49
9.1888,5,61.699,-31.289,48
9.2566,5,117.598,-34.102,48
9.3194,5,144.492,-33.047,48
9.3848,5,145.195,-42.012,-47
9.4566,5,121.465,-54.844,-46
9.5285,5,70.312,-57.656,-46
9.6064,5,-35.508,-17.227,-49
9.6822,5,-106.875,-4.746,-49
9.747,5,-139.219,-4.746,-49
9.8138,5,-143.965,2.109,-49
9.8857,5,-117.422,17.227,49
9.9585,5,-73.652,20.039,49
10.0203,5,31.992,-18.984,49
10.0991,5,100.02,-32.344,48
10.1659,5,137.461,-32.344,48
10.2334,5,145.02,-42.187,47
10.3182,5,115.488,-59.238,-46
10.4062,5,51.504,-58.887,-45
10.4763,5,-64.512,-15.82,-49
10.5778,5,-125.156,-13.359,-49
10.6427,5,-145.547,-11.426,-49
10.7147,5,-135.703,-0.176,49
10.7841,5,-103.359,9.668,49
10.8499,5,-42.715,3.516,49
10.9161,5,50.273,-34.98,48
10.9772,5,118.477,-41.836,47
11.0659,5,146.074,-43.066,47
11.1347,5,134.121,-58.359,-46
11.2223,5,92.988,-68.027,-44
11.3041,5,22.148,-53.437,-46
11.3707,5,-80.508,-15.996,-49
11.4445,5,-125.508,-14.59,-49
11.5088,5,-144.668,-12.305,-49
11.5776,5,-136.934,-0.703,49
11.6437,5,-92.285,11.602,49
11.745,5,-1.23,-12.129,49
11.8099,5,87.891,-39.199,48
11.8976,5,136.23,-38.848,48
11.9594,5,146.953,-43.242,47
12.0213,5,134.824,-56.074,-46
12.101,5,90.0,-66.621,-45
12.1729,5,15.645,-49.395,-46
12.2377,5,-79.277,-15.645,-49
12.3055,5,-131.309,-14.766,-49
12.3849,5,-145.195,-10.547,-49
12.4585,5,-132.187,1.23,49
12.5304,5,-89.824,9.668,49
12.6081,5,11.953,-21.797,49
12.6812,5,107.754,-44.121,47
12.7777,5,140.273,-44.297,47
12.8425,5,143.965,-52.734,46
12.9303,5,110.391,-69.434,-44
12.9988,5,54.668,-67.852,-44
13.0836,5,-59.941,-23.555,-49
13.1614,5,-117.773,-18.809,-49
13.2263,5,-143.789,-17.578,-49
13.2981,5,-138.516,-7.031,49
13.3674,5,-106.699,5.273,49
13.4542,5,-2.285,-16.172,49
13.531,5,84.199,-43.242,47
13.6009,5,127.969,-43.066,47
13.6666,5,141.152,-54.668,-46
13.7868,5,113.203,-66.621,-45
13.8716,5,34.453,-58.711,-45
13.9449,5,-55.371,-20.918,-49
14.0107,5,-110.215,-14.766,-49
14.0895,5,-140.273,-4.395,-49
14.2352,5,-103.184,10.547,49
14.2989,5,-39.199,4.57,49
14.3657,5,62.578,-34.453,48
14.4448,5,125.508,-37.266,48
14.519,5,147.305,-39.727,48
14.5991,5,137.285,-52.559,-46
14.6649,5,104.59,-63.633,-45
14.7303,5,52.207,-60.645,-45
14.7966,5,-42.012,-22.324,-48
14.8554,5,-119.004,-13.184,-49
14.9473,5,-143.086,-13.008,-49
15.009,5,-142.559,-5.273,-49
15.0708,5,-103.008,10.02,49
15.1646,5,-45.879,4.922,49
15.2284,5,54.492,-35.684,48
15.2983,5,114.258,-41.484,47
15.365,5,141.328,-41.309,47
15.4259,5,142.207,-52.91,-46
15.5167,5,113.555,-66.094,-45
15.592,5,41.836,-61.699,-45
15.6738,5,-66.094,-19.512,-49
15.7444,5,-116.016,-15.996,-49
15.8124,5,-142.559,-15.82,-49
15.8725,5,-137.637,-3.691,49
15.9696,5,-90.703,7.383,49
16.048,5,6.152,-21.973,49
16.1327,5,103.535,-47.637,47
16.2215,5,139.395,-47.812,47
16.2932,5,144.141,-55.547,46
16.3639,5,124.805,-68.027,-44
16.4458,5,62.227,-70.84,-44
16.5177,5,-33.398,-31.992,-48
16.5825,5,-110.742,-18.281,-49
16.6772,5,-142.383,-16.699,-49
16.7597,5,-133.242,-2.637,49
16.837,5,-97.031,7.383,49
16.9118,5,-15.82,-9.141,49
16.9876,5,83.496,-42.539,47
17.0604,5,128.672,-42.891,47
17.1253,5,145.898,-46.758,47
17.198,5,133.594,-59.59,-46
17.2695,5,95.098,-69.258,-44
17.3386,5,9.492,-49.219,-46
17.4124,5,-75.41,-18.809,-49
17.4763,5,-124.453,-17.227,-49
17.565,5,-144.492,-13.359,-49
17.6389,5,-123.574,1.934,49
17.7107,5,-74.18,7.559,49
17.7875,5,17.402,-24.434,49
17.8812,5,115.137,-42.715,47
17.956,5,143.437,-42.715,47
18.0209,5,138.691,-55.898,-46
18.1096,5,111.094,-66.797,-45
18.1744,5,56.602,-65.566,-45
18.2442,5,-48.164,-23.906,-49
18.3261,5,-115.664,-16.172,-49
18.3889,5,-143.086,-15.469,-49
18.4664,5,-138.691,-4.922,49
18.5415,5,-107.578,6.328,49
18.6148,5,-39.023,-0.703,49
18.6837,5,54.141,-39.727,48
18.745,5,122.344,-45.703,47
18.8337,5,145.723,-48.164,47
18.9086,5,136.934,-60.82,-45
18.9784,5,101.426,-72.949,-44
19.0462,5,37.793,-66.094,-44
19.113,5,-54.316,-28.652,-48
19.1787,5,-109.512,-23.203,-49
19.2445,5,-143.965,-23.555,-49
19.338,5,-135.527,-10.02,49
19.4118,5,-104.59,-0.176,49
19.4716,5,-39.902,-7.031,49
19.5415,5,76.113,-49.746,47
19.6312,5,125.332,-50.625,46
19.7178,5,146.602,-53.437,46
19.8071,5,119.004,-70.312,-44
19.8849,5,53.965,-68.027,-44
19.9806,5,-56.074,-22.324,-49
