t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,87.539,-14.15,-52
0.0778,5,77.344,-8.877,-52
0.1411,5,66.621,-0.264,-52
0.2095,5,65.742,8.701,52
0.2898,5,84.023,5.537,52
0.3487,5,108.633,-4.131,52
0.4334,5,118.477,-11.865,52
0.5003,5,90.703,-7.295,-52
0.585,5,52.383,7.471,-52
0.6498,5,36.914,13.096,-52
0.7157,5,45.527,13.799,52
0.7815,5,92.461,-4.307,52
0.8572,5,130.078,-19.951,52
0.9211,5,142.207,-26.807,52
0.9969,5,122.871,-28.564,-51
1.0627,5,73.125,-10.986,-52
1.1225,5,28.477,3.779,-52
1.2073,5,14.59,8.525,-52
1.2882,5,61.172,-0.088,52
1.3691,5,142.734,-32.607,51
1.4758,5,162.246,-40.518,50
1.558,4,142.031,-43.33,23
1.6188,4,89.473,-31.377,24
1.6826,4,27.07,-16.084,24
1.7604,4,6.68,-21.533,24
1.8389,4,25.312,-31.553,24
1.9057,4,71.895,-54.58,23
1.9696,4,127.266,-83.936,59
2.0319,4,150.469,-93.779,0
2.1117,0,134.648,-94.658,0
