t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,-1.582,1.582,-49
0.0764,5,-4.395,4.922,-49
0.1442,5,-7.734,11.602,-49
0.2359,5,-6.68,20.391,49
0.2959,5,9.141,18.105,49
0.3725,5,24.082,10.898,49
0.4574,5,21.797,6.68,-49
0.5351,5,-11.426,17.227,-49
0.6109,5,-31.465,25.137,-49
0.6766,5,-30.059,26.719,49
0.7475,5,-5.977,17.754,49
0.8117,5,35.156,-2.637,49
0.8862,5,46.934,-11.25,49
0.9537,5,34.805,-14.59,-49
1.0185,5,-7.734,-2.461,-49
1.0863,5,-48.516,9.141,-49
1.1607,5,-46.758,8.965,49
1.266,5,-6.152,-6.68,49
1.3264,5,47.461,-31.113,48
1.4051,5,64.512,-39.023,48
1.485,5,42.891,-40.254,-48
1.5567,5,-19.863,-16.875,-49
1.6456,5,-71.895,-2.285,-49
1.7349,5,-59.941,-0.527,49
1.8127,5,11.777,-26.191,49
1.9174,5,70.312,-45.352,47
1.9944,5,79.629,-49.395,47
2.0603,5,52.559,-48.516,-47
2.1271,5,-8.086,-25.312,-49
2.1909,5,-65.215,-5.625,-49
2.2567,5,-86.484,-1.055,-49
2.3177,5,-74.004,3.516,49
2.4045,5,-12.129,-11.426,49
2.4786,5,65.039,-39.375,48
2.5565,5,95.098,-43.77,47
2.6342,5,87.715,-47.461,-47
2.6991,5,50.273,-43.945,-47
2.7629,5,-39.727,-7.031,-49
2.8418,5,-92.109,3.867,-49
2.9216,5,-99.668,9.141,-49
2.9984,5,-72.949,13.184,49
3.0722,5,2.637,-8.789,49
3.1485,5,93.34,-32.871,48
3.2394,5,111.27,-35.684,48
3.3132,5,97.559,-41.309,-47
3.374,5,54.141,-40.078,-48
3.4399,5,-40.957,-3.691,-49
3.5187,5,-99.844,5.098,-49
3.5935,5,-116.016,7.031,-49
3.6598,5,-103.008,12.832,49
3.7356,5,-55.547,11.074,49
3.7959,5,22.148,-20.742,49
3.8638,5,92.109,-38.145,48
3.9318,5,120.41,-40.605,48
3.9976,5,117.949,-48.34,-47
4.0664,5,86.309,-55.547,-46
4.1371,5,23.73,-43.945,-47
4.1999,5,-66.27,-11.074,-49
4.2667,5,-112.148,-8.789,-49
4.3337,5,-127.617,-7.734,-49
4.397,5,-113.73,0.527,49
4.4817,5,-61.348,1.23,49
