t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,-1.055,-7.822,-59
0.0667,5,-9.492,0.967,-59
0.1584,5,-17.402,16.436,-59
0.2213,5,-11.074,29.443,58
0.315,5,25.664,22.061,59
0.3993,5,40.43,14.15,59
0.4921,5,19.16,15.381,-59
0.5652,5,-24.961,33.135,-58
0.6311,5,-49.746,42.275,-57
0.6944,5,-49.746,47.197,-56
0.7713,5,-8.789,36.826,57
0.8474,5,46.23,13.975,59
0.9158,5,69.785,4.834,59
0.9873,5,61.348,-4.131,-59
1.0662,5,5.273,6.592,-59
1.1399,5,-54.844,26.279,-58
1.2034,5,-82.266,30.322,-58
1.2682,5,-77.695,34.189,58
1.343,5,-42.363,30.146,58
1.4039,5,31.289,-2.021,59
1.4733,5,94.043,-19.951,59
1.5651,5,96.68,-31.377,58
1.6449,5,65.391,-39.639,-57
1.7088,5,-31.289,-12.92,-59
1.7954,5,-94.57,-4.307,-59
1.8702,5,-114.082,-3.604,-59
1.9351,5,-103.711,3.076,59
2.0179,5,-49.043,-0.791,59
2.0997,5,66.27,-48.428,56
2.1854,5,112.5,-54.932,41
2.2483,5,126.035,-59.15,30
2.3161,5,104.766,-67.061,-53
2.4042,5,52.91,-61.436,-54
2.4735,5,-51.504,-13.975,-59
2.5483,5,-113.027,-0.967,-59
2.6239,5,-132.891,7.998,-59
2.6897,5,-122.695,24.873,59
2.7578,5,-79.453,38.936,57
2.8266,5,18.281,13.447,59
2.9098,5,95.625,-0.967,59
2.9856,5,139.746,0.615,59
3.0498,5,142.91,-13.975,-59
3.1393,5,99.492,-34.014,-58
3.229,5,39.727,-28.74,-58
3.2923,5,-53.965,8.701,-59
3.3577,5,-132.891,14.502,-59
3.4549,5,-151.172,19.248,-59
3.5218,5,-133.594,42.803,57
3.6125,5,-89.297,55.459,55
3.6833,5,-8.789,36.65,57
3.7671,5,95.801,5.537,59
3.8369,5,147.129,4.131,59
3.9207,5,154.16,-15.205,59
4.0075,5,130.781,-39.287,-58
4.0673,5,92.285,-51.768,-56
4.1471,5,-3.164,-30.498,-58
4.208,5,-81.211,-7.998,-59
4.2762,5,-134.121,-9.229,-59
4.3411,5,-159.082,-5.537,-59
4.4269,5,-150.117,12.568,59
4.4938,5,-127.266,25.225,59
4.5646,5,-84.023,28.564,58
4.6264,5,17.754,-10.986,59
4.7078,5,93.164,-35.068,58
4.7695,5,135.879,-40.166,57
4.8413,5,155.215,-61.787,25
4.9426,5,134.648,-86.396,-50
5.0747,5,50.625,-93.779,57
5.1511,5,-49.746,-60.205,-54
5.2285,5,-113.906,-57.393,-55
5.2954,5,-144.316,-59.854,-55
5.3652,5,-140.977,-50.361,53
5.4412,5,-96.328,-36.475,58
5.5304,5,-15.82,-55.459,43
5.6034,5,74.355,-88.33,-45
5.6807,5,126.914,-79.541,-25
5.7739,5,127.617,-72.51,-52
5.8389,5,100.723,-67.588,-53
5.9295,5,-12.305,-17.666,-59
6.0143,5,-115.312,24.521,-59
6.1256,5,-116.895,62.842,54
6.2606,5,128.672,37.178,-57
6.9513,5,-142.031,71.807,4
7.0262,5,-114.434,73.389,52
7.1212,5,-64.863,65.654,53
7.1913,5,31.289,16.611,59
7.2667,5,110.918,-9.229,59
7.3355,5,142.734,-24.17,59
7.4123,5,130.078,-57.217,-55
7.4887,5,67.676,-81.826,-51
7.5801,5,-19.512,-60.732,-54
7.6539,5,-105.82,-52.646,-56
7.7287,5,-148.008,-62.314,-54
7.7994,5,-157.148,-58.975,-55
7.873,5,-131.309,-41.572,57
7.973,5,-69.434,-38.584,57
8.06,5,71.895,-91.67,57
8.1714,5,121.641,-92.373,57
8.2364,5,130.43,-94.131,57
8.3022,5,109.16,-102.568,55
8.3755,0,56.074,-103.447,0
