t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,-0.703,-12.217,-58
0.0634,5,-9.844,-2.373,-58
0.1532,5,-16.172,9.229,-58
0.2171,5,-15.469,20.83,-58
0.2829,5,-0.352,25.752,58
0.3512,5,26.543,19.248,58
0.415,5,39.023,14.15,58
0.4848,5,30.41,10.811,-58
0.552,5,-1.758,20.654,-58
0.6168,5,-38.672,34.893,-57
0.6771,5,-51.855,40.518,-56
0.7602,5,-23.73,36.65,56
0.8418,5,47.637,5.01,58
0.9335,5,69.258,-6.24,58
1.0063,5,52.91,-14.502,-58
1.0828,5,3.34,-3.252,-58
1.1466,5,-52.383,14.502,-58
1.2117,5,-79.805,18.369,-58
1.2755,5,-78.047,21.006,58
1.3483,5,-34.453,12.568,58
1.415,5,33.574,-20.127,58
1.4778,5,80.156,-35.244,57
1.5426,5,96.855,-43.154,56
1.6065,5,84.375,-52.471,-55
1.6773,5,27.246,-47.373,-55
1.7463,5,-60.82,-16.436,-58
1.833,5,-104.414,-12.041,-58
1.8991,5,-108.984,-7.998,-58
1.963,5,-68.73,-2.9,58
2.0497,5,21.27,-37.354,57
2.1265,5,81.914,-54.932,46
2.1909,5,117.422,-57.568,34
2.2647,5,109.336,-62.314,-53
2.3615,5,47.109,-53.701,-54
2.4492,5,-35.332,-12.744,-58
2.5097,5,-94.395,4.834,-58
2.5885,5,-127.09,21.182,-58
2.6902,5,-97.031,41.221,56
2.7671,5,-40.254,39.99,56
2.8481,5,76.816,3.428,58
2.9213,5,121.641,3.252,58
3.0171,5,140.098,-5.713,58
3.081,5,118.477,-22.236,-58
3.1488,5,65.566,-29.795,-57
3.2147,5,-26.543,0.791,-58
3.2795,5,-96.504,13.096,-58
3.3493,5,-139.57,10.635,-58
3.4261,5,-142.031,24.697,58
3.5206,5,-117.07,37.705,57
3.5835,5,-69.609,40.518,56
3.6512,5,46.406,-3.604,58
3.7355,5,117.07,-13.975,58
3.8052,5,149.59,-17.139,58
3.889,5,150.469,-38.936,-4
3.9509,5,127.793,-59.326,-54
4.013,5,84.551,-69.873,-52
4.0888,5,-7.559,-44.033,-56
4.1555,5,-92.637,-21.357,-58
4.2292,5,-137.285,-22.061,-58
4.2911,5,-155.039,-16.963,-58
4.357,5,-142.207,3.428,58
4.4378,5,-103.184,18.721,58
4.5156,5,-36.387,10.459,58
4.5844,5,63.633,-30.85,57
4.6482,5,123.223,-36.475,57
4.728,5,158.203,-44.033,56
4.8193,4,150.117,-66.885,22
4.886,4,123.223,-87.275,21
4.9588,0,38.145,-92.197,0
