t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,-0.527,1.23,49
0.0779,5,8.613,-7.383,49
0.148,5,15.996,-19.16,49
0.2263,5,12.832,-28.828,-49
0.2932,5,-8.789,-27.07,-49
0.3717,5,-27.422,-22.852,-49
0.4328,5,-27.949,-22.5,-49
0.5036,5,-1.934,-32.344,48
0.5831,5,26.719,-46.055,47
0.6434,5,36.563,-52.031,46
0.7162,5,17.402,-48.164,-47
0.8045,5,-38.145,-24.434,-49
0.8948,5,-43.066,-18.809,-49
0.9866,5,-3.516,-29.355,48
1.0733,5,41.836,-46.582,47
1.1581,5,53.086,-50.625,46
1.2242,5,25.137,-43.418,-47
1.303,5,-33.926,-16.172,-49
1.3778,5,-60.996,-5.977,-49
1.4585,5,-45.703,-3.164,49
1.5364,5,11.426,-23.73,49
1.6092,5,61.348,-40.078,48
1.684,5,71.543,-43.77,47
1.7468,5,54.492,-44.297,-47
1.8077,5,6.68,-29.18,-48
1.8784,5,-57.305,-5.449,-49
1.9443,5,-78.223,0.0,-49
2.0331,5,-45.879,-2.637,49
2.1208,5,27.598,-34.102,48
2.1966,5,77.52,-48.516,47
2.2719,5,85.781,-53.086,46
2.3387,5,54.668,-53.437,-46
2.4161,5,-11.602,-29.004,-48
2.4809,5,-72.949,-10.723,-49
2.5707,5,-93.516,-6.855,-49
2.6364,5,-66.445,-4.922,49
2.7173,5,-4.746,-25.488,49
2.7826,5,71.719,-53.262,46
2.8614,5,98.437,-57.129,46
2.9282,5,86.309,-61.523,-45
3.0162,5,37.793,-53.789,-46
3.0849,5,-62.402,-13.887,-49
3.1777,5,-100.547,-8.086,-49
3.2734,5,-91.934,0.176,49
3.3433,5,-51.855,-1.055,49
3.41,5,50.273,-39.023,48
3.4898,5,103.184,-45.176,47
3.5676,5,112.676,-48.34,47
3.6574,5,81.211,-52.734,-46
3.7322,5,-10.898,-23.203,-49
3.8246,5,-90.879,-1.055,-49
3.8919,5,-114.961,1.055,-49
3.9527,5,-113.906,6.504,-49
4.0146,5,-82.441,12.656,49
4.0825,5,-11.953,-4.57,49
4.1512,5,87.012,-35.859,48
