t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,-1.23,2.9,-49
0.0642,5,-7.383,8.525,-49
0.134,5,-11.25,16.26,-49
0.2048,5,-8.262,21.709,49
0.2696,5,8.438,18.193,49
0.3334,5,23.027,11.689,49
0.3968,5,26.191,6.592,49
0.463,5,11.426,8.35,-49
0.5324,5,-21.094,20.479,-49
0.5972,5,-36.035,26.455,-49
0.665,5,-28.477,26.104,49
0.7368,5,9.844,10.635,49
0.8166,5,46.23,-6.768,49
0.9044,5,37.09,-11.338,-49
0.9824,5,-0.527,-1.67,-49
1.0457,5,-40.43,11.162,-49
1.1085,5,-56.074,14.326,-49
1.1893,5,-31.641,8.877,49
1.2701,5,28.652,-18.896,49
1.346,5,60.469,-31.025,48
1.4128,5,58.711,-36.475,48
1.4871,5,26.895,-32.432,-48
1.5529,5,-39.727,-7.822,-49
1.6323,5,-71.895,-1.494,-49
1.714,5,-58.008,-0.615,49
1.7909,5,7.207,-24.697,49
1.8738,5,69.785,-45.967,47
1.9578,5,79.277,-49.658,47
2.0222,5,58.184,-50.01,-47
2.0972,5,-7.031,-26.807,-48
2.165,5,-73.652,-5.01,-49
2.2473,5,-87.891,-0.967,-49
2.3163,5,-69.961,2.725,49
2.3832,5,-17.578,-9.756,49
2.448,5,58.184,-38.057,48
2.5208,5,92.988,-42.803,47
2.6037,5,80.684,-46.143,-47
2.6894,5,35.332,-37.705,-48
2.7542,5,-43.594,-3.252,-49
2.8166,5,-87.539,6.416,-49
2.8944,5,-101.074,11.689,-49
2.9582,5,-79.277,17.314,49
3.0251,5,-26.543,7.998,49
3.0898,5,60.645,-24.346,49
3.1697,5,108.457,-29.092,48
3.2624,5,100.547,-35.42,-48
3.3425,5,55.02,-35.244,-48
3.4108,5,-47.812,3.252,-49
3.4945,5,-99.492,10.283,-49
3.5663,5,-115.84,12.92,-49
3.6381,5,-88.066,19.775,49
3.7276,5,4.57,-6.416,49
3.8133,5,79.98,-30.322,48
3.8821,5,116.016,-32.959,48
3.9564,5,121.113,-38.76,48
4.0202,5,97.91,-47.725,-47
4.0851,5,12.305,-33.135,-48
4.1719,5,-71.191,-4.658,-49
4.2387,5,-119.355,-3.252,-49
4.3254,5,-126.035,1.67,-49
4.3973,5,-85.078,9.932,49
4.4993,5,2.813,-16.26,49
4.5815,5,90.879,-41.924,47
4.6474,5,127.441,-42.803,47
4.7192,5,129.199,-49.834,47
4.7941,5,93.691,-60.205,-45
4.8808,5,15.117,-44.033,-47
4.9577,5,-76.816,-11.338,-49
5.0191,5,-119.004,-9.756,-49
5.0827,5,-136.055,-7.295,-49
5.1625,5,-118.828,5.186,49
5.2273,5,-80.508,10.459,49
5.2981,5,53.262,-32.959,48
5.4039,5,116.367,-37.705,48
5.4757,5,139.043,-38.057,48
5.5423,5,126.211,-51.064,-47
5.6284,5,89.648,-57.217,-46
5.6953,5,12.656,-38.057,-48
5.766,5,-71.719,-6.24,-49
5.8279,5,-119.707,-3.252,-49
5.9006,5,-139.395,3.955,-49
6.003,5,-115.84,16.787,49
6.0699,5,-63.809,18.193,49
6.1407,5,26.895,-17.139,49
6.2076,5,115.137,-32.256,48
6.2993,5,141.152,-33.486,48
6.3681,5,134.648,-46.67,-47
6.4479,5,105.469,-56.514,-46
6.5197,5,34.98,-48.604,-47
6.5945,5,-80.508,-7.119,-49
6.6887,5,-129.551,-6.064,-49
6.7562,5,-142.734,-2.9,-49
6.817,5,-131.309,8.35,49
6.8878,5,-90.176,16.436,49
6.9596,5,16.875,-17.314,49
7.0494,5,95.273,-37.178,48
7.1162,5,132.012,-37.354,48
7.1854,5,143.613,-43.857,47
7.2542,5,128.496,-56.689,-46
7.318,5,91.582,-65.303,-45
7.3904,5,-6.855,-38.408,-47
7.4661,5,-89.297,-15.205,-49
7.542,5,-134.648,-15.732,-49
7.6178,5,-143.613,-9.932,-49
7.6892,5,-121.465,3.076,49
7.7589,5,-80.859,7.119,49
7.8235,5,7.207,-21.885,49
7.903,5,94.395,-45.967,47
7.9704,5,139.043,-45.967,47
