t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,-0.352,-8.438,42
0.0985,5,5.801,-14.766,59
0.1644,5,14.766,-26.367,59
0.2303,5,19.16,-42.715,57
0.313,5,-8.086,-47.285,-56
0.4163,5,-36.914,-39.727,-57
0.4851,5,-39.727,-36.738,-58
0.557,5,-17.227,-41.66,57
0.6163,5,22.852,-59.062,32
0.6821,5,43.77,-64.336,14
0.749,5,31.113,-55.547,-55
0.8228,5,-30.937,-15.293,-59
0.9162,5,-55.02,2.285,-59
0.9771,5,-56.074,15.117,-59
1.0448,5,-27.949,20.391,59
1.1078,5,47.812,0.703,59
1.2045,5,75.937,-2.813,59
1.2673,5,67.676,-7.207,-59
1.3481,5,26.191,-1.23,-59
1.4141,5,-40.254,24.785,-59
1.4747,5,-84.023,33.75,-58
1.5536,5,-86.484,37.969,-57
1.6191,5,-56.426,40.078,57
1.7009,5,29.355,8.262,59
1.7667,5,94.395,-7.559,59
1.8596,5,105.293,-14.766,59
1.9257,5,82.266,-26.191,-59
1.9935,5,21.094,-18.457,-59
2.0664,5,-62.578,9.492,-59
2.1313,5,-103.535,11.953,-59
2.1931,5,-117.773,13.887,-59
2.255,5,-99.316,21.27,59
2.3373,5,-50.977,16.875,59
2.3976,5,29.004,-19.336,59
2.4565,5,90.0,-36.387,58
2.5182,5,123.926,-42.187,57
2.595,5,122.695,-59.59,-55
2.6739,5,92.988,-70.137,-53
2.7406,5,-3.164,-47.285,-56
2.8275,5,-102.832,-21.797,-59
2.9382,5,-138.34,-18.633,-59
3.012,5,-125.684,-1.406,59
3.0888,5,-81.387,7.91,59
3.1616,5,24.785,-27.246,59
3.2621,5,142.91,-45.527,57
3.4426,5,-39.727,-31.816,-58
3.784,5,-4.043,13.359,59
4.107,5,91.758,-12.832,59
4.1934,5,150.293,-12.656,59
4.2657,5,156.973,-25.312,59
4.333,5,136.934,-48.691,-56
4.4018,5,90.352,-62.754,-54
4.4846,5,9.141,-43.594,-56
4.5514,5,-78.047,-13.184,-59
4.6162,5,-133.418,-11.426,-59
4.6911,5,-153.984,-7.207,-59
4.7759,5,-143.086,14.238,59
4.8391,5,-93.34,32.168,58
4.9349,5,-21.27,17.578,59
5.0047,5,79.629,-19.687,59
5.0685,5,131.484,-23.027,59
5.1373,5,157.5,-30.41,58
5.2075,5,153.633,-50.273,-56
5.28,5,131.309,-71.895,-53
5.3548,5,79.102,-81.211,-51
5.4391,5,-23.906,-43.945,-56
5.5022,5,-103.008,-25.137,-59
5.5859,5,-148.359,-21.27,-59
5.6617,5,-149.062,-6.328,-59
5.7375,5,-114.961,17.93,59
5.8189,5,-56.426,20.215,59
5.8888,5,64.687,-23.906,59
5.977,5,125.508,-27.949,58
6.0425,5,158.379,-32.871,58
6.1297,5,152.754,-55.898,-55
6.1995,5,131.66,-73.828,-52
6.2633,5,96.504,-82.09,-51
6.3611,5,-62.578,-29.18,-58
6.4659,5,-123.926,-21.797,-59
6.5344,5,-150.82,-13.887,-59
6.6232,5,-136.23,10.547,59
6.691,5,-95.625,26.191,59
6.7632,5,-22.5,15.117,59
6.8301,5,68.906,-18.457,59
6.8949,5,135.703,-21.094,59
6.9827,5,158.906,-27.598,58
7.0535,5,152.402,-48.34,-56
7.1223,5,127.617,-68.555,-53
7.1872,5,71.543,-75.762,-52
7.2652,5,-11.953,-45.527,-56
7.3402,5,-98.789,-22.148,-59
7.4051,5,-147.305,-19.863,-59
7.491,5,-148.887,-2.285,-59
7.5724,5,-123.398,17.051,59
7.6372,5,-75.937,24.434,59
7.7064,5,39.199,-16.172,59
7.7881,5,105.293,-27.598,58
