t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,0.527,-0.176,-4
0.0735,5,3.516,-2.637,49
0.1392,5,9.492,-9.844,49
0.1994,5,12.656,-19.16,49
0.2653,5,7.207,-27.246,-49
0.3374,5,-18.457,-23.027,-49
0.4269,5,-28.125,-20.215,-49
0.4917,5,-20.918,-21.094,49
0.5585,5,7.559,-33.398,48
0.6278,5,30.586,-44.121,47
0.6989,5,30.762,-47.285,47
0.7667,5,5.801,-39.727,-48
0.8354,5,-31.992,-23.555,-49
0.9052,5,-44.648,-17.402,-49
0.9688,5,-33.75,-16.875,49
1.0346,5,18.281,-37.441,48
1.1226,5,49.219,-48.516,47
1.2022,5,45.352,-49.395,-47
1.263,5,-4.746,-28.301,-48
1.3468,5,-46.23,-9.316,-49
1.4101,5,-60.82,-2.109,-49
1.472,5,-49.746,0.879,49
1.5406,5,-5.273,-12.305,49
1.6045,5,48.691,-32.52,48
1.6719,5,69.082,-37.266,48
1.7357,5,61.699,-39.023,-48
1.8005,5,23.906,-30.059,-48
1.9022,5,-62.051,3.516,-49
1.974,5,-76.113,9.316,-49
2.0783,5,-37.969,7.031,49
2.1405,5,28.652,-19.336,49
2.2034,5,83.672,-31.816,48
2.314,5,79.629,-35.156,-48
2.3749,5,-6.855,-10.02,-49
2.4896,5,-70.664,11.25,-49
2.5654,5,-93.164,15.996,-49
2.6352,5,-78.398,20.742,49
2.708,5,-26.719,12.48,49
2.7862,5,63.105,-19.863,49
2.863,5,97.559,-23.906,49
2.9288,5,99.316,-28.125,49
2.9949,5,63.457,-31.113,-48
3.0682,5,-8.086,-7.559,-49
3.133,5,-72.422,11.777,-49
3.1999,5,-108.105,14.59,-49
3.2966,5,-70.488,19.863,49
3.4093,5,10.371,-8.438,49
3.4771,5,75.937,-28.828,49
3.5409,5,114.785,-33.223,48
3.6287,5,110.039,-39.902,48
3.6955,5,14.063,-32.344,-48
3.8171,5,-72.07,-3.867,-49
3.8861,5,-112.852,-2.988,-49
3.9555,5,-122.168,-0.703,-49
4.0354,5,-96.504,6.152,49
4.1097,5,8.965,-23.379,49
4.2034,5,79.805,-45.176,47
4.2702,5,124.277,-47.461,47
4.3878,5,111.797,-57.129,-46
4.4636,5,53.965,-55.371,-46
4.5394,5,-45.0,-14.414,-49
4.6098,5,-104.414,-4.57,-49
4.6825,5,-128.672,-2.285,-49
4.7439,5,-126.211,5.801,49
4.8088,5,-98.965,14.766,49
4.8729,5,-2.285,-6.328,49
4.9635,5,76.816,-31.641,48
5.0353,5,125.332,-32.52,48
5.1051,5,135.527,-36.738,48
5.1783,5,106.348,-50.449,-47
5.2613,5,57.305,-49.746,-47
5.3232,5,-31.289,-14.941,-49
5.389,5,-104.941,-2.285,-49
5.4698,5,-136.406,-1.934,-49
5.5586,5,-127.266,9.844,49
5.6274,5,-90.527,17.227,49
5.7032,5,43.594,-26.191,49
5.8113,5,109.336,-35.332,48
5.8816,5,138.691,-36.035,48
5.954,5,136.406,-46.23,-47
6.0188,5,110.215,-57.48,-46
6.0827,5,50.801,-55.898,-46
6.1562,5,-56.602,-14.238,-49
6.234,5,-115.84,-9.316,-49
6.305,5,-142.383,-8.086,-49
6.3834,5,-136.406,1.055,49
6.4468,5,-105.996,11.074,49
6.5445,5,10.02,-18.281,49
6.6297,5,91.934,-40.957,48
6.6983,5,131.66,-40.957,47
6.7737,5,143.437,-46.758,47
6.8345,5,127.266,-59.062,-46
6.8969,5,92.988,-66.094,-45
6.9586,5,27.422,-53.789,-46
7.0214,5,-65.215,-16.699,-49
7.0906,5,-122.871,-12.832,-49
7.1657,5,-142.91,-10.898,-49
7.2295,5,-130.957,3.164,49
7.3548,5,-59.062,9.141,49
7.4229,5,50.449,-33.223,48
7.5037,5,111.621,-40.078,48
7.5736,5,140.625,-39.902,48
7.6543,5,137.812,-52.383,-46
7.7232,5,106.172,-63.633,-45
7.7988,5,35.684,-55.547,-46
7.8711,5,-57.48,-16.699,-49
7.9354,5,-127.441,-11.25,-49
8.0317,5,-143.262,-4.922,-49
8.117,5,-108.457,13.184,49
8.2122,5,-23.203,2.285,49
8.314,5,81.562,-33.223,48
8.3818,5,129.199,-33.047,48
8.4516,5,146.777,-36.738,48
8.5274,5,134.121,-49.395,-47
8.5987,5,98.965,-58.711,-46
8.6806,5,-16.172,-26.191,-49
8.7653,5,-90.879,-6.328,-49
8.8373,5,-133.594,-6.152,-49
8.9041,5,-143.965,0.176,-49
8.9848,5,-121.992,13.711,49
9.0567,5,-53.437,13.535,49
9.1554,5,51.504,-29.355,49
9.2232,5,121.992,-36.738,48
9.303,5,145.547,-41.309,48
9.3909,5,133.418,-55.195,-46
9.4547,5,102.305,-65.215,-45
9.5245,5,39.902,-59.062,-45
9.5854,5,-84.023,-15.645,-49
9.6821,5,-126.738,-15.469,-49
9.7471,5,-143.262,-8.086,-49
9.8496,5,-114.434,6.68,49
9.9244,5,-31.816,-0.527,49
10.0207,5,61.699,-37.441,48
10.0871,5,126.387,-40.43,48
10.1723,5,145.898,-42.012,47
10.2356,5,139.922,-52.207,-46
10.2985,5,113.379,-63.457,-45
10.3604,5,53.965,-61.875,-45
10.4452,5,-48.867,-20.039,-49
10.5061,5,-121.465,-12.129,-49
10.5999,5,-144.492,-9.668,-49
10.6697,5,-135.879,2.109,49
10.7375,5,-106.523,11.777,49
