t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,0.0,1.143,-59
0.071,5,-7.207,8.525,-59
0.1483,5,-15.117,20.479,-59
0.2133,5,-16.348,34.014,-58
0.2976,5,6.855,37.178,57
0.3855,5,39.023,26.807,58
0.4745,5,35.684,22.588,-59
0.539,5,1.055,33.135,-58
0.6088,5,-41.66,50.713,-55
0.6976,5,-49.395,55.986,7
0.7744,5,-21.27,48.076,56
0.8551,5,43.418,17.139,59
0.9183,5,67.676,5.361,59
0.9821,5,66.27,-4.131,59
1.044,5,37.09,-9.932,-59
1.1158,5,-42.363,9.404,-59
1.1995,5,-77.695,11.689,-59
1.2638,5,-81.211,11.865,-59
1.3277,5,-55.898,8.877,59
1.3965,5,32.871,-32.08,58
1.4803,5,84.902,-50.01,56
1.5571,5,95.977,-57.744,34
1.6209,5,62.754,-63.896,-54
1.7177,5,-19.687,-34.541,-58
1.8014,5,-88.77,-16.611,-59
1.8645,5,-108.457,-12.217,-59
1.9313,5,-94.395,-2.197,59
2.0052,5,-50.098,-3.779,59
2.0779,5,40.957,-40.518,57
2.1577,5,108.984,-51.943,50
2.2505,5,118.652,-59.326,-55
2.3333,5,78.574,-63.018,-54
2.4217,5,-31.113,-19.248,-59
2.5121,5,-96.504,-1.318,-59
2.596,5,-129.023,9.053,-59
2.6659,5,-117.422,25.576,59
2.7502,5,-46.582,34.365,58
2.852,5,71.543,-3.428,59
2.9232,5,123.926,-4.482,59
3.0038,5,144.141,-13.271,59
3.0776,5,125.508,-31.201,-58
3.304,5,-145.547,0.439,-59
3.5704,5,-81.914,33.135,58
3.6552,5,16.523,-2.021,59
3.7329,5,105.469,-25.928,59
3.8098,5,152.227,-32.959,58
3.8996,5,152.227,-53.35,-56
3.9933,5,115.84,-81.123,-51
4.0737,5,53.086,-81.299,-51
4.1538,5,-52.031,-38.76,-57
4.2186,5,-121.113,-30.85,-58
4.2954,5,-149.238,-28.213,-58
4.3643,5,-149.062,-13.271,-59
4.4311,5,-116.719,8.877,59
4.5094,5,-61.875,11.689,59
4.5887,5,42.539,-29.092,58
4.6685,5,121.465,-39.99,57
4.7402,5,153.984,-42.451,57
4.805,5,155.918,-60.557,28
4.8828,5,138.516,-79.189,-52
4.9506,5,106.172,-89.033,-50
5.0284,5,36.211,-77.959,-51
5.0902,5,-75.937,-30.674,-58
5.1737,5,-124.102,-25.225,-59
5.2325,5,-146.777,-19.248,-59
5.3026,5,-141.328,1.318,59
5.3704,5,-114.609,18.193,59
5.4334,5,-35.332,15.381,59
5.5224,5,63.633,-22.764,59
5.5886,5,117.07,-27.158,58
5.6474,5,148.887,-28.037,58
5.7092,5,157.324,-40.693,57
5.7738,5,141.152,-63.193,-54
5.8438,5,112.852,-76.201,-52
5.9103,5,57.656,-75.85,-52
5.9721,5,-41.309,-35.068,-58
6.0393,5,-117.598,-23.643,-59
6.1395,5,-151.523,-16.084,-59
6.2223,5,-140.625,2.021,59
6.2871,5,-112.324,15.205,59
6.352,5,-60.645,14.678,59
6.4188,5,61.348,-34.189,58
6.5053,5,121.289,-41.924,57
6.5741,5,150.645,-45.967,57
6.6389,5,155.215,-61.611,25
6.7108,5,140.098,-80.947,-51
6.7721,5,113.379,-90.615,58
6.8329,5,58.184,-90.791,57
6.9017,5,-59.238,-50.713,-56
6.9856,5,-112.852,-47.9,-56
7.0526,5,-143.965,-49.307,-56
7.2499,5,-84.551,-21.885,59
7.3277,5,10.547,-56.162,47
