t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,-1.23,3.164,-64
0.0642,5,-10.547,12.656,-64
0.1355,5,-20.566,30.059,-63
0.2167,5,-19.863,44.648,-62
0.3125,5,8.965,50.273,61
0.3723,5,41.309,43.066,62
0.4641,5,43.594,39.375,62
0.5289,5,7.91,47.637,-61
0.6249,5,-44.121,67.324,-7
0.6954,5,-49.746,66.797,-8
0.7813,5,-4.395,42.539,61
0.859,5,56.426,5.625,64
0.9697,5,69.961,-16.523,64
1.0655,5,23.027,-28.652,-63
1.1393,5,-50.801,-11.953,-64
1.2062,5,-88.77,-11.602,-64
1.2959,5,-83.672,-10.195,64
1.3727,5,-39.023,-19.336,64
1.4385,5,44.121,-59.59,30
1.5103,5,88.594,-69.785,1
1.5781,5,95.449,-70.312,0
1.6465,5,69.609,-65.918,-58
1.7303,5,-14.766,-24.785,-63
1.8021,5,-83.496,6.328,-64
1.8769,5,-110.391,23.906,-64
1.9537,5,-96.152,42.539,62
2.0345,5,-26.016,46.758,61
2.1238,5,78.398,21.445,64
2.1932,5,117.422,23.203,64
2.2555,5,129.199,20.566,64
2.3152,5,113.379,9.316,-64
2.3796,5,72.422,4.746,-64
2.4485,5,-9.492,32.52,-63
2.5207,5,-99.844,56.602,-37
2.6102,5,-137.812,56.074,-38
2.6731,5,-141.68,60.82,-25
2.7359,5,-123.223,69.785,58
2.8007,5,-85.957,72.07,57
2.8615,5,-17.051,50.273,60
2.9253,5,69.434,11.25,64
2.9931,5,126.914,0.352,64
3.061,5,148.184,-13.535,64
3.1228,5,136.758,-41.133,-62
3.1926,5,96.152,-65.039,-58
3.2617,5,30.586,-62.578,-58
3.3275,5,-77.52,-30.41,-63
3.4053,5,-129.023,-32.695,-63
3.4661,5,-159.258,-33.926,-63
3.5446,4,-146.777,-7.207,-24
3.6408,4,-90.879,18.633,-24
3.7346,4,-14.414,12.832,-24
3.7996,4,76.289,-2.637,-24
3.8654,4,125.332,12.305,-24
3.9318,4,148.184,33.047,-68
4.0065,4,142.734,49.043,42
4.0793,4,109.863,52.559,42
4.1561,4,24.961,72.422,8
4.224,0,-67.5,111.797,0
