t_s,mode,alpha_deg,theta_deg,hybrid_lqr,pwm
6.8491,7,-122.168,-43.154,0,21
6.9289,7,-122.168,-43.154,0,21
6.9998,7,-122.168,-43.154,0,21
7.079,7,-122.168,-43.154,0,21
7.1548,7,-122.168,-43.154,0,21
7.2202,7,-122.168,-43.154,0,21
7.293,7,-122.168,-43.154,0,21
7.3628,7,-122.168,-43.154,0,21
7.4506,7,-122.168,-43.154,0,21
7.5304,7,-122.168,-43.154,0,21
7.6151,7,-122.168,-43.154,0,21
7.6869,7,-122.168,-43.154,0,21
7.7758,7,-122.168,-43.154,0,21
7.8466,7,-122.168,-43.154,0,21
7.9176,7,-122.168,-43.154,0,21
8.0082,7,-122.168,-43.154,0,21
8.1119,7,-122.168,-43.154,0,21
8.2391,7,-122.168,-43.154,0,21
8.3192,7,-122.168,-43.154,0,21
8.3927,7,-122.168,-43.154,0,21
8.4665,7,-122.168,-43.154,0,21
8.5677,7,-122.168,-43.154,0,21
8.6406,7,-122.168,-43.154,0,21
8.7283,7,-122.168,-43.154,0,21
8.7991,7,-122.168,-43.154,0,21
8.8699,7,-122.168,-43.154,0,21
8.9383,7,-122.168,-43.154,0,21
9.0151,7,-122.168,-43.154,0,21
9.0849,7,-122.168,-43.154,0,21
9.1692,7,-122.168,-43.154,0,21
9.2549,7,-122.168,-43.154,0,21
9.3382,7,-122.168,-43.154,0,21
9.4091,7,-122.168,-43.154,0,21
9.4828,7,-122.168,-43.154,0,21
9.5547,7,-122.168,-43.154,0,21
9.6324,7,-122.168,-43.154,0,21
9.7029,7,-122.168,-43.154,0,21
9.7857,7,-122.168,-43.154,0,21
9.8665,7,-122.168,-43.154,0,21
9.9428,7,-122.168,-43.154,0,21
10.0281,7,-122.168,-43.154,0,21
10.1048,7,-122.168,-43.154,0,21
10.1946,7,-122.168,-43.154,0,21
10.2689,7,-122.168,-43.154,0,21
10.3557,7,-122.168,-43.154,0,21
10.4232,7,-122.168,-43.154,0,21
10.5479,7,-122.168,-43.154,0,21
10.6407,7,-122.168,-43.154,0,21
10.7245,7,-122.168,-43.154,0,21
10.8047,7,-122.168,-43.154,0,21
10.881,7,-122.168,-43.154,0,21
10.9598,7,-122.168,-43.154,0,21
11.0266,7,-122.168,-43.154,0,21
11.1099,7,-122.168,-43.154,0,21
11.1863,7,-122.168,-43.154,0,21
11.2601,7,-122.168,-43.154,0,21
11.3459,7,-122.168,-43.154,0,21
11.4446,7,-122.168,-43.154,0,21
11.5159,7,-122.168,-43.154,0,21
11.6196,7,-122.168,-43.154,0,21
11.6894,7,-122.168,-43.154,0,21
11.7702,7,-122.168,-43.154,0,21
11.86,7,-122.168,-43.154,0,21
11.9597,7,-122.168,-43.154,0,21
12.0355,7,-122.168,-43.154,0,21
12.1901,7,-122.168,-43.154,0,21
12.3297,7,-122.168,-43.154,0,21
12.4285,7,-122.168,-43.154,0,21
12.5073,7,-122.168,-43.154,0,21
12.588,7,-122.168,-43.154,0,21
12.6698,7,-122.168,-43.154,0,21
12.7451,7,-122.168,-43.154,0,21
12.81,7,-122.168,-43.154,0,21
12.8758,7,-122.168,-43.154,0,21
12.9511,7,-122.168,-43.154,0,21
13.0179,7,-122.168,-43.154,0,21
13.1017,7,-122.168,-43.154,0,21
13.1826,7,-122.168,-43.154,0,21
13.2513,7,-122.168,-43.154,0,21
13.3326,7,-122.168,-43.154,0,21
13.4049,7,-122.168,-43.154,0,21
13.4814,7,-122.168,-43.154,0,21
13.561,7,-122.168,-43.154,0,21
13.6468,7,-122.168,-43.154,0,21
13.7408,7,-122.168,-43.154,0,21
13.8203,7,-122.168,-43.154,0,21
13.9078,7,-122.168,-43.154,0,21
13.9854,7,-122.168,-43.154,0,21
14.0562,7,-122.168,-43.154,0,21
14.122,7,-122.168,-43.154,0,21
14.1879,7,-122.168,-43.154,0,21
14.2766,7,-122.168,-43.154,0,21
14.3494,7,-122.168,-43.154,0,21
14.4222,7,-122.168,-43.154,0,21
14.4906,7,-122.168,-43.154,0,21
14.5699,7,-122.168,-43.154,0,21
14.6566,7,-122.168,-43.154,0,21
14.7394,7,-122.168,-43.154,0,21
14.8168,7,-122.168,-43.154,0,21
14.8866,7,-122.168,-43.154,0,21
14.9704,7,-122.168,-43.154,0,21
15.0462,7,-122.168,-43.154,0,21
15.127,7,-122.168,-43.154,0,21
15.2208,7,-122.168,-43.154,0,21
15.3095,7,-122.168,-43.154,0,21
15.3853,7,-122.168,-43.154,0,21
15.4561,7,-122.168,-43.154,0,21
15.542,7,-122.168,-43.154,0,21
15.6147,7,-122.168,-43.154,0,21
15.6991,7,-122.168,-43.154,0,21
15.7838,7,-122.168,-43.154,0,21
15.8526,7,-122.168,-43.154,0,21
15.9274,7,-122.168,-43.154,0,21
15.9999,7,-122.168,-43.154,0,21
16.0687,7,-122.168,-43.154,0,21
16.1465,7,-122.168,-43.154,0,21
16.2159,7,-122.168,-43.154,0,21
16.2951,7,-122.168,-43.154,0,21
16.361,7,-122.168,-43.154,0,21
16.4298,7,-122.168,-43.154,0,21
16.5126,7,-122.168,-43.154,0,21
16.5993,7,-122.168,-43.154,0,21
16.6702,7,-122.168,-43.154,0,21
16.7649,7,-122.168,-43.154,0,21
16.8417,7,-122.168,-43.154,0,21
16.9065,7,-122.168,-43.154,0,21
16.9833,7,-122.168,-43.154,0,21
17.0611,7,-122.168,-43.154,0,21
17.1299,7,-122.168,-43.154,0,21
17.2217,7,-122.168,-43.154,0,21
17.296,7,-122.168,-43.154,0,21
17.3629,7,-122.168,-43.154,0,21
17.4377,7,-122.168,-43.154,0,21
17.5085,7,-122.168,-43.154,0,21
17.5833,7,-122.168,-43.154,0,21
17.6651,7,-122.168,-43.154,0,21
17.7593,7,-122.168,-43.154,0,21
17.8286,7,-122.168,-43.154,0,21
17.9044,7,-122.168,-43.154,0,21
17.9748,7,-122.168,-43.154,0,21
18.0551,7,-122.168,-43.154,0,21
18.1488,7,-122.168,-43.154,0,21
18.2379,7,-122.168,-43.154,0,21
18.3267,7,-122.168,-43.154,0,21
18.4175,7,-122.168,-43.154,0,21
18.5232,7,-122.168,-43.154,0,21
18.6475,7,-122.168,-43.154,0,21
18.7322,7,-122.168,-43.154,0,21
18.8783,7,-122.168,-43.154,0,21
18.995,7,-122.168,-43.154,0,21
19.0967,7,-122.168,-43.154,0,21
19.2034,7,-122.168,-43.154,0,21
19.3051,7,-122.168,-43.154,0,21
19.405,7,-122.168,-43.154,0,21
19.5048,7,-122.168,-43.154,0,21
19.5818,7,-122.168,-43.154,0,21
19.6536,7,-122.168,-43.154,0,21
19.7395,7,-122.168,-43.154,0,21
19.8208,7,-122.168,-43.154,0,21
19.9001,7,-122.168,-43.154,0,21
19.9939,7,-122.168,-43.154,0,21
20.0906,7,-122.168,-43.154,0,21
20.1724,7,-122.168,-43.154,0,21
20.2492,7,-122.168,-43.154,0,21
20.32,7,-122.168,-43.154,0,21
20.4257,7,-122.168,-43.154,0,21
20.5005,7,-122.168,-43.154,0,21
20.5833,7,-122.168,-43.154,0,21
20.6701,7,-122.168,-43.154,0,21
20.7419,7,-122.168,-43.154,0,21
20.8451,7,-122.168,-43.154,0,21
20.9169,7,-122.168,-43.154,0,21
20.9998,7,-122.168,-43.154,0,21
21.0676,7,-122.168,-43.154,0,21
21.1514,7,-122.168,-43.154,0,21
21.2212,7,-122.168,-43.154,0,21
21.29,7,-122.168,-43.154,0,21
21.3737,7,-122.168,-43.154,0,21
21.4395,7,-122.168,-43.154,0,21
21.5143,7,-122.168,-43.154,0,21
21.5891,7,-122.168,-43.154,0,21
21.6684,7,-122.168,-43.154,0,21
21.7592,7,-122.168,-43.154,0,21
21.8365,7,-122.168,-43.154,0,21
21.9063,7,-122.168,-43.154,0,21
21.9791,7,-122.168,-43.154,0,21
22.0566,7,-122.168,-43.154,0,21
22.1334,7,-122.168,-43.154,0,21
22.2092,7,-122.168,-43.154,0,21
22.284,7,-122.168,-43.154,0,21
22.3589,7,-122.168,-43.154,0,21
22.4357,7,-122.168,-43.154,0,21
22.5013,7,-122.168,-43.154,0,21
22.5796,7,-122.168,-43.154,0,21
22.6693,7,-122.168,-43.154,0,21
22.7511,7,-122.168,-43.154,0,21
22.8329,7,-122.168,-43.154,0,21
22.9444,7,-122.168,-43.154,0,21
23.0654,7,-122.168,-43.154,0,21
23.1452,7,-122.168,-43.154,0,21
23.2176,7,-122.168,-43.154,0,21
23.2867,7,-122.168,-43.154,0,21
23.3676,7,-122.168,-43.154,0,21
23.4335,7,-122.168,-43.154,0,21
23.5053,7,-122.168,-43.154,0,21
23.5991,7,-122.168,-43.154,0,21
23.6741,7,-122.168,-43.154,0,21
23.7409,7,-122.168,-43.154,0,21
23.8123,7,-122.168,-43.154,0,21
23.8791,7,-122.168,-43.154,0,21
23.9449,7,-122.168,-43.154,0,21
24.0112,7,-122.168,-43.154,0,21
24.1,7,-122.168,-43.154,0,21
24.1858,7,-122.168,-43.154,0,21
24.2526,7,-122.168,-43.154,0,21
24.3554,7,-122.168,-43.154,0,21
24.439,7,-122.168,-43.154,0,21
24.5287,7,-122.168,-43.154,0,21
24.6056,7,-122.168,-43.154,0,21
24.6883,7,-122.168,-43.154,0,21
24.787,7,-122.168,-43.154,0,21
24.8713,7,-122.168,-43.154,0,21
24.9451,7,-122.168,-43.154,0,21
