t_s,mode,alpha_deg,theta_deg,hybrid_lqr,pwm
0.0,7,-63.633,-2.725,0,158
0.0766,7,-46.758,-23.291,0,22
0.1534,7,-53.965,-31.904,0,94
0.2391,7,-73.828,-54.229,0,0
0.3437,7,-97.383,-61.26,0,-83
0.4195,7,-109.16,-61.084,0,-10
0.4968,7,-90.703,-67.588,0,-28
0.5861,7,-63.809,-68.291,0,7
0.6724,7,-58.535,-50.186,0,63
0.7701,7,-58.535,-41.221,0,34
0.8529,7,-58.535,-36.826,0,55
0.9267,7,-58.535,-39.111,0,11
1.0135,7,-58.535,-40.518,0,35
1.0871,7,-58.535,-45.088,0,0
1.1918,7,-58.535,-48.428,0,-2
1.2675,7,-58.535,-49.482,0,0
1.3394,7,-58.535,-48.955,0,0
1.4121,7,-58.535,-47.373,0,2
1.5059,7,-58.535,-45.264,0,11
1.5812,7,-58.535,-42.979,0,20
1.6615,7,-58.535,-41.748,0,21
1.7403,7,-58.535,-41.221,0,23
1.8174,7,-58.535,-41.221,0,28
1.9101,7,-58.535,-41.572,0,26
1.9795,7,-58.535,-42.451,0,20
2.0553,7,-58.535,-43.33,0,12
2.1215,7,-58.535,-43.682,0,14
2.2003,7,-58.535,-43.682,0,12
2.2715,7,-58.535,-43.506,0,15
2.3648,7,-58.535,-43.154,0,16
2.4386,7,-58.535,-42.1,0,20
2.5508,7,-58.535,-42.1,0,18
2.6416,7,-58.535,-42.1,0,21
2.7223,7,-58.535,-42.275,0,20
2.8171,7,-58.535,-42.451,0,17
2.9118,7,-58.535,-42.451,0,19
2.9856,7,-58.535,-42.451,0,18
3.0577,7,-58.535,-42.451,0,18
3.1545,7,-58.535,-42.451,0,18
3.2293,7,-58.535,-42.451,0,18
3.311,7,-58.535,-42.451,0,17
3.3938,7,-58.535,-42.451,0,17
3.4692,7,-58.535,-42.451,0,17
3.5355,7,-58.535,-42.451,0,17
3.6123,7,-58.535,-42.451,0,17
3.695,7,-58.535,-42.451,0,17
3.7744,7,-58.535,-42.451,0,17
3.8542,7,-58.535,-42.451,0,17
3.9349,7,-58.535,-42.451,0,17
4.0162,7,-58.535,-42.451,0,17
4.1116,7,-58.535,-42.451,0,17
4.1993,7,-58.535,-42.451,0,17
4.2741,7,-58.535,-42.451,0,17
4.3639,7,-58.535,-42.451,0,17
4.4466,7,-58.535,-42.451,0,17
4.5513,7,-58.535,-42.451,0,17
4.6331,7,-58.535,-42.451,0,17
4.7075,7,-58.535,-42.451,0,17
4.7843,7,-58.535,-42.451,0,17
4.8591,7,-58.535,-42.451,0,17
4.927,7,-58.535,-42.451,0,17
4.9948,7,-58.535,-42.451,0,17
5.0865,7,-58.535,-42.451,0,17
5.1703,7,-58.535,-42.451,0,17
5.2601,7,-58.535,-42.451,0,17
5.3688,7,-58.535,-42.451,0,17
5.4875,7,-58.535,-42.451,0,17
5.5664,7,-58.535,-42.451,0,17
5.6377,7,-58.535,-42.451,0,17
5.7086,7,-58.535,-42.451,0,17
5.7813,7,-58.535,-42.451,0,17
5.8611,7,-58.535,-42.451,0,17
5.9299,7,-58.535,-42.451,0,17
6.002,7,-58.535,-42.451,0,17
6.0997,7,-58.535,-42.451,0,17
6.2573,7,-58.535,-42.451,0,17
6.3411,7,-58.535,-42.451,0,17
6.4398,7,-58.535,-42.451,0,17
6.5146,7,-58.535,-42.451,0,17
6.5895,7,-58.535,-42.451,0,17
6.6612,7,-58.535,-42.451,0,17
6.757,7,-58.535,-42.451,0,17
6.8268,7,-58.535,-42.451,0,17
6.9016,7,-58.535,-42.451,0,17
6.9734,7,-58.535,-42.451,0,17
7.0472,7,-58.535,-42.451,0,17
7.1191,7,-58.535,-42.451,0,17
7.2218,7,-58.535,-42.451,0,17
7.3119,7,-58.535,-42.451,0,17
7.3881,7,-58.535,-42.451,0,17
7.457,7,-58.535,-42.451,0,17
7.5607,7,-58.535,-42.451,0,17
7.6375,7,-58.535,-42.451,0,17
7.7142,7,-58.535,-42.451,0,17
7.789,7,-58.535,-42.451,0,17
7.8629,7,-58.535,-42.451,0,17
7.9337,7,-58.535,-42.451,0,17
