t_s,mode,alpha_deg,theta_deg,hybrid_lqr,pwm
0.0,7,-223.945,3.867,0,-26
0.072,7,-224.473,5.625,0,-29
0.1363,7,-226.055,8.965,0,-26
0.2121,7,-226.055,11.953,0,-11
0.2926,7,-223.594,13.359,0,-15
0.3655,7,-221.484,14.59,0,0
0.4342,7,-222.188,17.402,0,9
0.521,7,-224.121,19.512,0,15
0.5948,7,-225.0,20.566,0,-2
0.6646,7,-224.121,20.391,0,1
0.7574,7,-223.594,20.391,0,1
0.8282,7,-223.418,20.391,0,0
0.907,7,-223.77,20.391,0,0
0.983,7,-224.473,20.391,0,0
1.0576,7,-225.0,20.391,0,-1
1.1412,7,-224.824,20.391,0,-1
1.2131,7,-224.473,20.391,0,0
1.2874,7,-223.77,20.391,0,0
1.3732,7,-223.418,20.391,0,0
1.4772,7,-223.945,20.391,0,0
1.569,7,-224.648,20.391,0,0
1.6634,7,-225.0,20.391,0,-1
1.7395,7,-224.824,20.391,0,0
1.8123,7,-224.297,20.391,0,0
1.892,7,-223.77,20.391,0,0
1.9639,7,-223.594,20.391,0,0
2.0436,7,-223.77,20.391,0,0
2.1085,7,-224.297,20.391,0,0
2.1843,7,-224.648,20.391,0,0
2.2491,7,-224.824,20.391,0,0
2.3448,7,-224.473,20.391,0,0
2.4166,7,-223.945,20.391,0,0
2.5064,7,-223.77,20.391,0,0
2.6051,7,-223.945,20.391,0,0
2.676,7,-224.473,20.391,0,0
2.7704,7,-224.648,20.391,0,0
2.8472,7,-224.648,20.391,0,0
2.935,7,-224.297,20.391,0,0
3.0298,7,-223.945,20.391,0,0
3.1084,7,-223.77,20.391,0,0
3.1807,7,-223.945,20.391,0,0
3.2525,7,-224.297,20.391,0,0
3.3375,7,-224.648,20.391,0,0
3.4128,7,-224.648,20.391,0,0
3.5017,7,-224.473,20.391,0,0
3.5705,7,-224.121,20.391,0,0
3.6439,7,-223.945,20.391,0,0
3.7147,7,-223.945,20.391,0,0
3.8005,7,-224.121,20.391,0,0
3.8733,7,-224.473,20.391,0,0
3.9561,7,-224.648,20.391,0,0
4.0517,7,-224.473,20.391,0,0
4.1315,7,-224.121,20.391,0,0
4.2133,7,-223.945,20.391,0,0
4.294,7,-223.945,20.391,0,0
4.3727,7,-224.121,20.391,0,0
4.4476,7,-224.473,20.391,0,0
4.533,7,-224.473,20.391,0,0
4.6046,7,-224.473,20.391,0,0
4.7054,7,-224.121,20.391,0,0
4.7928,7,-224.121,20.391,0,0
4.8785,7,-224.121,20.391,0,0
4.9505,7,-224.121,20.391,0,0
5.0416,7,-224.473,20.391,0,0
5.1205,7,-224.473,20.391,0,0
5.1838,7,-224.473,20.391,0,0
5.2567,7,-224.297,20.391,0,0
5.4192,7,-224.121,20.391,0,0
5.515,7,-224.121,20.391,0,0
5.6067,7,-224.297,20.391,0,0
5.7005,7,-224.297,20.391,0,0
5.7812,7,-224.297,20.391,0,0
5.8541,7,-224.297,20.391,0,0
5.9308,7,-224.121,20.391,0,0
6.0047,7,-224.121,20.391,0,0
6.0755,7,-224.121,20.391,0,0
6.1483,7,-224.297,20.391,0,0
6.2171,7,-224.297,20.391,0,0
6.2984,7,-224.297,20.391,0,0
6.3762,7,-224.297,20.391,0,0
6.442,7,-224.297,20.391,0,0
6.5257,7,-224.297,20.391,0,0
6.5895,7,-224.297,20.391,0,0
6.6641,7,-224.297,20.391,0,0
6.7406,7,-224.297,20.391,0,0
6.8109,7,-224.297,20.391,0,0
6.8858,7,-224.297,20.391,0,0
6.9912,7,-224.297,20.391,0,0
7.0608,7,-224.297,20.391,0,0
7.1341,7,-224.297,20.391,0,0
7.2079,7,-224.297,20.391,0,0
7.2867,7,-224.297,20.391,0,0
7.3586,7,-224.297,20.391,0,0
7.4323,7,-224.297,20.391,0,0
7.5201,7,-224.297,20.391,0,0
7.586,7,-224.297,20.391,0,0
7.6617,7,-224.297,20.391,0,0
7.7446,7,-224.297,20.391,0,0
7.8163,7,-224.297,20.391,0,0
7.922,7,-224.297,20.391,0,0
8.0027,7,-224.297,20.391,0,0
8.0904,7,-224.297,20.391,0,0
8.1672,7,-224.297,20.391,0,0
8.24,7,-224.297,20.391,0,0
8.3098,7,-224.297,20.391,0,0
