t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,0.703,-1.23,59
0.0766,5,12.129,-13.359,59
0.1603,5,20.566,-29.004,58
0.2271,5,17.578,-42.187,-57
0.2935,5,-11.777,-40.254,-57
0.3699,5,-39.023,-33.574,-58
0.4487,5,-41.133,-31.289,-58
0.5102,5,-18.281,-37.266,58
0.574,5,25.312,-57.48,40
0.6504,5,47.637,-64.512,14
0.7222,5,29.883,-55.195,-55
0.79,5,-23.555,-22.5,-59
0.8668,5,-59.414,1.055,-59
0.9511,5,-56.953,13.535,59
1.0189,5,-16.523,12.48,59
1.0892,5,51.152,-7.734,59
1.168,5,78.398,-11.953,59
1.2324,5,76.289,-15.82,-59
1.3071,5,32.695,-10.02,-59
1.3741,5,-38.32,20.039,-59
1.4398,5,-82.617,31.113,-58
1.5097,5,-87.363,39.727,57
1.6105,5,-43.594,37.617,57
1.6803,5,56.777,-2.285,59
1.7711,5,97.031,-10.547,59
1.8439,5,108.633,-20.215,59
1.9043,5,78.047,-31.816,-58
1.9851,5,19.687,-22.148,-58
2.0513,5,-69.609,7.031,-59
2.1191,5,-114.082,9.141,-59
2.1962,5,-112.324,18.105,59
2.2965,5,-68.555,20.742,59
2.3685,5,10.898,-9.668,59
2.4324,5,103.535,-36.387,58
2.5242,5,132.891,-43.242,57
2.61,5,114.609,-65.215,-54
2.6977,5,70.312,-71.191,-53
2.7685,5,-16.699,-42.012,-57
2.8313,5,-101.602,-23.555,-59
2.9081,5,-138.164,-22.676,-59
2.9851,5,-140.449,-12.832,-59
3.0477,5,-112.852,3.867,59
3.1213,5,-59.941,5.449,59
3.1965,5,73.477,-42.715,57
3.2952,5,128.672,-45.879,57
3.376,5,152.754,-52.91,49
3.4638,5,139.043,-72.598,-53
3.5335,5,110.215,-80.859,-51
3.5954,5,58.184,-75.762,-52
3.6591,5,-33.75,-32.52,-58
3.7279,5,-101.25,-14.238,-59
3.8027,5,-141.328,-6.504,-59
3.8707,5,-141.68,12.48,-59
3.9416,5,-107.578,37.441,58
4.0144,5,-47.637,42.012,57
4.0832,5,52.559,9.844,59
4.147,5,115.84,8.086,59
4.2134,5,152.754,12.305,59
4.3019,4,157.324,-3.691,24
4.3697,4,131.836,-26.895,24
4.4404,4,54.844,-44.648,23
4.5331,4,-43.242,-21.27,24
4.5979,4,-110.039,-28.652,24
4.673,4,-148.535,-58.887,64
4.7908,4,-132.187,-70.84,62
4.8702,4,-73.125,-81.035,60
4.9641,0,33.75,-134.121,0
