t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,0.703,0.439,-49
0.0784,5,-6.504,6.943,-49
0.1652,5,-10.547,13.447,-49
0.233,5,-4.922,20.127,49
0.3198,5,16.172,13.096,49
0.3946,5,27.773,6.064,49
0.4774,5,18.281,3.779,-49
0.5482,5,-14.414,15.029,-49
0.631,5,-35.332,22.764,-49
0.6978,5,-25.84,20.83,49
0.7776,5,15.469,0.439,49
0.8454,5,42.891,-13.975,49
0.9052,5,47.637,-21.709,49
0.9691,5,26.016,-22.236,-49
1.0359,5,-33.75,-3.076,-49
1.1193,5,-55.898,1.143,-49
1.1836,5,-52.734,0.967,-49
1.2505,5,1.23,-18.721,49
1.3397,5,47.285,-38.408,48
1.4041,5,65.391,-45.439,47
1.481,5,48.867,-46.143,-47
1.5489,5,-3.867,-26.455,-49
1.6226,5,-59.941,-5.713,-49
1.6995,5,-72.773,-0.439,-49
1.7633,5,-49.395,-0.967,49
1.8346,5,14.59,-26.104,49
1.9254,5,76.641,-45.439,47
2.0045,5,79.102,-48.955,47
2.0724,5,42.715,-45.615,-47
2.1492,5,-27.598,-16.611,-49
2.2115,5,-77.168,-3.779,-49
2.2863,5,-88.418,-0.088,-49
2.3502,5,-71.191,2.9,49
2.421,5,-13.887,-11.689,49
2.4846,5,53.613,-38.232,48
2.5444,5,95.977,-45.088,47
2.6372,5,88.594,-49.131,-47
2.7055,5,54.668,-47.549,-47
2.7679,5,-18.809,-19.424,-49
2.8347,5,-79.102,-3.076,-49
2.9035,5,-102.305,1.67,-49
2.9966,5,-75.762,6.064,49
3.0774,5,31.992,-29.971,48
3.1712,5,85.605,-41.748,47
3.2335,5,110.039,-44.033,47
3.3018,5,100.547,-50.361,-47
3.3786,5,53.613,-49.307,-46
3.4527,5,-43.77,-11.689,-49
3.5275,5,-99.141,-3.428,-49
3.6111,5,-115.664,-0.088,-49
3.6848,5,-98.613,6.24,49
3.7426,5,-44.648,2.021,49
3.8184,5,49.219,-35.947,48
3.8882,5,97.734,-42.979,47
3.9507,5,121.992,-44.561,47
4.0175,5,117.422,-50.889,-46
4.0799,5,86.66,-55.986,-46
4.1441,5,28.125,-44.561,-47
4.2043,5,-56.953,-9.932,-49
4.2716,5,-113.203,-4.307,-49
4.3514,5,-126.563,-1.143,-49
4.4127,5,-108.809,8.525,49
4.4855,5,-36.211,3.604,49
4.5953,5,73.301,-36.123,48
4.662,5,118.477,-38.232,48
4.7284,5,132.012,-43.857,47
4.8177,5,110.039,-53.877,-46
4.9173,5,-1.23,-31.904,-48
5.0496,5,-130.254,-6.416,-49
