t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,-4.043,8.613,-61
0.1057,5,-15.996,23.906,-61
0.1919,5,-18.809,39.199,-59
0.2648,5,-5.273,45.176,58
0.3396,5,26.367,37.441,59
0.4004,5,42.363,30.762,60
0.4794,5,22.5,28.477,-60
0.5707,5,-18.105,43.066,-59
0.6353,5,-55.02,55.547,-39
0.759,5,-23.203,44.824,58
0.8461,5,43.418,8.965,61
0.9278,5,72.598,-8.613,61
0.9957,5,64.336,-21.27,-61
1.064,5,15.82,-18.457,-61
1.1449,5,-54.844,2.285,-61
1.2067,5,-85.078,4.746,-61
1.2712,5,-87.891,7.383,-61
1.3391,5,-58.887,8.262,61
1.4142,5,27.246,-25.84,61
1.4865,5,93.164,-43.594,59
1.5773,5,99.316,-54.844,-57
1.68,5,61.348,-58.535,-57
1.7447,5,-45.352,-19.336,-61
1.8314,5,-104.238,-8.965,-61
1.9232,5,-118.828,-1.23,-61
1.989,5,-92.109,11.426,61
2.0678,5,-11.953,-4.043,61
2.1577,5,78.75,-35.156,60
2.2194,5,123.398,-38.672,59
2.3114,5,128.848,-52.207,-58
2.3842,5,90.703,-66.094,-55
2.464,5,-19.16,-34.453,-60
2.5568,5,-93.867,-15.469,-61
2.6278,5,-140.273,-11.953,-61
2.7206,5,-124.453,13.359,61
2.8277,5,-79.805,22.324,61
2.8991,5,28.301,-14.238,61
2.9769,5,99.844,-29.355,60
3.0447,5,145.02,-31.289,60
3.1205,5,154.687,-43.066,59
3.1834,5,139.219,-64.863,-56
3.2475,5,107.93,-79.102,-53
3.3243,5,38.848,-73.125,-54
3.3881,5,-67.676,-30.234,-60
3.4749,5,-129.375,-25.137,-61
3.5418,5,-152.402,-19.863,-61
3.6063,5,-140.449,6.152,61
3.6932,5,-100.723,23.203,61
3.7689,5,-39.902,17.754,61
3.8398,5,85.957,-26.191,60
3.9674,5,153.984,-29.883,60
4.0671,4,153.984,-59.238,23
4.1357,4,126.035,-84.375,21
4.202,0,72.246,-97.734,0
