t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,-0.703,-18.105,-59
0.0825,5,-7.734,-11.074,-59
0.1433,5,-15.82,1.406,-59
0.2152,5,-14.238,17.051,59
0.3947,5,38.848,5.098,59
0.5702,5,-29.883,18.105,-59
0.7198,5,-50.977,27.422,-4
0.7907,5,-15.996,17.754,59
0.855,5,38.32,-8.086,59
0.9279,5,68.906,-21.445,59
0.9944,5,67.676,-31.113,-58
1.0588,5,35.156,-32.168,-58
1.1237,5,-38.496,-7.734,-59
1.2015,5,-78.047,-1.055,-59
1.2672,5,-82.969,2.637,-59
1.3475,5,-49.746,1.23,59
1.4214,5,43.945,-37.441,58
1.5074,5,88.594,-48.34,56
1.5862,5,88.066,-59.414,-55
1.6935,5,1.758,-39.199,-57
1.7917,5,-68.203,-13.535,-59
1.8558,5,-106.875,-7.383,-59
1.9426,5,-107.051,2.109,59
2.0038,5,-67.852,8.262,59
2.0772,5,18.984,-21.797,59
2.153,5,88.242,-39.375,57
2.2199,5,121.816,-42.539,57
2.2866,5,120.938,-53.613,49
2.3703,5,80.684,-65.391,-54
2.4412,5,-21.973,-35.156,-57
2.525,5,-88.77,-20.215,-59
2.5888,5,-136.23,-18.281,-59
2.6906,5,-128.848,-6.328,59
2.7584,5,-97.559,2.461,59
2.8228,5,-41.309,-5.273,59
2.8852,5,55.195,-47.285,56
2.9659,5,129.902,-55.195,40
3.0671,5,149.766,-58.535,32
3.1359,5,142.734,-67.5,-53
3.2067,5,114.961,-73.828,-52
3.2676,5,53.789,-64.863,-54
3.3673,5,-82.266,-3.164,-59
3.4511,5,-127.266,5.801,-59
3.5238,5,-93.34,56.426,55
3.8153,5,102.656,16.699,59
3.8941,5,149.941,16.875,59
3.9804,5,139.219,-8.789,-59
4.0746,5,-58.359,11.074,-59
4.2726,5,-127.617,12.48,-59
4.3566,5,-155.039,11.602,-59
4.4244,5,-153.809,23.906,-59
4.5012,5,-125.859,43.594,57
4.5701,5,-81.211,49.043,56
4.6349,5,33.398,6.855,59
4.7247,5,110.742,-9.141,59
4.7996,5,152.578,-14.59,59
4.8749,5,153.281,-39.199,5
4.951,5,124.629,-66.445,-54
5.0328,5,45.352,-73.125,-52
5.1346,5,-62.402,-34.629,-58
5.2089,5,-138.164,-34.277,-58
5.2904,5,-158.027,-32.695,-58
5.3513,5,-152.051,-14.59,59
5.43,5,-125.508,1.406,59
5.5115,5,-74.707,4.219,59
5.5987,5,62.754,-50.625,56
5.6806,5,121.641,-57.656,34
5.7455,5,152.578,-56.953,36
5.8102,5,168.223,-60.469,-55
5.8801,5,179.824,-60.293,-54
5.9429,5,-155.918,-50.449,-56
6.0386,5,-97.031,-33.926,-58
6.1,5,-5.977,-46.582,-57
6.1759,5,97.383,-57.832,30
6.2628,5,132.715,-43.594,57
6.3226,5,139.746,-35.684,58
6.398,5,101.602,-39.023,-57
6.488,5,7.559,-9.316,-59
6.5798,5,-83.32,29.355,-58
6.6536,5,-129.375,37.969,-57
6.7205,5,-142.031,52.207,-52
6.8022,5,-113.555,78.574,52
6.885,5,-20.566,75.234,52
6.9868,5,82.266,45.176,57
7.0899,5,145.547,47.461,56
7.1708,5,144.668,32.344,-58
7.2625,5,103.535,11.777,-59
7.3353,5,29.531,18.281,-59
7.4075,5,-97.559,55.195,-40
7.5035,5,-139.043,50.801,-52
7.5801,5,-129.551,70.84,53
7.7806,5,-45.352,65.391,54
7.8644,5,51.855,20.039,59
7.9476,5,125.859,6.152,59
8.0364,5,45.703,-59.941,-54
8.3894,5,-139.746,-33.047,-58
8.4672,5,-161.543,-33.926,-58
8.537,5,-151.523,-18.105,59
8.6219,5,-120.234,-4.746,59
8.6947,5,-31.289,-18.984,59
8.7964,5,70.664,-65.391,13
8.8622,5,123.398,-69.258,0
8.933,5,150.82,-65.918,10
8.9988,5,159.961,-65.742,11
9.0731,5,152.754,-69.082,-53
9.1389,5,129.023,-69.961,-53
9.2213,5,83.145,-63.457,-54
9.2915,5,1.055,-25.488,-58
9.3677,5,-97.383,19.512,-59
9.4435,5,-141.855,37.617,-58
9.5364,5,-136.406,64.687,54
9.5992,5,-106.523,86.836,50
9.6609,0,-42.363,94.395,0
