t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,45.527,-21.885,-56
0.0666,5,50.449,-29.619,55
0.1344,5,55.02,-40.166,54
0.1985,5,50.625,-51.768,-53
0.2793,5,30.586,-47.9,-53
0.3431,5,13.008,-41.572,-54
0.4075,5,11.25,-37.705,-55
0.4758,5,39.199,-45.088,54
0.5557,5,76.816,-60.205,27
0.6294,5,79.805,-59.326,26
0.7032,5,49.219,-41.924,-54
0.7699,5,12.656,-19.072,-56
0.8338,5,-7.91,-2.725,-56
0.9106,5,8.613,7.119,56
0.9893,5,53.086,-4.658,56
1.0541,5,99.492,-16.963,56
1.1237,5,111.797,-20.127,56
1.1837,5,99.668,-22.236,-56
1.2461,5,52.91,-9.229,-56
1.3109,5,-2.109,13.096,-56
1.3718,5,-32.344,20.83,-56
1.4371,5,-29.355,25.928,56
1.5347,5,22.148,16.26,56
1.6214,5,108.281,-17.314,56
1.6829,5,136.758,-25.576,56
1.7647,5,116.543,-35.596,-55
1.8544,5,59.59,-25.928,-55
1.9238,5,-16.523,-0.088,-56
1.985,5,-53.437,2.9,-56
2.0557,5,-60.645,5.713,-56
2.1224,5,-28.828,9.932,56
2.1973,5,38.496,-11.162,56
2.2649,5,114.434,-39.287,54
2.3277,5,149.941,-44.033,54
2.3872,5,158.555,-51.592,52
2.481,4,113.027,-63.369,22
2.5628,4,34.629,-44.209,23
2.6262,4,-31.641,-32.08,24
2.691,4,-68.379,-41.221,23
2.7728,4,-54.316,-49.658,23
2.8839,4,10.547,-66.182,-13
2.9507,4,86.66,-100.459,57
3.0115,0,137.285,-105.908,0
