t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,-1.055,2.461,-68
0.0911,5,-10.02,11.602,-69
0.1662,5,-22.324,30.234,-68
0.2409,5,-23.73,49.395,66
0.3087,5,-3.691,54.844,65
0.3685,5,34.98,45.879,66
0.4414,5,51.855,40.254,67
0.5121,5,44.824,35.508,-67
0.574,5,3.691,46.406,-66
0.6446,5,-49.043,65.742,-11
0.7234,5,-60.996,66.445,-8
0.7948,5,-35.332,56.074,64
0.8682,5,29.883,17.051,69
0.9385,5,78.398,-11.25,69
1.0223,5,82.969,-28.301,68
1.0841,5,49.043,-46.055,-66
1.1689,5,-30.586,-30.234,-68
1.2427,5,-90.527,-26.016,-68
1.32,5,-107.051,-26.191,-68
1.3793,5,-90.0,-20.566,69
1.4531,5,-45.527,-26.895,68
1.536,5,59.766,-72.246,-3
1.6088,5,100.547,-75.586,-14
1.6736,5,108.105,-73.301,-7
1.7425,5,80.156,-68.379,-62
1.8258,5,10.723,-37.793,-67
1.8858,5,-67.852,5.273,-69
1.9626,5,-116.543,25.84,-68
2.0355,5,-120.41,47.637,-67
2.1013,5,-92.285,70.84,62
2.1661,5,-2.285,67.324,62
2.2499,5,79.277,52.031,65
2.3198,5,126.035,57.832,64
2.3886,5,143.262,56.953,64
2.4762,5,116.016,37.617,-67
2.5421,5,51.504,34.98,-67
2.6268,5,-68.73,77.52,18
2.7058,5,-121.465,75.937,15
2.7838,5,-148.535,67.324,-7
2.8655,5,-135.0,68.73,62
2.9571,5,-96.328,66.621,62
3.026,5,-8.789,30.41,68
3.1038,5,106.699,-23.73,69
3.2005,5,146.426,-42.891,66
3.2874,5,137.109,-90.527,-58
3.3761,0,88.77,-117.949,0
