t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,-0.527,0.264,-53
0.0804,5,-5.625,5.361,-58
0.1462,5,-15.469,20.479,-58
0.2459,5,-14.063,33.662,57
0.3137,5,6.328,32.783,57
0.3895,5,32.52,24.346,58
0.4534,5,37.793,18.896,58
0.5302,5,-5.449,28.213,-57
0.6459,5,-46.055,43.33,-56
0.7132,5,-50.449,47.021,-55
0.7761,5,-14.238,36.65,57
0.8581,5,34.277,12.744,58
0.9176,5,62.578,0.439,58
0.9833,5,61.875,-12.92,-58
1.0681,5,-2.637,-4.834,-58
1.1644,5,-57.48,9.229,-58
1.2282,5,-80.859,10.811,-58
1.2881,5,-77.168,12.041,58
1.3634,5,-24.258,-0.615,58
1.4362,5,43.945,-32.783,57
1.4991,5,82.266,-44.033,56
1.5619,5,94.746,-51.24,53
1.6237,5,76.465,-58.447,-54
1.6975,5,7.91,-42.451,-56
1.7743,5,-67.5,-15.557,-58
1.8382,5,-100.371,-11.162,-58
1.902,5,-101.25,-1.846,58
1.9909,5,-65.215,1.846,58
2.0681,5,45.703,-37.529,57
2.1534,5,100.371,-45.967,56
2.2213,5,120.059,-49.131,55
2.2871,5,109.688,-58.623,-54
2.3541,5,39.375,-56.689,-54
2.4519,5,-45.0,-21.357,-58
2.5118,5,-98.613,-12.041,-58
2.5737,5,-128.145,-9.053,-58
2.6407,5,-120.586,5.537,58
2.7249,5,-88.242,15.205,58
2.7848,5,26.719,-16.787,58
2.8836,5,116.016,-30.146,57
2.9783,5,144.492,-35.068,57
3.0665,5,130.43,-52.119,-55
3.1311,5,96.328,-63.545,-53
3.2009,5,-17.227,-33.838,-57
3.3109,5,-113.379,-15.029,-58
3.3968,5,-147.656,-13.623,-58
3.4642,5,-145.547,-0.088,-35
3.529,5,-112.852,18.369,58
3.6238,5,-45.527,15.732,58
3.6861,5,54.844,-25.4,58
3.7549,5,123.574,-32.607,57
3.8303,5,151.172,-35.068,57
3.8942,4,155.039,-50.537,23
3.9719,4,131.133,-75.322,21
4.0841,4,29.18,-83.584,21
4.1548,4,-60.117,-55.811,23
4.2167,4,-113.379,-59.854,22
4.2949,4,-145.195,-73.916,61
4.3578,4,-147.129,-80.947,60
4.4204,4,-116.367,-85.166,59
4.5131,0,-58.184,-96.592,0
