t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,1.406,0.703,-49
0.0677,5,-4.219,5.098,-49
0.1375,5,-10.195,12.305,-49
0.2012,5,-8.613,22.148,49
0.3165,5,12.48,17.402,49
0.3773,5,26.543,11.074,49
0.4441,5,26.016,7.207,-49
0.5155,5,0.0,14.063,-49
0.5882,5,-34.102,27.422,-49
0.682,5,-30.059,28.301,48
0.7548,5,-2.109,17.051,49
0.8163,5,35.508,-1.055,49
0.8941,5,48.164,-11.426,49
0.9729,5,26.191,-11.426,-49
1.0437,5,-24.609,5.801,-49
1.1105,5,-52.734,12.656,-49
1.1726,5,-54.844,13.535,-49
1.2375,5,-29.18,7.383,49
1.3093,5,28.652,-18.809,49
1.3771,5,63.809,-31.641,48
1.4562,5,59.941,-36.387,-48
1.53,5,15.996,-26.191,-49
1.6049,5,-55.195,0.352,-50
1.6981,5,-70.137,6.504,-49
1.8387,5,29.18,-25.664,49
1.9463,5,77.168,-38.496,48
2.0181,5,72.07,-43.066,-47
2.1076,5,27.598,-33.75,-48
2.1744,5,-42.187,-4.043,-49
2.2373,5,-85.781,5.625,-49
2.3255,5,-83.32,10.547,49
2.3979,5,7.91,-13.535,49
2.5151,5,71.719,-34.102,48
2.5831,5,97.559,-37.969,48
2.6799,5,65.918,-43.77,-47
2.7686,5,-8.086,-19.336,-49
2.8404,5,-79.805,1.23,-49
2.916,5,-104.238,3.516,-49
2.985,5,-94.395,8.438,49
3.0535,5,-48.516,4.922,49
3.1263,5,32.871,-29.004,49
3.1911,5,101.25,-42.539,47
3.2868,5,111.797,-47.109,47
3.363,5,89.648,-52.383,-46
3.4248,5,34.629,-44.121,-47
3.4916,5,-62.93,-5.977,-49
3.5725,5,-103.711,-1.406,-49
3.6435,5,-115.312,4.219,-49
3.724,5,-83.496,10.723,49
3.8014,5,-4.746,-10.371,49
3.873,5,71.543,-36.914,48
3.9454,5,119.883,-40.078,48
4.0242,5,122.344,-45.527,47
4.091,5,95.273,-53.437,-46
4.1696,5,5.273,-33.574,-48
4.2469,5,-76.113,-6.68,-49
4.3257,5,-125.156,-4.922,-49
4.4139,5,-121.816,2.637,49
4.4897,5,-84.375,8.965,49
4.5583,5,-20.039,-6.152,49
4.6274,5,75.059,-41.309,48
4.7127,5,123.926,-43.594,47
4.7796,5,133.594,-48.34,47
4.8454,5,107.402,-60.645,-45
4.9251,5,50.801,-58.535,-45
4.9993,5,-40.781,-21.797,-49
5.0641,5,-103.184,-12.48,-49
5.128,5,-135.879,-11.602,-49
5.222,5,-127.266,-1.934,49
