t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,0.879,-0.264,59
0.0896,5,12.48,-13.799,59
0.1734,5,19.687,-34.893,58
0.3131,5,-21.973,-41.045,-57
0.4158,5,-43.242,-35.771,-58
0.4986,5,-28.301,-37.705,57
0.5624,5,10.371,-54.229,45
0.6302,5,43.77,-65.479,11
0.713,5,35.332,-59.502,-54
0.7749,5,1.582,-38.936,-57
0.8354,5,-39.375,-12.393,-59
0.9003,5,-58.535,3.428,-59
0.9641,5,-43.066,17.842,59
1.0701,5,24.434,3.076,59
1.141,5,69.785,-4.658,59
1.2142,5,77.168,-7.295,59
1.2757,5,51.855,-9.229,-59
1.3492,5,-9.316,11.689,-59
1.4131,5,-66.094,30.146,-58
1.4789,5,-87.891,34.541,-58
1.5634,5,-69.785,41.045,57
1.6373,5,-18.633,28.916,58
1.6985,5,54.492,-0.791,59
1.7688,5,95.273,-9.229,59
1.8307,5,105.117,-17.49,59
1.9035,5,76.641,-29.971,-58
1.9842,5,-34.98,-1.846,-59
2.081,5,-106.348,5.713,-59
2.1818,5,-111.973,12.041,59
2.2715,5,-64.687,15.029,59
2.3652,5,47.637,-29.619,58
2.449,5,113.73,-41.221,57
2.5298,5,131.133,-48.604,56
2.6206,5,108.984,-66.357,-54
2.6814,5,23.203,-58.271,-54
2.7811,5,-64.863,-24.17,-59
2.8461,5,-115.137,-19.951,-59
2.9081,5,-138.34,-17.49,-59
2.974,5,-130.781,-1.846,59
3.0508,5,-65.039,9.932,59
3.1544,5,39.375,-29.092,58
3.2372,5,116.543,-39.99,57
3.3088,5,-100.723,-20.83,-59
3.985,5,-38.848,19.951,59
4.0528,5,58.887,-17.666,59
4.1186,5,120.41,-22.764,59
4.1934,5,152.578,-25.225,59
4.2593,5,155.039,-41.572,57
4.3241,5,104.59,-75.146,-52
4.4452,5,46.406,-71.455,-53
4.5181,5,-77.344,-25.928,-58
4.599,5,-133.77,-23.467,-59
4.6759,5,-153.105,-18.545,-59
4.7395,5,-139.922,4.658,59
4.8283,5,-90.352,20.654,59
4.925,5,23.73,-15.029,59
5.0086,5,103.184,-32.783,58
5.0904,5,152.051,-35.42,58
5.1592,5,158.555,-51.592,54
5.2379,5,139.57,-75.85,-52
5.329,5,91.406,-87.451,-50
5.4077,5,-28.301,-44.209,-56
5.5025,5,-105.293,-24.697,-59
5.5713,5,-141.504,-20.303,-59
5.6491,5,-145.195,-1.494,59
5.7289,5,-119.004,18.193,59
5.8027,5,-38.496,17.139,59
5.887,5,57.656,-21.182,59
5.9539,5,126.738,-27.51,58
6.0357,5,156.621,-35.244,58
6.1235,5,148.008,-56.689,-55
6.1903,5,126.211,-71.807,-53
6.2521,5,68.027,-76.904,-52
6.3389,5,-51.328,-29.971,-58
6.4437,5,-144.492,-18.018,-59
6.5514,5,-146.953,-0.791,59
6.6351,5,-117.949,18.193,59
6.7141,5,-59.941,19.6,59
6.7858,5,28.828,-17.49,59
6.8507,5,100.723,-34.189,58
6.9194,5,148.887,-38.408,57
7.0017,5,154.512,-54.932,25
7.0685,5,134.473,-78.486,-52
7.1593,5,82.793,-90.967,58
7.2261,5,-36.914,-55.283,-55
7.3203,5,-123.223,-47.549,-56
7.8745,5,145.195,-70.576,-1
7.9613,5,134.121,-71.807,-53
8.0463,5,84.551,-68.291,-53
8.1243,5,-4.746,-29.443,-58
8.2006,5,-91.934,7.295,-59
8.2844,5,-134.297,19.072,-59
8.3594,5,-136.406,41.924,57
8.4253,5,-108.105,63.193,54
8.4921,5,-56.074,69.521,53
8.5639,5,45.0,38.408,57
8.637,5,119.004,35.947,58
8.7103,5,148.887,38.057,57
8.7791,5,147.305,26.279,58
8.8455,5,111.27,5.537,-59
8.9342,5,47.461,5.537,-59
