t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,0.703,-12.92,49
0.1009,5,10.547,-24.17,49
0.1797,5,12.832,-34.717,48
0.2514,5,-0.703,-37.002,-48
0.3302,5,-25.488,-29.619,-48
0.4549,5,-14.941,-31.553,48
0.5296,5,22.5,-48.604,47
0.6236,5,33.223,-54.404,42
0.6995,5,7.734,-44.561,-47
0.7766,5,-30.586,-24.873,-49
0.8469,5,-43.066,-16.787,-49
0.9086,5,-33.574,-14.326,49
0.9763,5,12.832,-30.85,48
1.0721,5,51.328,-44.209,47
1.1402,5,46.23,-45.088,-47
1.2095,5,-9.668,-22.412,-49
1.2973,5,-50.801,-5.186,-49
1.3741,5,-57.129,1.318,-49
1.4718,5,-13.184,-8.701,49
1.5416,5,42.012,-31.201,48
1.6025,5,68.379,-38.232,48
1.6673,5,62.402,-41.045,-47
1.7685,5,-8.086,-17.49,-49
1.8394,5,-68.027,2.725,-49
1.9303,5,-76.465,6.416,-49
1.9956,5,-55.02,6.064,49
2.0584,5,2.637,-15.557,49
2.1226,5,57.832,-37.002,48
2.1897,5,85.254,-43.682,47
2.2676,5,75.762,-48.252,-47
2.3292,5,31.289,-40.869,-47
2.3974,5,-52.559,-8.174,-49
2.4888,5,-90.352,-2.021,-49
2.5566,5,-85.078,1.494,49
2.6331,5,-36.738,-5.889,49
2.7222,5,50.273,-42.803,47
2.789,5,95.625,-51.416,46
2.8753,5,95.801,-55.459,-46
2.9427,5,25.488,-44.736,-47
3.0528,5,-58.711,-10.459,-49
3.1245,5,-101.074,-4.131,-49
3.2029,5,-98.965,2.021,49
3.2782,5,-64.863,3.955,49
3.3516,5,20.215,-26.279,49
3.4582,5,105.645,-43.33,47
3.5286,5,110.918,-47.549,47
3.6044,5,70.312,-51.416,-46
3.6911,5,-26.895,-16.436,-49
3.7704,5,-105.996,-1.67,-49
3.8722,5,-116.895,1.67,-49
3.945,5,-94.922,8.877,49
4.0152,5,-39.551,3.076,49
4.1159,5,83.496,-38.936,48
4.1877,5,119.18,-40.518,48
4.2556,5,120.234,-47.373,-47
4.3523,5,76.816,-53.35,-46
4.4291,5,-24.961,-18.369,-49
4.5037,5,-97.031,-3.252,-49
4.5785,5,-123.398,-2.549,-49
4.6433,5,-124.102,3.604,-49
4.722,5,-67.852,12.041,49
4.8219,5,62.402,-32.607,48
4.9202,5,112.676,-36.123,48
4.9938,5,134.648,-39.99,48
5.0749,5,116.719,-50.889,-46
5.1384,5,72.422,-54.58,-46
5.2058,5,-10.371,-26.807,-48
5.2716,5,-83.496,-6.592,-49
5.3466,5,-134.297,-6.064,-49
5.445,5,-130.605,1.494,49
5.505,5,-101.602,10.283,49
5.5755,5,-37.617,2.549,49
5.6444,5,70.84,-39.111,48
5.7425,5,128.672,-41.924,47
5.8203,5,139.922,-47.549,47
5.8959,5,115.664,-61.26,-45
5.9663,5,68.906,-63.369,-45
6.0327,5,-17.93,-31.201,-48
6.0985,5,-106.699,-12.568,-49
6.2054,5,-139.395,-11.338,-49
6.2887,5,-122.168,3.076,49
6.3665,5,-65.918,6.943,49
6.4473,5,56.602,-38.408,48
6.54,5,114.609,-44.033,47
6.6102,5,141.68,-45.264,47
6.697,5,124.98,-61.963,-45
6.8037,5,55.723,-64.424,-45
6.8801,5,-40.43,-25.4,-49
6.9506,5,-114.785,-15.557,-49
7.0433,5,-140.449,-14.854,-49
7.1052,5,-119.883,2.373,49
7.2118,5,-80.684,6.943,49
7.2756,5,2.988,-18.721,49
7.3444,5,101.426,-44.561,47
7.4281,5,139.219,-44.385,47
7.5086,5,137.285,-56.865,-46
7.5979,5,109.863,-66.533,-45
7.6637,5,27.949,-55.107,-46
7.7566,5,-79.453,-15.205,-49
7.8356,5,-127.441,-13.623,-49
7.9089,5,-141.855,-9.053,-49
7.9847,5,-126.211,3.604,49
8.0456,5,-84.375,11.689,49
8.1151,5,-4.57,-9.404,49
8.2049,5,105.117,-38.057,48
8.2798,5,142.383,-37.354,48
8.3596,5,142.91,-46.494,-1
8.4354,5,91.23,-63.369,-45
8.5441,5,7.559,-42.627,-47
8.6169,5,-77.695,-13.623,-49
8.6857,5,-134.824,-13.447,-49
8.7705,5,-143.437,-9.053,-49
8.8483,5,-121.465,5.361,49
8.9186,5,-71.367,9.932,49
8.9864,5,39.199,-30.498,49
9.0777,5,111.973,-40.693,47
9.1455,5,141.855,-40.342,48
9.217,5,145.02,-48.779,47
9.2789,5,114.961,-64.775,-45
9.3606,5,42.715,-61.084,-45
9.4533,5,-61.348,-20.303,-49
9.5323,5,-121.113,-16.787,-49
9.601,5,-143.437,-16.084,-49
9.6665,5,-139.043,-6.768,49
9.7358,5,-107.93,4.482,49
9.8017,5,-45.527,-0.791,49
9.8747,5,56.074,-42.803,47
9.9437,5,111.445,-48.955,47
10.0138,5,143.613,-50.01,47
10.0886,5,139.57,-60.732,-45
10.1807,5,105.645,-71.455,-44
10.2484,5,7.383,-48.604,-47
10.3386,5,-78.574,-17.139,-49
10.4205,5,-132.539,-14.326,-49
10.4913,5,-140.625,-6.768,-49
10.5722,5,-111.797,8.174,49
10.6765,5,-18.809,-5.01,49
10.7513,5,67.5,-38.232,48
10.8257,5,127.793,-41.221,47
10.8954,5,145.371,-44.912,47
10.9743,5,132.715,-57.92,-46
11.0411,5,79.277,-67.412,-44
11.1373,5,-30.41,-29.268,-48
11.2102,5,-106.699,-16.26,-49
11.301,5,-139.922,-16.787,-49
11.3788,5,-133.066,-4.307,49
11.4575,5,-87.715,6.064,49
11.5439,5,-5.098,-16.084,49
11.6286,5,111.27,-46.143,47
11.7163,5,144.141,-46.494,47
11.7991,5,134.297,-60.908,-45
11.8877,5,100.371,-69.697,-44
11.9605,5,17.578,-52.998,-46
12.0577,5,-107.051,-16.26,-49
12.1495,5,-142.031,-14.678,-49
12.2363,5,-125.684,1.143,49
12.3296,5,-87.715,7.822,49
12.4104,5,50.098,-37.178,48
12.5151,5,118.301,-44.209,47
12.5948,5,145.371,-49.307,47
12.6926,5,128.496,-62.666,-45
12.7574,5,85.605,-69.346,-44
12.8466,5,-33.574,-28.389,-48
12.9374,5,-107.051,-15.732,-49
13.0123,5,-142.031,-13.799,-49
13.1031,5,-131.836,-2.021,49
13.169,5,-98.262,7.119,49
13.2348,5,-30.762,-3.076,49
13.3166,5,74.355,-42.627,47
13.3904,5,129.551,-44.385,47
13.4757,5,144.668,-50.889,47
13.5619,5,112.324,-68.115,-44
13.6457,5,56.953,-66.709,-44
13.7284,5,-60.996,-21.533,-49
13.8082,5,-120.586,-17.139,-49
13.8797,5,-141.855,-15.557,-49
13.9452,5,-132.539,-3.955,49
14.0443,5,-76.113,5.361,49
14.1156,5,19.687,-28.74,49
14.1879,5,101.25,-47.197,47
14.2687,5,135.703,-46.67,47
14.3366,5,139.922,-57.92,-46
14.4493,5,98.965,-70.225,-44
14.5219,5,29.355,-57.744,-45
14.5918,5,-65.742,-19.248,-49
14.6626,5,-120.059,-15.029,-49
14.7689,5,-140.449,-8.174,-49
14.8371,5,-109.688,6.24,49
14.9269,5,-2.285,-16.26,49
15.0306,5,81.211,-44.209,47
15.0941,5,123.223,-45.791,47
15.1662,5,144.141,-48.604,47
15.2272,5,131.66,-62.49,-45
15.3052,5,95.625,-71.104,-44
15.376,5,27.598,-58.799,-45
15.4403,5,-91.406,-18.896,-49
15.5381,5,-131.66,-19.072,-49
15.6079,5,-141.328,-13.623,-49
15.6771,5,-124.629,-2.9,49
15.7419,5,-51.855,-2.9,49
15.8439,5,40.43,-42.275,47
15.9147,5,112.5,-53.525,46
15.9925,5,139.746,-54.229,46
16.0601,5,139.57,-63.018,42
16.1287,5,107.402,-75.674,-43
16.209,5,49.043,-71.455,-44
16.2784,5,-50.449,-30.498,-48
16.3418,5,-123.574,-23.467,-49
16.4374,5,-140.977,-18.193,-49
16.5259,5,-117.598,-3.955,49
16.6087,5,-69.785,-0.791,49
16.6685,5,25.137,-35.947,48
16.7456,5,100.02,-51.416,46
16.8114,5,135.527,-50.537,46
16.8882,5,142.031,-57.744,4
16.961,5,110.566,-71.279,-44
17.0517,5,46.406,-66.709,-44
17.1216,5,-63.457,-23.291,-49
17.2147,5,-127.441,-19.424,-49
17.2976,5,-141.504,-14.678,-49
17.3678,5,-126.211,-3.604,49
17.4478,5,-47.637,-3.428,49
17.5495,5,55.723,-45.967,47
17.6233,5,122.52,-52.119,46
17.7151,5,143.789,-55.107,46
17.7789,5,128.496,-68.818,-44
17.8568,5,95.449,-75.322,-43
17.9307,5,-5.801,-46.318,-47
18.0129,5,-87.187,-21.533,-49
18.0737,5,-135.352,-20.479,-49
18.1635,5,-139.746,-13.623,-49
18.232,5,-113.203,-0.439,49
18.3052,5,-67.676,0.967,49
18.3679,5,37.617,-39.463,48
18.4478,5,101.602,-50.713,46
18.5106,5,136.055,-50.186,47
18.5785,5,142.031,-58.096,46
18.6583,5,118.477,-70.4,-44
18.7303,5,62.578,-71.279,-44
18.8191,5,-49.395,-27.686,-49
18.8829,5,-123.223,-20.479,-49
18.9793,5,-140.977,-18.545,-49
19.0541,5,-129.902,-6.064,49
19.1149,5,-93.867,2.9,49
19.181,5,-7.734,-17.139,49
19.2647,5,82.793,-46.846,47
19.3426,5,133.418,-47.021,47
19.4215,5,142.031,-55.986,-46
19.5312,5,95.625,-70.752,-44
19.6159,5,27.598,-57.92,-46
19.6848,5,-65.742,-20.83,-49
19.7456,5,-118.652,-17.314,-49
19.8154,5,-141.504,-12.393,-49
19.9317,5,-115.488,1.67,49
20.0109,5,-39.551,-3.779,49
20.0906,5,62.754,-45.615,47
20.1646,5,114.082,-50.186,47
20.23,5,143.613,-52.471,46
20.3159,5,135.703,-64.424,-45
20.3847,5,99.141,-75.146,-43
20.4625,5,13.184,-56.865,-45
20.5426,5,-80.332,-24.346,-49
20.6251,5,-129.375,-23.643,-49
20.6919,5,-142.031,-19.775,-49
20.7577,5,-128.496,-8.525,49
20.8276,5,-88.594,-1.143,49
20.8936,5,-13.008,-20.127,49
20.9574,5,75.762,-52.471,46
21.0277,5,125.156,-54.053,46
21.0964,5,143.086,-55.459,46
21.1582,5,137.109,-65.127,-45
