t,servo_deg,pend_deg,pend_raw_deg,pwm,mode,v_bus,i_ma,p_mw
0.044,181.23,-71.016,-71.016,0,0,14.756,4.6,68.0
0.071,181.23,-71.016,-71.016,0,0,14.752,4.7,68.0
0.115,181.23,-71.016,-71.016,0,0,14.744,5.3,78.0
0.159,181.23,-71.016,-71.016,0,0,14.752,3.6,52.0
0.193,181.23,-71.016,-71.016,0,0,14.748,4.7,68.0
0.238,181.23,-71.016,-71.016,0,0,14.756,3.4,50.0
0.27,181.23,-71.016,-71.016,0,0,14.752,3.8,56.0
0.296,181.23,-71.016,-71.016,0,0,14.76,5.8,86.0
0.322,181.23,-71.016,-71.016,0,0,14.76,5.8,86.0
0.358,181.23,-71.016,-71.016,0,0,14.76,3.5,52.0
0.383,181.23,-71.016,-71.016,0,0,14.752,4.1,58.0
0.425,181.23,-71.016,-71.016,0,0,14.724,10.4,154.0
0.461,181.23,-71.016,-71.016,0,0,14.744,5.6,52.0
0.483,181.23,-71.016,-71.016,0,0,14.752,3.7,56.0
0.511,181.23,-71.016,-71.016,0,0,14.736,7.2,104.0
0.552,181.23,-71.016,-71.016,0,0,14.724,-2.7,40.0
0.603,181.23,-71.016,-71.016,0,0,14.748,4.1,58.0
0.653,181.23,-71.016,-71.016,0,0,14.712,6.7,98.0
0.691,181.23,-71.016,-71.016,0,0,14.752,4.6,68.0
0.74,181.23,-71.016,-71.016,0,0,14.756,4.3,62.0
0.771,181.23,-71.016,-71.016,0,0,14.748,4.9,72.0
0.831,181.23,-71.016,-71.016,0,0,14.756,6.0,88.0
0.879,181.23,-71.016,-71.016,0,0,14.756,3.3,50.0
0.912,181.23,-71.016,-71.016,0,0,14.752,4.3,62.0
0.95,181.23,-71.016,-71.016,0,0,14.756,4.7,68.0
1.019,181.23,-71.016,-71.016,0,0,14.752,2.0,30.0
1.057,181.23,-71.016,-71.016,0,0,14.756,5.2,76.0
1.099,181.23,-71.016,-71.016,0,0,14.748,4.9,72.0
1.154,181.23,-71.016,-71.016,0,0,14.752,3.5,52.0
1.189,181.23,-71.016,-71.016,0,0,14.752,4.5,66.0
1.217,181.23,-71.016,-71.016,0,0,14.756,5.5,82.0
1.258,181.23,-71.016,-71.016,0,0,14.764,4.2,62.0
1.314,181.23,-71.016,-71.016,0,0,14.752,3.9,58.0
1.363,181.23,-71.016,-71.016,0,0,14.752,4.9,52.0
1.392,181.23,-71.016,-71.016,0,0,14.748,4.6,68.0
1.442,181.23,-71.016,-71.016,0,0,14.748,6.2,92.0
1.533,181.23,-71.016,-71.016,0,0,14.756,3.7,56.0
1.57,181.23,-71.016,-71.016,0,0,14.752,3.0,46.0
1.602,181.23,-71.016,-71.016,0,0,14.756,3.5,52.0
1.63,181.23,-71.016,-71.016,0,0,14.756,3.6,52.0
1.673,181.23,-71.016,-71.016,0,0,14.756,4.0,58.0
1.698,181.23,-71.016,-71.016,0,0,14.748,3.9,58.0
1.732,181.23,-71.016,-71.016,0,0,14.752,4.4,66.0
1.771,181.23,-71.016,-71.016,0,0,14.756,3.9,58.0
1.832,181.23,-71.016,-71.016,0,0,14.748,4.2,62.0
1.862,181.23,-71.016,-71.016,0,0,14.764,1.5,22.0
1.898,181.23,-71.016,-71.016,0,0,14.752,4.5,66.0
1.931,181.23,-71.016,-71.016,0,0,14.752,2.8,42.0
1.979,181.23,-71.016,-71.016,0,0,14.756,3.6,52.0
2.049,181.23,-71.016,-71.016,0,0,14.752,4.9,72.0
