t,servo_deg,pend_deg,pend_raw_deg,pwm,mode,v_bus,i_ma,p_mw
0.048,182.285,-71.016,-71.016,0,0,14.752,3.4,50.0
0.071,182.285,-71.016,-71.016,0,0,14.752,5.0,76.0
0.097,182.285,-71.016,-71.016,0,0,14.74,6.4,96.0
0.123,182.285,-71.016,-71.016,0,0,14.752,4.1,58.0
0.151,182.285,-71.016,-71.016,0,0,14.756,3.7,56.0
0.175,182.285,-71.016,-71.016,0,0,14.752,3.5,52.0
0.206,182.285,-71.016,-71.016,0,0,14.752,4.8,72.0
0.235,182.285,-71.016,-71.016,0,0,14.748,5.0,76.0
0.266,182.285,-71.016,-71.016,0,0,14.752,3.5,52.0
0.314,182.285,-71.016,-71.016,0,0,14.76,4.0,58.0
0.343,182.285,-71.016,-71.016,0,0,14.752,4.1,58.0
0.371,182.285,-71.016,-71.016,0,0,14.756,4.7,68.0
0.415,182.285,-71.016,-71.016,0,0,14.748,4.4,66.0
0.443,182.285,-71.016,-71.016,0,0,14.74,6.2,92.0
0.469,182.285,-71.016,-71.016,0,0,14.752,3.3,50.0
0.524,182.285,-71.016,-71.016,0,0,14.74,6.1,88.0
0.557,182.285,-71.016,-71.016,0,0,14.756,3.6,52.0
0.585,182.285,-71.016,-71.016,0,0,14.748,4.9,46.0
0.611,182.285,-71.016,-71.016,0,0,14.744,5.0,72.0
0.637,182.285,-71.016,-71.016,0,0,14.748,5.5,82.0
0.676,182.285,-71.016,-71.016,0,0,14.752,1.1,16.0
0.703,182.285,-71.016,-71.016,0,0,14.752,4.8,72.0
0.738,182.285,-71.016,-71.016,0,0,14.756,5.7,86.0
0.777,182.285,-71.016,-71.016,0,0,14.756,3.9,58.0
0.803,182.285,-71.016,-71.016,0,0,14.756,3.3,50.0
0.832,182.285,-71.016,-71.016,0,0,14.756,4.3,62.0
0.871,182.285,-71.016,-71.016,0,0,14.756,3.5,52.0
0.893,182.285,-71.016,-71.016,0,0,14.752,4.3,62.0
0.922,182.285,-71.016,-71.016,0,0,14.76,5.0,76.0
0.943,182.285,-71.016,-71.016,0,0,14.752,4.2,62.0
0.97,182.285,-71.016,-71.016,0,0,14.752,3.5,52.0
0.999,182.285,-71.016,-71.016,0,0,14.752,4.1,58.0
1.024,182.285,-71.016,-71.016,0,0,14.76,5.8,86.0
1.057,182.285,-71.016,-71.016,0,0,14.756,4.2,62.0
1.079,182.285,-71.016,-71.016,0,0,14.748,3.4,50.0
1.102,182.285,-71.016,-71.016,0,0,14.768,4.5,66.0
1.143,182.285,-71.016,-71.016,0,0,14.756,5.6,82.0
1.173,182.285,-71.016,-71.016,0,0,14.756,3.1,46.0
1.199,182.285,-71.016,-71.016,0,0,14.748,4.7,68.0
1.225,182.285,-71.016,-71.016,0,0,14.74,6.5,96.0
1.253,182.285,-71.016,-71.016,0,0,14.748,3.8,56.0
1.28,182.285,-71.016,-71.016,0,0,14.748,4.1,58.0
1.304,182.285,-71.016,-71.016,0,0,14.752,3.5,52.0
1.329,182.285,-71.016,-71.016,0,0,14.744,5.7,68.0
1.357,182.285,-71.016,-71.016,0,0,14.744,5.4,78.0
1.385,182.285,-71.016,-71.016,0,0,14.748,5.6,82.0
1.421,182.285,-71.016,-71.016,0,0,14.756,3.9,58.0
1.463,182.285,-71.016,-71.016,0,0,14.736,-3.3,50.0
1.495,182.285,-71.016,-71.016,0,0,14.748,5.1,76.0
1.535,182.285,-71.016,-71.016,0,0,14.76,5.1,76.0
1.58,182.285,-71.016,-71.016,0,0,14.76,4.5,66.0
1.619,182.285,-71.016,-71.016,0,0,14.764,3.0,46.0
1.655,182.285,-71.016,-71.016,0,0,14.756,5.7,86.0
1.679,182.285,-71.016,-71.016,0,0,14.756,3.9,58.0
1.704,182.285,-71.016,-71.016,0,0,14.756,4.2,62.0
1.737,182.285,-71.016,-71.016,0,0,14.656,-0.9,14.0
1.762,182.285,-71.016,-71.016,0,0,14.756,6.2,92.0
1.786,182.285,-71.016,-71.016,0,0,14.752,3.3,50.0
1.816,182.285,-71.016,-71.016,0,0,14.756,6.1,88.0
1.85,182.285,-71.016,-71.016,0,0,14.764,5.0,76.0
1.876,182.285,-71.016,-71.016,0,0,14.748,5.1,76.0
1.901,182.285,-71.016,-71.016,0,0,14.752,3.9,58.0
1.93,182.285,-71.016,-71.016,0,0,14.744,5.7,68.0
1.963,182.285,-71.016,-71.016,0,0,14.756,4.6,68.0
1.987,182.285,-71.016,-71.016,0,0,14.752,3.7,56.0
2.021,182.285,-71.016,-71.016,0,0,14.756,4.3,62.0
