t,servo_deg,pend_deg,pend_raw_deg,pwm,mode,v_bus,i_ma,p_mw
0.035,-133.066,49.395,408.691,0,0,15.06,3.6,56.0
0.058,-130.078,70.312,429.609,0,0,15.06,3.4,52.0
0.091,-129.551,90.879,450.176,0,0,15.056,3.5,52.0
0.117,-130.43,101.426,460.723,0,0,15.056,3.2,50.0
0.148,-131.484,108.105,467.402,0,0,15.056,3.9,58.0
0.17,-132.012,109.512,468.809,0,0,15.056,3.4,52.0
0.2,-131.836,106.523,465.82,0,0,15.06,3.3,50.0
0.23,-131.309,94.57,453.867,0,0,15.056,3.3,50.0
0.255,-131.309,81.562,440.859,0,0,15.06,3.2,50.0
0.298,-135.352,51.152,410.449,0,0,15.06,3.6,56.0
0.324,-145.898,17.227,376.523,0,0,15.06,3.3,50.0
0.353,-158.906,-15.117,344.18,0,0,15.06,3.4,52.0
0.378,-166.992,-44.648,314.648,0,0,15.06,3.5,52.0
0.432,-167.168,-78.398,280.898,0,0,15.06,3.5,46.0
0.455,-165.234,-85.781,273.516,0,0,15.06,3.7,56.0
0.488,-162.246,-90.0,269.297,0,0,15.064,3.3,50.0
0.512,-158.555,-88.77,270.527,0,0,15.064,3.2,50.0
0.539,-155.391,-83.145,276.152,0,0,15.056,3.3,50.0
0.565,-151.523,-72.598,286.699,0,0,15.06,3.8,56.0
0.596,-144.844,-54.492,304.805,0,0,15.056,3.3,50.0
0.628,-132.187,-27.422,331.875,0,0,15.06,2.9,42.0
0.656,-113.73,4.219,363.516,0,0,15.056,3.3,50.0
0.685,-96.855,34.277,393.574,0,0,15.06,3.3,50.0
0.733,-83.672,65.918,425.215,0,0,15.06,2.9,42.0
0.761,-78.223,82.09,441.387,0,0,15.06,3.2,50.0
0.787,-75.586,87.363,446.66,0,0,15.06,3.2,50.0
0.813,-73.125,87.187,446.484,0,0,15.06,3.4,52.0
0.84,-71.543,82.793,442.09,0,0,15.056,3.4,52.0
0.862,-70.137,74.18,433.477,0,0,15.06,3.3,50.0
0.909,-71.719,45.352,404.648,0,0,15.06,3.1,46.0
0.934,-77.168,22.852,382.148,0,0,15.06,3.6,56.0
0.963,-86.133,-2.637,356.66,0,0,15.06,3.1,46.0
1.006,-96.855,-47.285,312.012,0,0,15.056,3.2,50.0
1.038,-96.855,-64.512,294.785,0,0,15.06,2.9,42.0
1.07,-94.746,-74.355,284.941,0,0,15.06,3.6,56.0
1.121,-89.473,-77.871,281.426,0,0,15.06,2.9,42.0
1.145,-85.43,-71.367,287.93,0,0,15.06,3.3,50.0
1.169,-81.387,-61.699,297.598,0,0,15.056,3.5,52.0
1.195,-75.41,-47.109,312.187,0,0,15.06,3.8,56.0
1.237,-56.777,-10.02,349.277,0,0,15.056,3.5,52.0
1.267,-43.418,13.184,372.48,0,0,15.06,3.7,56.0
1.3,-30.234,39.902,399.199,0,0,15.06,3.2,50.0
1.345,-21.797,64.512,423.809,0,0,15.06,3.3,50.0
1.391,-20.391,69.258,428.555,0,0,15.06,3.6,56.0
1.421,-20.742,64.863,424.16,0,0,15.06,2.7,40.0
1.446,-22.676,55.723,415.02,0,0,15.06,3.5,52.0
1.493,-30.234,31.113,390.41,0,0,15.06,3.1,46.0
1.533,-48.867,-10.723,348.574,0,0,15.056,3.9,58.0
1.566,-58.008,-34.98,324.316,0,0,15.06,3.7,56.0
1.588,-61.348,-48.516,310.781,0,0,15.06,3.3,50.0
1.64,-62.402,-61.348,297.949,0,0,15.06,3.3,50.0
1.692,-59.59,-55.898,303.398,0,0,15.056,3.5,52.0
1.732,-54.492,-40.605,318.691,0,0,15.06,3.4,52.0
1.806,-28.477,16.348,375.645,0,0,15.06,3.1,46.0
1.842,-19.512,40.078,399.375,0,0,15.06,3.4,52.0
1.883,-17.227,52.91,412.207,0,0,15.056,3.7,56.0
1.914,-17.93,54.844,414.141,0,0,15.06,3.3,50.0
1.972,-23.555,43.594,402.891,0,0,15.06,3.2,50.0
2.043,-32.871,23.379,382.676,0,0,15.06,3.8,56.0
