t,servo_deg,pend_deg,pend_raw_deg,pwm,mode,v_bus,i_ma,p_mw
0.031,-78.75,1.758,361.055,0,0,15.064,3.3,50.0
0.058,-78.75,1.758,361.055,0,0,15.064,3.3,50.0
0.089,-78.75,1.758,361.055,0,0,15.064,3.4,52.0
0.12,-78.75,1.758,361.055,0,0,15.052,5.5,82.0
0.143,-78.75,1.758,361.055,0,0,15.064,3.4,56.0
0.173,-78.75,1.758,361.055,0,0,15.064,3.4,52.0
0.197,-78.75,1.758,361.055,0,0,15.064,3.4,52.0
0.228,-78.75,1.758,361.055,0,0,15.064,3.2,50.0
0.26,-78.75,1.758,361.055,0,0,15.068,3.5,52.0
0.29,-78.75,1.758,361.055,0,0,15.064,3.6,56.0
0.316,-78.75,1.758,361.055,0,0,15.064,3.1,46.0
0.347,-78.75,1.758,361.055,0,0,15.064,3.6,56.0
0.394,-78.75,1.758,361.055,0,0,15.064,3.1,46.0
0.428,-78.75,1.758,361.055,0,0,15.044,6.3,96.0
0.456,-78.75,1.758,361.055,0,0,15.064,3.1,46.0
0.488,-78.75,1.758,361.055,0,0,15.064,3.5,52.0
0.513,-78.75,1.758,361.055,0,0,15.064,3.5,52.0
0.556,-78.75,1.758,361.055,0,0,15.064,3.4,52.0
0.611,-78.75,1.758,361.055,0,0,15.064,3.2,50.0
0.674,-78.75,1.758,361.055,0,0,15.064,3.3,50.0
0.703,-78.75,1.758,361.055,0,0,15.064,3.2,50.0
0.732,-78.75,1.758,361.055,0,0,15.068,0.4,6.0
0.772,-78.75,1.758,361.055,0,0,15.064,3.2,50.0
0.84,-78.75,1.758,361.055,0,0,15.064,3.6,56.0
0.883,-78.75,1.758,361.055,0,0,15.064,3.4,52.0
0.911,-78.75,1.758,361.055,0,0,15.064,3.0,46.0
0.943,-78.75,1.758,361.055,0,0,15.064,3.4,52.0
0.969,-78.75,1.758,361.055,0,0,15.068,3.4,52.0
1.01,-78.75,1.758,361.055,0,0,15.064,3.3,50.0
1.042,-78.75,1.758,361.055,0,0,15.048,6.0,92.0
1.073,-78.75,1.758,361.055,0,0,15.064,3.6,56.0
1.101,-78.75,1.758,361.055,0,0,15.064,3.0,46.0
1.126,-78.75,1.758,361.055,0,0,15.06,3.8,56.0
1.176,-78.75,1.758,361.055,0,0,15.064,3.6,56.0
1.204,-78.75,1.758,361.055,0,0,15.064,3.3,50.0
1.238,-78.75,1.758,361.055,0,0,15.064,3.5,52.0
1.269,-78.75,1.758,361.055,0,0,15.064,3.3,50.0
1.291,-78.75,1.758,361.055,0,0,15.064,3.1,46.0
1.323,-78.75,1.758,361.055,0,0,15.064,3.6,56.0
1.352,-78.75,1.758,361.055,0,0,15.04,6.8,102.0
1.386,-78.75,1.758,361.055,0,0,15.064,3.3,50.0
1.41,-78.75,1.758,361.055,0,0,15.064,3.6,56.0
1.45,-78.75,1.758,361.055,0,0,15.064,-1.3,20.0
1.48,-78.75,1.758,361.055,0,0,15.064,3.3,50.0
1.527,-78.75,1.758,361.055,0,0,15.068,3.5,52.0
1.563,-78.75,1.758,361.055,0,0,15.064,3.4,52.0
1.594,-78.75,1.758,361.055,0,0,15.064,3.3,50.0
1.634,-78.75,1.758,361.055,0,0,15.064,3.3,50.0
1.673,-78.75,1.758,361.055,0,0,15.064,3.4,52.0
1.696,-78.75,1.758,361.055,0,0,15.064,3.4,52.0
1.753,-78.75,1.758,361.055,0,0,15.064,3.7,56.0
1.779,-78.75,1.758,361.055,0,0,15.068,3.6,56.0
1.807,-78.75,1.758,361.055,0,0,15.064,3.6,56.0
1.829,-78.75,1.758,361.055,0,0,15.064,3.7,56.0
1.86,-78.75,1.758,361.055,0,0,15.064,-1.5,22.0
1.885,-78.75,1.758,361.055,0,0,15.064,3.3,50.0
1.909,-78.75,1.758,361.055,0,0,15.064,3.3,50.0
1.937,-78.75,1.758,361.055,0,0,15.064,2.1,32.0
1.992,-78.75,1.758,361.055,0,0,15.064,3.2,50.0
2.024,-78.75,1.758,361.055,0,0,15.068,3.2,50.0
