t,servo_deg,pend_deg,pend_raw_deg,pwm,mode,v_bus,i_ma,p_mw
0.028,0.0,0.0,0.0,-35,5,14.688,4.8,72.0
0.101,0.0,0.0,0.0,-35,5,14.684,5.3,78.0
0.179,0.18,0.0,0.0,-34,5,14.684,5.0,72.0
0.268,-6.86,-7.03,-7.03,54,5,14.472,54.7,792.0
0.346,-28.48,-23.38,-23.38,52,5,14.476,56.5,820.0
0.436,-51.5,-24.08,-24.08,-46,5,14.664,10.5,154.0
0.509,-55.02,6.86,6.86,-45,5,14.664,10.7,158.0
0.59,-54.14,37.97,37.97,-45,5,14.664,10.5,154.0
0.664,-59.94,39.2,39.2,44,5,14.588,27.8,406.0
0.752,-80.51,6.33,6.33,38,5,14.66,11.9,174.0
0.826,-104.06,-32.17,-32.17,31,5,14.688,5.7,86.0
0.906,-104.94,-29.18,-29.18,-31,5,14.676,7.4,108.0
0.98,-86.48,9.32,9.32,-35,5,14.688,5.1,76.0
1.072,-71.02,41.13,41.13,-40,5,14.688,4.7,68.0
1.146,-72.25,29.88,29.88,40,5,14.628,17.1,250.0
1.226,-91.58,-16.0,-16.0,34,5,14.668,9.5,140.0
1.318,-97.56,-39.2,-39.2,-33,5,14.664,8.7,128.0
1.396,-85.61,-18.98,-18.98,-36,5,14.692,5.3,78.0
1.495,-55.72,32.52,32.52,-45,5,14.672,7.9,114.0
1.589,-46.05,38.32,38.32,47,5,14.544,38.6,560.0
1.677,-66.97,-12.66,-12.66,41,5,14.624,23.4,340.0
1.75,-81.74,-47.28,-47.28,37,5,14.648,15.2,222.0
1.846,-82.44,-40.25,-40.25,-37,5,14.696,6.4,96.0
1.92,-62.58,8.44,8.44,-43,5,14.688,5.5,82.0
1.994,-47.64,49.04,49.04,-47,5,14.66,10.7,158.0
2.071,-44.65,52.73,52.73,48,5,14.532,40.1,584.0
2.161,-66.8,1.41,1.41,42,5,14.616,20.3,298.0
2.268,-92.81,-53.61,-53.61,34,5,14.664,8.3,122.0
2.34,-95.45,-51.85,-51.85,-33,5,14.668,9.5,140.0
2.418,-79.81,-7.91,-7.91,-38,5,14.692,4.1,58.0
2.496,-56.95,50.1,50.1,-44,5,14.676,11.0,160.0
2.575,-52.91,62.23,62.23,46,5,14.572,35.0,512.0
2.645,-61.0,34.98,34.98,44,5,14.532,36.2,528.0
2.722,-92.64,-28.12,-28.12,34,5,14.676,8.5,124.0
2.805,-104.41,-61.7,-61.7,31,5,14.696,7.5,112.0
2.882,-101.43,-48.87,-48.87,-32,5,14.696,6.5,96.0
2.962,-75.23,10.37,10.37,-39,5,14.688,5.8,86.0
3.033,-57.3,55.9,55.9,-44,5,14.672,8.0,118.0
3.11,-53.09,62.58,62.58,45,5,14.572,34.9,508.0
3.199,-66.27,20.21,20.21,42,5,14.624,22.4,328.0
3.291,-99.14,-53.26,-53.26,32,5,14.696,7.8,114.0
3.371,-101.6,-63.98,-63.98,-32,5,14.688,6.1,88.0
3.464,-84.55,-15.64,-15.64,-36,5,14.64,13.4,196.0
3.542,-57.48,44.12,44.12,-44,5,14.68,8.0,118.0
3.647,-48.69,64.51,64.51,47,5,14.544,40.0,584.0
3.725,-58.53,29.88,29.88,44,5,14.596,27.7,404.0
3.797,-92.28,-39.38,-39.38,34,5,14.68,4.7,68.0
3.883,-101.07,-68.03,-68.03,32,5,14.596,-8.7,128.0
3.965,-97.73,-48.87,-48.87,-33,5,14.62,17.0,250.0
4.046,-68.91,18.81,18.81,-40,5,14.692,6.1,88.0
4.128,-53.61,65.74,65.74,-45,5,14.672,10.3,150.0
4.205,-51.5,66.27,66.27,46,5,14.552,37.4,544.0
4.277,-64.86,24.96,24.96,42,5,14.604,23.4,340.0
4.352,-98.61,-44.47,-44.47,33,5,14.68,5.5,82.0
4.431,-105.64,-69.78,-69.78,31,5,14.688,5.9,86.0
4.506,-102.66,-54.32,-54.32,-31,5,14.692,4.4,66.0
4.588,-76.29,8.61,8.61,-38,5,14.688,4.9,72.0
4.662,-56.78,61.52,61.52,-44,5,14.672,7.8,114.0
