t,servo_deg,pend_deg,pend_raw_deg,pwm,mode,v_bus,i_ma,p_mw
0.03,-8.61,-28.65,-28.65,-54,5,14.608,27.3,400.0
0.134,8.96,-6.15,-6.15,-54,5,14.592,27.6,404.0
0.212,28.48,8.96,8.96,-37,5,14.688,-11.5,168.0
0.3,17.4,-27.07,-27.07,53,5,14.496,52.7,764.0
0.383,-5.1,-67.32,-67.32,54,5,14.484,54.6,790.0
0.459,-19.51,-72.6,-72.6,-53,5,14.596,26.8,390.0
0.534,-22.15,-39.9,-39.9,-53,5,14.612,25.1,368.0
0.609,-3.52,24.79,24.79,-54,5,14.6,26.8,390.0
0.687,0.18,53.61,53.61,-54,5,14.592,28.1,410.0
0.768,-2.29,42.89,42.89,54,5,14.48,55.8,810.0
0.837,-32.52,-16.52,-16.52,52,5,14.512,48.9,712.0
0.926,-71.02,-87.54,-87.54,40,5,14.628,19.4,282.0
1.013,-83.85,-104.59,-104.59,37,5,14.696,6.6,98.0
1.108,-90.53,-58.36,-58.36,-35,5,14.692,5.4,78.0
1.182,-67.85,19.86,19.86,-41,5,14.692,5.1,76.0
1.269,-66.62,69.78,69.78,-42,5,14.692,9.8,102.0
1.339,-70.84,71.02,71.02,40,5,14.632,19.6,286.0
1.415,-81.03,33.05,33.05,37,5,14.66,13.9,204.0
1.489,-117.77,-43.59,-43.59,28,5,14.696,5.3,78.0
1.569,-130.78,-90.35,-90.35,25,5,14.7,5.4,78.0
1.651,-128.32,-88.94,-88.94,-25,5,14.688,4.0,58.0
1.735,-107.58,-32.87,-32.87,-29,5,14.7,6.3,92.0
1.812,-74.71,36.74,36.74,-39,5,14.704,5.6,82.0
1.909,-65.04,63.63,63.63,42,5,14.64,22.8,334.0
1.988,-65.74,39.55,39.55,42,5,14.624,23.6,344.0
2.061,-95.45,-36.21,-36.21,33,5,14.688,6.0,88.0
2.148,-108.28,-84.9,-84.9,30,5,14.696,7.1,104.0
2.225,-105.47,-88.59,-88.59,-31,5,14.696,2.5,36.0
2.303,-92.28,-49.75,-49.75,-34,5,14.704,4.0,58.0
2.379,-54.49,28.48,28.48,-45,5,14.684,8.9,132.0
2.458,-43.95,60.12,60.12,-48,5,14.664,14.0,206.0
2.544,-41.31,45.7,45.7,49,5,14.524,44.6,648.0
2.621,-67.68,-20.21,-20.21,41,5,14.632,23.0,338.0
2.705,-92.99,-82.27,-82.27,34,5,14.68,8.2,122.0
2.784,-97.73,-100.19,-100.19,33,5,14.696,5.6,82.0
2.862,-94.92,-68.56,-68.56,-33,5,14.7,3.9,56.0
2.941,-65.92,5.1,5.1,-41,5,14.708,4.4,66.0
3.012,-52.73,57.83,57.83,-46,5,14.672,10.5,154.0
3.093,-50.8,67.68,67.68,46,5,14.564,34.8,508.0
3.183,-62.58,20.39,20.39,43,5,14.604,24.8,364.0
3.266,-102.31,-60.29,-60.29,31,5,14.692,7.1,104.0
3.359,-112.5,-98.97,-98.97,-29,5,14.696,4.9,72.0
3.44,-110.74,-80.16,-80.16,-29,5,14.704,3.3,50.0
3.518,-85.08,-11.78,-11.78,-36,5,14.7,5.7,66.0
3.592,-63.46,50.62,50.62,-42,5,14.68,8.4,124.0
3.674,-60.12,66.62,66.62,43,5,14.628,22.5,328.0
3.774,-64.86,35.51,35.51,42,5,14.62,23.1,338.0
3.881,-110.57,-73.48,-73.48,29,5,14.692,6.5,96.0
3.955,-113.73,-95.98,-95.98,30,5,14.712,2.0,30.0
4.035,-108.46,-72.07,-72.07,-30,5,14.696,3.9,56.0
4.111,-79.63,-5.62,-5.62,-38,5,14.696,5.2,76.0
4.193,-58.53,53.79,53.79,-44,5,14.684,9.9,144.0
4.271,-54.49,61.35,61.35,45,5,14.576,34.1,498.0
4.365,-62.05,23.38,23.38,43,5,14.616,24.8,364.0
4.436,-101.07,-61.7,-61.7,32,5,14.692,6.1,88.0
4.512,-108.28,-93.87,-93.87,-30,5,14.672,8.3,122.0
4.589,-107.05,-85.25,-85.25,-30,5,14.7,3.5,52.0
4.69,-77.17,-7.21,-7.21,-38,5,14.7,4.0,58.0
4.765,-57.48,49.04,49.04,-44,5,14.684,7.9,114.0
4.842,-53.26,62.58,62.58,-45,5,14.676,12.5,184.0
4.923,-57.13,30.06,30.06,44,5,14.572,31.6,462.0
5.009,-94.22,-52.38,-52.38,34,5,14.688,6.3,92.0
5.082,-104.41,-92.81,-92.81,-31,5,14.712,3.9,58.0
5.162,-103.71,-89.12,-89.12,-31,5,14.688,7.7,114.0
5.241,-91.23,-43.95,-43.95,-34,5,14.692,4.6,68.0
5.313,-58.71,30.59,30.59,-44,5,14.696,10.3,150.0
5.389,-51.68,61.88,61.88,-46,5,14.68,10.2,150.0
5.463,-50.1,54.49,54.49,46,5,14.568,36.5,530.0
5.543,-70.31,-3.52,-3.52,43,5,14.62,20.0,292.0
5.625,-103.53,-78.22,-78.22,31,5,14.692,5.8,86.0
5.713,-107.93,-97.73,-97.73,30,5,14.696,6.0,88.0
5.789,-104.41,-71.02,-71.02,-31,5,14.7,5.2,76.0
5.865,-74.36,2.46,2.46,-39,5,14.7,4.5,66.0
5.941,-59.24,53.97,53.97,-44,5,14.68,10.4,154.0
6.026,-56.6,63.98,63.98,44,5,14.592,30.4,442.0
6.108,-66.62,20.92,20.92,42,5,14.628,21.7,318.0
6.192,-105.12,-61.35,-61.35,31,5,14.696,5.8,86.0
6.267,-112.68,-94.04,-94.04,-29,5,14.696,4.6,68.0
6.343,-111.27,-85.43,-85.43,0,5,14.7,4.2,62.0
6.45,-76.82,2.46,2.46,-38,5,14.696,5.9,86.0
6.524,-60.65,52.56,52.56,-43,5,14.692,7.7,96.0
6.604,-57.3,62.58,62.58,44,5,14.596,30.8,448.0
6.686,-65.92,21.8,21.8,42,5,14.624,20.4,298.0
