t,servo_deg,pend_deg,pend_raw_deg,pwm,mode,v_bus,i_ma,p_mw
0.037,1.41,1.23,1.23,-54,5,14.6,27.5,404.0
0.111,10.55,9.14,9.14,-54,5,14.608,27.6,404.0
0.186,22.32,13.89,13.89,-37,5,14.688,10.6,158.0
0.262,22.68,-1.41,-1.41,53,5,14.476,54.0,784.0
0.331,5.8,-33.22,-33.22,54,5,14.472,54.7,792.0
0.42,-11.6,-45.88,-45.88,-54,5,14.612,27.8,406.0
0.517,-9.14,-4.04,-4.04,-54,5,14.568,32.5,476.0
0.587,6.15,45.35,45.35,-54,5,14.6,29.6,432.0
0.659,9.84,61.52,61.52,-54,5,14.604,27.9,406.0
0.736,2.81,39.38,39.38,54,5,14.484,55.2,800.0
0.812,-37.09,-28.83,-28.83,50,5,14.532,43.8,636.0
0.905,-65.22,-78.93,-78.93,42,5,14.624,24.7,360.0
1.033,-82.44,-61.88,-61.88,-37,5,14.704,5.1,76.0
1.112,-66.09,29.36,29.36,-42,5,14.7,6.5,96.0
1.181,-65.04,75.59,75.59,-42,5,14.7,8.5,124.0
1.272,-72.95,82.62,82.62,40,5,14.648,18.1,266.0
1.378,-89.82,35.86,35.86,35,5,14.688,9.0,132.0
1.463,-133.42,-55.55,-55.55,24,5,14.7,4.7,68.0
1.558,-136.41,-71.19,-71.19,-23,5,14.708,4.2,62.0
1.637,-123.93,-31.82,-31.82,-26,5,14.676,11.3,168.0
1.727,-86.31,49.22,49.22,-36,5,14.704,5.8,86.0
1.81,-78.4,74.53,74.53,-38,5,14.7,5.5,56.0
1.9,-79.98,49.57,49.57,38,5,14.668,14.6,212.0
2.0,-111.8,-35.16,-35.16,29,5,14.704,5.3,78.0
2.075,-115.66,-67.85,-67.85,28,5,14.704,5.8,86.0
2.149,-108.46,-56.25,-56.25,-30,5,14.58,17.2,252.0
2.263,-66.8,26.19,26.19,-41,5,14.692,7.0,102.0
2.365,-47.46,68.38,68.38,-47,5,14.676,11.8,174.0
2.462,-50.45,37.79,37.79,46,5,14.564,26.8,386.0
2.534,-83.5,-33.75,-33.75,37,5,14.676,10.5,154.0
2.609,-94.92,-71.19,-71.19,33,5,14.692,7.4,108.0
2.681,-96.5,-69.61,-69.61,-33,5,14.708,5.3,78.0
2.758,-86.66,-27.77,-27.77,-35,5,14.696,6.6,98.0
2.842,-57.66,44.47,44.47,-44,5,14.692,8.8,128.0
2.937,-52.03,75.41,75.41,-46,5,14.68,10.6,154.0
3.012,-58.01,49.92,49.92,44,5,14.6,30.6,446.0
3.13,-106.88,-52.38,-52.38,30,5,14.708,4.3,62.0
3.212,-113.56,-74.0,-74.0,29,5,14.708,6.8,102.0
3.29,-110.39,-49.75,-49.75,-29,5,14.7,5.0,72.0
3.366,-82.27,18.98,18.98,-37,5,14.704,1.8,26.0
3.468,-68.03,70.31,70.31,-41,5,14.692,6.5,86.0
3.539,-68.38,66.97,66.97,41,5,14.632,23.4,340.0
3.611,-83.32,23.03,23.03,37,5,14.676,12.5,184.0
3.707,-117.42,-53.79,-53.79,28,5,14.7,5.7,86.0
3.777,-119.71,-68.73,-68.73,-27,5,14.712,3.6,52.0
3.853,-111.97,-43.07,-43.07,-29,5,14.708,4.9,72.0
3.927,-82.79,18.81,18.81,-37,5,14.712,3.8,56.0
4.006,-66.97,62.93,62.93,-41,5,14.696,6.4,92.0
4.108,-63.98,65.74,65.74,42,5,14.62,25.1,368.0
4.183,-90.7,-5.45,-5.45,35,5,14.692,8.4,124.0
4.276,-111.09,-62.58,-62.58,29,5,14.7,6.5,96.0
4.366,-109.86,-61.35,-61.35,-29,5,14.7,6.5,96.0
4.454,-87.01,-3.87,-3.87,-36,5,14.708,7.0,102.0
4.533,-61.7,56.6,56.6,-43,5,14.692,7.0,102.0
4.646,-58.36,59.59,59.59,44,5,14.596,29.1,426.0
4.724,-81.39,1.23,1.23,37,5,14.676,11.6,170.0
4.821,-107.4,-63.46,-63.46,30,5,14.7,6.2,92.0
4.903,-106.7,-58.36,-58.36,-30,5,14.708,4.8,72.0
4.996,-84.2,0.35,0.35,-35,5,14.696,5.6,82.0
5.099,-60.82,64.86,64.86,-43,5,14.692,8.2,122.0
5.169,-60.65,61.0,61.0,43,5,14.6,29.0,422.0
5.242,-75.76,19.69,19.69,39,5,14.656,15.2,222.0
5.333,-109.34,-53.26,-53.26,30,5,14.7,6.4,96.0
5.41,-112.5,-64.86,-64.86,-29,5,14.704,5.1,76.0
5.513,-94.92,-13.01,-13.01,-33,5,14.712,5.3,78.0
5.582,-69.78,44.3,44.3,-40,5,14.7,6.5,96.0
5.661,-64.16,65.92,65.92,-42,5,14.7,7.3,108.0
5.742,-69.08,44.3,44.3,41,5,14.636,21.1,308.0
5.846,-106.88,-37.44,-37.44,30,5,14.684,9.2,134.0
5.933,-113.91,-62.93,-62.93,29,5,14.696,5.1,76.0
6.028,-102.48,-28.48,-28.48,-31,5,14.72,5.7,86.0
6.109,-71.54,39.2,39.2,-40,5,14.704,6.0,88.0
6.205,-63.63,63.1,63.1,42,5,14.692,7.2,104.0
6.292,-74.0,27.77,27.77,40,5,14.656,15.2,222.0
6.368,-103.18,-32.52,-32.52,31,5,14.696,7.0,102.0
6.442,-111.62,-60.82,-60.82,29,5,14.696,4.6,68.0
6.526,-106.17,-42.54,-42.54,-30,5,14.704,5.2,76.0
6.61,-78.05,18.81,18.81,-38,5,14.708,4.0,58.0
6.686,-64.16,57.66,57.66,-42,5,14.696,7.2,104.0
6.764,-63.28,55.37,55.37,43,5,14.568,32.6,476.0
6.874,-95.62,-17.75,-17.75,33,5,14.692,9.0,132.0
6.957,-110.57,-58.18,-58.18,29,5,14.704,6.9,102.0
7.044,-106.88,-45.0,-45.0,-30,5,14.704,6.1,88.0
7.122,-82.09,11.07,11.07,-37,5,14.708,3.9,58.0
7.19,-66.09,53.44,53.44,-41,5,14.7,8.4,124.0
7.285,-65.04,53.44,53.44,42,5,14.616,25.5,374.0
7.358,-84.73,6.33,6.33,36,5,14.684,9.5,140.0
7.452,-110.74,-52.91,-52.91,29,5,14.692,7.5,112.0
7.529,-111.09,-54.32,-54.32,-29,5,14.712,4.2,62.0
7.627,-86.31,5.1,5.1,-36,5,14.712,4.7,68.0
7.706,-67.68,51.85,51.85,-41,5,14.704,6.1,88.0
7.784,-65.74,55.02,55.02,42,5,14.604,29.1,426.0
7.868,-80.33,16.35,16.35,38,5,14.668,13.3,196.0
7.948,-109.16,-45.88,-45.88,30,5,14.696,4.3,62.0
8.022,-111.8,-55.9,-55.9,-29,5,14.708,5.9,86.0
8.108,-98.61,-19.69,-19.69,-32,5,14.7,6.8,62.0
8.18,-72.95,35.33,35.33,-40,5,14.7,7.0,102.0
8.278,-65.57,56.25,56.25,42,5,14.624,24.1,354.0
8.404,-94.57,-11.43,-11.43,34,5,14.688,10.4,154.0
8.489,-111.09,-53.61,-53.61,29,5,14.704,4.3,62.0
8.568,-108.46,-44.82,-44.82,-30,5,14.716,5.3,78.0
8.655,-82.79,12.3,12.3,-37,5,14.708,5.0,72.0
8.746,-67.32,52.38,52.38,-41,5,14.7,7.0,72.0
8.821,-68.03,45.88,45.88,41,5,14.632,21.8,318.0
8.938,-89.3,-1.23,-1.23,36,5,14.692,8.6,128.0
9.04,-111.09,-53.09,-53.09,-29,5,14.716,4.2,62.0
9.135,-90.7,-3.69,-3.69,-34,5,14.704,3.6,52.0
9.229,-68.2,49.4,49.4,-41,5,14.696,6.1,88.0
9.306,-67.15,49.57,49.57,41,5,14.632,21.5,314.0
9.388,-85.25,6.68,6.68,36,5,14.676,12.0,176.0
9.482,-110.04,-49.22,-49.22,29,5,14.704,1.3,20.0
9.559,-109.34,-47.28,-47.28,-30,5,14.708,4.2,62.0
9.645,-86.31,5.27,5.27,-36,5,14.708,4.0,58.0
9.73,-68.91,47.46,47.46,-41,5,14.7,6.7,98.0
9.807,-67.85,47.46,47.46,41,5,14.584,28.3,412.0
9.88,-85.43,6.68,6.68,36,5,14.672,11.9,174.0
9.972,-108.63,-43.95,-43.95,30,5,14.696,6.9,82.0
10.081,-105.82,-36.56,-36.56,-30,5,14.716,4.7,68.0
10.176,-78.4,22.15,22.15,-38,5,14.7,6.4,96.0
10.254,-67.5,51.5,51.5,-41,5,14.7,6.2,92.0
10.351,-76.47,24.79,24.79,39,5,14.624,20.0,292.0
10.431,-105.12,-33.75,-33.75,31,5,14.7,6.2,92.0
10.506,-110.57,-50.27,-50.27,29,5,14.716,5.0,72.0
10.584,-102.13,-26.72,-26.72,-31,5,14.708,4.6,68.0
10.655,-78.57,22.5,22.5,-38,5,14.684,8.6,128.0
10.727,-68.56,49.22,49.22,-41,5,14.7,7.6,112.0
10.803,-69.78,42.19,42.19,41,5,14.624,21.8,318.0
10.912,-101.25,-24.26,-24.26,32,5,14.704,6.1,88.0
10.988,-110.39,-49.04,-49.04,29,5,14.7,7.0,102.0
11.079,-103.71,-30.41,-30.41,-31,5,14.696,6.7,98.0
11.166,-75.23,30.94,30.94,-39,5,14.7,4.6,68.0
11.239,-68.2,49.75,49.75,-41,5,14.704,7.1,104.0
11.313,-74.88,29.0,29.0,39,5,14.656,15.9,232.0
11.386,-100.37,-22.32,-22.32,32,5,14.692,7.0,82.0
11.461,-109.69,-47.28,-47.28,29,5,14.7,6.6,98.0
11.57,-98.26,-18.46,-18.46,-32,5,14.7,5.5,82.0
11.656,-74.18,32.52,32.52,-39,5,14.7,5.5,82.0
11.75,-68.03,47.46,47.46,41,5,14.616,23.1,308.0
11.837,-88.07,1.41,1.41,35,5,14.684,10.4,154.0
11.916,-107.4,-40.43,-40.43,30,5,14.7,6.6,98.0
11.994,-107.93,-42.36,-42.36,-30,5,14.7,3.1,46.0
12.068,-92.11,-5.8,-5.8,-34,5,14.704,4.7,68.0
12.167,-70.66,42.72,42.72,-40,5,14.696,6.4,96.0
12.239,-69.61,42.89,42.89,41,5,14.624,22.4,328.0
12.329,-92.81,-7.03,-7.03,34,5,14.696,8.7,128.0
12.411,-108.81,-43.24,-43.24,30,5,14.704,5.3,78.0
12.497,-105.12,-33.4,-33.4,-30,5,14.704,5.3,78.0
12.579,-82.44,14.59,14.59,-37,5,14.7,6.0,88.0
12.649,-70.31,44.3,44.3,-40,5,14.704,6.7,98.0
12.747,-74.0,31.64,31.64,39,5,14.648,18.3,268.0
12.82,-97.56,-16.7,-16.7,33,5,14.696,6.6,98.0
12.913,-108.98,-45.35,-45.35,30,5,14.696,7.1,104.0
12.995,-100.9,-24.43,-24.43,-31,5,14.708,4.8,72.0
13.093,-73.48,33.93,33.93,-39,5,14.7,6.9,102.0
13.193,-69.08,43.77,43.77,41,5,14.62,23.9,350.0
13.272,-88.94,-0.18,-0.18,35,5,14.68,9.7,140.0
13.374,-108.81,-44.12,-44.12,30,5,14.696,5.3,78.0
13.447,-105.12,-33.57,-33.57,-31,5,14.708,4.0,58.0
13.528,-83.85,11.95,11.95,-36,5,14.7,7.1,104.0
13.615,-70.31,45.0,45.0,-40,5,14.704,6.1,88.0
13.708,-77.52,24.61,24.61,38,5,14.656,16.2,236.0
13.801,-105.47,-32.52,-32.52,31,5,14.704,-2.5,36.0
13.881,-109.16,-43.07,-43.07,-30,5,14.704,5.2,76.0
13.983,-91.76,-3.69,-3.69,-34,5,14.704,4.9,72.0
14.071,-71.72,40.96,40.96,-40,5,14.7,7.4,108.0
14.145,-71.89,37.62,37.62,40,5,14.64,19.3,282.0
14.22,-90.88,-2.99,-2.99,35,5,14.688,10.2,150.0
