t,servo_deg,pend_deg,pend_raw_deg,pwm,mode,v_bus,i_ma,p_mw
0.045,-0.35,-0.35,-0.35,34,5,14.732,10.0,148.0
0.122,-2.11,-1.76,-1.76,34,5,14.724,10.7,118.0
0.199,-3.69,-1.76,-1.76,-34,5,14.728,8.4,124.0
0.288,-3.52,1.41,1.41,-29,5,14.752,3.3,50.0
0.374,-3.16,3.34,3.34,-34,5,14.748,3.9,58.0
0.455,-3.52,2.29,2.29,29,5,14.736,6.5,58.0
0.53,-3.69,-0.53,-0.53,29,5,14.744,5.5,82.0
0.609,-3.52,-2.46,-2.46,34,5,14.74,6.6,98.0
0.688,-3.52,-2.99,-2.99,34,5,14.74,8.2,122.0
0.762,-2.81,-0.7,-0.7,-29,5,14.752,3.1,46.0
0.838,-1.58,2.64,2.64,-29,5,14.744,6.5,96.0
0.913,-1.76,2.64,2.64,-34,5,14.744,4.6,68.0
0.993,-2.46,0.18,0.18,29,5,14.74,4.3,62.0
1.09,-2.81,-2.11,-2.11,34,5,14.68,16.7,246.0
1.175,-2.99,-2.46,-2.46,34,5,14.732,9.8,144.0
1.247,-2.99,-0.7,-0.7,-29,5,14.752,3.4,50.0
1.328,-2.11,2.11,2.11,-29,5,14.748,5.3,78.0
1.431,-2.29,2.29,2.29,29,5,14.744,5.1,76.0
1.513,-2.99,-0.35,-0.35,29,5,14.752,6.1,88.0
1.596,-2.99,-2.11,-2.11,29,5,14.728,8.3,122.0
1.694,-3.34,-2.29,-2.29,34,5,14.732,8.9,132.0
1.766,-2.81,0.18,0.18,-29,5,14.748,3.5,52.0
1.861,-2.11,2.64,2.64,-29,5,14.748,4.0,58.0
1.93,-2.29,2.11,2.11,-34,5,14.756,5.8,86.0
2.008,-2.81,0.0,0.0,29,5,14.74,5.9,88.0
2.088,-2.99,-1.93,-1.93,29,5,14.728,8.9,132.0
2.168,-3.16,-2.46,-2.46,34,5,14.724,9.3,138.0
2.239,-3.16,-1.05,-1.05,-29,5,14.748,6.3,92.0
2.311,-2.29,1.76,1.76,-29,5,14.74,5.4,78.0
2.386,-2.11,2.81,2.81,-34,5,14.748,5.1,76.0
2.484,-2.81,0.7,0.7,29,5,14.74,5.0,72.0
2.56,-3.16,-1.58,-1.58,29,5,14.728,9.1,134.0
2.644,-3.16,-2.29,-2.29,34,5,14.732,10.9,160.0
2.732,-3.52,-1.41,-1.41,-29,5,14.748,5.6,82.0
2.806,-2.46,1.76,1.76,-29,5,14.74,5.5,82.0
2.909,-2.29,2.46,2.46,29,5,14.752,3.4,50.0
2.98,-2.81,0.7,0.7,29,5,14.748,7.4,108.0
3.058,-3.16,-1.41,-1.41,34,5,14.728,10.8,160.0
3.141,-3.16,-2.46,-2.46,34,5,14.656,21.2,240.0
3.215,-3.52,-1.93,-1.93,-29,5,14.744,5.7,86.0
3.287,-2.64,1.05,1.05,-29,5,14.748,6.0,88.0
3.361,-2.11,2.64,2.64,-34,5,14.748,5.4,78.0
3.44,-2.46,1.76,1.76,-34,5,14.628,22.2,328.0
3.514,-2.81,-0.35,-0.35,29,5,14.74,5.0,46.0
3.591,-2.99,-2.11,-2.11,34,5,14.74,7.0,102.0
3.667,-2.99,-2.29,-2.29,-29,5,14.728,10.6,158.0
3.736,-2.99,-0.88,-0.88,-29,5,14.744,7.0,104.0
3.826,-2.11,1.76,1.76,-29,5,14.744,5.4,78.0
3.9,-2.11,2.29,2.29,-34,5,14.74,5.1,76.0
3.977,-2.29,1.05,1.05,29,5,14.744,6.2,92.0
4.065,-2.81,-1.41,-1.41,29,5,14.728,7.9,114.0
4.146,-2.99,-2.46,-2.46,34,5,14.728,9.1,134.0
4.222,-3.52,-1.76,-1.76,-29,5,14.74,4.2,62.0
4.299,-2.29,1.41,1.41,-29,5,14.748,3.8,56.0
4.373,-1.93,2.81,2.81,-34,5,14.74,5.7,86.0
4.45,-2.46,1.58,1.58,29,5,14.748,6.3,92.0
4.526,-3.16,-0.88,-0.88,29,5,14.744,5.9,88.0
4.608,-3.16,-2.29,-2.29,34,5,14.736,7.3,86.0
4.714,-3.34,-2.29,-2.29,34,5,14.728,9.2,134.0
4.788,-2.46,1.23,1.23,-29,5,14.74,5.0,72.0
4.883,-2.11,2.64,2.64,-34,5,14.748,3.8,56.0
4.996,-2.64,0.88,0.88,29,5,14.732,7.5,52.0
5.079,-2.81,-1.76,-1.76,34,5,14.712,11.3,168.0
5.152,-3.16,-2.46,-2.46,34,5,14.748,5.6,82.0
5.222,-3.34,-1.76,-1.76,-29,5,14.74,5.3,78.0
5.32,-2.29,1.93,1.93,-29,5,14.744,6.7,98.0
5.41,-2.11,2.64,2.64,-34,5,14.748,5.5,82.0
5.522,-2.99,0.0,0.0,29,5,14.74,6.4,96.0
5.607,-3.52,-2.29,-2.29,34,5,14.72,10.9,160.0
5.694,-3.52,-1.93,-1.93,-29,5,14.672,16.9,250.0
5.765,-2.99,0.53,0.53,-29,5,14.752,5.8,86.0
5.858,-2.29,2.64,2.64,-34,5,14.752,4.2,76.0
5.947,-2.64,1.58,1.58,-34,5,14.748,6.9,102.0
6.108,-2.99,-1.41,-1.41,34,5,14.736,7.7,114.0
6.184,-3.52,-2.29,-2.29,34,5,14.744,6.2,92.0
6.271,-2.99,0.53,0.53,-29,5,14.748,5.9,88.0
6.358,-2.29,2.64,2.64,-34,5,14.756,6.5,96.0
6.433,-2.64,2.11,2.11,29,5,14.74,6.3,92.0
6.513,-3.16,-0.18,-0.18,29,5,14.744,5.9,88.0
6.591,-3.34,-2.11,-2.11,34,5,14.736,7.3,108.0
6.676,-3.52,-2.46,-2.46,34,5,14.728,7.9,114.0
6.753,-3.16,-0.35,-0.35,-29,5,14.744,4.1,58.0
6.823,-2.29,2.11,2.11,-29,5,14.736,6.9,102.0
6.903,-2.29,2.46,2.46,-34,5,14.744,5.4,78.0
6.974,-2.81,0.7,0.7,29,5,14.736,8.0,118.0
7.049,-2.99,-1.41,-1.41,29,5,14.74,5.2,76.0
7.143,-3.16,-2.29,-2.29,34,5,14.732,9.3,138.0
