t,servo_deg,pend_deg,pend_raw_deg,pwm,mode,v_bus,i_ma,p_mw
0.025,-0.18,-0.35,-0.35,34,5,14.668,17.3,252.0
0.099,-9.67,-9.49,-9.49,54,5,14.452,58.1,838.0
0.182,-31.29,-24.43,-24.43,51,5,14.48,51.2,740.0
0.264,-50.62,-23.03,-23.03,-46,5,14.652,12.2,180.0
0.352,-50.8,16.52,16.52,-46,5,14.664,11.2,164.0
0.433,-50.1,39.9,39.9,-46,5,14.636,15.8,232.0
0.527,-57.83,32.52,32.52,45,5,14.572,30.1,440.0
0.599,-88.24,-17.4,-17.4,35,5,14.668,9.7,140.0
0.675,-96.86,-35.51,-35.51,-33,5,14.668,7.5,112.0
0.749,-82.09,-13.89,-13.89,-37,5,14.692,5.2,76.0
0.831,-55.2,26.89,26.89,-45,5,14.604,3.7,52.0
0.902,-41.31,40.43,40.43,-24,5,14.648,14.1,128.0
0.974,-40.6,21.27,21.27,49,5,14.524,39.4,570.0
1.047,-60.12,-27.77,-27.77,44,5,14.588,27.6,376.0
1.148,-70.49,-55.02,-55.02,-40,5,14.66,12.1,176.0
1.225,-64.86,-29.88,-29.88,-42,5,14.68,6.7,98.0
1.312,-37.27,34.98,34.98,-49,5,14.64,16.0,236.0
1.395,-28.12,60.65,60.65,-52,5,14.608,22.7,330.0
1.482,-29.88,38.32,38.32,51,5,14.472,52.7,764.0
1.564,-65.22,-32.87,-32.87,42,5,14.616,25.2,368.0
1.64,-80.33,-70.66,-70.66,37,5,14.648,14.3,210.0
1.749,-84.38,-54.14,-54.14,-36,5,14.684,5.1,76.0
1.828,-59.41,17.93,17.93,-44,5,14.684,6.7,98.0
1.914,-46.41,71.19,71.19,-47,5,14.664,12.1,176.0
1.995,-45.35,73.12,73.12,48,5,14.528,41.7,606.0
2.073,-58.71,31.11,31.11,44,5,14.588,27.2,396.0
2.145,-95.98,-42.54,-42.54,33,5,14.68,6.7,98.0
2.239,-87.89,-63.46,-63.46,-35,5,14.692,5.0,72.0
2.312,-67.32,-37.27,-37.27,-40,5,14.68,6.4,96.0
2.401,-16.35,34.63,34.63,-53,5,14.62,20.3,298.0
2.485,9.14,66.97,66.97,-54,5,14.6,26.8,390.0
2.569,25.14,56.6,56.6,52,5,14.452,58.6,848.0
2.648,9.32,-11.78,-11.78,54,5,14.472,54.9,796.0
2.759,-10.02,-79.98,-79.98,54,5,14.452,61.6,888.0
2.839,-18.28,-90.0,-90.0,53,5,14.48,54.0,784.0
2.912,-17.23,-50.62,-50.62,-53,5,14.608,22.3,324.0
2.992,18.63,40.6,40.6,-53,5,14.612,22.8,334.0
3.074,28.65,95.27,95.27,52,5,14.464,58.1,842.0
3.163,26.02,102.31,102.31,-52,5,14.608,23.0,338.0
3.233,21.97,68.2,68.2,53,5,14.468,51.7,748.0
3.314,-20.57,-20.21,-20.21,54,5,14.452,28.6,412.0
3.392,-51.5,-97.38,-97.38,-46,5,14.656,11.9,174.0
3.477,-62.75,-128.15,-128.15,-43,5,14.672,7.1,104.0
3.572,-77.69,-113.2,-113.2,38,5,14.64,15.4,226.0
3.681,-72.77,-6.5,-6.5,-39,5,14.688,4.8,72.0
3.764,-55.02,88.77,88.77,-45,5,14.664,11.1,164.0
3.864,-70.14,131.66,131.66,41,5,14.624,21.5,314.0
3.944,-78.22,122.69,122.69,-38,5,14.692,5.6,82.0
4.027,-82.79,66.62,66.62,37,5,14.608,-6.9,268.0
4.105,-94.22,-7.21,-7.21,33,5,14.672,9.0,132.0
4.181,-78.75,-47.28,-47.28,38,5,14.636,16.3,242.0
4.259,-57.66,-58.53,-58.53,-19,5,14.672,9.1,88.0
4.341,-25.84,-32.52,-32.52,-52,5,14.628,21.3,312.0
4.427,35.33,31.99,31.99,-50,5,14.656,14.7,216.0
4.502,66.62,61.0,61.0,-42,5,14.68,5.2,76.0
4.611,84.9,38.15,38.15,36,5,14.656,11.1,164.0
4.705,67.68,-37.79,-37.79,41,5,14.624,20.8,304.0
4.793,64.69,-78.75,-78.75,42,5,14.608,25.6,374.0
4.897,66.8,-56.95,-56.95,-42,5,14.692,5.2,76.0
4.981,91.41,16.35,16.35,-34,5,14.692,4.1,58.0
5.054,96.68,61.52,61.52,-33,5,14.636,12.9,190.0
5.142,82.44,52.73,52.73,37,5,14.664,10.8,158.0
5.229,38.15,-11.6,-11.6,49,5,14.556,35.0,508.0
5.31,-0.35,-66.8,-66.8,54,5,14.484,52.0,754.0
5.383,-24.79,-82.27,-82.27,-29,5,14.656,9.8,144.0
5.476,-46.93,-48.34,-48.34,-47,5,14.656,13.3,196.0
5.553,-38.5,22.85,22.85,-49,5,14.656,12.9,190.0
5.627,-40.25,80.86,80.86,-49,5,14.588,21.4,312.0
5.715,-50.1,92.28,92.28,-46,5,14.652,14.2,210.0
5.788,-61.7,60.82,60.82,43,5,14.604,25.1,368.0
5.86,-98.09,-9.84,-9.84,32,5,14.684,7.8,114.0
5.936,-77.34,-20.57,-20.57,38,5,14.636,17.3,252.0
6.019,-52.03,-13.89,-13.89,-45,5,14.68,6.9,102.0
6.101,-11.95,11.95,11.95,-54,5,14.608,21.1,308.0
6.193,27.77,31.64,31.64,-52,5,14.628,17.9,262.0
6.269,49.92,23.55,23.55,46,5,14.536,40.6,590.0
6.36,45.88,-29.88,-29.88,47,5,14.544,37.6,548.0
6.439,42.54,-58.71,-58.71,48,5,14.528,41.2,600.0
6.512,42.72,-52.21,-52.21,-48,5,14.652,15.1,222.0
6.618,68.03,14.41,14.41,-41,5,14.688,5.3,78.0
6.692,76.82,50.98,50.98,-39,5,14.616,16.3,240.0
6.775,67.32,40.78,40.78,41,5,14.612,22.9,334.0
6.855,31.82,-12.66,-12.66,51,5,14.528,41.3,600.0
6.942,-4.75,-65.22,-65.22,54,5,14.488,52.6,764.0
7.012,-28.3,-72.95,-72.95,-52,5,14.592,27.8,406.0
