t,servo_deg,pend_deg,pend_raw_deg,pwm,mode,v_bus,i_ma,p_mw
0.024,-0.35,0.0,0.0,34,5,14.772,12.4,184.0
0.111,-8.79,-7.73,-7.73,54,5,14.6,59.7,872.0
0.264,-42.36,-22.85,-22.85,-43,5,14.788,7.4,108.0
0.343,-45.53,9.32,9.32,-41,5,14.784,5.8,86.0
0.458,-46.93,35.86,35.86,32,5,14.792,6.5,96.0
0.558,-65.04,10.9,10.9,33,5,14.784,6.7,98.0
0.63,-82.44,-20.21,-20.21,27,5,14.796,3.6,52.0
0.726,-76.29,-13.18,-13.18,-17,5,14.796,4.7,68.0
0.819,-55.55,18.98,18.98,-36,5,14.788,5.8,86.0
0.9,-45.88,27.25,27.25,33,5,14.732,23.3,344.0
0.982,-53.97,0.53,0.53,37,5,14.756,14.4,212.0
1.073,-63.46,-28.65,-28.65,33,5,14.78,7.6,112.0
1.162,-53.44,-15.47,-15.47,-37,5,14.784,4.8,72.0
1.24,-31.46,20.21,20.21,-47,5,14.772,11.0,164.0
1.325,-18.81,33.75,33.75,-30,5,14.8,5.4,78.0
1.419,-27.77,1.23,1.23,49,5,14.652,45.1,662.0
1.49,-48.52,-40.6,-40.6,40,5,14.744,16.8,250.0
1.568,-55.37,-48.69,-48.69,-37,5,14.792,5.1,52.0
1.653,-47.46,-16.7,-16.7,-40,5,14.792,5.0,76.0
1.733,-25.49,42.01,42.01,-49,5,14.752,16.4,242.0
1.823,-21.27,54.49,54.49,51,5,14.62,52.6,770.0
1.909,-37.44,16.88,16.88,45,5,14.696,31.9,468.0
1.984,-70.84,-43.95,-43.95,30,5,14.788,5.7,86.0
2.065,-77.52,-56.95,-56.95,-17,5,14.796,6.0,88.0
2.155,-64.34,-16.17,-16.17,-33,5,14.792,4.9,72.0
2.233,-39.2,41.66,41.66,-43,5,14.78,7.3,108.0
2.303,-33.22,61.35,61.35,-46,5,14.792,4.8,72.0
2.404,-40.25,34.28,34.28,44,5,14.708,26.9,396.0
2.494,-75.59,-39.38,-39.38,29,5,14.796,4.0,58.0
2.578,-80.33,-58.01,-58.01,25,5,14.788,4.7,68.0
2.657,-67.5,-26.37,-26.37,-31,5,14.788,4.6,68.0
2.739,-35.86,36.21,36.21,-23,5,14.764,10.5,154.0
2.822,-24.96,60.65,60.65,-27,5,14.728,20.6,304.0
2.897,-25.66,42.89,42.89,49,5,14.636,46.8,684.0
2.98,-58.71,-27.42,-27.42,35,5,14.768,10.0,148.0
3.051,-70.66,-61.88,-61.88,30,5,14.78,6.1,92.0
3.131,-70.66,-60.12,-60.12,-29,5,14.792,6.2,92.0
3.231,-42.72,9.32,9.32,-42,5,14.76,-12.6,186.0
3.314,-22.85,61.35,61.35,-50,5,14.748,17.9,266.0
3.394,-18.11,64.34,64.34,52,5,14.6,59.2,866.0
3.483,-37.27,12.83,12.83,45,5,14.7,31.4,462.0
3.563,-71.72,-58.36,-58.36,30,5,14.792,6.0,88.0
3.634,-76.29,-72.07,-72.07,-6,5,14.804,4.2,62.0
3.72,-69.96,-40.08,-40.08,-29,5,14.792,5.5,82.0
3.807,-39.02,31.11,31.11,-44,5,14.792,6.1,92.0
3.894,-26.89,74.36,74.36,-49,5,14.756,15.2,222.0
3.988,-29.71,52.03,52.03,48,5,14.656,44.2,648.0
4.064,-64.69,-19.16,-19.16,33,5,14.788,5.5,82.0
4.174,-83.32,-71.72,-71.72,26,5,14.796,4.9,72.0
4.247,-80.51,-58.36,-58.36,-12,5,14.792,4.2,62.0
4.328,-55.55,2.29,2.29,-36,5,14.792,5.9,88.0
4.427,-31.11,65.92,65.92,-47,5,14.768,13.7,204.0
4.541,-29.88,54.67,54.67,48,5,14.644,45.6,668.0
4.621,-63.98,-17.4,-17.4,33,5,14.788,6.8,102.0
4.705,-82.44,-67.15,-67.15,26,5,14.792,4.7,68.0
4.791,-82.27,-66.97,-66.97,-9,5,14.788,4.6,68.0
4.874,-60.47,-7.73,-7.73,-35,5,14.788,6.1,92.0
4.957,-33.22,56.43,56.43,-46,5,14.732,10.0,148.0
5.055,-26.19,70.66,70.66,49,5,14.644,47.1,688.0
5.136,-37.62,29.71,29.71,46,5,14.688,34.6,508.0
5.249,-79.63,-63.98,-63.98,27,5,14.792,4.5,66.0
5.359,-79.81,-65.04,-65.04,-13,5,14.768,9.7,144.0
5.45,-51.5,5.8,5.8,-38,5,14.796,3.0,46.0
5.541,-29.71,62.58,62.58,-48,5,14.76,14.3,210.0
5.623,-24.26,71.54,71.54,50,5,14.636,50.7,744.0
5.735,-50.98,1.41,1.41,39,5,14.756,16.6,160.0
5.826,-79.98,-66.97,-66.97,27,5,14.796,4.0,58.0
5.907,-80.68,-67.68,-67.68,-12,5,14.784,3.4,50.0
5.982,-65.57,-20.39,-20.39,-32,5,14.796,4.6,68.0
6.068,-34.28,51.33,51.33,-46,5,14.784,9.8,144.0
6.16,-27.07,76.11,76.11,-26,5,14.76,9.5,140.0
6.252,-35.16,37.62,37.62,46,5,14.696,31.6,466.0
6.33,-72.77,-38.15,-38.15,30,5,14.788,6.5,96.0
6.426,-82.79,-74.0,-74.0,24,5,14.792,4.6,68.0
6.518,-77.17,-49.75,-49.75,-17,5,14.792,2.0,30.0
6.609,-39.9,34.63,34.63,-43,5,14.78,4.3,62.0
6.691,-28.12,74.0,74.0,-48,5,14.756,14.3,210.0
6.805,-31.11,45.53,45.53,47,5,14.664,39.2,576.0
6.896,-70.84,-36.39,-36.39,31,5,14.78,6.2,92.0
6.989,-81.39,-73.83,-73.83,27,5,14.784,4.5,66.0
7.094,-72.77,-39.9,-39.9,-25,5,14.792,4.9,72.0
7.19,-33.4,50.62,50.62,-46,5,14.768,9.6,140.0
7.265,-26.19,76.11,76.11,-49,5,14.764,15.0,222.0
7.367,-29.88,46.93,46.93,48,5,14.648,42.1,616.0
7.442,-66.27,-26.72,-26.72,35,5,14.772,6.7,98.0
7.55,-81.91,-75.41,-75.41,27,5,14.792,4.7,68.0
7.633,-78.4,-56.07,-56.07,-15,5,14.776,7.8,114.0
7.73,-43.24,26.54,26.54,-42,5,14.792,6.8,102.0
7.806,-29.53,72.07,72.07,-48,5,14.752,14.5,212.0
7.888,-26.19,71.89,71.89,49,5,14.64,46.5,682.0
7.978,-45.0,16.88,16.88,41,5,14.744,20.2,298.0
8.056,-79.45,-57.83,-57.83,27,5,14.792,3.8,56.0
8.147,-83.32,-75.94,-75.94,-2,5,14.788,3.1,46.0
8.222,-76.47,-45.88,-45.88,-18,5,14.796,2.7,40.0
8.295,-43.77,26.37,26.37,-42,5,14.788,6.1,92.0
8.393,-29.0,74.71,74.71,-48,5,14.756,14.2,210.0
8.482,-27.07,67.32,67.32,49,5,14.632,47.7,698.0
8.593,-67.32,-23.03,-23.03,32,5,14.776,6.4,96.0
8.696,-84.55,-74.88,-74.88,-2,5,14.796,5.8,86.0
8.785,-78.22,-46.93,-46.93,-16,5,14.796,3.9,58.0
8.892,-38.15,45.53,45.53,-44,5,14.78,7.2,104.0
9.012,-28.83,76.11,76.11,35,5,14.676,40.6,596.0
9.115,-51.5,9.49,9.49,39,5,14.76,14.3,210.0
9.222,-83.32,-64.51,-64.51,26,5,14.792,5.2,76.0
9.305,-83.32,-66.27,-66.27,-8,5,14.8,4.3,62.0
9.389,-66.97,-18.81,-18.81,-32,5,14.796,2.5,36.0
9.468,-35.33,52.73,52.73,-46,5,14.784,8.3,122.0
9.554,-28.12,74.53,74.53,35,5,14.776,10.2,150.0
9.626,-31.82,50.1,50.1,47,5,14.672,36.9,540.0
9.719,-66.27,-21.62,-21.62,32,5,14.788,5.4,78.0
9.797,-83.14,-71.02,-71.02,26,5,14.788,4.7,68.0
9.876,-81.21,-62.05,-62.05,-11,5,14.792,4.6,68.0
9.958,-59.24,-4.57,-4.57,-35,5,14.764,7.1,104.0
10.076,-30.06,71.19,71.19,-48,5,14.748,13.3,196.0
10.157,-29.0,63.28,63.28,48,5,14.648,45.0,658.0
10.238,-52.38,7.03,7.03,39,5,14.756,13.3,196.0
10.342,-84.38,-66.97,-66.97,26,5,14.792,5.9,88.0
10.424,-84.2,-64.86,-64.86,-7,5,14.796,3.6,52.0
10.502,-66.09,-13.71,-13.71,-32,5,14.788,6.3,92.0
10.595,-36.91,54.32,54.32,-45,5,14.776,8.6,128.0
