t,servo_deg,pend_deg,pend_raw_deg,pwm,mode,v_bus,i_ma,p_mw
0.03,0.18,0.0,0.0,-34,5,14.62,-15.5,226.0
0.135,12.48,10.9,10.9,-54,5,14.584,29.2,390.0
0.216,30.94,20.39,20.39,-51,5,14.628,20.1,294.0
0.314,35.33,-2.81,-2.81,50,5,14.504,49.0,712.0
0.402,21.8,-38.32,-38.32,53,5,14.488,53.2,770.0
0.502,13.54,-43.59,-43.59,-54,5,14.604,29.1,426.0
0.584,36.56,18.28,18.28,-51,5,14.648,16.4,240.0
0.659,50.62,54.14,54.14,-46,5,14.672,11.2,164.0
0.754,52.91,49.57,49.57,45,5,14.576,33.7,492.0
0.846,19.34,-22.85,-22.85,53,5,14.432,53.2,770.0
0.954,2.11,-70.66,-70.66,54,5,14.448,59.7,862.0
1.03,12.48,-49.92,-49.92,-54,5,14.604,25.8,376.0
1.11,54.67,19.16,19.16,-45,5,14.684,4.9,72.0
1.187,80.51,67.5,67.5,-38,5,14.696,5.1,76.0
1.269,91.41,71.72,71.72,34,5,14.68,10.0,148.0
1.348,90.18,29.88,29.88,35,5,14.68,9.0,132.0
1.44,66.27,-54.84,-54.84,42,5,14.62,23.3,340.0
1.529,65.22,-81.21,-81.21,42,5,14.62,24.7,360.0
1.629,71.72,-45.7,-45.7,-40,5,14.7,6.8,102.0
1.703,103.18,29.0,29.0,-31,5,14.708,6.1,88.0
1.786,112.68,70.66,70.66,-29,5,14.684,6.5,96.0
1.863,111.27,70.66,70.66,29,5,14.688,5.6,82.0
1.945,95.62,19.34,19.34,33,5,14.692,6.9,102.0
2.05,63.1,-59.06,-59.06,43,5,14.62,22.2,324.0
2.128,55.2,-78.05,-78.05,-45,5,14.668,10.5,154.0
2.212,57.13,-42.72,-42.72,-44,5,14.684,9.0,132.0
2.295,84.02,28.3,28.3,-37,5,14.696,6.8,102.0
2.373,91.58,75.06,75.06,-34,5,14.696,5.1,76.0
2.459,88.07,69.08,69.08,35,5,14.672,10.5,154.0
2.541,65.04,9.32,9.32,42,5,14.64,16.4,240.0
2.634,29.36,-67.85,-67.85,51,5,14.48,54.3,786.0
2.72,16.0,-86.31,-86.31,-37,5,14.672,9.2,134.0
2.8,9.49,-55.2,-55.2,-54,5,14.588,27.1,396.0
2.901,46.05,49.4,49.4,-47,5,14.612,18.7,276.0
2.995,52.21,98.09,98.09,46,5,14.48,46.8,678.0
3.072,51.5,88.77,88.77,46,5,14.656,12.1,176.0
3.146,41.31,39.2,39.2,49,5,14.544,37.3,544.0
3.223,0.35,-48.69,-48.69,54,5,14.472,59.1,856.0
3.294,13.01,-76.29,-76.29,54,5,14.46,57.8,836.0
3.38,28.83,-63.81,-63.81,-52,5,14.62,22.0,322.0
3.458,68.91,-3.16,-3.16,-41,5,14.692,6.2,62.0
3.542,111.09,59.94,59.94,-29,5,14.696,4.3,62.0
3.642,130.6,70.66,70.66,25,5,14.688,5.4,78.0
3.73,133.07,26.19,26.19,24,5,14.592,-6.6,96.0
3.81,117.95,-51.85,-51.85,27,5,14.7,5.6,82.0
3.881,124.28,-76.11,-76.11,26,5,14.712,6.8,102.0
3.956,135.0,-64.34,-64.34,-24,5,14.704,4.8,72.0
9.602,-87.89,52.91,52.91,0,0,14.712,2.9,42.0
9.684,-87.89,52.91,52.91,0,0,14.696,3.1,46.0
9.76,-87.89,52.73,52.73,0,0,14.692,4.8,58.0
9.838,-87.89,52.38,52.38,0,0,14.692,4.7,68.0
9.916,-87.89,52.21,52.21,0,0,14.592,15.0,220.0
9.986,-87.89,52.38,52.38,0,0,14.696,3.7,56.0
10.077,-87.89,52.73,52.73,0,0,14.696,3.7,56.0
10.171,-87.89,52.91,52.91,0,0,14.692,3.5,52.0
10.244,-87.89,52.91,52.91,0,0,14.7,5.2,76.0
10.336,-87.89,52.73,52.73,0,0,14.7,4.3,62.0
10.407,-87.89,52.56,52.56,0,0,14.712,3.9,58.0
10.479,-87.89,52.38,52.38,0,0,14.692,3.7,56.0
10.563,-87.89,52.38,52.38,0,0,14.692,4.1,58.0
10.651,-87.89,52.73,52.73,0,0,14.7,3.0,42.0
10.76,-87.89,52.73,52.73,0,0,14.7,4.5,66.0
10.831,-87.89,52.73,52.73,0,0,14.704,3.3,50.0
10.93,-87.89,52.56,52.56,0,0,14.7,3.4,50.0
11.009,-87.89,52.56,52.56,0,0,14.7,3.0,42.0
11.08,-87.89,52.56,52.56,0,0,14.696,3.5,52.0
11.159,-87.89,52.56,52.56,0,0,14.708,2.2,32.0
11.235,-87.89,52.73,52.73,0,0,14.712,3.4,50.0
11.325,-87.89,52.73,52.73,0,0,14.696,4.1,58.0
11.408,-87.89,52.73,52.73,0,0,14.704,2.9,42.0
11.48,-87.89,52.73,52.73,0,0,14.704,3.4,50.0
11.555,-87.89,52.56,52.56,0,0,14.676,7.6,112.0
11.63,-87.89,52.56,52.56,0,0,14.7,3.3,50.0
11.71,-87.89,52.56,52.56,0,0,14.7,2.8,42.0
11.781,-87.89,52.56,52.56,0,0,14.7,3.2,46.0
11.883,-87.89,52.56,52.56,0,0,14.7,3.7,56.0
11.955,-87.89,52.56,52.56,0,0,14.704,3.1,46.0
12.033,-87.89,52.56,52.56,0,0,14.7,3.3,50.0
12.112,-87.89,52.56,52.56,0,0,14.696,3.9,56.0
12.194,-87.89,52.56,52.56,0,0,14.692,4.4,66.0
12.289,-87.89,52.56,52.56,0,0,14.7,2.9,42.0
12.363,-87.89,52.56,52.56,0,0,14.704,1.9,30.0
12.434,-87.89,52.56,52.56,0,0,14.696,3.9,58.0
12.515,-87.89,52.56,52.56,0,0,14.7,4.8,72.0
12.594,-87.89,52.56,52.56,0,0,14.696,4.3,62.0
12.684,-87.89,52.56,52.56,0,0,14.652,10.8,158.0
12.775,-87.89,52.56,52.56,0,0,14.7,3.5,52.0
12.85,-87.89,52.56,52.56,0,0,14.7,3.3,50.0
