t,pend,servo,mode,pwm,v
0.066,3.87,17.4,5,-21,14.76
0.149,7.91,21.27,5,9,14.77
0.251,-3.16,18.11,5,10,14.77
0.326,-8.79,17.05,5,31,14.77
0.427,-4.04,20.92,5,-21,14.77
0.508,3.69,24.79,5,-21,14.77
0.589,2.81,23.55,5,8,14.76
0.682,-3.34,20.21,5,9,14.77
0.757,-4.75,19.51,5,31,14.77
0.856,-1.23,20.21,5,-21,14.77
0.951,1.93,20.39,5,-21,14.78
1.05,1.41,19.34,5,10,14.76
1.121,-0.7,18.63,5,10,14.76
1.238,-2.46,18.63,5,31,14.77
1.318,-2.46,18.63,5,31,14.76
1.41,-0.88,18.63,5,-20,14.74
1.485,0.53,18.63,5,-20,14.77
1.56,1.05,18.63,5,-37,14.76
1.642,0.18,18.63,5,-37,14.76
1.744,-1.76,18.63,5,31,14.77
1.819,-2.46,18.63,5,31,14.74
1.9,-2.11,18.46,5,31,14.76
1.979,-0.35,18.81,5,-20,14.77
2.065,0.88,18.98,5,-37,14.77
2.152,0.35,18.98,5,31,14.76
2.226,-1.23,18.63,5,31,14.75
2.32,-2.29,18.46,5,31,14.76
2.395,-2.11,18.46,5,-20,14.76
2.485,-0.35,19.16,5,-37,14.77
2.562,0.7,19.34,5,-37,14.76
2.647,0.18,19.34,5,10,14.77
2.717,-1.05,19.34,5,10,14.76
2.791,-1.93,19.16,5,31,14.77
2.884,-2.11,19.16,5,31,14.76
2.963,-0.88,19.51,5,-20,14.76
3.065,0.7,19.69,5,-37,14.78
3.158,0.35,19.69,5,31,14.76
3.238,-1.41,19.16,5,31,14.77
3.314,-2.11,18.98,5,31,14.76
3.396,-1.93,18.98,5,31,14.76
3.477,-0.35,19.34,5,-37,14.77
3.569,0.7,19.51,5,-37,14.76
3.647,0.35,19.51,5,-37,14.76
3.744,-1.23,19.34,5,31,14.76
3.84,-2.11,19.34,5,31,14.76
3.918,-1.93,19.16,5,-37,14.77
3.988,-0.18,19.69,5,-20,14.77
4.065,0.7,19.86,5,-36,14.74
4.152,0.35,19.86,5,-36,14.77
4.238,-1.41,19.34,5,10,14.76
4.327,-2.11,19.16,5,31,14.76
4.399,-1.76,19.16,5,-20,14.76
4.5,-0.18,19.69,5,-20,14.76
4.591,0.7,19.86,5,-36,14.77
4.668,0.0,19.86,5,31,14.76
4.743,-1.41,19.51,5,31,14.77
4.82,-2.11,19.51,5,31,14.77
4.91,-1.93,19.34,5,31,14.76
4.988,-0.18,19.86,5,-20,14.65
5.075,0.7,20.04,5,-37,14.76
5.156,0.18,20.04,5,9,14.76
5.255,-1.76,19.51,5,10,14.76
5.364,-2.11,19.34,5,31,14.76
5.453,-1.05,19.51,5,-20,14.77
5.556,0.53,20.04,5,-37,14.77
5.653,0.18,20.04,5,30,14.76
5.759,-1.76,19.51,5,31,14.76
5.883,-2.11,19.51,5,31,14.76
5.967,-0.7,19.69,5,-20,14.76
6.046,0.53,20.04,5,-37,14.76
6.122,0.53,20.04,5,-37,14.65
6.197,-0.53,19.86,5,10,14.78
6.27,-1.76,19.69,5,31,14.78
6.398,-2.11,19.69,5,31,14.76
6.485,-0.53,20.04,5,-21,14.77
6.561,0.53,20.39,5,-37,14.77
6.633,0.35,20.39,5,-37,14.77
6.714,-0.88,20.04,5,9,14.76
6.807,-2.11,19.86,5,10,14.76
6.878,-2.11,19.86,5,31,14.76
6.95,-1.05,19.86,5,-36,14.76
7.019,0.35,20.39,5,-37,14.77
7.116,0.7,20.39,5,-37,14.77
7.208,-0.7,20.21,5,30,14.77
7.287,-1.93,20.04,5,30,14.77
7.365,-2.11,20.04,5,30,14.75
7.459,-1.05,20.21,5,-21,14.77
7.534,0.35,20.57,5,-37,14.77
7.622,0.53,20.57,5,-37,14.76
7.742,-0.53,20.57,5,30,14.76
7.824,-2.11,20.21,5,30,14.77
7.93,-1.76,20.21,5,-37,14.77
