t_ms,mode,pwm,servo_count,servo_deg,setpoint_deg,error_deg,gain_mode,pend_count,pend_deg,v_bus,i_ma,p_mw
10910,2,37,-314,-35.859,-45.0,-9.141,0,8,1.406,14.6,50.8,740.0
11076,2,38,-318,-36.563,-45.0,-8.438,0,5,0.879,14.576,54.3,792.0
11226,2,39,-318,-36.563,-45.0,-8.438,0,0,0.0,14.572,56.5,822.0
11359,2,38,-319,-36.738,-45.0,-8.262,0,1,0.176,14.58,54.9,800.0
11494,2,40,-322,-37.266,-45.0,-7.734,0,4,0.703,14.564,58.9,858.0
11642,2,38,-327,-38.145,-45.0,-6.855,0,5,0.879,14.584,55.4,810.0
11790,2,39,-328,-38.32,-45.0,-6.68,0,5,0.879,14.556,48.4,704.0
11934,2,40,-329,-38.496,-45.0,-6.504,0,3,0.527,14.564,57.6,838.0
12083,2,41,-330,-38.672,-45.0,-6.328,0,2,0.352,14.568,58.2,848.0
12234,2,41,-333,-39.199,-45.0,-5.801,0,4,0.703,14.568,58.1,846.0
12358,2,39,-336,-39.727,-45.0,-5.273,0,5,0.879,14.576,56.2,820.0
12492,2,40,-337,-39.902,-45.0,-5.098,0,6,1.055,14.572,57.4,836.0
12610,2,41,-337,-39.902,-45.0,-5.098,0,4,0.703,14.56,59.6,868.0
12748,2,27,-338,-40.078,-45.0,-4.922,0,1,0.176,14.628,44.9,656.0
12880,2,27,-338,-40.078,-45.0,-4.922,0,3,0.527,14.532,64.3,934.0
13043,2,27,-337,-39.902,-45.0,-5.098,0,6,1.055,14.62,43.9,642.0
13228,2,27,-338,-40.078,-45.0,-4.922,0,2,0.352,14.616,44.1,646.0
13372,2,27,-336,-39.727,-45.0,-5.273,0,3,0.527,14.616,42.9,626.0
13521,2,27,-340,-40.43,-45.0,-4.57,0,0,0.0,14.624,44.4,648.0
13641,2,27,-338,-40.078,-45.0,-4.922,0,4,0.703,14.604,45.5,666.0
13771,2,27,-338,-40.078,-45.0,-4.922,0,5,0.879,14.624,44.0,642.0
13894,2,27,-338,-40.078,-45.0,-4.922,0,2,0.352,14.62,43.9,642.0
14086,2,-81,-325,-37.793,90.0,127.793,0,16,2.813,14.296,126.4,1806.0
14234,2,-99,-135,-4.395,90.0,94.395,0,172,30.234,14.124,170.1,2402.0
14353,2,-47,142,44.297,90.0,45.703,0,200,35.156,14.536,63.2,920.0
14484,2,-50,246,62.578,90.0,27.422,0,-206,-36.211,14.536,65.1,948.0
14627,2,-31,289,70.137,90.0,19.863,0,-323,-56.777,14.616,45.3,662.0
14756,2,-53,270,66.797,90.0,23.203,0,112,19.687,14.5,76.9,1114.0
14921,2,-82,98,36.563,90.0,53.437,0,194,34.102,14.26,135.3,1926.0
15073,2,-88,51,28.301,90.0,61.699,0,17,2.988,14.192,149.1,2116.0
15210,2,-23,261,65.215,90.0,24.785,0,-8,-1.406,14.628,40.3,590.0
15342,2,-40,272,67.148,90.0,22.852,0,-146,-25.664,14.584,54.5,796.0
15517,2,-63,233,60.293,90.0,29.707,0,101,17.754,14.432,90.6,1308.0
15737,2,-70,186,52.031,90.0,37.969,0,46,8.086,14.388,103.2,1484.0
15916,2,-45,248,62.93,90.0,27.07,0,-43,-7.559,14.56,57.5,838.0
16056,2,-48,257,64.512,90.0,25.488,0,-76,-13.359,14.54,64.5,938.0
16209,2,-58,250,63.281,90.0,26.719,0,29,5.098,14.468,81.5,1180.0
16344,2,-63,233,60.293,90.0,29.707,0,72,12.656,14.424,91.2,1314.0
16468,2,-63,238,61.172,90.0,28.828,0,12,2.109,14.444,91.0,1314.0
16608,2,-51,250,63.281,90.0,26.719,0,-63,-11.074,14.52,70.1,992.0
16740,2,-51,257,64.512,90.0,25.488,0,-39,-6.855,14.524,69.7,1012.0
16883,2,-61,246,62.578,90.0,27.422,0,48,8.438,14.46,88.3,1278.0
17022,2,-62,242,61.875,90.0,28.125,0,40,7.031,14.444,88.9,1284.0
17157,2,-60,255,64.16,90.0,25.84,0,-25,-4.395,14.456,85.1,1202.0
17289,2,-59,266,66.094,90.0,23.906,0,-44,-7.734,14.464,83.8,1212.0
17424,2,-59,265,65.918,90.0,24.082,0,-3,-0.527,14.464,76.7,1104.0
17549,2,-60,254,63.984,90.0,26.016,0,37,6.504,14.468,85.0,1228.0
17687,2,-60,254,63.984,90.0,26.016,0,21,3.691,14.46,83.9,1212.0
17806,2,-60,261,65.215,90.0,24.785,0,-18,-3.164,14.456,85.2,1210.0
17930,2,-59,266,66.094,90.0,23.906,0,-31,-5.449,14.468,83.3,1206.0
18058,2,-59,264,65.742,90.0,24.258,0,8,1.406,14.468,82.7,1196.0
18205,2,-60,259,64.863,90.0,25.137,0,27,4.746,14.452,85.4,1236.0
18340,2,-60,259,64.863,90.0,25.137,0,8,1.406,14.456,85.3,1232.0
18463,2,-59,265,65.918,90.0,24.082,0,-21,-3.691,14.468,83.3,1206.0
18605,2,-59,266,66.094,90.0,23.906,0,-12,-2.109,14.46,82.8,1196.0
18742,2,-59,263,65.566,90.0,24.434,0,12,2.109,14.464,81.5,1180.0
18865,2,-60,261,65.215,90.0,24.785,0,16,2.813,14.468,85.4,1236.0
19009,2,-59,263,65.566,90.0,24.434,0,-6,-1.055,14.472,83.0,1202.0
19142,2,-59,266,66.094,90.0,23.906,0,-15,-2.637,14.464,85.3,1206.0
19387,2,-59,264,65.742,90.0,24.258,0,11,1.934,14.468,82.4,1192.0
19525,2,-59,263,65.566,90.0,24.434,0,8,1.406,14.46,83.3,1206.0
19648,2,-59,265,65.918,90.0,24.082,0,-7,-1.23,14.472,83.7,1212.0
19790,2,-59,266,66.094,90.0,23.906,0,-7,-1.23,14.472,84.0,1216.0
19941,2,-59,266,66.094,90.0,23.906,0,5,0.879,14.464,84.1,1216.0
20069,2,62,240,61.523,0.0,-61.523,0,-21,-3.691,14.428,94.8,1370.0
20237,2,38,50,28.125,0.0,-28.125,0,-141,-24.785,14.576,55.5,810.0
20381,2,40,-17,16.348,0.0,-16.348,0,78,13.711,14.572,58.5,852.0
20526,2,-34,-118,-1.406,0.0,1.406,0,132,23.203,14.68,34.7,508.0
20690,2,-11,-160,-8.789,0.0,8.789,0,1,0.176,14.688,27.8,410.0
20841,2,44,-66,7.734,0.0,-7.734,0,9,1.582,14.548,64.0,930.0
20992,2,39,-39,12.48,0.0,-12.48,0,-64,-11.25,14.576,55.1,802.0
21135,2,41,-35,13.184,0.0,-13.184,0,-16,-2.813,14.572,56.9,830.0
21273,2,8,-68,7.383,0.0,-7.383,0,28,4.922,14.692,28.5,420.0
21404,2,-1,-100,1.758,0.0,-1.758,0,25,4.395,14.696,25.7,376.0
21527,2,6,-100,1.758,0.0,-1.758,0,12,2.109,14.688,25.3,370.0
21657,2,23,-77,5.801,0.0,-5.801,0,1,0.176,14.64,39.4,576.0
21778,2,29,-60,8.789,0.0,-8.789,0,-16,-2.813,14.604,47.1,688.0
21902,2,32,-55,9.668,0.0,-9.668,0,-14,-2.461,14.604,48.3,704.0
22057,2,26,-63,8.262,0.0,-8.262,0,8,1.406,14.616,44.1,646.0
22203,2,22,-77,5.801,0.0,-5.801,0,8,1.406,14.64,37.1,544.0
22338,2,24,-79,5.449,0.0,-5.449,0,3,0.527,14.644,41.8,612.0
22501,2,25,-79,5.449,0.0,-5.449,0,-4,-0.703,14.628,41.9,612.0
22626,2,27,-78,5.625,0.0,-5.625,0,-4,-0.703,14.62,43.9,642.0
22755,2,28,-78,5.625,0.0,-5.625,0,3,0.527,14.612,44.9,656.0
22909,2,28,-79,5.449,0.0,-5.449,0,3,0.527,14.62,44.1,646.0
23045,2,30,-79,5.449,0.0,-5.449,0,-1,-0.176,14.612,46.7,682.0
23164,2,31,-79,5.449,0.0,-5.449,0,-2,-0.352,14.604,48.7,684.0
23299,2,30,-80,5.273,0.0,-5.273,0,1,0.176,14.612,47.7,698.0
23420,2,30,-82,4.922,0.0,-4.922,0,2,0.352,14.608,46.7,682.0
23558,2,31,-84,4.57,0.0,-4.57,0,1,0.176,14.608,48.2,704.0
23711,2,32,-84,4.57,0.0,-4.57,0,1,0.176,14.612,46.1,672.0
23860,2,33,-85,4.395,0.0,-4.395,0,0,0.0,14.6,49.4,720.0
24012,2,-68,-82,4.922,30.0,25.078,0,5,0.879,14.376,106.7,1534.0
24163,2,-22,-7,18.105,30.0,11.895,0,50,8.789,14.66,33.7,494.0
24301,2,-25,3,19.863,30.0,10.137,0,-48,-8.438,14.632,41.8,612.0
24436,2,0,63,30.41,30.0,-0.41,0,-14,-2.461,14.692,26.7,394.0
24589,2,0,58,29.531,30.0,0.469,0,-1,-0.176,14.656,27.1,396.0
24747,2,-19,27,24.082,30.0,5.918,0,-13,-2.285,14.656,32.7,478.0
24871,2,-18,26,23.906,30.0,6.094,0,21,3.691,14.68,31.8,468.0
25002,2,-26,15,21.973,30.0,8.027,0,9,1.582,14.624,41.2,602.0
25158,2,-18,23,23.379,30.0,6.621,0,-6,-1.055,14.656,34.7,508.0
25285,2,-16,34,25.312,30.0,4.687,0,-7,-1.23,14.692,29.2,430.0
25419,2,-18,35,25.488,30.0,4.512,0,-4,-0.703,14.668,31.1,456.0
25548,2,-19,35,25.488,30.0,4.512,0,3,0.527,14.66,33.3,484.0
25679,2,-19,34,25.312,30.0,4.687,0,4,0.703,14.664,32.3,476.0
25797,2,-20,33,25.137,30.0,4.863,0,-1,-0.176,14.664,33.4,488.0
25946,2,-21,33,25.137,30.0,4.863,0,-4,-0.703,14.66,35.0,514.0
26070,2,-22,33,25.137,30.0,4.863,0,0,0.0,14.652,36.4,534.0
26198,2,-23,33,25.137,30.0,4.863,0,3,0.527,14.644,39.5,580.0
26334,2,-24,33,25.137,30.0,4.863,0,1,0.176,14.644,40.3,590.0
26471,2,-25,34,25.312,30.0,4.687,0,-2,-0.352,14.628,40.7,596.0
26608,2,-24,36,25.664,30.0,4.336,0,0,0.0,14.636,40.2,590.0
26738,2,-26,36,25.664,30.0,4.336,0,1,0.176,14.628,41.4,606.0
26885,2,-26,36,25.664,30.0,4.336,0,1,0.176,14.64,41.2,602.0
27050,2,-26,37,25.84,30.0,4.16,0,0,0.0,14.632,41.5,606.0
27187,2,-28,37,25.84,30.0,4.16,0,0,0.0,14.624,42.9,626.0
27309,2,-28,38,26.016,30.0,3.984,0,0,0.0,14.628,43.8,642.0
27446,2,-27,39,26.191,30.0,3.809,0,0,0.0,14.62,42.8,626.0
27571,2,-27,40,26.367,30.0,3.633,0,0,0.0,14.628,42.3,620.0
27697,2,-28,40,26.367,30.0,3.633,0,0,0.0,14.624,44.6,652.0
27843,2,-29,40,26.367,30.0,3.633,0,0,0.0,14.628,44.7,652.0
27971,2,-29,41,26.543,30.0,3.457,0,0,0.0,14.616,45.0,638.0
28109,2,48,24,23.555,0.0,-23.555,0,-18,-3.164,14.512,71.5,1038.0
28286,2,32,-37,12.832,0.0,-12.832,0,-32,-5.625,14.596,48.5,708.0
28421,2,24,-52,10.195,0.0,-10.195,0,49,8.613,14.628,43.8,642.0
28559,2,-3,-98,2.109,0.0,-2.109,0,17,2.988,14.684,27.6,406.0
28686,2,18,-89,3.691,0.0,-3.691,0,3,0.527,14.664,33.6,492.0
28822,2,29,-61,8.613,0.0,-8.613,0,4,0.703,14.608,47.3,692.0
28959,2,30,-57,9.316,0.0,-9.316,0,-23,-4.043,14.612,47.0,688.0
29103,2,30,-55,9.668,0.0,-9.668,0,-1,-0.176,14.604,48.2,704.0
29274,2,23,-69,7.207,0.0,-7.207,0,11,1.934,14.628,38.4,560.0
29403,2,24,-76,5.977,0.0,-5.977,0,7,1.23,14.64,33.8,494.0
29534,2,25,-76,5.977,0.0,-5.977,0,-2,-0.352,14.624,43.0,630.0
29717,2,28,-74,6.328,0.0,-6.328,0,-4,-0.703,14.62,45.4,662.0
29844,2,29,-74,6.328,0.0,-6.328,0,2,0.352,14.608,45.4,662.0
29990,2,27,-76,5.977,0.0,-5.977,0,4,0.703,14.616,46.5,682.0
30119,2,31,-76,5.977,0.0,-5.977,0,0,0.0,14.604,46.8,684.0
30246,2,32,-76,5.977,0.0,-5.977,0,-2,-0.352,14.604,48.1,702.0
30380,2,33,-77,5.801,0.0,-5.801,0,0,0.0,14.592,50.2,734.0
30545,2,31,-80,5.273,0.0,-5.273,0,1,0.176,14.612,46.8,684.0
30668,2,33,-82,4.922,0.0,-4.922,0,2,0.352,14.596,49.5,720.0
30805,2,33,-82,4.922,0.0,-4.922,0,1,0.176,14.608,49.1,718.0
30935,2,34,-83,4.746,0.0,-4.746,0,0,0.0,14.604,50.7,740.0
31073,2,33,-84,4.57,0.0,-4.57,0,0,0.0,14.604,50.2,734.0
31202,2,34,-86,4.219,0.0,-4.219,0,1,0.176,14.604,49.3,720.0
31384,2,34,-88,3.867,0.0,-3.867,0,1,0.176,14.596,51.0,744.0
31518,2,34,-89,3.691,0.0,-3.691,0,2,0.352,14.592,49.6,724.0
31652,2,34,-89,3.691,0.0,-3.691,0,1,0.176,14.596,49.8,728.0
31781,2,34,-89,3.691,0.0,-3.691,0,0,0.0,14.596,49.6,724.0
31906,2,34,-89,3.691,0.0,-3.691,0,0,0.0,14.596,49.9,728.0
