t_ms,mode,pwm,servo_count,servo_deg,setpoint_deg,error_deg,gain_mode,pend_count,pend_deg,v_bus,i_ma,p_mw
0,2,23,-386,8.438,0.0,-8.438,0,2054,0.352,14.656,38.9,570.0
167,2,23,-389,7.91,0.0,-7.91,0,2058,1.055,14.644,39.0,570.0
312,2,24,-389,7.91,0.0,-7.91,0,2050,-0.352,14.644,40.5,594.0
462,2,24,-389,7.91,0.0,-7.91,0,2045,-1.23,14.652,40.1,586.0
591,2,25,-388,8.086,0.0,-8.086,0,2052,0.0,14.636,43.6,638.0
727,2,26,-388,8.086,0.0,-8.086,0,2056,0.703,14.632,40.3,590.0
854,2,26,-389,7.91,0.0,-7.91,0,2053,0.176,14.632,43.1,632.0
975,2,26,-389,7.91,0.0,-7.91,0,2048,-0.703,14.644,43.9,642.0
1104,2,27,-389,7.91,0.0,-7.91,0,2048,-0.703,14.632,44.7,656.0
1226,2,27,-389,7.91,0.0,-7.91,0,2054,0.352,14.628,45.3,662.0
1349,2,28,-389,7.91,0.0,-7.91,0,2055,0.527,14.62,44.5,648.0
1479,2,28,-389,7.91,0.0,-7.91,0,2050,-0.352,14.612,47.1,688.0
1606,2,29,-389,7.91,0.0,-7.91,0,2048,-0.703,14.62,44.7,652.0
1747,2,29,-389,7.91,0.0,-7.91,0,2052,0.0,14.62,46.8,684.0
1873,2,29,-390,7.734,0.0,-7.734,0,2054,0.352,14.624,45.7,668.0
2007,2,-87,-372,10.898,45.0,34.102,0,2070,3.164,14.176,150.3,2136.0
2162,2,-18,-251,32.168,45.0,12.832,0,2144,16.172,14.688,29.3,430.0
2282,2,-15,-229,36.035,45.0,8.965,0,1944,-18.984,14.692,29.8,404.0
2456,2,26,-143,51.152,45.0,-6.152,0,2019,-5.801,14.636,43.3,632.0
2582,2,8,-132,53.086,45.0,-8.086,0,2069,2.988,14.692,27.6,406.0
2713,2,-20,-211,39.199,45.0,5.801,0,2009,-7.559,14.672,34.1,502.0
2856,2,-15,-215,38.496,45.0,6.504,0,2078,4.57,14.696,28.7,422.0
2980,2,-32,-237,34.629,45.0,10.371,0,2084,5.625,14.62,48.7,712.0
3125,2,-20,-233,35.332,45.0,9.668,0,2046,-1.055,14.676,33.1,484.0
3305,2,-9,-208,39.727,45.0,5.273,0,2046,-1.055,14.692,26.4,386.0
3424,2,-10,-205,40.254,45.0,4.746,0,2032,-3.516,14.668,31.0,456.0
3551,2,-11,-205,40.254,45.0,4.746,0,2042,-1.758,14.696,26.7,394.0
3674,2,-16,-213,38.848,45.0,6.152,0,2059,1.23,14.684,27.7,406.0
3840,2,-19,-220,37.617,45.0,7.383,0,2053,0.176,14.684,32.0,468.0
3973,2,-18,-218,37.969,45.0,7.031,0,2048,-0.703,14.688,29.8,440.0
4138,2,-17,-215,38.496,45.0,6.504,0,2046,-1.055,14.684,30.1,442.0
4260,2,-17,-215,38.496,45.0,6.504,0,2048,-0.703,14.692,30.9,456.0
4379,2,-18,-215,38.496,45.0,6.504,0,2051,-0.176,14.68,30.2,442.0
4506,2,-18,-215,38.496,45.0,6.504,0,2050,-0.352,14.684,31.3,458.0
4653,2,-19,-215,38.496,45.0,6.504,0,2048,-0.703,14.68,31.3,458.0
4788,2,-19,-215,38.496,45.0,6.504,0,2048,-0.703,14.676,31.5,462.0
4924,2,-19,-215,38.496,45.0,6.504,0,2050,-0.352,14.676,30.6,448.0
5046,2,-20,-215,38.496,45.0,6.504,0,2049,-0.527,14.544,25.8,374.0
5260,2,-20,-214,38.672,45.0,6.328,0,2049,-0.527,14.672,35.3,518.0
5398,2,-20,-214,38.672,45.0,6.328,0,2049,-0.527,14.68,33.4,492.0
5523,2,-21,-214,38.672,45.0,6.328,0,2049,-0.527,14.644,38.5,564.0
5661,2,-21,-214,38.672,45.0,6.328,0,2049,-0.527,14.668,36.0,528.0
5788,2,-21,-213,38.848,45.0,6.152,0,2049,-0.527,14.668,34.4,504.0
5986,2,-21,-212,39.023,45.0,5.977,0,2049,-0.527,14.664,33.7,494.0
6107,2,-21,-212,39.023,45.0,5.977,0,2049,-0.527,14.664,35.1,514.0
6230,2,-21,-212,39.023,45.0,5.977,0,2049,-0.527,14.668,34.4,504.0
6360,2,-21,-212,39.023,45.0,5.977,0,2049,-0.527,14.66,36.8,540.0
6503,2,-21,-211,39.199,45.0,5.801,0,2049,-0.527,14.64,39.5,580.0
6626,2,-22,-211,39.199,45.0,5.801,0,2049,-0.527,14.668,36.2,530.0
6751,2,-21,-210,39.375,45.0,5.625,0,2049,-0.527,14.676,34.9,494.0
6904,2,-22,-210,39.375,45.0,5.625,0,2049,-0.527,14.66,37.9,530.0
7066,2,-22,-209,39.551,45.0,5.449,0,2049,-0.527,14.664,35.6,522.0
7186,2,-22,-209,39.551,45.0,5.449,0,2049,-0.527,14.664,35.5,522.0
7321,2,-22,-209,39.551,45.0,5.449,0,2049,-0.527,14.672,36.9,540.0
7452,2,-23,-209,39.551,45.0,5.449,0,2049,-0.527,14.656,39.1,548.0
7577,2,-23,-209,39.551,45.0,5.449,0,2049,-0.527,14.656,38.4,564.0
7717,2,-24,-209,39.551,45.0,5.449,0,2049,-0.527,14.652,39.7,584.0
7863,2,-23,-208,39.727,45.0,5.273,0,2049,-0.527,14.656,37.8,554.0
7995,2,-24,-208,39.727,45.0,5.273,0,2049,-0.527,14.648,39.6,580.0
8141,2,82,-222,37.266,-45.0,-82.266,0,2034,-3.164,14.26,137.9,1966.0
8301,2,83,-452,-3.164,-45.0,-41.836,0,1866,-32.695,14.256,140.3,2002.0
8442,2,22,-616,-31.992,-45.0,-13.008,0,1989,-11.074,14.664,35.1,514.0
8561,2,12,-639,-36.035,-45.0,-8.965,0,2297,43.066,14.696,29.1,430.0
8681,2,-44,-763,-57.832,-45.0,12.832,0,2172,21.094,14.568,60.1,874.0
8826,2,-3,-762,-57.656,-45.0,12.656,0,1968,-14.766,14.688,27.7,406.0
9000,2,73,-557,-21.621,-45.0,-23.379,0,2105,9.316,14.32,120.1,1720.0
9134,2,42,-605,-30.059,-45.0,-14.941,0,1955,-17.051,14.568,59.7,868.0
9278,2,56,-572,-24.258,-45.0,-20.742,0,2048,-0.703,14.464,85.8,1242.0
9407,2,24,-621,-32.871,-45.0,-12.129,0,2085,5.801,14.644,40.0,586.0
9539,2,18,-645,-37.09,-45.0,-7.91,0,2089,6.504,14.684,30.9,452.0
9676,2,29,-633,-34.98,-45.0,-10.02,0,2064,2.109,14.62,46.6,682.0
9802,2,43,-607,-30.41,-45.0,-14.59,0,2039,-2.285,14.556,60.8,884.0
9921,2,46,-596,-28.477,-45.0,-16.523,0,2024,-4.922,14.54,66.1,960.0
10049,2,43,-598,-28.828,-45.0,-16.172,0,2048,-0.703,14.544,65.8,956.0
10180,2,33,-614,-31.641,-45.0,-13.359,0,2072,3.516,14.568,31.2,452.0
10306,2,33,-623,-33.223,-45.0,-11.777,0,2071,3.34,14.6,50.5,738.0
10464,2,38,-616,-31.992,-45.0,-13.008,0,2045,-1.23,14.584,57.0,832.0
10649,2,41,-611,-31.113,-45.0,-13.887,0,2044,-1.406,14.568,58.9,858.0
10783,2,39,-613,-31.465,-45.0,-13.535,0,2057,0.879,14.568,58.8,858.0
10918,2,37,-621,-32.871,-45.0,-12.129,0,2061,1.582,14.596,52.8,770.0
