t_s,mode,alpha_deg,theta_deg,hybrid_lqr,pwm
7.8084,7,-253.828,65.303,0,-9
7.8792,7,-253.828,65.303,0,-9
7.9539,7,-253.828,65.303,0,-9
8.0328,7,-253.828,65.303,0,-9
8.1165,7,-253.828,65.303,0,-9
8.2063,7,-253.828,65.303,0,-9
8.2781,7,-253.828,65.303,0,-9
8.3439,7,-253.828,65.303,0,-9
8.4117,7,-253.828,65.303,0,-9
8.4777,7,-253.828,65.303,0,-9
8.5514,7,-253.828,65.303,0,-9
8.6242,7,-253.828,65.303,0,-9
8.71,7,-253.828,65.303,0,-9
8.7878,7,-253.828,65.303,0,-9
8.8562,7,-253.828,65.303,0,-9
8.9291,7,-253.828,65.303,0,-9
8.9979,7,-253.828,65.303,0,-9
9.0785,7,-253.828,65.303,0,-9
9.1483,7,-253.828,65.303,0,-9
9.2291,7,-253.828,65.303,0,-9
9.3169,7,-253.828,65.303,0,-9
9.3926,7,-253.828,65.303,0,-9
9.4665,7,-253.828,65.303,0,-9
9.5452,7,-253.828,65.303,0,-9
9.613,7,-253.828,65.303,0,-9
9.6801,7,-253.828,65.303,0,-9
9.7507,7,-253.828,65.303,0,-9
9.8352,7,-253.828,65.303,0,-9
9.8999,7,-253.828,65.303,0,-9
9.9768,7,-253.828,65.303,0,-9
10.0481,7,-253.828,65.303,0,-9
10.1435,7,-253.828,65.303,0,-9
10.2192,7,-253.828,65.303,0,-9
10.301,7,-253.828,65.303,0,-9
10.3768,7,-253.828,65.303,0,-9
10.5383,7,-253.828,65.303,0,-9
10.677,7,-253.828,65.303,0,-9
10.7817,7,-253.828,65.303,0,-9
10.8611,7,-253.828,65.303,0,-9
10.9524,7,-253.828,65.303,0,-9
11.03,7,-253.828,65.303,0,-9
11.1054,7,-253.828,65.303,0,-9
11.1812,7,-253.828,65.303,0,-9
11.267,7,-253.828,65.303,0,-9
11.3427,7,-253.828,65.303,0,-9
11.4231,7,-253.828,65.303,0,-9
11.4929,7,-253.828,65.303,0,-9
11.5986,7,-253.828,65.303,0,-9
11.6682,7,-253.828,65.303,0,-9
11.7504,7,-253.828,65.303,0,-9
11.8173,7,-253.828,65.303,0,-9
11.8851,7,-253.828,65.303,0,-9
11.9593,7,-253.828,65.303,0,-9
12.031,7,-253.828,65.303,0,-9
12.1152,7,-253.828,65.303,0,-9
12.1895,7,-253.828,65.303,0,-9
12.2733,7,-253.828,65.303,0,-9
12.3771,7,-253.828,65.303,0,-9
12.4459,7,-253.828,65.303,0,-9
12.5376,7,-253.828,65.303,0,-9
12.6046,7,-253.828,65.303,0,-9
12.7014,7,-253.828,65.303,0,-9
12.7954,7,-253.828,65.303,0,-9
12.9022,7,-253.828,65.303,0,-9
13.0065,7,-253.828,65.303,0,-9
13.0733,7,-253.828,65.303,0,-9
13.1385,7,-253.828,65.303,0,-9
13.2123,7,-253.828,65.303,0,-9
13.2806,7,-253.828,65.303,0,-9
13.3474,7,-253.828,65.303,0,-9
13.4145,7,-253.828,65.303,0,-9
13.4843,7,-253.828,65.303,0,-9
13.5607,7,-253.828,65.303,0,-9
13.6642,7,-253.828,65.303,0,-9
13.7338,7,-253.828,65.303,0,-9
13.8106,7,-253.828,65.303,0,-9
13.8955,7,-253.828,65.303,0,-9
13.9882,7,-253.828,65.303,0,-9
14.073,7,-253.828,65.303,0,-9
14.148,7,-253.828,65.303,0,-9
14.2288,7,-253.828,65.303,0,-9
14.3076,7,-253.828,65.303,0,-9
14.3769,7,-253.828,65.303,0,-9
14.4757,7,-253.828,65.303,0,-9
14.5465,7,-253.828,65.303,0,-9
14.6133,7,-253.828,65.303,0,-9
14.6811,7,-253.828,65.303,0,-9
14.7739,7,-253.828,65.303,0,-9
14.8925,7,-253.828,65.303,0,-9
14.9874,7,-253.828,65.303,0,-9
15.0616,7,-253.828,65.303,0,-9
15.1354,7,-253.828,65.303,0,-9
15.2042,7,-253.828,65.303,0,-9
15.2831,7,-253.828,65.303,0,-9
15.3699,7,-253.828,65.303,0,-9
15.4377,7,-253.828,65.303,0,-9
15.527,7,-253.828,65.303,0,-9
15.5908,7,-253.828,65.303,0,-9
15.6631,7,-253.828,65.303,0,-9
15.7464,7,-253.828,65.303,0,-9
15.8103,7,-253.828,65.303,0,-9
15.8786,7,-253.828,65.303,0,-9
15.9468,7,-253.828,65.303,0,-9
16.0187,7,-253.828,65.303,0,-9
16.1022,7,-253.828,65.303,0,-9
16.1834,7,-253.828,65.303,0,-9
16.2763,7,-253.828,65.303,0,-9
16.348,7,-253.828,65.303,0,-9
16.4188,7,-253.828,65.303,0,-9
16.5066,7,-253.828,65.303,0,-9
16.5784,7,-253.828,65.303,0,-9
16.6612,7,-253.828,65.303,0,-9
16.735,7,-253.828,65.303,0,-9
16.8208,7,-253.828,65.303,0,-9
16.8966,7,-253.828,65.303,0,-9
16.9753,7,-253.828,65.303,0,-9
17.0478,7,-253.828,65.303,0,-9
17.1325,7,-253.828,65.303,0,-9
17.2173,7,-253.828,65.303,0,-9
17.312,7,-253.828,65.303,0,-9
17.3804,7,-253.828,65.303,0,-9
17.4593,7,-253.828,65.303,0,-9
17.536,7,-253.828,65.303,0,-9
17.6388,7,-253.828,65.303,0,-9
17.7195,7,-253.828,65.303,0,-9
17.8059,7,-253.828,65.303,0,-9
17.8912,7,-253.828,65.303,0,-9
17.9787,7,-253.828,65.303,0,-9
18.0674,7,-253.828,65.303,0,-9
18.1507,7,-253.828,65.303,0,-9
18.2404,7,-253.828,65.303,0,-9
18.3092,7,-253.828,65.303,0,-9
18.379,7,-253.828,65.303,0,-9
18.4498,7,-253.828,65.303,0,-9
18.5785,7,-253.828,65.303,0,-9
18.6902,7,-253.828,65.303,0,-9
18.7964,7,-253.828,65.303,0,-9
18.8658,7,-253.828,65.303,0,-9
18.9387,7,-253.828,65.303,0,-9
19.0334,7,-253.828,65.303,0,-9
19.1022,7,-253.828,65.303,0,-9
19.1725,7,-253.828,65.303,0,-9
19.2623,7,-253.828,65.303,0,-9
19.3508,7,-253.828,65.303,0,-9
19.4177,7,-253.828,65.303,0,-9
19.485,7,-253.828,65.303,0,-9
19.5528,7,-253.828,65.303,0,-9
19.6165,7,-253.828,65.303,0,-9
19.6858,7,-253.828,65.303,0,-9
19.7617,7,-253.828,65.303,0,-9
19.8424,7,-253.828,65.303,0,-9
19.9113,7,-253.828,65.303,0,-9
20.002,7,-253.828,65.303,0,-9
20.0751,7,-253.828,65.303,0,-9
20.1439,7,-253.828,65.303,0,-9
20.2118,7,-253.828,65.303,0,-9
20.2876,7,-253.828,65.303,0,-9
20.3564,7,-253.828,65.303,0,-9
20.4492,7,-253.828,65.303,0,-9
20.5225,7,-253.828,65.303,0,-9
20.6023,7,-253.828,65.303,0,-9
20.6816,7,-253.828,65.303,0,-9
20.7654,7,-253.828,65.303,0,-9
20.8366,7,-253.828,65.303,0,-9
20.9294,7,-253.828,65.303,0,-9
21.0158,7,-253.828,65.303,0,-9
21.0896,7,-253.828,65.303,0,-9
21.1544,7,-253.828,65.303,0,-9
21.2203,7,-253.828,65.303,0,-9
21.2956,7,-253.828,65.303,0,-9
21.3824,7,-253.828,65.303,0,-9
21.4528,7,-253.828,65.303,0,-9
21.5275,7,-253.828,65.303,0,-9
21.5954,7,-253.828,65.303,0,-9
21.6781,7,-253.828,65.303,0,-9
21.765,7,-253.828,65.303,0,-9
21.8436,7,-253.828,65.303,0,-9
21.9464,7,-253.828,65.303,0,-9
22.0202,7,-253.828,65.303,0,-9
22.1179,7,-253.828,65.303,0,-9
22.227,7,-253.828,65.303,0,-9
22.2959,7,-253.828,65.303,0,-9
22.3986,7,-253.828,65.303,0,-9
22.5312,7,-253.828,65.303,0,-9
22.6335,7,-253.828,65.303,0,-9
22.7332,7,-253.828,65.303,0,-9
22.8052,7,-253.828,65.303,0,-9
22.881,7,-253.828,65.303,0,-9
22.9478,7,-253.828,65.303,0,-9
23.0196,7,-253.828,65.303,0,-9
23.1004,7,-253.828,65.303,0,-9
23.1682,7,-253.828,65.303,0,-9
23.241,7,-253.828,65.303,0,-9
23.3073,7,-253.828,65.303,0,-9
23.3966,7,-253.828,65.303,0,-9
23.4745,7,-253.828,65.303,0,-9
23.5663,7,-253.828,65.303,0,-9
23.6371,7,-253.828,65.303,0,-9
23.7039,7,-253.828,65.303,0,-9
23.7827,7,-253.828,65.303,0,-9
23.8465,7,-253.828,65.303,0,-9
23.9159,7,-253.828,65.303,0,-9
23.9907,7,-253.828,65.303,0,-9
24.0751,7,-253.828,65.303,0,-9
24.157,7,-253.828,65.303,0,-9
24.2297,7,-253.828,65.303,0,-9
24.3007,7,-253.828,65.303,0,-9
24.4023,7,-253.828,65.303,0,-9
24.4727,7,-253.828,65.303,0,-9
24.5405,7,-253.828,65.303,0,-9
24.6133,7,-253.828,65.303,0,-9
24.6841,7,-253.828,65.303,0,-9
24.7599,7,-253.828,65.303,0,-9
24.8307,7,-253.828,65.303,0,-9
24.9092,7,-253.828,65.303,0,-9
24.992,7,-253.828,65.303,0,-9
