t_s,mode,alpha_deg,theta_deg,hybrid_lqr,pwm
0.0,7,-59.766,-24.609,0,-64
0.1092,7,-58.887,-34.277,0,69
0.185,7,-66.621,-45.703,0,63
0.2717,7,-83.848,-59.59,0,1
0.3505,7,-106.875,-61.348,0,-90
0.4253,7,-114.082,-58.359,0,-6
0.5036,7,-90.352,-64.863,0,-63
0.5814,7,-63.633,-65.742,0,13
0.6801,7,-61.172,-52.383,0,67
0.7497,7,-63.281,-46.934,0,54
0.8171,7,-63.281,-45.879,0,24
0.9139,7,-63.281,-44.297,0,25
0.9867,7,-63.281,-48.516,0,2
1.0671,7,-63.457,-55.02,0,2
1.1403,7,-63.457,-57.656,0,9
1.2343,7,-63.457,-53.613,0,13
1.4238,7,-63.457,-50.098,0,11
1.5105,7,-63.457,-48.867,0,16
1.5794,7,-63.633,-46.582,0,19
1.6542,7,-63.457,-45.176,0,31
1.7385,7,-63.457,-45.0,0,21
1.8079,7,-63.457,-45.0,0,22
1.8898,7,-63.457,-45.176,0,20
1.9645,7,-63.457,-45.703,0,22
2.0388,7,-63.457,-45.879,0,20
2.1156,7,-63.457,-45.879,0,20
2.2012,7,-63.457,-45.879,0,20
2.276,7,-63.457,-45.879,0,20
2.3727,7,-63.457,-45.879,0,20
2.4496,7,-63.457,-45.879,0,20
2.5468,7,-63.457,-45.879,0,20
2.6337,7,-63.457,-45.879,0,20
2.7075,7,-63.457,-45.879,0,20
2.7963,7,-63.457,-45.879,0,20
2.8641,7,-63.457,-45.879,0,20
2.9379,7,-63.457,-45.879,0,20
3.0277,7,-63.457,-45.879,0,20
3.0965,7,-63.457,-45.879,0,20
3.2003,7,-63.457,-45.879,0,20
3.301,7,-63.457,-45.879,0,20
3.3828,7,-63.457,-45.879,0,20
3.4536,7,-63.457,-45.879,0,20
3.5391,7,-63.457,-45.879,0,20
3.6082,7,-63.457,-45.879,0,20
3.683,7,-63.457,-45.879,0,20
3.7587,7,-63.457,-45.879,0,20
3.8276,7,-63.457,-45.879,0,20
3.8974,7,-63.457,-45.879,0,20
3.9916,7,-63.457,-45.879,0,20
4.0674,7,-63.457,-45.879,0,20
4.14,7,-63.457,-45.879,0,20
4.2078,7,-63.457,-45.879,0,20
4.3021,7,-63.457,-45.879,0,20
4.3799,7,-63.457,-45.879,0,20
