t_s,mode,alpha_deg,theta_deg,hybrid_lqr,pwm
4.4676,7,-63.457,-46.055,0,19
4.55,7,-63.457,-46.055,0,20
4.6168,7,-63.457,-46.055,0,20
4.7008,7,-63.457,-46.055,0,20
4.7821,7,-63.457,-46.055,0,20
4.8853,7,-63.457,-46.055,0,20
4.9746,7,-63.457,-46.055,0,20
5.0455,7,-63.457,-46.055,0,20
5.1251,7,-63.457,-46.055,0,20
5.2289,7,-63.457,-46.055,0,20
5.3279,7,-63.457,-46.055,0,20
5.4125,7,-63.457,-46.055,0,20
5.5042,7,-63.457,-46.055,0,20
5.6039,7,-63.457,-46.055,0,20
5.6738,7,-63.457,-46.055,0,20
5.7456,7,-63.457,-46.055,0,20
5.8366,7,-63.457,-46.055,0,20
5.9134,7,-63.457,-46.055,0,20
5.9991,7,-63.457,-46.055,0,20
6.0804,7,-63.457,-46.055,0,20
6.1685,7,-63.457,-46.055,0,20
6.2464,7,-63.457,-46.055,0,20
6.3362,7,-63.457,-46.055,0,20
6.42,7,-63.457,-46.055,0,20
6.4935,7,-63.457,-46.055,0,20
6.576,7,-63.457,-46.055,0,20
6.648,7,-63.457,-46.055,0,20
6.7238,7,-63.457,-46.055,0,20
6.8006,7,-63.457,-46.055,0,20
6.8814,7,-63.457,-46.055,0,20
6.9588,7,-63.457,-46.055,0,20
7.0288,7,-63.457,-46.055,0,20
7.131,7,-63.457,-46.055,0,20
7.2072,7,-63.457,-46.055,0,20
7.2952,7,-63.457,-46.055,0,20
7.3894,7,-63.457,-46.055,0,20
7.4722,7,-63.457,-46.055,0,20
7.543,7,-63.457,-46.055,0,20
7.6367,7,-63.457,-46.055,0,20
7.7125,7,-63.457,-46.055,0,20
7.7943,7,-63.457,-46.055,0,20
7.8841,7,-63.457,-46.055,0,20
7.9669,7,-63.457,-46.055,0,20
8.0451,7,-63.457,-46.055,0,20
8.1351,7,-63.457,-46.055,0,20
8.2089,7,-63.457,-46.055,0,20
8.2947,7,-63.457,-46.055,0,20
8.4025,7,-63.457,-46.055,0,20
8.4948,7,-63.457,-46.055,0,20
8.5755,7,-63.457,-46.055,0,20
8.6498,7,-63.457,-46.055,0,20
8.7196,7,-63.457,-46.055,0,20
8.8014,7,-63.457,-46.055,0,20
8.8752,7,-63.457,-46.055,0,20
8.9546,7,-63.457,-46.055,0,20
9.0413,7,-63.457,-46.055,0,20
9.1286,7,-63.457,-46.055,0,20
9.2074,7,-63.457,-46.055,0,20
9.3247,7,-63.457,-46.055,0,20
9.4119,7,-63.457,-46.055,0,20
9.5032,7,-63.457,-46.055,0,20
9.5862,7,-63.457,-46.055,0,20
9.6641,7,-63.457,-46.055,0,20
9.7418,7,-63.457,-46.055,0,20
9.8279,7,-63.457,-46.055,0,20
9.8972,7,-63.457,-46.055,0,20
9.972,7,-63.457,-46.055,0,23
10.0775,7,-63.457,-46.23,0,17
10.148,7,-63.457,-46.23,0,20
10.2172,7,-63.457,-46.23,0,19
10.2982,7,-63.457,-46.23,0,19
10.373,7,-63.457,-46.055,0,19
10.4538,7,-63.457,-46.23,0,18
10.5337,7,-63.457,-46.23,0,19
10.6223,7,-63.457,-46.23,0,19
10.6941,7,-63.457,-46.23,0,19
10.7639,7,-63.457,-46.23,0,19
10.8408,7,-63.457,-46.23,0,19
10.9205,7,-63.457,-46.23,0,19
10.9983,7,-63.457,-46.23,0,19
11.0772,7,-63.457,-46.23,0,19
11.1572,7,-63.457,-46.23,0,19
11.2547,7,-63.457,-46.23,0,19
11.3417,7,-63.457,-46.23,0,19
11.4135,7,-63.457,-46.23,0,19
11.5103,7,-63.457,-46.23,0,19
11.6027,7,-63.457,-46.23,0,19
11.7053,7,-63.457,-46.23,0,19
11.7884,7,-63.457,-46.23,0,19
11.8652,7,-63.457,-46.23,0,19
11.953,7,-63.457,-46.23,0,19
12.0243,7,-63.457,-46.23,0,19
12.1036,7,-63.457,-46.23,0,19
12.1734,7,-63.457,-46.23,0,19
12.2602,7,-63.457,-46.23,0,19
12.3281,7,-63.457,-46.23,0,19
12.3958,7,-63.457,-46.23,0,19
12.4786,7,-63.457,-46.23,0,19
12.568,7,-63.457,-46.23,0,19
12.6408,7,-63.457,-46.23,0,19
12.7172,7,-63.457,-46.23,0,19
12.8099,7,-63.457,-46.23,0,19
12.9027,7,-63.457,-46.23,0,19
12.9775,7,-63.457,-46.23,0,19
13.0482,7,-63.457,-46.23,0,19
13.127,7,-63.457,-46.23,0,19
13.2018,7,-63.457,-46.23,0,19
13.3944,7,-63.457,-46.23,0,19
13.5025,7,-63.457,-46.23,0,19
13.5953,7,-63.457,-46.23,0,19
13.6956,7,-63.457,-46.23,0,19
13.7977,7,-63.457,-46.23,0,19
13.9178,7,-63.457,-46.23,0,19
14.0273,7,-63.457,-46.23,0,19
14.1539,7,-63.457,-46.23,0,19
14.2327,7,-63.457,-46.23,0,19
14.3355,7,-63.457,-46.23,0,19
14.4437,7,-63.457,-46.23,0,19
14.5158,7,-63.457,-46.23,0,19
14.6195,7,-63.457,-46.23,0,19
14.693,7,-63.457,-46.23,0,19
14.7638,7,-63.457,-46.23,0,19
14.8386,7,-63.457,-46.23,0,19
14.9453,7,-63.457,-46.23,0,19
15.0199,7,-63.457,-46.23,0,19
15.0976,7,-63.457,-46.23,0,19
15.1724,7,-63.457,-46.23,0,19
15.2691,7,-63.457,-46.23,0,19
15.3553,7,-63.457,-46.23,0,19
15.4231,7,-63.457,-46.23,0,19
15.494,7,-63.457,-46.23,0,19
15.5687,7,-63.457,-46.23,0,19
15.653,7,-63.457,-46.23,0,19
15.7368,7,-63.457,-46.23,0,19
15.8166,7,-63.457,-46.23,0,19
15.8924,7,-63.457,-46.23,0,19
15.9702,7,-63.457,-46.23,0,19
16.043,7,-63.457,-46.23,0,19
16.1198,7,-63.457,-46.23,0,19
16.1937,7,-63.457,-46.23,0,19
16.2774,7,-63.457,-46.23,0,19
16.3547,7,-63.457,-46.23,0,19
16.4285,7,-63.457,-46.23,0,19
16.5048,7,-63.457,-46.23,0,19
16.5939,7,-63.457,-46.23,0,19
16.6724,7,-63.457,-46.23,0,19
16.7402,7,-63.457,-46.23,0,19
16.8185,7,-63.457,-46.23,0,19
16.8913,7,-63.457,-46.23,0,19
16.9686,7,-63.457,-46.23,0,19
17.0444,7,-63.457,-46.23,0,19
17.1107,7,-63.457,-46.23,0,19
17.1825,7,-63.457,-46.23,0,19
17.2513,7,-63.457,-46.23,0,19
17.3281,7,-63.457,-46.23,0,19
17.4147,7,-63.457,-46.23,0,19
17.5025,7,-63.457,-46.23,0,19
17.5893,7,-63.457,-46.23,0,19
17.7064,7,-63.457,-46.23,0,19
17.8127,7,-63.457,-46.23,0,19
17.8954,7,-63.457,-46.23,0,19
17.9767,7,-63.457,-46.23,0,19
18.0679,7,-63.457,-46.23,0,19
18.1379,7,-63.457,-46.23,0,19
18.2196,7,-63.457,-46.23,0,19
18.3073,7,-63.457,-46.23,0,19
18.3801,7,-63.457,-46.23,0,19
18.4598,7,-63.457,-46.23,0,19
18.5945,7,-63.457,-46.23,0,19
18.6848,7,-63.457,-46.23,0,19
18.7646,7,-63.457,-46.23,0,19
18.8413,7,-63.457,-46.23,0,19
18.9181,7,-63.457,-46.23,0,19
18.986,7,-63.457,-46.23,0,19
19.0608,7,-63.457,-46.23,0,19
19.1336,7,-63.457,-46.23,0,19
19.2074,7,-63.457,-46.23,0,19
19.3021,7,-63.457,-46.23,0,19
19.4158,7,-63.457,-46.23,0,19
19.4983,7,-63.457,-46.23,0,19
19.5701,7,-63.457,-46.23,0,19
19.6518,7,-63.457,-46.23,0,19
19.7319,7,-63.457,-46.23,0,19
19.8207,7,-63.457,-46.23,0,19
19.8954,7,-63.457,-46.23,0,19
19.9668,7,-63.457,-46.23,0,19
20.0505,7,-63.457,-46.23,0,19
20.1363,7,-63.457,-46.23,0,19
20.2143,7,-63.457,-46.23,0,19
20.2802,7,-63.457,-46.23,0,19
20.3555,7,-63.457,-46.23,0,19
20.4447,7,-63.457,-46.23,0,19
20.5226,7,-63.457,-46.23,0,19
20.6004,7,-63.457,-46.23,0,19
20.6831,7,-63.457,-46.23,0,19
20.7619,7,-63.457,-46.23,0,19
20.8367,7,-63.457,-46.23,0,19
20.9085,7,-63.457,-46.23,0,19
20.9863,7,-63.457,-46.23,0,19
21.0647,7,-63.457,-46.23,0,19
21.1395,7,-63.457,-46.23,0,19
21.2073,7,-63.457,-46.23,0,19
21.2941,7,-63.457,-46.23,0,19
21.3749,7,-63.457,-46.23,0,19
21.4457,7,-63.457,-46.23,0,19
21.5171,7,-63.457,-46.23,0,19
21.5966,7,-63.457,-46.23,0,19
21.6738,7,-63.457,-46.23,0,19
21.7495,7,-63.457,-46.23,0,19
21.8263,7,-63.457,-46.23,0,19
21.91,7,-63.457,-46.23,0,19
21.9787,7,-63.457,-46.23,0,19
22.0464,7,-63.457,-46.23,0,19
22.1397,7,-63.457,-46.23,0,19
22.2115,7,-63.457,-46.23,0,19
22.2943,7,-63.457,-46.23,0,19
22.3631,7,-63.457,-46.23,0,19
22.4399,7,-63.457,-46.23,0,19
22.5307,7,-63.457,-46.23,0,19
22.6136,7,-63.457,-46.23,0,19
22.6987,7,-63.457,-46.23,0,19
22.7794,7,-63.457,-46.23,0,19
22.8513,7,-63.457,-46.23,0,19
22.9211,7,-63.457,-46.23,0,19
22.9969,7,-63.457,-46.23,0,19
23.0816,7,-63.457,-46.23,0,19
23.1615,7,-63.281,-46.23,0,18
23.2372,7,-63.281,-46.23,0,19
23.32,7,-63.281,-46.23,0,19
23.4138,7,-63.281,-46.23,0,19
23.4953,7,-63.281,-46.23,0,19
23.5716,7,-63.281,-46.23,0,19
23.6522,7,-63.281,-46.23,0,19
23.7295,7,-63.281,-46.23,0,19
23.8063,7,-63.281,-46.23,0,19
23.8826,7,-63.281,-46.23,0,19
23.9565,7,-63.281,-46.23,0,19
24.0362,7,-63.281,-46.23,0,19
24.11,7,-63.281,-46.23,0,19
24.1858,7,-63.281,-46.23,0,19
24.2696,7,-63.281,-46.23,0,19
24.3564,7,-63.281,-46.23,0,19
24.4401,7,-63.281,-46.23,0,19
24.5172,7,-63.281,-46.23,0,19
24.5858,7,-63.281,-46.23,0,19
24.6605,7,-63.281,-46.23,0,19
24.7344,7,-63.281,-46.23,0,19
24.8092,7,-63.281,-46.23,0,19
24.882,7,-63.281,-46.23,0,19
24.9598,7,-63.281,-46.23,0,19
