attempt,t,pend_deg,mode,pwm,v_bus
1,0.019,-15.64,5,59,0.000
1,0.240,34.10,5,-58,0.000
1,0.469,-23.73,5,44,0.000
1,0.711,-1.05,5,-59,0.000
1,0.933,55.72,5,57,0.000
1,1.163,-110.04,5,-55,0.000
1,1.386,58.36,5,-59,0.000
1,1.626,101.78,5,59,0.000
1,1.851,-117.07,5,-15,0.000
1,2.071,-119.00,5,-54,0.000
1,2.295,107.23,5,-58,0.000
1,2.529,172.44,4,-24,0.000
1,2.767,187.56,4,-24,0.000
1,2.994,276.33,4,0,0.000
1,3.213,62.58,5,59,0.000
1,3.445,-46.93,5,-44,0.000
1,3.785,42.36,5,-44,0.000
1,4.010,-34.98,5,-45,0.000
1,4.241,56.60,5,59,0.000
1,4.475,-84.38,5,59,0.000
1,4.712,50.10,5,-59,0.000
1,4.949,53.09,5,59,0.000
1,5.170,-121.29,5,-47,0.000
1,5.393,36.03,5,-57,0.000
1,5.627,121.99,5,59,0.000
1,5.856,-92.81,5,-13,0.000
1,6.075,-140.80,4,21,0.000
1,6.295,63.28,4,24,0.000
2,0.030,-18.28,5,59,0.000
2,0.248,34.80,5,-58,0.000
2,0.479,-30.06,5,19,0.000
2,0.702,-2.64,5,-59,0.000
2,0.923,63.46,5,57,0.000
2,1.144,-108.46,5,45,0.000
2,1.393,64.16,5,-59,0.000
2,1.613,110.04,5,59,0.000
2,1.839,-106.17,5,-42,0.000
2,2.091,-76.64,5,-54,0.000
2,2.345,138.87,5,-41,0.000
2,2.632,17.40,5,59,0.000
2,2.878,-127.79,5,-44,0.000
2,3.131,92.81,5,-51,0.000
2,3.385,75.76,5,19,0.000
2,3.640,-123.40,5,-57,0.000
2,3.879,49.04,5,-1,0.000
2,4.147,-41.13,5,-50,0.000
2,4.372,58.18,5,-45,0.000
2,4.597,-17.05,5,-39,0.000
2,4.828,11.25,5,-49,0.000
2,5.070,16.17,5,58,0.000
2,5.296,-52.03,5,-58,0.000
2,5.548,63.10,5,56,0.000
2,5.777,-100.19,5,-2,0.000
2,6.001,50.62,5,-57,0.000
2,6.228,95.62,5,59,0.000
2,6.515,-104.94,5,-52,0.000
2,6.747,77.52,5,-59,0.000
2,6.981,69.08,5,57,0.000
2,7.217,-130.43,5,-48,0.000
2,7.559,103.53,5,-56,0.000
2,7.804,99.32,5,59,0.000
2,8.044,-123.22,5,-52,0.000
2,8.296,-18.46,5,-58,0.000
2,8.542,140.80,5,2,0.000
2,8.768,45.88,5,59,0.000
2,8.988,-130.25,5,-44,0.000
2,9.237,45.35,5,-46,0.000
2,9.463,123.93,5,-48,0.000
2,9.710,-98.44,5,-49,0.000
2,9.946,-0.88,5,-59,0.000
2,10.184,-32.34,5,26,0.000
2,10.426,12.83,5,-47,0.000
2,10.651,58.36,5,-47,0.000
2,10.897,-56.43,5,-47,0.000
2,11.132,73.83,5,59,0.000
2,11.376,-89.82,5,59,0.000
2,11.627,22.68,5,-59,0.000
2,11.949,50.98,5,59,0.000
2,12.172,-142.03,5,-53,0.000
2,12.399,-96.15,5,-53,0.000
2,12.667,146.95,5,-30,0.000
2,12.921,188.44,4,-24,0.000
2,13.149,344.18,4,0,0.000
2,13.373,136.93,5,59,0.000
2,13.614,-45.35,5,-30,0.000
2,13.867,-110.04,5,-46,0.000
2,14.097,112.85,5,-58,0.000
2,14.353,52.56,5,59,0.000
2,14.618,-158.03,4,23,0.000
2,14.837,-62.58,4,22,0.000
3,0.069,2.46,5,-59,0.000
3,0.302,-31.46,5,59,0.000
3,0.527,52.56,5,-59,0.000
3,0.755,-50.10,5,0,0.000
3,0.986,23.20,5,-59,0.000
3,1.218,50.27,5,58,0.000
3,1.467,-113.73,5,-56,0.000
3,1.688,78.75,5,-59,0.000
3,1.938,92.81,5,59,0.000
3,2.228,-139.75,5,-39,0.000
3,2.516,62.23,5,-59,0.000
3,2.854,134.65,5,57,0.000
3,3.093,-88.94,5,-47,0.000
3,3.337,-63.98,5,-38,0.000
3,3.571,130.78,5,-45,0.000
3,3.830,-61.35,5,-44,0.000
3,4.077,-69.61,5,-54,0.000
3,4.296,112.15,5,55,0.000
3,4.528,-50.80,5,-5,0.000
3,4.755,-97.38,5,-43,0.000
3,4.978,113.20,5,-50,0.000
3,5.207,44.82,5,-27,0.000
3,5.460,-100.02,5,-57,0.000
3,5.713,30.41,5,58,0.000
3,5.938,-60.12,5,-48,0.000
3,6.169,79.28,5,-49,0.000
3,6.401,-42.19,5,-46,0.000
3,6.636,27.07,5,-59,0.000
3,6.921,-51.68,5,59,0.000
3,7.178,-43.77,5,-58,0.000
3,7.440,119.53,5,59,0.000
3,7.683,-94.57,5,-26,0.000
3,7.907,-104.24,5,-52,0.000
3,8.265,137.11,5,57,0.000
3,8.495,-41.13,5,58,0.000
3,8.713,-158.73,4,20,0.000
3,8.958,-64.51,4,18,0.000
4,0.032,1.05,5,59,0.000
4,0.264,-15.47,5,-56,0.000
4,0.492,48.87,5,59,0.000
4,0.789,-10.37,5,-57,0.000
4,1.025,63.10,5,58,0.000
4,1.256,-106.00,5,58,0.000
4,1.519,87.89,5,-59,0.000
4,1.752,83.50,5,59,0.000
4,1.984,-127.44,5,-39,0.000
4,2.223,-28.83,5,-55,0.000
4,2.474,142.73,5,57,0.000
4,2.713,-6.68,5,59,0.000
4,2.935,-149.24,5,-49,0.000
4,3.170,-56.78,4,18,0.000
5,0.141,8.79,5,59,0.000
5,0.367,-29.36,5,-58,0.000
5,0.620,60.29,5,59,0.000
5,0.842,-92.11,5,-17,0.000
5,1.069,72.60,5,-59,0.000
5,1.325,53.97,5,58,0.000
5,1.552,-135.70,5,-55,0.000
5,1.777,16.35,5,-57,0.000
5,2.076,128.15,5,58,0.000
5,2.312,-100.37,5,4,0.000
5,2.543,-184.57,4,21,0.000
5,2.793,-395.51,4,19,0.000
5,3.017,-61.17,5,-51,0.000
5,3.285,173.32,4,-23,0.000
5,3.515,256.82,4,-23,0.000
5,3.752,36.56,5,-59,0.000
5,4.014,206.54,4,-24,0.000
5,4.248,-8.44,4,66,0.000
5,4.473,22.50,4,-8,0.000
6,0.054,-4.22,5,59,0.000
6,0.331,28.65,5,-58,0.000
6,0.551,-5.80,5,30,0.000
6,0.869,58.53,5,-59,0.000
