attempt,t,pend_deg,mode,pwm,v_bus
1,0.161,0.18,5,-80,0.000
1,0.397,0.18,5,80,0.000
1,0.627,0.18,5,-80,0.000
1,0.849,0.18,5,80,0.000
1,1.076,0.18,5,-80,0.000
1,1.332,0.00,5,80,0.000
1,1.561,0.35,5,-80,0.000
1,1.790,0.18,5,56,0.000
1,2.019,0.18,5,-26,0.000
1,2.264,0.18,5,21,0.000
1,2.495,0.18,5,5,0.000
1,2.718,0.35,5,-45,0.000
1,2.940,0.18,5,80,0.000
1,3.176,0.18,5,-80,0.000
1,3.466,0.18,5,54,0.000
1,3.695,0.18,5,-80,0.000
1,3.924,0.18,5,80,0.000
1,4.233,0.18,5,-46,0.000
1,4.466,0.18,5,46,0.000
1,4.700,0.18,5,-73,0.000
1,4.928,0.18,5,80,0.000
1,5.158,0.18,5,-80,0.000
1,5.406,0.18,5,80,0.000
1,5.631,0.18,5,-80,0.000
1,5.857,0.18,5,80,0.000
1,6.084,0.18,5,-80,0.000
1,6.320,0.18,5,80,0.000
1,6.543,0.18,5,-61,0.000
1,6.772,0.18,5,30,0.000
1,7.054,0.18,5,-67,0.000
1,7.282,0.18,5,45,0.000
1,7.563,0.18,5,-80,0.000
1,8.050,0.18,5,80,0.000
1,8.277,0.18,5,43,0.000
1,8.517,0.18,5,-23,0.000
1,8.758,0.18,5,-6,0.000
1,8.987,0.18,5,17,0.000
1,9.251,0.18,5,-12,0.000
1,9.486,0.18,5,19,0.000
1,9.712,0.18,5,-56,0.000
1,9.933,0.18,5,80,0.000
1,10.168,0.18,5,-80,0.000
1,10.405,0.18,5,80,0.000
1,10.628,0.18,5,-80,0.000
1,10.856,0.18,5,80,0.000
1,11.086,0.18,5,-80,0.000
1,11.305,0.18,5,80,0.000
1,11.543,0.18,5,-49,0.000
1,11.768,0.18,5,20,0.000
1,11.990,0.18,5,11,0.000
1,12.271,0.18,5,25,0.000
1,12.513,0.18,5,-20,0.000
1,12.756,0.18,5,-11,0.000
1,12.977,0.18,5,32,0.000
1,13.207,0.18,5,-61,0.000
1,13.457,0.18,5,66,0.000
1,13.688,0.18,5,-80,0.000
1,13.912,0.18,5,80,0.000
1,14.136,0.18,5,-80,0.000
1,14.369,0.18,5,80,0.000
1,14.840,0.18,5,-80,0.000
1,15.063,0.18,5,-80,0.000
1,15.287,0.18,5,54,0.000
1,15.536,0.18,5,-50,0.000
1,15.775,0.18,5,36,0.000
1,16.059,0.18,5,-80,0.000
1,16.282,0.18,5,43,0.000
1,16.525,0.18,5,-38,0.000
1,16.749,0.18,5,-6,0.000
1,16.992,0.18,5,6,0.000
1,17.241,0.18,5,-12,0.000
1,17.470,0.18,5,43,0.000
1,17.697,0.18,5,-74,0.000
1,17.919,0.18,5,80,0.000
1,18.160,0.18,5,-80,0.000
1,18.389,0.18,5,80,0.000
1,18.615,0.18,5,-80,0.000
1,18.843,0.18,5,80,0.000
1,19.078,0.18,5,-80,0.000
1,19.308,0.18,5,68,0.000
1,19.540,0.18,5,-50,0.000
1,19.765,0.18,5,24,0.000
1,19.995,0.18,5,17,0.000
1,20.258,0.18,5,0,0.000
1,20.483,0.18,5,26,0.000
1,20.716,0.18,5,-61,0.000
1,20.944,0.18,5,80,0.000
1,21.165,0.18,5,-80,0.000
1,21.736,0.18,5,-19,0.000
1,21.959,0.18,5,61,0.000
1,22.186,0.18,5,-80,0.000
1,22.417,0.18,5,80,0.000
1,22.644,0.18,5,-80,0.000
1,22.898,0.18,5,80,0.000
1,23.118,0.18,5,-80,0.000
1,23.344,0.18,5,80,0.000
1,23.568,0.18,5,-80,0.000
1,23.813,0.18,5,78,0.000
