sp,attempt,t,pend_deg,mode,pwm,v_bus
60,6,6.699,8.96,4,-17,15.016
60,6,6.930,-11.07,4,-44,14.996
60,6,7.154,2.29,4,-18,15.016
60,6,7.377,0.53,4,-18,15.020
60,6,7.606,-3.87,4,-43,15.000
60,6,7.850,-1.76,4,-42,15.004
60,6,8.075,-2.29,4,-42,15.008
60,6,8.324,-0.70,4,-42,15.004
60,6,8.565,-2.64,4,-42,15.008
60,6,8.793,-0.88,4,-42,15.000
60,6,9.019,-1.76,4,-42,15.004
60,6,9.253,-1.93,4,-42,15.008
60,6,9.496,-1.05,4,-42,15.004
60,6,9.731,-2.46,4,-42,15.000
60,6,9.961,-1.05,4,-42,15.004
60,6,10.196,-1.93,4,-42,15.004
60,6,10.432,-1.76,4,-42,15.004
60,6,10.701,-1.41,4,-42,15.004
60,6,10.942,-1.93,4,-42,15.004
60,6,11.164,-1.23,4,-42,15.004
60,6,11.388,-1.93,4,-42,15.004
60,6,11.636,-1.41,4,-42,15.004
60,6,11.860,-1.58,4,-42,15.000
60,6,12.097,-1.76,4,-42,15.000
60,6,12.335,-1.41,4,-42,15.004
60,6,12.560,-1.93,4,-42,15.004
60,6,12.791,-1.41,4,-42,15.000
60,6,13.019,-1.58,4,-42,15.004
60,6,13.262,-1.76,4,-42,14.972
60,6,13.508,-1.41,4,-42,15.004
60,6,13.731,-1.76,4,-42,15.000
60,6,14.009,-1.58,4,-42,15.000
60,6,14.244,-1.58,4,-42,14.996
60,6,14.468,-1.58,4,-42,15.000
60,6,14.696,-1.58,4,-42,15.000
60,6,14.926,-1.58,4,-42,15.000
60,6,15.154,-1.58,4,-42,15.000
60,6,15.374,-1.58,4,-42,15.000
60,6,15.610,-1.58,4,-42,15.000
60,6,15.860,-1.58,4,-42,15.000
60,6,16.096,-1.58,4,-42,15.004
60,6,16.325,-1.58,4,-42,15.000
60,6,16.553,-1.58,4,-42,15.004
60,6,16.781,-1.58,4,-42,15.000
60,6,17.003,-1.58,4,-42,15.004
60,6,17.236,-1.58,4,-42,15.004
60,6,17.466,-1.58,4,-42,15.004
60,6,17.696,-1.58,4,-42,15.004
60,6,17.937,-1.58,4,-42,15.000
60,6,18.168,-1.58,4,-42,15.000
60,6,18.412,-1.58,4,-42,15.004
60,6,18.657,-1.41,4,-42,15.000
60,6,18.896,-1.76,4,-42,15.008
60,6,19.121,-1.58,4,-42,15.000
60,6,19.347,-1.41,4,-42,15.004
60,6,19.573,-1.76,4,-42,15.004
60,6,19.863,-1.58,4,-42,15.000
60,6,20.101,-1.58,4,-42,15.004
60,6,20.334,-1.76,4,-42,15.008
60,6,20.566,-1.58,4,-42,15.004
60,6,20.802,-1.76,4,-42,15.004
60,6,21.034,-1.58,4,-42,15.004
60,6,21.256,-1.58,4,-42,15.004
60,6,21.501,-1.58,4,-42,15.000
60,6,21.728,-1.58,4,-42,15.004
60,6,21.996,-1.58,4,-42,15.004
60,6,22.225,-1.58,4,-42,15.004
60,6,22.447,-1.58,4,-42,15.004
60,6,22.674,-1.58,4,-42,15.000
60,6,22.917,-1.58,4,-42,14.996
60,6,23.141,-1.58,4,-42,15.004
60,6,23.367,-1.58,4,-42,15.000
60,6,23.626,-1.76,4,-42,15.004
60,6,23.878,-1.58,4,-42,14.968
60,6,24.108,-1.76,4,-42,15.004
60,6,24.349,-1.58,4,-42,15.000
60,6,24.579,-1.58,4,-42,15.004
60,6,24.809,-1.76,4,-42,15.004
60,6,25.040,-1.58,4,-42,15.004
60,6,25.299,-1.58,4,-42,14.976
60,6,25.529,-1.58,4,-42,15.000
60,6,25.762,-1.58,4,-42,15.000
60,6,25.987,-1.58,4,-42,15.000
60,6,26.220,-1.58,4,-42,15.000
60,6,26.465,-1.58,4,-42,14.996
60,6,26.704,-1.58,4,-42,15.000
60,6,26.930,-1.58,4,-42,15.000
60,6,27.157,-1.58,4,-42,15.000
60,6,27.401,-1.58,4,-42,15.000
60,6,27.644,-1.58,4,-42,15.000
60,6,27.932,-1.58,4,-42,15.000
60,6,28.171,-1.58,4,-42,15.000
60,6,28.397,-1.76,4,-42,15.004
60,6,28.629,-1.41,4,-42,15.004
60,6,28.874,-1.76,4,-42,15.004
60,6,29.096,-1.76,4,-42,15.004
60,6,29.346,-1.41,4,-42,15.004
60,6,29.580,-1.76,4,-42,15.004
60,6,29.809,-1.58,4,-42,15.000
60,7,0.023,2.11,5,-59,14.744
60,7,0.246,-20.74,5,59,14.736
60,7,0.475,29.00,5,-59,14.868
60,7,0.713,-16.88,5,40,14.872
60,7,0.945,-31.29,5,-56,14.908
60,7,1.196,70.66,5,58,14.736
60,7,1.423,-113.73,5,-56,15.012
60,7,1.648,20.74,5,-58,14.900
60,7,1.873,124.45,5,59,14.712
60,7,2.100,-80.16,5,-4,15.020
60,7,2.334,-144.49,4,21,15.016
60,7,2.588,86.48,4,23,15.012
60,7,2.812,122.87,4,66,14.624
60,7,3.038,-91.93,4,43,14.932
60,7,3.287,-92.64,4,32,15.000
60,7,3.517,113.73,4,45,14.896
60,7,3.741,1.41,4,37,14.996
60,7,3.973,-90.70,4,33,15.000
60,7,4.210,97.73,4,44,14.896
60,7,4.436,-32.70,4,33,15.012
60,7,4.685,-27.95,4,16,15.020
60,7,4.912,47.64,4,48,14.840
60,7,5.148,-69.43,4,35,14.992
60,7,5.379,76.99,4,39,14.964
60,7,5.611,-9.49,4,14,15.016
60,7,5.840,-3.52,4,20,15.012
60,7,6.074,1.76,4,55,14.768
60,7,6.305,1.76,4,56,14.760
60,7,6.542,1.58,4,52,14.796
60,7,6.785,5.10,4,44,14.896
60,7,7.012,7.38,4,37,14.980
60,7,7.251,2.11,4,32,14.996
60,7,7.485,6.33,4,33,15.000
60,7,7.719,2.11,4,34,14.992
60,7,7.947,-1.76,4,15,15.016
60,7,8.219,0.53,4,37,14.976
60,7,8.514,2.81,4,36,14.976
60,7,8.760,1.76,4,34,14.996
60,7,9.033,2.11,4,34,14.996
60,7,9.259,0.88,4,35,15.000
60,7,9.504,2.11,4,34,14.996
60,7,9.744,1.41,4,34,15.000
60,7,9.973,1.58,4,34,14.996
60,7,10.207,1.93,4,34,14.996
60,7,10.454,1.05,4,34,14.996
60,7,10.685,2.11,4,34,14.996
60,7,10.928,1.23,4,34,15.000
60,7,11.180,1.76,4,34,14.996
60,7,11.410,1.58,4,34,15.000
60,7,11.655,1.41,4,34,15.000
60,7,11.891,1.76,4,34,14.996
60,7,12.133,1.41,4,34,14.996
60,7,12.361,1.76,4,34,14.996
60,7,12.593,1.58,4,34,15.000
60,7,12.821,1.58,4,34,15.000
60,7,13.053,1.58,4,34,15.000
60,7,13.293,1.58,4,34,14.996
60,7,13.537,1.58,4,34,15.000
60,7,13.763,1.58,4,34,15.000
60,7,14.009,1.58,4,34,14.996
60,7,14.248,1.58,4,34,14.996
60,7,14.490,1.58,4,34,15.000
60,7,14.735,1.58,4,34,14.996
60,7,14.964,1.58,4,34,15.000
60,7,15.197,1.58,4,34,14.996
60,7,15.452,1.58,4,34,15.000
60,7,15.723,1.58,4,34,15.000
60,7,15.996,1.58,4,34,15.000
60,7,16.246,1.58,4,34,15.004
60,7,16.475,1.58,4,34,14.996
60,7,16.721,1.58,4,34,15.000
60,7,16.969,1.58,4,34,15.000
60,7,17.194,1.58,4,34,15.000
60,7,17.425,1.58,4,34,15.000
60,7,17.657,1.58,4,34,15.004
60,7,17.903,1.58,4,34,15.000
60,7,18.128,1.58,4,34,15.004
60,7,18.360,1.58,4,34,15.004
60,7,18.600,1.58,4,34,15.004
60,7,18.838,1.58,4,34,14.996
60,7,19.082,1.58,4,34,15.000
60,7,19.321,1.58,4,34,15.000
60,7,19.543,1.58,4,34,15.004
60,7,19.803,1.58,4,34,15.004
60,7,20.027,1.58,4,34,14.996
60,7,20.279,1.76,4,34,15.000
60,7,20.504,1.58,4,34,14.996
60,7,20.732,1.58,4,34,15.000
60,7,20.989,1.58,4,34,15.000
60,7,21.221,1.58,4,34,15.000
60,7,21.517,1.58,4,34,15.000
60,7,21.751,1.58,4,34,15.000
60,7,22.031,1.58,4,34,15.000
60,7,22.262,1.58,4,34,15.000
60,7,22.485,1.58,4,34,14.996
60,7,22.717,1.58,4,34,15.000
60,7,22.974,1.58,4,34,15.000
60,7,23.204,1.58,4,34,15.000
60,7,23.432,1.58,4,34,14.996
60,7,23.711,1.58,4,34,14.996
60,7,23.944,1.58,4,34,15.000
60,7,24.186,1.76,4,34,14.996
60,7,24.415,1.58,4,34,14.996
60,7,24.652,1.58,4,34,15.000
60,7,24.912,1.58,4,34,15.000
60,7,25.138,1.58,4,34,14.996
60,7,25.410,1.58,4,34,14.996
60,7,25.646,1.58,4,34,15.000
60,7,25.910,1.58,4,34,14.996
60,7,26.149,1.58,4,34,14.996
60,7,26.370,1.58,4,34,14.996
60,7,26.604,1.58,4,34,14.996
60,7,26.859,1.58,4,34,14.996
60,7,27.082,1.58,4,34,14.996
60,7,27.313,1.58,4,34,14.996
60,7,27.547,1.58,4,34,15.000
60,7,27.780,1.58,4,34,14.996
60,7,28.025,1.58,4,34,14.996
60,7,28.287,1.58,4,34,14.996
60,7,28.515,1.58,4,34,14.996
60,7,28.796,1.58,4,34,15.000
60,7,29.024,1.58,4,34,14.996
60,7,29.259,1.58,4,34,15.000
60,7,29.513,1.58,4,34,14.996
60,7,29.744,1.58,4,34,14.996
60,7,29.975,1.58,4,34,15.000
60,8,0.044,4.39,5,-59,14.840
60,8,0.278,-35.86,5,-9,14.844
60,8,0.505,61.52,5,-37,14.880
60,8,0.729,-60.47,5,-40,15.012
60,8,0.957,58.01,5,-59,14.868
60,8,1.222,-42.36,5,-59,14.740
60,8,1.461,-72.42,5,-58,14.864
60,8,1.691,123.57,5,-58,14.864
60,8,1.947,-45.53,5,-59,14.748
60,8,2.168,-130.43,5,-54,14.900
60,8,2.404,89.65,5,-59,14.856
60,8,2.656,102.13,5,56,14.752
60,8,2.881,-135.53,5,59,14.708
60,8,3.110,-114.61,4,21,15.020
60,8,3.348,106.52,4,-68,15.016
60,8,3.579,30.76,4,69,14.636
60,8,3.803,-164.18,4,60,14.700
60,8,4.026,-287.40,4,0,15.020
60,8,4.259,-101.78,5,-59,14.864
60,8,4.497,54.84,5,40,14.932
60,8,4.727,-33.40,5,41,14.952
60,8,4.975,-7.56,5,43,14.904
60,8,5.215,38.50,5,53,14.816
60,8,5.448,-76.64,5,-51,14.948
60,8,5.680,93.87,5,-59,14.864
60,8,5.956,-63.81,5,58,14.740
60,8,6.181,-95.10,5,-59,14.844
60,8,6.408,121.47,5,53,14.980
60,8,6.664,51.68,5,57,14.784
60,8,6.886,-143.26,5,-28,15.016
60,8,7.108,-130.43,4,21,15.016
60,8,7.331,92.81,4,24,15.016
60,8,7.551,114.08,4,65,14.608
60,8,7.781,-119.00,4,61,14.680
60,8,8.007,-124.28,4,60,14.704
60,8,8.239,99.49,4,-43,15.004
60,8,8.479,110.92,4,66,14.624
60,8,8.704,-8.61,4,-18,14.712
60,8,8.928,16.17,4,-64,14.768
60,8,9.158,24.96,4,8,15.016
60,8,9.427,-21.27,4,-49,14.976
60,8,9.650,-16.52,4,-18,15.012
60,8,9.935,29.53,4,-18,15.016
60,8,10.242,14.41,4,-48,14.968
60,8,10.565,-5.62,4,-46,14.988
60,8,10.787,-6.15,4,-44,14.992
60,8,11.020,8.09,4,-19,15.016
60,8,11.265,5.10,4,-20,15.016
60,8,11.493,4.22,4,-21,15.016
60,8,11.722,1.41,4,-20,15.016
60,8,11.947,4.39,4,-20,15.016
60,8,12.178,3.16,4,-20,15.012
60,8,12.410,2.81,4,-20,15.016
60,8,12.633,8.79,4,-17,15.016
60,8,12.871,-10.90,4,-41,15.008
60,8,13.097,8.61,4,-19,15.016
60,8,13.323,5.98,4,-21,15.012
60,8,13.548,1.76,4,-22,15.012
60,8,13.827,1.58,4,-23,15.016
60,8,14.052,14.77,4,0,15.016
60,8,14.279,-1.76,4,-58,14.848
60,8,14.507,-0.35,4,-56,15.020
60,8,14.733,8.96,4,0,15.020
60,8,14.956,1.41,4,0,15.016
60,8,15.180,4.57,4,0,15.024
60,8,15.409,3.87,4,3,15.016
60,8,15.640,3.16,4,1,15.020
60,8,15.868,5.45,4,0,15.016
60,8,16.092,3.52,4,-23,15.012
60,8,16.320,-1.41,4,-52,14.932
60,8,16.569,-1.05,4,-51,14.948
60,8,16.798,3.16,4,-22,15.016
60,8,17.051,7.73,4,0,15.016
60,8,17.320,2.99,4,0,15.016
60,8,17.573,3.16,4,-22,15.012
60,8,17.810,-3.34,4,-51,14.940
60,8,18.043,3.87,4,-22,15.016
60,8,18.276,0.35,4,0,15.016
60,8,18.526,6.15,4,22,15.016
60,8,18.749,8.96,4,8,15.020
60,8,18.970,3.52,4,4,15.016
60,8,19.210,0.00,4,-23,15.008
60,8,19.444,1.76,4,-21,15.020
60,8,19.672,2.81,4,-20,15.016
60,8,19.903,2.81,4,-20,15.016
60,8,20.132,3.52,4,-20,15.012
60,8,20.371,4.92,4,-20,15.016
60,8,20.611,3.52,4,-20,15.016
60,8,20.844,2.29,4,-20,14.996
60,8,21.084,5.45,4,-20,15.016
60,8,21.309,0.88,4,-20,15.020
60,8,21.530,3.16,4,-20,15.016
60,8,21.758,5.27,4,-20,15.012
60,8,22.002,0.53,4,-20,15.012
60,8,22.231,5.62,4,-20,15.016
60,8,22.458,2.11,4,-20,15.016
60,8,22.706,4.22,4,-20,15.016
60,8,22.936,4.22,4,-20,15.020
60,8,23.180,3.87,4,-19,15.016
60,8,23.447,3.87,4,-20,15.016
60,8,23.681,3.69,4,-21,15.016
60,8,23.924,2.46,4,-21,15.008
60,8,24.178,2.29,4,-21,15.020
60,8,24.422,3.16,4,-23,15.012
60,8,24.667,8.79,4,-23,15.012
60,8,24.902,2.29,4,-22,15.012
60,8,25.139,1.05,4,-21,15.016
60,8,25.389,3.16,4,-21,15.012
60,8,25.619,3.52,4,-21,15.016
60,8,25.860,3.52,4,-21,15.016
60,8,26.093,3.16,4,-21,15.016
60,8,26.320,3.69,4,-21,15.020
60,8,26.560,3.16,4,-21,14.984
60,8,26.849,3.52,4,-21,15.016
60,8,27.083,3.16,4,-21,15.016
60,8,27.310,3.34,4,-21,15.016
60,8,27.551,3.52,4,-21,15.012
60,8,27.782,3.16,4,-21,15.016
60,8,28.019,3.34,4,-21,15.012
60,8,28.252,3.34,4,-21,15.012
60,8,28.482,3.34,4,-21,15.012
60,8,28.721,3.34,4,-21,15.012
60,8,28.950,3.34,4,-21,15.012
60,8,29.183,3.34,4,-21,15.012
60,8,29.411,3.34,4,-21,15.012
60,8,29.641,3.34,4,-21,15.008
60,8,29.879,3.34,4,-21,15.012
60,9,0.053,-23.91,5,-2,14.752
60,9,0.280,46.76,5,-58,14.864
60,9,0.512,-48.16,5,-12,15.016
60,9,0.750,41.13,5,-59,14.868
60,9,0.974,3.52,5,59,14.752
60,9,1.201,-96.33,5,-56,14.876
60,9,1.429,107.93,5,-59,14.848
60,9,1.682,51.68,5,59,14.736
60,9,1.936,-135.18,5,-52,14.936
60,9,2.157,38.50,5,59,14.880
60,9,2.397,133.24,5,56,14.724
60,9,2.628,-58.71,5,-56,14.980
60,9,2.874,-152.93,4,19,15.012
60,9,3.105,13.01,4,19,15.016
60,9,3.366,156.80,4,49,14.844
60,9,3.596,7.91,4,36,15.004
60,9,3.831,5.45,4,23,14.980
60,9,4.068,-40.08,4,0,15.016
60,9,4.298,40.60,4,61,14.912
60,9,4.519,-53.97,4,43,14.928
60,9,4.743,46.05,4,16,15.016
60,9,4.974,16.52,4,34,14.996
60,9,5.198,-24.08,4,17,15.016
60,9,5.431,16.88,4,55,14.768
60,9,5.661,-42.72,4,19,15.016
60,9,5.894,56.95,4,45,14.888
60,9,6.132,6.68,4,17,15.012
60,9,6.358,-23.38,4,42,14.932
60,9,6.640,30.23,4,48,14.852
60,9,6.863,-33.57,4,16,15.012
60,9,7.092,41.48,4,41,14.944
60,9,7.314,-10.55,4,15,15.012
60,9,7.546,0.35,4,43,14.924
60,9,7.770,5.27,4,18,15.016
60,9,8.043,-29.53,4,37,14.972
60,9,8.271,36.39,4,17,15.012
60,9,8.495,-21.45,4,14,15.012
60,9,8.736,17.93,4,44,14.908
60,9,8.976,-15.12,4,17,15.016
60,9,9.205,5.27,4,41,14.952
60,9,9.455,12.83,4,16,15.016
60,9,9.676,-9.14,4,34,15.000
60,9,9.922,20.21,4,42,14.924
60,9,10.158,-21.27,4,17,15.016
60,9,10.416,4.57,4,41,14.948
60,9,10.661,15.64,4,16,15.016
60,9,10.900,-15.29,4,34,14.992
60,9,11.137,19.51,4,42,14.928
60,9,11.368,-17.23,4,16,15.012
60,9,11.602,8.61,4,41,14.948
60,9,11.841,8.79,4,16,15.016
60,9,12.095,-15.82,4,34,15.000
60,9,12.371,11.60,4,40,14.952
60,9,12.603,0.00,4,17,15.012
60,9,12.836,-10.02,4,38,14.976
60,9,13.070,22.15,4,16,15.012
60,9,13.301,-21.09,4,14,15.012
60,9,13.526,23.20,4,40,14.948
60,9,13.757,-17.40,4,15,15.016
60,9,13.986,11.78,4,39,14.960
60,9,14.225,2.81,4,15,15.016
60,9,14.451,-8.61,4,35,14.996
60,9,14.680,20.21,4,16,15.016
60,9,14.907,-21.45,4,14,15.000
60,9,15.139,28.12,4,39,14.956
60,9,15.365,-24.96,4,14,15.016
60,9,15.639,11.25,4,38,14.976
60,9,15.867,1.93,4,15,15.016
60,9,16.157,-22.50,4,14,15.016
60,9,16.385,27.95,4,39,14.956
60,9,16.618,-20.57,4,14,15.016
60,9,16.871,9.49,4,37,14.972
60,9,17.108,5.45,4,15,15.012
60,9,17.341,-13.01,4,35,14.996
60,9,17.600,26.02,4,39,14.952
60,9,17.863,-12.66,4,15,15.004
60,9,18.095,4.57,4,37,14.980
60,9,18.333,10.72,4,16,14.980
60,9,18.557,-15.47,4,15,14.992
60,9,18.796,23.73,4,39,14.956
60,9,19.033,-18.81,4,14,15.020
60,9,19.262,17.23,4,38,14.972
60,9,19.499,1.93,4,15,15.016
60,9,19.749,-12.83,4,35,14.988
60,9,19.977,21.80,4,38,14.968
60,9,20.216,-17.40,4,14,15.016
60,9,20.464,10.20,4,37,14.976
60,9,20.764,21.45,4,38,14.968
60,9,21.006,-17.23,4,14,15.012
60,9,21.243,11.25,4,37,14.976
60,9,21.474,4.22,4,15,15.016
60,9,21.711,-11.60,4,15,14.988
60,9,21.939,20.57,4,38,14.964
60,9,22.197,-15.82,4,15,15.016
60,9,22.445,3.34,4,37,14.980
60,9,22.683,12.66,4,16,15.016
60,9,22.905,-16.17,4,15,15.004
60,9,23.138,22.68,4,38,14.964
60,9,23.367,-16.35,4,14,15.012
60,9,23.610,7.73,4,37,14.984
60,9,23.842,7.56,4,16,15.016
60,9,24.083,-12.30,4,15,14.992
60,9,24.346,20.39,4,38,14.964
60,9,24.573,-9.14,4,15,15.016
60,9,24.817,4.57,4,37,14.984
60,9,25.046,14.77,4,16,15.016
60,9,25.303,-15.12,4,14,15.016
60,9,25.535,14.59,4,38,14.968
60,9,25.761,1.58,4,21,15.016
60,9,25.995,-8.61,4,15,14.996
60,9,26.220,16.88,4,38,14.968
60,9,26.464,-9.14,4,15,15.004
60,9,26.717,-2.11,4,15,15.008
60,9,26.941,10.55,4,37,14.976
60,9,27.169,-2.81,4,15,15.016
60,9,27.420,-1.76,4,15,15.016
60,9,27.654,3.34,4,36,14.980
60,9,27.886,3.34,4,35,14.992
60,9,28.133,1.23,4,35,14.988
60,9,28.367,2.64,4,35,14.988
60,9,28.613,1.05,4,35,14.992
60,9,28.870,2.64,4,35,14.992
60,9,29.172,1.23,4,35,14.992
60,9,29.466,2.46,4,35,14.988
60,9,29.715,1.41,4,35,14.984
60,9,29.958,2.11,4,35,14.980
60,10,0.024,-15.64,5,59,14.732
60,10,0.259,28.48,5,-58,14.868
60,10,0.511,-26.19,5,14,15.012
60,10,0.764,43.59,5,22,15.016
60,10,1.042,-73.48,5,54,14.796
60,10,1.333,49.22,5,55,14.792
60,10,1.570,-27.60,5,-58,14.884
60,10,1.802,63.10,5,54,14.776
60,10,2.044,-93.52,5,58,14.736
60,10,2.279,63.81,5,54,15.008
60,10,2.508,20.92,5,58,14.780
60,10,2.755,-117.42,5,-56,14.892
60,10,2.984,79.63,5,-49,14.972
60,10,3.211,110.04,5,49,14.828
60,10,3.438,-119.00,5,58,14.736
60,10,3.683,-91.41,5,-58,14.840
60,10,3.910,143.79,5,58,14.864
60,10,4.135,113.20,4,-20,15.016
60,10,4.366,-125.16,4,-57,14.880
60,10,4.589,-100.02,4,-47,14.980
60,10,4.817,97.21,4,-34,15.012
60,10,5.043,-49.04,4,-22,15.016
60,10,5.276,-26.89,4,-50,14.964
60,10,5.515,69.43,4,-40,15.004
60,10,5.738,-78.93,4,-48,14.968
60,10,5.979,56.07,4,-35,15.016
60,10,6.209,-48.52,4,-20,15.016
60,10,6.433,37.97,4,-41,15.008
60,10,6.661,-30.06,4,-20,15.016
60,10,6.884,21.45,4,-41,15.012
60,10,7.111,-24.61,4,-19,15.016
60,10,7.339,19.16,4,-39,15.008
60,10,7.576,-26.02,4,-45,15.016
60,10,7.838,21.97,4,-17,15.016
60,10,8.085,-12.13,4,-44,15.000
60,10,8.331,-7.91,4,-18,15.012
60,10,8.566,10.37,4,-17,14.992
60,10,8.816,-10.02,4,-43,15.000
60,10,9.062,-3.34,4,-42,15.004
60,10,9.352,1.05,4,-17,15.016
60,10,9.577,-1.23,4,-42,15.004
60,10,9.845,-2.81,4,-41,15.008
60,10,10.071,-1.41,4,-41,15.008
60,10,10.316,-1.76,4,-41,15.000
60,10,10.567,-2.11,4,-41,15.008
60,10,10.797,-1.05,4,-41,15.000
60,10,11.034,-2.64,4,-41,15.008
60,10,11.266,-1.23,4,-41,15.008
60,10,11.492,-1.93,4,-41,15.004
60,10,11.728,-1.93,4,-41,15.008
60,10,11.962,-1.41,4,-41,15.008
60,10,12.188,-2.29,4,-41,15.004
60,10,12.417,-1.41,4,-41,15.008
60,10,12.645,-2.11,4,-41,15.008
60,10,12.901,-1.76,4,-41,15.004
60,10,13.130,-1.58,4,-41,15.004
60,10,13.364,-2.29,4,-41,15.004
60,10,13.586,-1.41,4,-41,15.004
60,10,13.819,-2.11,4,-41,15.008
60,10,14.060,-1.76,4,-41,15.000
60,10,14.292,-1.76,4,-41,15.004
60,10,14.529,-1.93,4,-41,15.008
60,10,14.756,-1.58,4,-41,15.008
60,10,14.984,-1.93,4,-41,15.004
60,10,15.217,-1.76,4,-41,15.004
60,10,15.461,-1.76,4,-41,15.004
60,10,15.685,-1.93,4,-41,15.008
60,10,15.931,-1.76,4,-41,15.000
60,10,16.156,-1.76,4,-41,15.004
60,10,16.388,-1.76,4,-41,15.000
60,10,16.616,-1.76,4,-41,15.004
60,10,16.859,-1.76,4,-41,15.004
60,10,17.128,-1.76,4,-41,15.004
60,10,17.360,-1.76,4,-41,15.004
60,10,17.586,-1.76,4,-41,15.004
60,10,17.812,-1.76,4,-41,15.004
60,10,18.042,-1.93,4,-41,15.004
60,10,18.271,-1.76,4,-41,15.004
60,10,18.531,-1.76,4,-41,15.000
60,10,18.758,-1.93,4,-41,15.004
60,10,19.020,-1.76,4,-41,14.996
60,10,19.249,-1.76,4,-41,15.000
60,10,19.477,-1.76,4,-41,15.000
60,10,19.717,-1.76,4,-41,15.000
60,10,19.981,-1.76,4,-41,15.004
60,10,20.233,-1.76,4,-41,15.000
60,10,20.474,-1.76,4,-41,15.000
60,10,20.713,-1.76,4,-41,15.000
60,10,20.939,-1.76,4,-41,15.000
60,10,21.164,-1.76,4,-41,14.992
60,10,21.420,-1.76,4,-41,15.000
60,10,21.647,-1.76,4,-41,15.000
60,10,21.901,-1.76,4,-41,15.000
60,10,22.125,-1.76,4,-41,15.000
60,10,22.348,-1.76,4,-41,14.996
60,10,22.572,-1.76,4,-41,15.004
60,10,22.836,-1.76,4,-41,15.004
60,10,23.065,-1.76,4,-41,15.000
60,10,23.296,-1.76,4,-41,15.004
60,10,23.526,-1.76,4,-41,15.000
60,10,23.772,-1.76,4,-41,15.000
60,10,24.003,-1.76,4,-41,15.004
60,10,24.242,-1.76,4,-41,14.996
60,10,24.469,-1.76,4,-41,14.996
60,10,24.713,-1.76,4,-41,14.996
60,10,24.938,-1.76,4,-41,15.000
60,10,25.182,-1.76,4,-41,15.000
60,10,25.430,-1.76,4,-41,15.000
60,10,25.656,-1.76,4,-41,15.000
60,10,25.881,-1.76,4,-41,15.000
60,10,26.125,-1.76,4,-41,15.000
60,10,26.356,-1.76,4,-41,15.004
60,10,26.598,-1.76,4,-41,15.004
60,10,26.891,-1.76,4,-41,15.000
60,10,27.131,-1.76,4,-41,15.000
60,10,27.438,-1.76,4,-41,15.004
60,10,27.671,-1.76,4,-41,15.004
60,10,27.922,-1.76,4,-41,15.000
60,10,28.162,-1.76,4,-41,15.004
60,10,28.415,-1.76,4,-41,15.000
60,10,28.654,-1.76,4,-41,15.004
60,10,28.877,-1.76,4,-41,15.004
60,10,29.114,-1.76,4,-41,15.000
60,10,29.368,-1.76,4,-41,14.996
60,10,29.592,-1.76,4,-41,15.004
60,10,29.837,-1.76,4,-41,15.004
60,11,0.031,-18.63,5,59,14.732
60,11,0.259,39.02,5,-58,14.856
60,11,0.490,-34.10,5,-11,15.012
60,11,0.725,27.95,5,-59,14.872
60,11,0.954,17.93,5,59,14.732
60,11,1.183,-93.34,5,-56,14.880
60,11,1.419,106.70,5,-59,14.848
60,11,1.645,32.87,5,59,14.744
60,11,1.879,-129.55,5,-52,14.932
60,11,2.102,38.85,5,-59,14.884
60,11,2.327,132.01,5,58,14.720
60,11,2.598,-93.69,5,-45,15.004
60,11,2.825,-136.06,5,-47,14.976
60,11,3.051,78.57,5,-56,14.888
60,11,3.291,124.81,5,-59,14.732
60,11,3.540,-116.19,5,-38,15.008
60,11,3.834,-102.83,4,21,15.012
60,11,4.066,128.32,4,-43,15.000
60,11,4.310,56.60,4,63,14.668
60,11,4.565,-136.76,4,35,14.996
60,11,4.815,42.36,4,18,15.012
60,11,5.054,98.09,4,44,14.904
60,11,5.278,-88.94,4,33,14.992
60,11,5.509,47.28,4,21,15.012
60,11,5.762,-13.36,4,43,14.932
60,11,5.986,-62.58,4,34,14.992
60,11,6.207,90.53,4,37,14.980
60,11,6.433,-14.77,4,33,14.996
60,11,6.664,7.38,4,21,15.004
60,11,6.897,-34.63,4,51,14.812
60,11,7.142,36.21,4,22,15.012
60,11,7.367,-24.26,4,38,14.972
60,11,7.593,10.72,4,14,15.012
60,11,7.819,31.11,4,32,15.000
60,11,8.046,-27.77,4,15,15.012
60,11,8.298,8.61,4,49,14.840
60,11,8.533,-12.66,4,19,15.012
60,11,8.758,19.51,4,44,14.924
60,11,8.984,-24.96,4,14,15.012
60,11,9.209,40.96,4,36,14.984
60,11,9.443,1.58,4,39,14.948
60,11,9.681,-6.33,4,19,15.016
60,11,9.902,-6.15,4,20,15.008
60,11,10.128,-4.75,4,19,15.012
60,11,10.382,-2.46,4,17,15.012
60,11,10.617,6.68,4,35,14.988
60,11,10.851,4.57,4,33,14.996
60,11,11.102,0.88,4,33,15.000
60,11,11.339,1.41,4,35,14.984
60,11,11.574,0.53,4,35,14.988
60,11,11.797,2.46,4,34,15.000
60,11,12.032,1.76,4,34,14.992
60,11,12.266,1.41,4,34,14.984
60,11,12.517,2.29,4,34,14.988
60,11,12.765,1.41,4,34,14.988
60,11,13.002,1.93,4,34,14.988
60,11,13.250,1.58,4,34,14.988
60,11,13.483,1.76,4,34,14.992
60,11,13.725,1.76,4,34,14.996
60,11,13.962,1.76,4,34,14.992
60,11,14.184,1.76,4,34,14.988
60,11,14.410,1.76,4,34,14.992
