alpha_deg,i_ma,mode,pwm,setpoint_deg,t_s,theta_deg,v_bus
-142.734,27.2,4,67,0.0,0.0,4.395,15.02
-145.547,113.0,4,-69,0.0,0.0867,8.086,14.84
-147.832,111.8,4,-69,0.0,0.1794,13.887,14.832
-150.117,100.1,4,50,0.0,0.2692,26.016,14.864
-151.523,72.3,4,-66,0.0,0.3529,43.77,14.9
-152.051,93.3,4,-64,0.0,0.4331,61.699,14.872
-152.402,93.3,4,-58,0.0,0.5079,91.582,14.872
-142.031,80.0,0,0,0.0,0.5897,121.289,14.9
-112.148,28.1,0,0,0.0,0.6914,133.242,15.016
-113.379,26.7,0,0,0.0,0.8042,135.0,15.02
-145.898,26.7,0,0,0.0,0.9334,134.824,15.016
-166.992,28.1,0,0,0.0,1.0181,126.563,15.016
-158.027,28.1,0,0,0.0,1.1095,106.348,15.016
-122.695,27.4,0,0,0.0,1.1892,64.687,15.024
-129.727,24.1,0,0,0.0,1.3197,53.965,15.02
-162.246,27.1,0,0,0.0,1.4089,52.383,15.02
-165.586,27.1,0,0,0.0,1.5185,46.406,15.02
-144.668,26.5,0,0,0.0,1.6003,28.125,15.02
-123.926,25.0,0,0,0.0,1.6841,10.898,15.016
-142.207,26.6,0,0,0.0,1.8094,15.293,15.02
-159.961,27.8,0,0,0.0,1.8881,20.918,15.012
-159.609,27.1,0,0,0.0,1.953,19.16,15.024
-140.625,27.3,0,0,0.0,2.0389,9.668,15.016
-127.441,27.3,0,0,0.0,2.1098,4.395,15.016
-147.656,28.0,0,0,0.0,2.1795,18.105,15.012
-154.512,26.8,0,0,0.0,2.3361,25.84,15.02
-134.297,27.6,0,0,0.0,2.4778,20.918,15.016
-128.672,27.3,0,0,0.0,2.5515,21.973,15.02
-136.055,27.3,0,0,0.0,2.6184,29.531,15.02
-148.887,27.2,0,0,0.0,2.6892,39.199,15.016
-154.512,27.4,0,0,0.0,2.757,45.176,15.02
-146.777,27.4,0,0,0.0,2.8298,45.352,15.02
-133.242,26.9,0,0,0.0,2.8991,43.242,15.02
-134.648,26.9,0,0,0.0,2.9796,49.395,15.024
-144.844,27.0,0,0,0.0,3.0884,57.129,15.02
-151.348,27.0,0,0,0.0,3.153,62.578,15.02
-146.777,26.6,0,0,0.0,3.2268,62.578,15.016
