alpha_deg,i_ma,mode,pwm,setpoint_deg,t_s,theta_deg,v_bus
-333.984,26.8,7,-13,0.0,0.0,4.746,15.016
-335.742,27.5,7,-14,0.0,0.0986,6.855,15.02
-337.852,26.8,7,3,0.0,0.1664,8.789,15.02
-337.324,27.0,7,-4,0.0,0.2322,9.492,15.02
-334.863,27.9,7,-14,0.0,0.327,9.492,15.016
-335.039,27.8,7,-6,0.0,0.4333,10.547,15.012
-336.094,27.2,7,2,0.0,0.533,11.426,15.02
-336.621,27.2,7,8,0.0,0.6058,11.602,15.02
-336.445,26.8,7,10,0.0,0.7254,11.602,15.02
-336.094,27.4,7,7,0.0,0.8043,11.602,15.02
-335.918,26.5,7,7,0.0,0.8992,11.602,15.024
-335.918,27.1,7,7,0.0,0.9806,11.602,15.02
-336.445,27.4,7,10,0.0,1.0923,11.602,15.02
-336.445,27.8,7,9,0.0,1.2389,11.602,15.016
-336.27,27.3,7,9,0.0,1.3277,11.602,15.016
-335.918,27.3,7,7,0.0,1.4314,11.602,15.016
-335.918,26.8,7,7,0.0,1.5093,11.602,15.02
-335.918,27.0,7,7,0.0,1.5821,11.602,15.02
-336.094,27.2,7,9,0.0,1.6609,11.602,15.02
-336.445,27.2,7,10,0.0,1.7404,11.602,15.02
-336.445,27.2,7,9,0.0,1.8308,11.602,15.016
-336.094,27.2,7,7,0.0,1.9186,11.602,15.016
-335.918,27.1,7,8,0.0,2.0243,11.602,15.02
-335.918,29.2,7,7,0.0,2.0921,11.602,15.008
-336.094,29.8,7,9,0.0,2.1838,11.602,15.008
-336.27,26.5,7,9,0.0,2.2766,11.602,15.02
-336.445,26.6,7,10,0.0,2.3613,11.602,15.02
-336.27,27.4,7,7,0.0,2.4551,11.602,15.02
-336.094,27.3,7,7,0.0,2.5579,11.602,15.02
-336.094,27.2,7,8,0.0,2.6446,11.602,15.02
-336.094,27.5,7,8,0.0,2.7783,11.602,15.016
-336.27,27.8,7,9,0.0,2.858,11.602,15.016
-336.27,27.8,7,8,0.0,2.9355,11.602,15.016
-336.27,24.3,7,9,0.0,3.0183,11.602,15.012
-336.094,27.3,7,6,0.0,3.0899,11.602,15.016
-336.094,27.4,7,8,0.0,3.1844,11.602,15.02
-336.094,26.8,7,8,0.0,3.2632,11.602,15.02
-336.094,23.6,7,8,0.0,3.3511,11.602,15.02
-336.27,23.6,7,9,0.0,3.4495,11.602,15.016
-336.27,27.1,7,8,0.0,3.5275,11.602,15.016
-336.094,24.7,7,9,0.0,3.6079,11.602,15.004
-336.094,27.0,7,8,0.0,3.6826,11.602,15.02
-336.094,27.3,7,8,0.0,3.8291,11.602,15.02
-336.094,27.1,7,8,0.0,3.9307,11.602,15.016
-336.094,26.7,7,8,0.0,4.0255,11.602,15.02
-336.094,26.7,7,8,0.0,4.1033,11.602,15.02
-336.094,27.2,7,8,0.0,4.1956,11.602,15.016
-336.094,27.1,7,8,0.0,4.2883,11.602,15.02
-336.094,27.4,7,8,0.0,4.3892,11.602,15.016
-336.094,27.4,7,8,0.0,4.54,11.602,15.016
-336.094,25.9,7,8,0.0,4.6514,11.602,15.02
-336.094,27.2,7,8,0.0,4.733,11.602,15.016
-336.094,26.7,7,8,0.0,4.8148,11.602,15.016
-336.094,26.7,7,8,0.0,4.9036,11.602,15.016
-336.094,27.3,7,8,0.0,5.0742,11.602,15.016
-336.094,27.1,7,8,0.0,5.2394,11.602,15.02
-336.094,27.0,7,8,0.0,5.3082,11.602,15.016
-336.094,27.1,7,8,0.0,5.4967,11.602,15.02
-336.094,27.0,7,8,0.0,5.7106,11.602,15.02
-336.094,27.1,7,8,0.0,5.8133,11.602,15.02
-336.094,26.8,7,8,0.0,5.8819,11.602,15.02
-336.094,27.3,7,8,0.0,5.9928,11.602,15.02
-336.094,27.3,7,8,0.0,6.0606,11.602,15.02
-336.094,27.2,7,8,0.0,6.1284,11.602,15.02
-336.094,27.1,7,8,0.0,6.3152,11.602,15.02
-336.094,28.2,7,8,0.0,6.4089,11.602,15.012
-336.094,27.1,7,8,0.0,6.4947,11.602,15.016
-336.094,26.9,7,8,0.0,6.6199,11.602,15.016
-336.094,26.9,7,8,0.0,6.83,11.602,15.02
-336.094,27.3,7,8,0.0,6.9393,11.602,15.02
-336.094,27.4,7,8,0.0,7.0081,11.602,15.02
-336.094,27.1,7,8,0.0,7.2467,11.602,15.02
-336.094,27.2,7,8,0.0,7.3694,11.602,15.02
-336.094,27.1,7,8,0.0,7.4571,11.602,15.02
-336.094,28.9,7,8,0.0,7.5624,11.602,14.992
-336.094,27.4,7,8,0.0,7.8586,11.602,15.02
-336.094,27.4,7,8,0.0,8.2588,11.602,15.02
-336.094,26.5,7,8,0.0,8.3555,11.602,15.02
-336.094,27.1,7,8,0.0,8.4633,11.602,15.02
-336.094,27.4,7,8,0.0,8.6487,11.602,15.016
-336.094,26.6,7,8,0.0,8.7226,11.602,15.02
-336.094,27.2,7,8,0.0,8.8382,11.602,15.02
-336.094,26.8,7,8,0.0,8.9549,11.602,15.02
-336.094,27.3,7,8,0.0,9.0337,11.602,15.016
-336.094,27.1,7,8,0.0,9.14,11.602,15.016
-336.094,27.3,7,8,0.0,9.2207,11.602,15.016
-336.094,27.3,7,8,0.0,9.3016,11.602,15.02
-336.094,27.4,7,8,0.0,9.3863,11.602,15.016
-336.094,26.7,7,8,0.0,9.5857,11.602,15.016
-336.094,27.2,7,8,0.0,9.8,11.602,15.02
-336.094,26.7,7,8,0.0,9.9037,11.602,15.02
-336.094,27.2,7,8,0.0,9.9755,11.602,15.016
