alpha_deg,i_ma,mode,pwm,setpoint_deg,t_s,theta_deg,v_bus
-198.633,29.3,4,-24,0.0,0.0,1.758,15.02
-201.27,39.3,4,-24,0.0,0.0966,5.625,14.992
-202.5,39.7,4,-24,0.0,0.2073,8.789,14.996
-198.984,39.5,4,-7,0.0,0.2797,13.711,14.992
-196.172,102.4,4,-69,0.0,0.4543,18.457,14.852
-196.172,110.4,4,60,0.0,0.612,18.457,14.836
-194.238,115.5,4,65,0.0,0.6926,9.492,14.828
-193.535,108.8,4,69,0.0,0.8298,-1.934,14.832
-192.48,117.5,4,-54,0.0,0.9505,-21.621,14.82
-191.602,112.6,4,67,0.0,1.0163,-42.891,14.832
-191.074,103.0,4,63,0.0,1.1051,-67.148,14.852
-193.711,87.2,0,0,0.0,1.1769,-96.855,14.888
-216.738,27.3,0,0,0.0,1.273,-117.598,15.02
-232.207,27.3,0,0,0.0,1.3622,-125.156,15.02
-226.055,27.0,0,0,0.0,1.455,-132.187,15.024
-207.949,27.2,0,0,0.0,1.5258,-133.242,15.02
-195.117,26.7,0,0,0.0,1.6056,-124.453,15.02
-199.512,27.1,0,0,0.0,1.6894,-91.582,15.016
-206.016,27.3,0,0,0.0,1.824,-70.137,15.02
-196.875,27.4,0,0,0.0,1.9073,-50.449,15.016
-191.426,27.3,0,0,0.0,2.046,-32.344,15.02
-198.633,27.3,0,0,0.0,2.1758,-20.215,15.02
-205.312,26.9,0,0,0.0,2.2516,-7.383,15.02
-200.215,27.4,0,0,0.0,2.3474,-3.34,15.02
-191.953,27.1,0,0,0.0,2.4313,-1.406,15.02
-195.117,27.0,0,0,0.0,2.5248,4.57,15.02
-204.434,26.9,0,0,0.0,2.6285,11.602,15.02
-201.797,27.1,0,0,0.0,2.7273,11.602,15.024
-194.766,26.8,0,0,0.0,2.8399,9.141,15.02
-196.348,27.1,0,0,0.0,2.9282,10.371,15.02
-202.324,26.9,0,0,0.0,3.033,12.656,15.02
-202.324,26.9,0,0,0.0,3.1289,11.602,15.02
-198.984,27.2,0,0,0.0,3.2098,9.141,15.02
-197.402,27.2,0,0,0.0,3.2865,8.086,15.02
-199.512,27.5,0,0,0.0,3.3558,8.262,15.02
-201.621,26.9,0,0,0.0,3.4645,8.086,15.02
-200.566,25.7,0,0,0.0,3.5813,7.031,15.024
-199.336,26.8,0,0,0.0,3.682,6.855,15.024
-198.984,25.4,0,0,0.0,3.7887,6.855,15.02
-199.336,27.5,0,0,0.0,3.8765,6.855,15.02
-200.039,27.5,0,0,0.0,3.9692,6.855,15.02
-200.566,25.8,0,0,0.0,4.056,6.855,15.02
-200.391,28.4,0,0,0.0,4.1458,6.855,15.012
-200.039,27.5,0,0,0.0,4.2126,6.855,15.02
-199.336,30.0,0,0,0.0,4.2854,6.855,14.992
-199.336,30.0,0,0,0.0,4.3682,7.031,14.992
-199.336,24.7,0,0,0.0,4.441,7.031,15.02
-199.687,27.1,0,0,0.0,4.5142,7.031,15.024
-200.215,27.1,0,0,0.0,4.5921,7.031,15.016
-200.391,27.1,0,0,0.0,4.6789,7.031,15.016
-200.215,26.4,0,0,0.0,4.7616,7.031,15.02
-199.687,27.1,0,0,0.0,4.8261,7.031,15.02
-199.512,26.7,0,0,0.0,4.898,7.031,15.02
-199.336,26.7,0,0,0.0,4.9721,7.031,15.02
-199.512,27.0,0,0,0.0,5.0499,7.031,15.02
-200.039,27.3,0,0,0.0,5.1301,7.031,15.02
-200.215,27.1,0,0,0.0,5.216,7.031,15.02
-200.039,27.0,0,0,0.0,5.3067,7.031,15.02
-199.687,27.0,0,0,0.0,5.4242,7.031,15.02
-199.512,26.7,0,0,0.0,5.503,7.031,15.02
-199.512,27.0,0,0,0.0,5.6028,7.031,15.02
-199.863,27.0,0,0,0.0,5.6985,7.031,15.02
-200.215,27.1,0,0,0.0,5.7657,7.031,15.02
-200.039,27.1,0,0,0.0,5.8884,7.031,15.02
-199.863,27.0,0,0,0.0,5.9612,7.031,15.016
-199.687,26.9,0,0,0.0,6.03,7.031,15.02
-199.512,27.1,0,0,0.0,6.1083,7.031,15.02
-199.687,27.0,0,0,0.0,6.1951,7.031,15.02
-200.039,27.2,0,0,0.0,6.2983,7.031,15.02
-200.039,27.2,0,0,0.0,6.4,7.031,15.02
-200.039,26.7,0,0,0.0,6.4644,7.031,15.02
-199.687,27.2,0,0,0.0,6.5451,7.031,15.02
-199.687,25.8,0,0,0.0,6.6658,7.031,15.02
-199.863,27.2,0,0,0.0,6.8114,7.031,15.016
-200.039,27.2,0,0,0.0,6.8952,7.031,15.016
-200.039,26.8,0,0,0.0,6.9782,7.031,15.02
-199.863,27.0,0,0,0.0,7.0726,7.031,15.02
-199.687,26.7,0,0,0.0,7.1504,7.031,15.016
-199.687,27.2,0,0,0.0,7.2352,7.031,15.02
-199.687,27.2,0,0,0.0,7.3035,7.031,15.02
-199.687,26.9,0,0,0.0,7.3903,7.031,15.02
-200.039,26.5,0,0,0.0,7.4611,7.031,15.02
-200.039,27.1,0,0,0.0,7.5439,7.207,15.016
-200.039,26.3,0,0,0.0,7.6177,7.207,15.016
-199.863,26.3,0,0,0.0,7.697,7.207,15.016
-199.687,27.3,0,0,0.0,7.7653,7.207,15.012
-199.512,27.3,0,0,0.0,7.8361,7.207,15.02
-199.687,27.3,0,0,0.0,7.905,7.383,15.02
-199.863,26.6,0,0,0.0,7.9738,7.383,15.02
-200.039,26.7,0,0,0.0,8.0815,7.383,15.016
-200.039,25.0,0,0,0.0,8.1692,7.383,15.016
-199.863,27.4,0,0,0.0,8.251,7.383,15.02
-199.687,27.1,0,0,0.0,8.3158,7.383,15.024
-199.687,27.1,0,0,0.0,8.3832,7.383,15.024
-199.687,26.6,0,0,0.0,8.4859,7.383,15.024
-199.863,26.6,0,0,0.0,8.5548,7.383,15.02
