alpha_deg,i_ma,mode,pwm,setpoint_deg,t_s,theta_deg,v_bus
-359.297,69.4,7,67,0.0,0.0,2.373,14.92
-350.508,117.3,7,70,0.0,0.082,-13.623,14.824
-344.355,44.7,7,-47,0.0,0.1747,-32.256,14.98
-359.648,26.5,7,41,0.0,0.263,-34.014,15.016
-361.934,318.0,7,101,0.0,0.3359,-48.779,14.36
-362.109,318.0,7,-177,0.0,0.4241,-59.854,14.36
-367.383,524.9,7,37,0.0,0.5133,-38.408,13.952
-352.617,198.3,7,-164,0.0,0.6061,-65.83,14.704
-346.992,546.4,7,-13,0.0,0.6874,-51.768,13.888
-345.762,252.8,7,41,0.0,0.7741,-22.588,14.524
-332.93,37.9,7,-74,0.0,0.9008,-14.678,14.996
-333.633,26.7,7,30,0.0,0.9746,4.131,15.02
-328.184,48.3,7,41,0.0,1.0642,21.357,14.972
-324.316,30.9,7,42,0.0,1.1719,31.904,15.008
-325.898,112.9,7,44,0.0,1.2818,34.365,14.828
-330.82,92.9,7,29,0.0,1.3606,31.729,14.872
-333.809,73.8,7,33,0.0,1.4519,26.279,14.916
-334.336,26.5,7,-5,0.0,1.5261,16.26,15.016
-335.742,26.5,7,-19,0.0,1.6089,8.877,15.016
-340.488,72.2,7,-5,0.0,1.6861,3.779,14.92
-340.84,27.6,7,-40,0.0,1.7704,-0.791,14.992
-339.258,48.7,7,-35,0.0,1.8382,-2.9,14.964
-337.5,47.9,7,-20,0.0,1.9377,-1.318,14.964
-335.918,47.9,7,-32,0.0,2.0176,1.846,14.964
-334.863,29.0,7,-8,0.0,2.0932,7.119,15.008
-333.633,26.4,7,6,0.0,2.1791,12.217,15.024
-332.402,27.6,7,12,0.0,2.257,16.787,15.016
-331.348,37.7,7,28,0.0,2.3582,19.424,14.992
-331.875,44.4,7,30,0.0,2.4611,19.775,14.98
-333.281,57.4,7,22,0.0,2.5512,18.018,14.952
-334.336,35.9,7,14,0.0,2.6409,15.205,15.0
-336.621,27.4,7,9,0.0,2.7153,11.338,15.008
-335.918,34.1,7,-13,0.0,2.8395,7.822,15.004
-335.039,27.2,7,-9,0.0,3.1237,8.877,15.02
-334.512,27.2,7,11,0.0,3.2284,12.393,15.02
-334.512,27.0,7,5,0.0,3.4384,13.447,15.02
-333.984,27.0,7,11,0.0,3.5112,13.975,15.02
-333.984,27.3,7,16,0.0,3.593,14.15,15.016
-334.336,28.5,7,15,0.0,3.6817,14.15,15.016
-335.215,29.8,7,16,0.0,3.7642,13.799,15.016
-335.215,29.1,7,15,0.0,3.9368,13.447,15.008
-335.039,30.6,7,17,0.0,4.0426,13.271,15.008
-334.688,28.0,7,10,0.0,4.1622,13.271,15.016
-334.512,27.8,7,10,0.0,4.238,13.271,15.024
-334.688,28.1,7,12,0.0,4.3333,13.447,15.016
-335.039,29.0,7,14,0.0,4.4555,13.447,15.012
-334.863,28.5,7,11,0.0,4.6309,13.447,15.012
-334.688,27.5,7,11,0.0,4.7466,13.447,15.016
-334.688,28.5,7,12,0.0,4.9816,13.447,15.016
-334.863,28.6,7,13,0.0,5.0646,13.447,15.012
-334.863,28.6,7,12,0.0,5.1344,13.447,15.012
-334.863,28.5,7,13,0.0,5.2052,13.447,15.012
-334.688,28.0,7,12,0.0,5.3799,13.447,15.016
-334.688,27.9,7,12,0.0,5.4886,13.447,15.008
-334.688,28.2,7,12,0.0,5.5824,13.447,15.016
-334.863,28.1,7,12,0.0,5.685,13.447,15.012
-334.688,28.1,7,11,0.0,5.8316,13.447,15.012
-334.688,27.5,7,12,0.0,5.9274,13.447,15.012
-334.688,28.0,7,12,0.0,6.029,13.447,15.016
-334.688,28.3,7,12,0.0,6.1512,13.447,15.016
-334.863,28.2,7,12,0.0,6.2521,13.447,15.012
-334.688,28.0,7,12,0.0,6.3424,13.447,15.008
-334.688,28.0,7,11,0.0,6.4366,13.447,15.008
-334.688,27.8,7,12,0.0,6.5184,13.447,15.016
-334.688,28.0,7,12,0.0,6.6666,13.447,15.016
-334.688,28.0,7,12,0.0,6.7365,13.447,15.016
-334.688,27.8,7,12,0.0,6.8222,13.447,15.012
-334.688,27.9,7,12,0.0,6.9203,13.447,15.016
-334.688,27.6,7,12,0.0,7.0326,13.447,15.016
-334.688,28.2,7,12,0.0,7.1643,13.447,15.016
-334.688,28.2,7,12,0.0,7.3378,13.447,15.012
-334.688,23.0,7,12,0.0,7.4545,13.447,15.016
-334.688,23.0,7,12,0.0,7.5452,13.447,15.016
-334.688,28.9,7,12,0.0,7.6221,13.447,15.008
-334.688,25.7,7,12,0.0,7.7036,13.447,15.016
-334.688,26.1,7,12,0.0,7.7954,13.447,15.016
-334.688,28.5,7,12,0.0,7.8916,13.447,15.016
-334.688,27.9,7,12,0.0,7.9723,13.447,15.012
-334.688,26.8,7,12,0.0,8.0691,13.447,15.012
-334.688,27.9,7,12,0.0,8.2766,13.447,15.016
-334.688,27.7,7,12,0.0,8.4135,13.447,15.016
-334.688,28.3,7,12,0.0,8.5414,13.447,15.016
-334.688,28.2,7,12,0.0,8.7575,13.447,15.016
-334.688,28.0,7,12,0.0,8.8812,13.447,15.016
-334.688,27.2,7,12,0.0,8.959,13.447,15.016
-334.688,28.2,7,12,0.0,9.0398,13.447,15.016
-334.688,28.0,7,12,0.0,9.1933,13.447,15.016
-334.688,28.5,7,12,0.0,9.2671,13.447,15.012
-334.688,28.2,7,12,0.0,9.4781,13.447,15.016
-334.688,28.2,7,12,0.0,9.6058,13.447,15.016
-334.688,27.9,7,12,0.0,9.6917,13.447,15.016
-334.688,26.8,7,12,0.0,9.9331,13.447,15.016
