alpha_deg,i_ma,mode,pwm,setpoint_deg,t_s,theta_deg,v_bus
-165.059,282.5,5,119,0.0,0.0,0.703,14.448
-139.395,282.5,5,118,0.0,0.0747,-26.191,14.448
-121.641,271.8,5,110,0.0,0.142,-60.82,14.468
-115.137,216.1,0,0,0.0,0.2079,-111.094,14.6
-138.34,26.8,0,0,0.0,0.3045,-134.297,15.02
-224.824,26.8,0,0,0.0,0.3694,-108.633,15.016
-265.781,27.1,0,0,0.0,0.4482,-108.457,15.016
-265.254,27.4,0,0,0.0,0.521,-111.621,15.016
-193.711,27.1,0,0,0.0,0.6118,-126.387,15.02
-148.184,26.4,0,0,0.0,0.7252,-113.203,15.02
-143.086,27.2,0,0,0.0,0.8036,-84.375,15.02
-153.105,27.2,0,0,0.0,0.8724,-52.734,15.02
-180.352,27.0,0,0,0.0,0.9422,-2.988,15.02
-199.16,27.6,0,0,0.0,1.043,41.309,15.016
-191.074,27.0,0,0,0.0,1.1301,71.016,15.02
-170.684,27.0,0,0,0.0,1.2097,85.43,15.02
-151.875,27.0,0,0,0.0,1.2775,99.668,15.02
-149.238,26.9,0,0,0.0,1.3458,121.465,15.02
-153.633,26.7,0,0,0.0,1.4277,132.539,15.016
-160.664,26.8,0,0,0.0,1.5083,129.727,15.02
-183.516,27.6,0,0,0.0,1.5952,132.187,15.012
-194.941,27.6,0,0,0.0,1.664,127.617,15.012
-189.668,26.4,0,0,0.0,1.7359,116.719,15.016
-172.441,27.6,0,0,0.0,1.8026,98.437,15.02
-161.367,27.6,0,0,0.0,1.8775,83.145,15.02
-174.902,26.7,0,0,0.0,1.9552,78.223,15.02
-191.25,27.3,0,0,0.0,2.053,78.047,15.016
-192.656,27.0,0,0,0.0,2.1303,71.895,15.02
-178.594,27.4,0,0,0.0,2.2086,60.117,15.02
-164.531,27.4,0,0,0.0,2.2784,49.395,15.02
-165.937,26.4,0,0,0.0,2.3527,47.812,15.016
-177.539,26.6,0,0,0.0,2.4155,51.68,15.02
-190.547,27.4,0,0,0.0,2.5003,55.898,15.016
-180.527,26.5,0,0,0.0,2.5781,50.449,15.02
-167.695,26.5,0,0,0.0,2.6769,45.527,15.02
-168.223,27.1,0,0,0.0,2.7576,47.637,15.02
-180.703,26.5,0,0,0.0,2.8416,56.426,15.024
-187.031,27.9,0,0,0.0,2.9156,61.699,15.016
-178.242,26.1,0,0,0.0,3.0054,60.645,15.02
-168.75,27.4,0,0,0.0,3.0842,59.414,15.016
-169.102,27.4,0,0,0.0,3.168,62.402,15.016
-177.891,28.1,0,0,0.0,3.2329,69.785,15.012
-182.812,30.4,0,0,0.0,3.3157,75.41,14.996
-171.387,23.1,0,0,0.0,3.4733,72.949,15.008
-176.484,27.1,0,0,0.0,3.5625,78.398,15.02
-181.055,27.3,0,0,0.0,3.7241,80.859,15.02
-173.496,26.6,0,0,0.0,3.7994,76.816,15.02
-173.672,26.6,0,0,0.0,3.9678,76.992,15.02
-177.539,27.2,0,0,0.0,4.0446,78.223,15.016
-176.133,27.2,0,0,0.0,4.2001,75.586,15.024
-175.605,26.7,0,0,0.0,4.3476,75.234,15.016
-176.836,27.1,0,0,0.0,4.4196,75.762,15.02
-177.363,27.2,0,0,0.0,4.5106,75.762,15.02
-176.133,27.3,0,0,0.0,4.6836,75.762,15.02
-176.309,27.1,0,0,0.0,4.8896,75.762,15.024
