t_s,theta_deg,alpha_deg,alpha_raw_deg,pwm,mode
0.000000,-15.1172,89.8242,-990.1758,0,0
0.001146,-15.1172,89.8242,-990.1758,0,0
0.005087,-15.1172,89.6484,-990.3516,0,0
0.009106,-15.1172,89.6484,-990.3516,0,0
0.013078,-15.1172,89.6484,-990.3516,0,0
0.017145,-15.1172,89.6484,-990.3516,0,0
0.021115,-15.1172,89.6484,-990.3516,0,0
0.025079,-15.1172,89.6484,-990.3516,0,0
0.029131,-15.1172,89.6484,-990.3516,0,0
0.033138,-15.1172,89.6484,-990.3516,0,0
0.037529,-15.1172,89.6484,-990.3516,0,0
0.041094,-15.1172,89.6484,-990.3516,0,0
0.045126,-15.1172,89.6484,-990.3516,0,0
0.049157,-15.1172,89.6484,-990.3516,0,0
0.053099,-15.1172,89.6484,-990.3516,0,0
0.057090,-15.1172,89.6484,-990.3516,0,0
0.061156,-15.1172,89.6484,-990.3516,0,0
0.065123,-15.1172,89.6484,-990.3516,0,0
0.069090,-15.1172,89.6484,-990.3516,0,0
0.073156,-15.1172,89.6484,-990.3516,0,0
0.077123,-15.1172,89.6484,-990.3516,0,0
0.081090,-15.1172,89.6484,-990.3516,0,0
0.085156,-15.1172,89.6484,-990.3516,0,0
0.089123,-15.1172,89.6484,-990.3516,0,0
0.093090,-15.1172,89.6484,-990.3516,0,0
0.097156,-15.1172,89.8242,-990.1758,0,0
0.101123,-15.1172,89.8242,-990.1758,0,0
0.105087,-15.1172,89.8242,-990.1758,0,0
0.109082,-15.1172,89.8242,-990.1758,0,0
0.113145,-15.1172,90.0000,-990.0000,0,0
0.117116,-15.1172,90.0000,-990.0000,0,0
0.121082,-15.1172,90.0000,-990.0000,0,0
0.125145,-15.1172,90.0000,-990.0000,0,0
0.129160,-15.1172,90.0000,-990.0000,0,0
0.133071,-15.1172,90.0000,-990.0000,0,0
0.137137,-15.1172,90.1758,-989.8242,0,0
0.141107,-15.1172,90.1758,-989.8242,0,0
0.145078,-15.1172,90.1758,-989.8242,0,0
0.149145,-15.1172,90.1758,-989.8242,0,0
0.153128,-15.1172,90.3516,-989.6484,0,0
0.157096,-15.1172,90.3516,-989.6484,0,0
0.161161,-15.1172,90.3516,-989.6484,0,0
0.165130,-15.1172,90.3516,-989.6484,0,0
0.169096,-15.1172,90.3516,-989.6484,0,0
0.173161,-15.1172,90.5273,-989.4727,0,0
0.177130,-15.1172,90.5273,-989.4727,0,0
0.181096,-15.1172,90.7031,-989.2969,0,0
0.185161,-15.1172,90.7031,-989.2969,0,0
0.189130,-15.1172,90.7031,-989.2969,0,0
0.193096,-15.1172,90.7031,-989.2969,0,0
